language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
ekm,14,0,1,14,0,6,0,0,18,0,0,11,7,11,7,0,8,0,14,1,3,9,11,11,5,11,17,17,13,10,12,15,5,0,17,7,8,15,12,19,2,9,10,16,0,9,16,18,16,15,9,10,0,11,6,13,3,0,2,0,0,13,17,19,14,0,0,14,11,15,6,14,13,6,7,14,1,11,8,7,12,14,13,16,17,6,15,20,14,7,3,9,16,0,18,17,1,10,9,12,8,8,17,5,8,0,7,10,5,1,13,14,16,5,7,15,1,15,0,11,0,14,3,9,13,10,14,8,19,18,13,10,16,19,0,8,4,0,21,8,8,7,0,0,0,10,22,0,8,12,19,18,0,12,0,13,5,3,8,1,12,8,7,5,5,11,17,7,16,17,17,0,14,5,14,13,8,0,10,7,10,14,0,12,8,10,1,0,5,0,0,13,7,7,18,13,0,0,19,11,20,12,14,8,18,15,11,16,2,15,15,14,3,10,9,11,0,11,20,18,10,13,16,19,0,8,9,14,14,0,14,1,14,6,4,0,15,9,15,13,10,13,0,0,14,9,5,0,7,0,2,10,18,2,6,0,15,10,1,2,2,22,9,0,8,12,1,2,7,0,6,9,15,12,15,14,10,1,2,7,12,18,16,16,0,5,4,13,14,3,6,1,16,7,6,2,2,14,15,16,2,11,12,11,18,10,9,19,16,8,17,3,6
eko,11,0,2,6,4,3,5,0,11,5,0,4,4,3,1,0,2,0,4,9,3,3,0,5,2,1,11,10,8,8,9,6,2,1,8,8,4,9,10,11,11,0,7,9,0,11,8,10,9,9,10,13,4,7,2,8,0,0,7,0,0,19,11,14,7,4,0,11,12,17,2,10,7,8,2,9,2,17,13,17,8,10,9,10,10,4,10,10,9,19,0,7,11,2,11,9,0,9,14,1,5,13,9,6,9,2,0,13,0,6,7,13,9,1,9,12,1,8,3,8,2,9,1,13,10,12,5,2,11,10,10,7,10,0,0,11,1,2,11,16,11,0,0,4,0,8,3,6,5,17,12,9,3,2,0,20,2,1,7,1,14,13,9,4,6,19,10,6,12,8,11,4,10,2,10,9,12,0,1,2,3,11,0,8,3,9,0,1,6,1,0,9,9,4,10,8,0,0,10,3,11,3,11,6,11,10,0,11,3,12,8,3,2,5,3,17,9,9,12,9,13,8,0,13,6,4,0,10,9,8,17,1,10,9,3,0,8,6,10,6,7,5,5,2,10,13,0,0,1,0,12,18,8,0,7,0,10,6,7,7,4,3,8,0,3,8,4,2,8,1,12,0,9,7,12,8,19,1,2,5,9,10,12,11,0,9,0,10,11,4,0,1,9,2,8,7,5,10,8,10,6,3,9,2,14,0,0,10,12,4,13,5,4
fhi,20,0,7,17,0,8,0,0,15,2,0,13,9,9,10,0,12,4,2,6,4,12,9,1,14,7,8,19,6,5,6,5,4,6,14,12,13,7,15,23,8,0,8,18,0,7,1,21,18,21,7,9,1,5,2,15,0,0,6,0,5,16,19,9,6,3,0,22,9,16,10,7,16,0,0,7,2,18,10,8,17,6,8,8,21,2,18,21,17,13,2,1,8,2,1,21,0,8,7,14,10,6,20,2,13,0,1,19,0,1,15,16,20,1,8,19,0,20,0,6,0,20,1,11,2,18,10,2,22,21,6,13,20,11,0,8,2,0,14,11,13,0,5,2,0,6,7,0,5,13,22,20,2,11,0,15,0,1,6,3,12,6,15,9,3,13,20,12,20,12,8,0,22,1,16,16,10,0,17,3,12,19,0,16,13,8,0,4,5,2,0,8,5,0,22,15,0,0,22,13,22,14,17,0,21,16,13,9,12,16,17,5,1,11,3,13,7,0,9,20,8,4,21,21,1,11,11,13,15,3,2,1,8,4,2,0,18,0,22,5,8,0,7,0,18,0,1,0,8,7,13,6,20,0,5,0,21,14,8,20,0,6,16,0,5,19,2,1,2,8,9,8,10,6,8,20,12,1,2,1,0,8,17,8,0,0,3,7,16,2,5,1,21,12,12,10,2,6,17,17,3,14,14,2,11,0,0,22,20,12,10,1,3
fsy,13,0,4,9,4,6,5,0,1,6,0,6,4,5,3,0,4,0,6,8,3,5,2,7,4,9,13,11,10,9,10,8,2,1,10,9,6,11,0,13,2,0,0,8,0,10,11,12,14,12,12,14,2,7,2,10,0,0,2,5,0,18,13,16,7,5,0,12,10,10,0,8,7,9,3,11,2,8,2,0,10,19,12,12,12,3,12,14,12,20,2,1,11,2,13,11,0,9,16,1,5,8,7,6,9,2,4,9,6,8,9,11,12,5,9,13,1,11,3,9,3,11,1,14,11,1,14,5,13,12,9,7,13,10,0,12,1,0,12,17,9,9,0,7,0,9,5,8,7,1,13,11,0,5,0,22,4,3,12,1,15,2,6,4,6,21,12,6,14,9,14,4,12,2,10,7,13,0,11,6,3,9,0,8,5,13,4,2,8,1,0,1,6,5,13,10,0,0,12,6,13,5,12,4,12,12,0,6,13,13,10,1,2,5,3,19,8,6,14,11,11,9,13,14,6,2,13,12,10,0,5,1,12,10,7,2,11,8,12,8,7,0,6,0,13,7,0,0,2,0,13,20,11,0,9,0,11,8,5,10,0,5,12,0,14,11,3,2,2,0,14,15,11,10,9,11,20,4,5,4,6,13,14,13,0,11,0,11,10,1,0,1,12,5,9,7,5,12,10,12,7,8,7,2,16,8,0,12,13,6,15,7,6
gqs,14,0,1,12,0,6,8,0,18,0,0,9,8,11,6,0,8,0,13,1,3,6,0,12,5,11,15,16,13,1,14,13,5,5,17,13,9,8,13,20,2,9,13,15,0,9,14,16,16,17,9,10,0,11,9,5,3,0,2,0,0,10,17,21,14,0,0,18,11,14,6,14,13,10,7,16,1,14,8,6,12,11,13,14,17,6,15,19,14,10,3,4,13,0,19,15,1,10,11,12,8,8,15,7,8,0,7,10,5,1,11,14,17,5,7,17,1,14,0,11,0,16,4,9,13,10,12,6,18,17,13,10,16,15,0,14,4,0,19,8,8,7,0,0,0,12,21,0,8,11,16,15,0,10,0,11,7,1,13,2,12,8,7,8,5,9,14,7,18,18,17,0,14,1,14,12,8,0,10,7,8,17,0,12,10,10,1,0,10,0,0,13,7,8,19,13,0,0,17,1,19,11,14,8,16,9,0,13,11,9,12,14,3,9,8,9,0,11,19,14,19,11,18,18,0,8,9,14,14,0,12,1,14,6,4,0,14,9,17,12,10,11,0,0,14,9,2,0,3,0,8,11,17,2,6,0,15,10,1,2,2,19,14,0,8,12,1,2,7,0,6,9,1,15,17,17,8,1,2,7,12,16,16,15,4,5,6,14,13,7,6,1,18,7,6,2,2,14,13,14,15,16,11,13,18,10,9,17,16,8,11,11,6
hjp,1,0,1,10,5,5,0,0,13,1,0,7,1,6,4,0,1,0,7,1,3,1,0,5,1,10,14,12,12,1,11,9,4,4,11,11,7,12,7,15,5,8,9,11,0,9,6,13,10,13,9,15,2,6,3,11,3,0,2,0,4,9,14,17,12,6,0,13,11,0,4,13,11,6,4,13,1,10,0,2,11,2,10,13,14,5,13,15,13,8,3,4,12,0,15,12,0,10,8,8,7,7,12,2,11,4,2,15,5,1,15,12,13,1,10,9,0,12,0,7,0,12,2,15,12,14,7,2,14,13,8,9,15,14,0,8,1,0,17,6,8,5,0,8,0,8,17,0,5,9,14,13,0,6,0,9,12,0,8,2,11,7,11,6,5,7,13,8,9,13,15,0,13,3,13,11,9,0,13,4,6,13,0,11,6,14,5,0,9,0,0,10,7,6,16,11,0,0,14,8,14,7,13,3,13,14,0,12,9,1,11,0,5,8,2,7,11,1,15,13,16,10,9,10,7,7,8,13,12,0,11,3,7,6,4,0,12,5,13,11,7,9,0,0,11,8,4,0,5,0,8,8,13,0,10,0,14,8,0,12,0,17,12,0,6,12,1,2,9,0,6,1,1,11,13,13,6,1,2,6,7,14,10,1,0,6,4,12,9,5,8,1,14,6,10,2,6,13,11,13,13,7,10,9,17,9,8,14,14,7,2,8,4
hmv,3,0,10,2,0,1,3,0,2,0,0,1,1,2,15,1,5,1,11,3,1,0,5,2,9,3,2,2,2,2,2,2,7,7,1,3,0,18,0,3,2,3,2,3,0,2,6,2,1,3,3,3,8,12,15,11,2,0,3,0,2,3,1,1,2,2,0,2,4,1,11,3,2,2,11,3,1,1,2,1,2,17,3,3,2,0,2,4,3,1,7,1,3,6,3,3,0,0,1,6,3,3,1,3,2,0,1,4,0,0,0,3,1,9,3,4,0,1,1,13,0,18,8,3,1,2,11,3,2,3,4,1,2,2,0,4,0,0,1,2,3,2,3,2,0,1,12,0,3,2,4,3,0,16,0,3,12,0,0,1,2,2,2,0,0,16,2,1,2,3,2,0,3,10,3,2,0,0,4,1,2,3,0,1,17,2,0,4,2,1,0,3,2,1,3,2,2,0,2,16,4,18,3,2,2,5,3,3,3,2,1,9,3,2,11,1,2,2,2,1,2,1,4,3,0,13,3,3,2,1,7,4,0,1,3,0,0,2,2,1,1,3,0,0,3,2,0,3,11,3,3,2,2,0,3,0,2,8,0,4,0,11,3,1,1,2,0,1,5,3,1,2,4,12,2,3,15,1,1,2,3,2,3,2,0,2,1,4,4,10,3,0,2,2,3,4,0,2,2,4,11,8,4,3,3,4,2,1,3,13,4,15,3
ilw,15,0,5,11,0,6,0,0,17,7,0,8,1,7,5,0,7,0,5,10,3,7,10,11,6,11,16,13,2,1,12,12,5,0,12,7,8,13,12,16,13,0,11,12,0,13,13,14,15,14,9,10,0,10,0,12,3,0,2,0,0,11,16,18,13,0,0,15,11,12,5,14,12,6,6,8,1,12,10,4,6,12,13,15,16,6,14,16,15,9,4,4,14,0,16,13,2,10,10,11,8,9,13,5,12,0,6,16,5,1,10,13,1,5,7,14,1,13,0,10,0,13,11,9,13,10,13,7,15,15,12,10,16,16,0,8,4,0,18,7,8,6,5,9,0,11,18,0,9,10,15,14,0,7,0,10,5,3,8,2,12,8,7,5,5,8,15,9,15,14,16,0,15,4,9,12,8,0,14,7,7,15,0,13,7,10,1,3,5,3,0,10,7,6,15,6,0,0,15,5,15,8,15,3,14,9,0,14,2,9,12,15,3,7,7,8,0,10,16,14,17,14,15,15,11,9,10,15,13,0,12,5,13,12,4,0,13,9,14,12,10,10,0,0,15,11,2,0,6,0,8,7,14,2,6,0,16,9,1,14,2,9,13,0,7,13,1,4,7,6,7,1,1,13,14,15,7,1,2,8,7,15,15,1,0,5,4,13,9,3,6,1,15,8,6,2,2,8,12,2,14,9,11,10,18,11,0,15,15,9,16,9,6
ilz,14,0,1,15,0,6,0,0,18,0,0,12,7,11,8,0,8,0,12,1,3,10,0,11,5,11,15,14,15,1,12,15,5,0,17,14,8,8,12,21,2,9,10,13,0,9,14,19,16,19,9,10,0,11,6,14,3,0,2,0,0,10,18,19,14,0,0,14,11,13,8,14,13,6,9,14,1,11,8,3,12,15,13,17,19,6,15,17,14,7,3,4,13,0,18,18,1,10,9,12,8,8,18,5,8,0,7,10,5,1,11,14,18,5,7,15,1,14,0,11,0,18,3,9,14,16,16,6,20,19,15,12,16,15,0,8,4,0,19,8,8,7,0,10,0,10,19,0,8,12,20,16,0,8,0,14,5,3,8,2,12,8,7,5,5,12,18,7,16,19,17,0,18,1,14,14,8,0,15,7,7,14,0,12,11,10,1,0,11,0,0,13,7,7,20,13,0,0,20,1,18,9,14,8,19,9,11,17,2,9,16,17,3,9,9,11,0,11,17,16,10,11,16,17,0,8,9,14,14,0,14,1,14,6,4,0,17,9,15,14,10,11,0,0,14,9,2,0,7,0,8,12,16,2,6,0,19,12,1,2,2,20,9,0,8,12,1,2,11,0,6,11,1,12,15,18,8,1,2,7,12,16,16,15,0,5,4,13,13,3,6,1,16,7,6,2,2,15,9,14,17,13,11,11,20,10,9,20,18,8,17,3,6
isw,4,0,12,0,2,1,3,0,4,0,0,1,1,7,16,1,6,3,1,3,3,16,5,2,9,3,3,2,4,2,3,2,8,0,1,3,2,18,0,4,4,3,3,4,0,2,6,3,4,4,4,4,9,13,16,1,2,2,4,0,0,4,3,3,4,2,0,3,0,3,13,3,3,4,11,1,1,2,4,10,3,6,4,4,3,0,3,2,0,7,1,2,1,6,4,4,0,4,3,4,3,2,3,3,3,0,4,2,0,3,1,1,3,9,2,2,0,2,1,7,0,2,1,1,5,4,5,3,3,1,2,3,4,3,0,3,0,0,3,8,3,2,1,2,0,2,10,0,2,4,5,4,0,6,0,1,12,0,0,1,4,2,2,1,1,2,3,1,0,4,3,0,1,8,3,2,0,0,2,1,13,4,0,3,18,3,12,4,2,1,0,4,2,1,4,5,0,0,3,14,3,19,4,2,4,3,3,1,3,3,1,11,4,2,11,3,2,11,4,3,4,1,2,4,0,14,4,1,0,1,8,1,0,1,2,0,1,3,3,1,2,0,4,0,1,2,0,0,13,3,3,3,3,0,0,0,3,16,2,5,2,12,1,1,1,3,0,1,3,4,2,3,2,19,2,1,16,1,1,2,3,3,4,2,0,2,1,5,2,11,3,0,3,10,3,4,0,0,3,4,5,21,1,3,4,4,2,2,4,13,5,15,7
ixy,12,0,2,8,4,3,5,0,12,3,0,5,6,4,2,0,5,0,5,8,3,0,2,6,2,1,12,9,9,6,7,5,4,3,9,7,5,8,11,14,12,0,0,10,0,12,12,11,13,11,11,11,6,7,5,9,0,0,2,0,0,20,12,15,10,0,0,8,13,7,3,12,10,7,5,10,2,7,14,0,9,18,9,11,11,3,11,13,11,16,0,8,1,4,14,9,0,12,0,1,5,2,11,6,10,2,3,14,0,7,8,8,11,4,9,8,1,10,3,5,0,10,1,10,11,13,8,2,12,11,9,7,12,9,0,9,1,0,4,0,12,8,0,6,0,7,4,7,5,18,9,12,0,4,0,18,3,2,11,1,12,2,10,4,6,20,11,6,13,7,13,4,11,2,12,10,11,0,12,2,5,12,0,10,4,9,3,2,6,1,0,12,6,1,12,9,0,0,13,7,12,4,8,4,9,13,9,6,13,1,9,4,2,5,3,18,10,2,10,10,14,5,14,9,9,6,2,11,9,0,15,1,11,11,6,0,10,6,11,6,7,8,5,0,12,6,1,0,2,0,9,19,12,3,8,1,12,7,0,9,5,4,12,0,3,8,3,2,2,5,13,14,12,9,9,10,20,1,2,4,11,12,13,12,0,10,0,8,8,1,0,1,11,3,0,9,5,11,9,10,4,6,7,2,15,0,2,11,1,5,14,6,4
jlw,0,0,9,12,6,0,2,1,1,5,0,0,2,10,13,1,0,0,0,2,3,11,4,0,8,2,0,0,1,8,1,0,4,0,0,2,5,1,2,1,1,2,5,1,0,1,2,0,2,1,0,2,7,1,1,7,2,1,0,0,1,1,0,0,0,2,0,0,2,11,0,2,0,1,8,9,4,0,1,8,12,0,13,0,0,0,0,1,1,0,3,0,0,5,0,1,0,2,0,2,1,1,0,1,1,1,7,1,2,7,8,0,0,8,1,1,3,18,2,0,1,0,1,0,3,16,8,0,0,0,1,0,1,9,0,1,0,1,0,10,2,4,1,1,0,6,0,1,1,0,1,1,0,15,0,0,10,3,2,0,0,1,1,0,0,0,0,2,0,1,0,2,0,6,1,1,2,1,0,2,1,0,0,0,0,11,7,1,1,1,0,1,1,11,1,0,1,0,0,1,1,0,0,3,1,1,2,0,1,0,12,8,3,1,1,0,1,1,1,0,0,0,1,1,2,3,0,0,1,5,4,2,10,0,3,0,18,9,0,2,0,13,2,1,0,1,5,1,9,1,1,0,0,4,0,0,0,0,1,1,0,8,0,0,0,0,5,1,1,1,0,9,12,0,1,12,0,2,1,4,1,0,1,0,1,2,0,1,0,4,2,1,0,1,2,1,3,8,10,1,1,16,2,1,1,2,1,17,0,0,1,0,0
jwx,18,0,8,19,6,1,9,0,0,9,0,14,0,1,12,1,6,5,9,11,0,14,1,9,0,0,1,21,0,0,17,10,0,1,16,0,12,17,1,24,0,1,0,19,0,0,18,23,0,22,1,0,2,0,0,17,1,0,1,1,0,0,21,11,1,1,0,20,1,8,5,0,1,7,5,0,3,16,2,9,15,16,0,1,23,7,20,0,19,15,3,1,19,5,16,0,1,1,0,15,0,0,22,0,8,0,8,0,1,0,10,18,22,7,0,0,1,18,1,1,0,22,6,17,16,0,0,9,23,23,0,15,0,13,0,0,0,0,16,13,1,1,2,11,0,13,9,5,0,15,23,0,1,0,0,17,9,1,1,1,10,10,16,9,0,15,22,0,21,11,19,1,20,1,3,6,1,0,19,0,0,20,1,18,15,10,6,0,0,1,0,0,11,10,23,17,0,0,24,3,0,16,19,1,9,17,14,20,0,1,0,7,1,0,0,15,15,6,0,22,22,15,22,22,6,0,1,18,6,1,0,1,4,15,1,0,6,0,20,10,13,4,1,0,9,1,1,1,0,3,14,15,22,0,1,0,23,15,1,15,1,7,18,0,12,17,2,0,0,2,0,6,0,18,20,21,14,6,0,0,0,21,18,9,0,1,0,0,18,8,10,1,23,0,1,11,1,18,0,0,8,15,15,0,9,1,2,5,9,13,0,14,0
kuw,5,0,10,3,0,1,0,0,5,0,0,15,1,12,2,1,15,1,11,4,1,17,7,4,11,4,4,4,2,1,7,1,9,0,16,4,8,4,1,5,2,3,3,5,0,4,0,4,5,5,5,5,0,2,11,2,2,0,3,0,0,5,5,4,8,2,0,4,5,11,14,5,4,7,1,4,1,6,2,12,4,3,1,7,4,0,4,5,5,3,1,4,4,0,5,5,0,6,10,3,2,4,4,3,4,0,1,5,3,4,3,4,4,9,2,5,1,3,1,5,0,3,9,5,6,5,2,4,4,4,2,7,5,5,0,5,0,0,5,3,6,3,4,2,0,3,13,0,2,1,6,5,0,1,0,4,5,1,4,1,5,6,4,0,0,3,4,3,3,2,4,3,4,11,2,4,4,0,5,9,14,5,0,4,19,4,9,4,2,1,0,5,0,13,5,3,0,0,4,17,5,20,1,9,5,2,3,4,5,4,4,12,3,4,12,4,4,3,5,4,1,2,5,5,4,15,5,4,3,3,5,0,2,0,10,0,2,4,4,1,4,1,0,0,5,3,1,3,14,5,5,7,4,0,4,0,4,2,0,1,0,13,4,0,1,4,6,1,3,2,0,4,5,3,4,4,3,1,3,5,4,4,5,2,0,3,0,6,6,9,1,1,4,2,4,2,4,3,4,5,9,18,2,5,5,3,4,3,6,15,6,17,1
mov,17,0,0,18,1,1,1,0,16,8,0,2,10,1,11,0,13,1,8,0,0,13,1,8,0,0,1,20,0,0,16,4,6,1,15,0,11,0,16,0,9,1,0,0,0,0,17,22,0,0,1,0,2,0,0,16,1,0,1,1,0,14,20,10,1,1,0,19,1,17,5,16,17,7,10,17,0,3,11,8,14,7,15,1,22,1,19,22,18,14,3,1,18,1,20,19,1,13,0,0,11,10,21,0,8,0,1,0,1,0,16,17,21,0,0,20,2,17,1,1,0,21,0,16,0,19,0,1,8,22,9,14,21,12,0,0,0,0,15,12,1,1,2,0,0,10,8,5,0,14,0,0,1,14,0,16,8,1,1,1,9,0,0,0,0,14,21,0,8,10,18,1,19,1,0,17,1,1,18,0,0,1,2,17,14,0,0,0,12,1,0,0,4,0,0,16,0,0,23,0,23,15,18,8,0,0,1,19,0,1,0,6,0,0,0,14,14,6,0,21,21,14,0,0,6,12,1,1,16,4,3,1,4,14,8,0,19,0,19,0,12,4,8,0,4,12,1,1,0,3,0,14,21,4,1,0,22,1,5,0,6,0,17,0,11,16,2,0,0,2,0,9,14,17,0,0,13,0,0,0,0,20,0,1,0,1,0,0,17,0,1,1,22,0,1,0,1,17,18,0,0,0,0,14,0,13,2,5,21,1,0,13,0
mvw,6,0,13,4,0,1,4,0,6,0,0,16,1,13,17,1,16,1,1,3,1,0,5,5,1,5,5,5,2,4,3,5,7,0,3,1,8,2,4,6,6,5,1,6,0,9,3,5,6,6,1,6,6,2,12,7,2,0,3,3,0,6,4,5,1,2,0,5,6,4,15,4,1,0,14,12,5,11,2,13,5,4,5,5,5,2,5,6,4,4,8,1,5,0,6,6,0,5,4,3,2,5,5,3,5,0,1,6,4,0,12,5,5,10,4,6,1,4,1,3,5,4,6,6,1,6,3,3,5,5,5,4,6,4,0,2,0,0,6,4,5,1,0,10,0,4,14,3,4,5,7,6,0,18,0,5,10,5,5,1,6,4,5,2,0,4,5,4,4,8,5,0,5,7,5,0,10,0,6,10,15,6,4,5,20,5,10,4,2,1,0,6,4,1,6,11,0,0,5,18,6,1,6,10,6,6,4,5,6,5,3,13,3,2,13,5,2,4,6,14,5,3,6,6,0,1,2,5,4,6,9,0,3,1,4,0,3,0,5,3,5,7,0,3,6,1,1,0,10,6,5,4,5,5,0,0,5,3,3,16,2,14,5,0,3,5,7,3,3,2,3,5,6,4,5,5,2,3,4,3,2,5,6,4,0,4,0,2,13,9,1,1,5,2,3,5,0,4,5,4,11,21,1,6,6,3,5,4,7,16,7,18,2
