language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
ghl,12,3,7,5,8,7,3,15,6,7,2,0,9,0,5,4,6,7,0,8,7,5,1,6,2,0,7,6,0,7,4,0,0,8,0,5,4,1,7,2,8,9,4,8,9,3,2,8,7,1,19,8,3,0,6,0,2,3,8,8,0,1,2,7,3,7,7,6,8,4,0,0,2,8,6,0,3,4,0,5,6,8,5,0,6,2,5,7,7,7,0,7,15,3,8,3,8,3,0,1,0,0,6,6,8,1,0,6,15,4,2,4,9,6,8,1,7,0,17,0,7,6,7,8,1,0,4,6,2,0,6,2,7,1,10,7,8,1,7,7,5,1,4,3,1,2,4,6,7,0,0,6,0,7,1,0,3,11,4,8,3,1,0,0,9,8,9,0,8,8,0,2,7,6,3,7,8,7,0,0,5,2,3,0,7,5,12,7,9,2,8,7,3,0,5,5,21,5,8,0,13,6,4,6,6,4,8,5,0,1,2,0,2,1,1,4,4,3,3,2,2,0,12,0,0,6,9,3,2,5,6,3,17,5,6,16,9,3,8,7,7,0,8,4,20,7,0,7,3,6,1,6,7,6,8,7,5,4,1,3,1,8,4,6,3,5,8,8,0,3,0,8,4,3,6,6,9,0,6,7,0,2,6,7,2,3,0,2,0,6,6,7,3,6,3,2,0,1,4,5,0,7,5,10,1,3,7,1,1,6,5,4,8
ghm,2,5,9,8,18,11,5,3,2,8,7,4,10,0,7,2,6,9,0,10,9,2,1,8,4,0,9,7,3,9,6,0,0,22,3,6,5,8,9,0,10,10,5,10,10,7,4,10,9,1,6,10,5,3,7,0,4,2,9,10,0,7,4,9,5,9,9,0,7,0,4,0,2,2,8,5,0,1,0,6,7,9,7,2,2,9,13,8,9,2,0,8,14,0,10,0,18,5,0,3,0,4,2,3,10,1,0,8,6,4,1,6,11,8,9,7,9,0,4,0,8,7,9,10,4,1,5,7,5,5,8,5,9,2,11,9,2,5,9,9,0,1,5,5,9,2,6,9,10,0,0,7,7,9,0,3,3,1,5,9,5,1,0,5,10,2,11,3,10,10,0,3,1,7,0,9,2,10,2,2,7,3,7,6,9,7,3,9,10,8,9,8,1,0,2,6,9,2,10,0,13,9,0,7,8,1,10,0,0,6,0,3,2,4,6,6,13,5,5,4,10,0,4,0,0,8,0,5,2,1,8,0,7,2,5,7,5,5,7,9,9,0,10,6,8,9,0,17,11,8,1,3,9,7,10,9,2,2,3,4,5,7,6,7,4,6,17,10,4,15,0,2,5,4,8,8,4,0,8,9,5,4,8,9,3,5,0,2,3,7,1,10,4,7,15,5,0,3,1,7,0,9,7,11,6,1,2,2,1,7,7,7,10
gjp,6,0,15,14,19,20,13,12,2,16,3,5,20,0,15,2,12,18,0,19,18,7,1,18,0,0,12,13,0,16,15,0,0,19,0,7,0,14,16,0,19,20,10,19,11,3,8,20,13,1,12,19,14,5,15,0,5,5,5,17,0,12,12,17,6,17,19,8,11,0,1,0,6,16,13,0,0,6,10,14,11,1,12,0,7,14,13,13,4,13,0,0,13,0,20,0,20,6,0,8,0,0,2,10,19,1,0,14,12,9,3,14,18,15,15,8,19,0,12,0,15,14,18,20,9,0,12,0,2,7,18,15,10,5,12,1,10,6,10,14,16,1,9,15,17,2,16,16,14,0,0,15,13,18,2,0,4,8,8,10,14,9,0,10,11,15,12,0,15,19,3,0,13,8,0,18,2,17,9,0,14,0,8,2,18,3,4,17,19,9,2,16,7,3,7,15,16,11,19,0,9,14,8,8,18,7,20,8,0,13,0,7,2,8,9,10,10,11,10,12,19,0,11,0,0,14,8,0,2,13,18,8,5,7,5,13,7,14,11,16,19,6,20,4,16,18,0,17,8,15,1,8,19,12,13,16,0,8,1,5,1,16,10,0,11,9,17,20,5,10,2,14,13,4,14,18,14,3,15,14,5,12,13,14,4,12,3,8,2,13,13,9,10,16,13,12,0,7,1,8,0,16,15,19,1,7,12,2,11,12,3,14,19
gkr,10,1,0,16,21,22,15,6,2,18,4,10,22,1,11,3,14,13,0,21,19,9,1,20,0,0,14,14,6,17,17,0,0,21,0,7,3,16,19,0,21,21,12,21,20,11,9,10,17,12,16,1,9,0,8,0,11,15,14,19,2,13,9,19,1,19,21,7,8,0,13,0,7,18,15,8,2,7,12,7,7,19,14,5,10,16,14,14,16,15,0,17,3,6,22,0,22,6,2,1,0,0,7,8,21,11,0,3,13,11,5,16,19,13,17,8,21,0,14,0,3,5,20,22,5,0,14,0,2,9,9,13,10,0,18,1,20,2,2,2,7,1,9,17,19,2,7,18,20,0,3,8,0,20,5,0,4,8,6,10,16,10,0,11,20,11,21,7,20,20,4,4,1,1,0,20,9,19,6,0,10,4,13,12,20,3,9,19,2,9,2,18,12,0,14,17,18,8,20,0,10,16,0,18,20,1,22,1,0,14,4,0,2,5,1,0,11,6,6,14,20,0,8,0,0,9,0,9,2,1,19,9,15,12,5,8,1,15,19,18,17,3,22,14,14,20,0,18,5,18,9,6,21,2,19,8,0,9,1,8,7,18,0,15,1,14,19,15,5,18,0,16,9,4,15,20,19,3,17,2,0,14,9,2,8,13,0,14,6,14,14,18,11,18,15,13,7,9,1,8,0,17,17,21,1,7,8,1,12,4,0,0,21
hiq,9,0,14,13,18,19,12,11,2,15,3,9,19,0,12,2,11,17,1,18,15,6,1,17,11,0,12,10,9,9,14,0,0,15,0,7,0,13,0,0,18,19,9,18,18,3,3,19,15,8,15,18,6,0,14,0,9,13,10,16,0,11,11,8,12,13,18,8,11,7,12,0,6,15,12,0,0,5,9,13,7,17,2,0,7,8,12,12,14,9,0,15,12,5,19,0,19,7,0,7,0,0,2,10,18,1,0,12,3,0,3,10,16,19,13,8,18,0,11,0,14,13,17,19,5,0,11,0,2,7,14,15,10,4,12,13,18,6,12,17,15,1,9,14,16,2,15,15,18,0,0,8,12,17,4,0,4,11,7,16,13,8,0,5,18,12,20,0,18,18,0,0,12,1,0,17,2,11,3,0,13,0,12,11,17,3,4,10,18,9,2,15,10,3,7,14,15,11,11,0,8,13,0,16,17,6,19,8,0,12,0,0,2,2,8,10,4,10,9,11,18,0,5,0,0,18,7,0,2,12,17,7,13,11,5,14,1,13,12,15,18,6,19,12,9,17,0,16,5,17,1,1,18,11,17,8,0,1,1,8,9,15,0,13,10,13,16,19,5,15,2,13,9,4,13,17,13,3,14,13,0,11,12,13,4,1,3,13,3,8,10,16,9,15,12,11,0,6,1,15,0,15,14,15,1,1,8,2,1,5,13,13,18
hps,7,0,0,7,10,13,16,7,2,11,3,6,11,0,9,2,7,10,0,11,10,6,1,9,5,0,15,7,4,10,19,0,1,11,0,7,0,9,10,0,11,12,2,11,13,3,5,11,10,5,7,11,7,4,9,3,9,6,11,11,0,1,7,10,6,11,10,0,9,5,5,0,6,9,18,7,0,1,0,8,7,10,8,3,8,11,7,8,10,10,0,9,7,0,11,0,12,7,0,4,3,0,2,7,11,4,0,9,7,0,3,7,13,10,14,9,11,0,5,0,9,8,11,11,5,0,7,8,6,6,10,6,12,0,14,1,12,7,9,10,8,1,7,6,11,2,8,11,11,0,0,9,8,10,1,0,4,8,6,11,6,4,2,7,12,10,13,0,11,5,0,0,1,1,0,10,2,12,5,3,8,0,9,8,10,3,4,11,12,9,10,8,14,0,8,7,11,8,12,0,4,8,0,9,9,1,11,1,0,9,0,5,2,6,1,0,4,6,13,6,13,0,5,0,0,10,0,6,2,7,9,5,8,7,5,9,1,7,9,10,10,7,11,7,11,11,0,9,8,10,5,4,11,8,11,11,3,1,3,1,1,11,0,0,5,7,10,12,5,6,2,9,7,5,8,9,5,4,7,2,0,6,17,10,5,7,0,9,3,9,15,12,5,8,5,4,5,14,6,9,0,8,8,2,8,1,9,1,7,8,0,9,11
iky,13,3,8,6,9,8,4,16,2,1,4,0,8,0,6,4,15,8,0,9,6,5,1,7,3,0,8,5,0,8,5,0,0,9,0,4,4,1,8,3,9,8,2,9,8,3,2,9,8,1,9,9,4,0,6,0,3,4,7,9,0,6,3,6,4,8,8,6,6,0,4,0,2,8,7,0,0,4,3,5,6,1,6,9,6,7,6,6,8,8,0,6,10,0,9,3,9,4,0,14,0,3,2,6,9,15,0,7,3,3,2,5,10,7,8,1,8,0,18,0,7,5,8,9,2,0,11,6,8,0,7,3,8,1,9,8,8,3,6,8,6,1,4,1,8,2,5,7,8,0,0,5,6,8,1,0,3,6,2,7,4,1,0,0,8,8,10,0,9,9,0,0,8,5,3,8,6,8,0,0,6,2,3,5,8,5,2,8,8,7,8,6,4,0,6,18,22,6,9,0,14,7,5,5,7,1,9,5,0,4,0,0,2,1,5,5,13,4,4,3,9,0,13,0,0,7,0,4,2,5,7,4,18,5,4,8,1,4,17,8,8,0,9,5,9,8,0,6,3,7,11,6,8,6,9,6,5,8,1,0,1,9,5,5,3,5,7,9,0,4,0,7,4,2,7,7,17,0,7,8,0,3,7,2,2,4,0,7,9,5,6,8,16,10,4,3,0,2,5,6,0,6,6,9,5,0,7,1,6,4,4,6,9
ivw,3,1,6,3,5,5,6,2,5,4,1,7,4,1,3,3,4,5,0,5,4,4,2,5,0,0,5,2,0,6,20,0,0,6,0,1,3,4,0,0,5,5,2,6,5,0,14,5,4,10,5,5,6,2,4,0,15,18,5,5,0,5,12,3,0,4,4,3,5,2,1,0,3,7,4,0,2,3,0,4,5,4,16,8,5,5,3,4,5,6,0,3,6,3,6,2,5,2,0,12,1,2,4,0,5,1,0,2,5,2,1,1,7,5,4,4,6,0,1,0,5,4,4,5,12,0,2,0,1,3,5,16,5,6,7,6,7,2,4,5,2,1,3,3,6,0,19,4,5,0,0,8,5,4,0,5,7,5,3,6,19,2,0,4,5,4,7,0,5,5,0,0,5,3,2,6,4,6,0,0,4,0,5,3,5,6,10,4,7,5,5,3,16,0,3,4,6,4,6,0,1,4,0,3,3,3,5,2,0,2,1,4,6,2,4,0,4,2,1,17,7,0,3,0,0,4,2,0,2,4,4,5,4,3,3,4,4,2,5,3,4,5,5,2,5,3,0,5,5,5,3,1,5,5,6,5,0,2,1,12,2,5,15,3,1,3,4,5,3,15,0,6,3,4,2,3,2,1,3,4,2,19,4,4,11,16,0,5,2,3,4,5,15,4,1,19,2,13,1,1,1,4,4,6,4,0,4,0,4,4,3,4,6
jrv,0,0,0,0,0,10,15,0,0,0,0,5,0,0,8,0,4,20,0,0,0,0,0,0,3,0,0,14,6,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,1,0,1,10,0,0,2,0,0,8,0,1,1,1,0,0,0,1,1,0,12,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,4,0,2,1,1,0,6,0,0,0,2,0,2,0,0,0,0,0,1,9,0,0,0,15,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,6,0,4,0,10,0,0,13,17,0,1,0,13,0,0,3,1,1,6,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,3,0,1,1,2,1,0,0,0,0,0,20,0,0,7,0,0,1,0,0,0,0,1,14,0,0,0,0,0,14,0,1,0,1,0,1,0,6,10,12,0,1,8,0,0,4,0,1,1,0,0,6,0,0,0,3,0,0,10,3,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,6,0,0,0,7,2,0,0,0,8,16,4,1,7,0,5,16,4,0,4,13,1,0,3,8,0,0,0,0,0,0,7,6,0,13,0,0,5,0,0,1,0,0,9,0,5,2,0
klr,5,0,13,11,17,12,6,9,12,14,6,5,18,0,14,2,10,13,0,17,13,6,1,16,10,0,12,12,8,14,13,0,0,18,0,7,0,7,15,0,17,18,2,17,17,10,3,18,14,1,14,17,12,0,13,0,5,12,15,15,0,10,11,16,11,15,17,9,11,0,11,0,10,14,9,11,1,5,8,12,10,16,2,0,7,13,12,8,13,9,0,14,8,0,18,0,18,6,0,6,0,0,2,13,17,9,0,12,3,8,4,13,16,18,13,8,17,0,10,0,12,12,16,18,5,0,8,0,5,7,17,4,10,4,17,12,17,6,10,13,12,1,9,13,14,2,14,10,16,0,0,14,11,16,2,0,4,10,6,15,12,7,0,5,17,14,19,0,15,16,0,0,11,1,0,16,8,16,8,0,12,0,8,10,16,0,4,16,17,9,13,14,4,3,18,13,2,12,17,0,1,12,0,15,16,1,18,8,0,7,0,0,2,7,1,9,9,8,12,10,17,0,5,0,0,17,6,0,2,11,16,5,12,10,5,12,1,8,14,14,17,6,17,11,11,16,0,15,3,15,7,1,17,2,16,15,5,7,1,5,1,14,0,12,9,10,13,18,5,9,2,12,12,4,12,16,12,3,20,2,0,10,11,2,4,11,3,12,3,12,10,14,7,14,10,10,0,5,1,14,0,13,13,17,10,6,8,1,1,11,12,0,17
kvz,6,0,10,8,12,15,8,7,2,10,3,7,14,0,8,2,17,12,0,13,12,6,1,12,7,3,10,0,5,12,9,0,0,13,0,8,0,7,12,0,13,13,2,14,12,3,6,13,11,6,9,13,8,0,9,0,6,9,13,13,0,1,7,12,7,12,12,0,9,0,6,0,6,11,20,0,0,1,0,7,7,12,9,3,7,12,9,8,11,9,0,11,7,0,13,0,14,7,0,1,4,0,2,3,13,5,0,3,8,5,3,8,15,12,10,11,13,0,7,0,3,8,12,13,7,0,6,0,3,0,13,8,13,0,13,1,13,9,2,2,7,1,6,9,10,2,10,13,9,0,2,11,0,12,0,0,4,8,6,12,8,3,0,5,14,10,15,4,13,12,0,0,9,1,0,12,7,14,4,0,8,0,8,9,12,3,5,13,11,9,10,10,6,4,10,9,10,9,14,1,5,20,0,11,11,1,13,6,0,8,0,0,2,5,1,0,6,4,3,9,12,0,7,0,0,12,0,6,5,9,11,2,8,7,5,10,1,9,11,12,12,7,13,9,13,12,0,12,1,12,6,1,14,2,11,12,4,1,1,0,1,10,7,10,6,9,11,14,5,5,0,9,8,6,9,11,8,3,10,10,0,7,0,10,7,6,0,11,5,8,8,11,5,10,7,6,5,16,1,11,0,10,10,13,7,6,10,1,8,5,9,8,13
loz,1,1,12,12,16,18,11,9,11,13,6,5,17,0,13,2,15,16,0,16,17,6,1,15,0,0,13,11,8,14,12,0,2,17,4,7,0,7,14,0,16,17,8,15,16,3,3,17,13,4,13,16,13,0,8,0,8,11,10,5,0,10,5,15,3,16,16,9,11,6,10,0,6,9,11,10,0,5,5,11,7,15,2,0,7,8,12,8,7,9,0,13,11,0,17,6,17,9,0,1,0,0,2,12,16,8,0,12,3,0,3,7,16,17,14,8,16,0,9,0,13,12,14,17,8,0,10,0,6,7,16,11,10,4,16,11,16,11,11,16,11,1,9,12,14,2,13,10,17,0,0,14,10,15,6,0,5,8,6,10,11,3,0,5,16,10,18,0,17,17,0,0,10,1,0,15,8,16,3,0,11,5,8,10,15,0,4,15,16,9,12,13,9,3,17,12,2,12,17,0,3,2,7,14,15,5,17,9,0,7,0,6,2,5,1,8,8,9,16,16,17,0,5,0,0,16,5,0,2,11,15,5,11,10,5,8,1,12,13,1,16,8,18,10,9,15,0,8,8,15,1,1,10,0,15,8,6,6,1,5,8,13,9,0,1,12,15,17,6,1,0,11,6,4,12,15,11,3,19,2,4,9,11,12,4,1,3,8,7,8,12,15,8,13,11,9,0,4,1,8,0,17,11,18,9,6,8,2,1,9,11,12,16
lpz,4,1,5,3,6,4,6,2,4,5,1,2,6,1,1,3,2,4,0,6,4,4,2,4,0,0,4,3,0,4,21,0,0,4,0,3,3,4,5,0,6,5,2,5,6,0,14,6,4,11,13,6,6,2,3,0,17,18,5,6,0,5,14,3,0,5,5,3,5,3,1,0,5,5,4,4,2,3,0,11,5,6,17,8,5,5,3,4,4,6,0,4,5,3,7,2,6,2,0,11,1,2,4,5,6,1,0,2,4,2,1,2,8,4,6,5,4,0,3,0,5,4,5,6,12,0,2,0,1,3,8,14,6,0,4,5,4,2,4,6,3,1,3,3,7,0,20,5,4,0,0,19,5,6,0,5,4,3,2,5,19,2,0,4,6,6,4,0,6,6,0,0,5,3,0,4,5,5,0,0,13,0,5,3,6,5,9,4,5,5,5,4,17,0,2,3,7,4,4,0,2,2,3,2,4,3,6,4,0,3,1,3,6,2,4,0,4,6,2,17,8,0,3,0,0,5,1,0,2,2,4,5,6,4,1,5,1,2,6,5,4,5,6,3,6,5,0,4,5,5,1,11,6,5,7,5,0,2,1,13,4,5,0,3,1,7,5,6,3,16,1,6,3,4,2,4,2,1,4,4,2,18,4,4,1,18,0,6,2,4,4,6,1,5,2,18,2,13,1,3,1,4,3,7,4,0,4,0,4,4,3,1,5
mnw,3,1,6,3,5,5,6,2,5,4,1,7,4,1,3,3,4,5,0,5,4,4,2,5,0,0,5,2,0,6,20,0,0,6,0,1,3,4,0,0,5,5,2,6,5,0,14,5,4,10,5,5,6,2,4,0,15,18,5,5,0,5,12,3,0,4,4,3,5,2,1,0,3,7,4,0,2,3,0,4,5,4,16,8,5,5,3,4,5,6,0,3,6,3,6,2,5,2,0,12,1,2,4,0,5,1,0,2,5,2,1,1,7,5,4,4,6,0,1,0,5,4,4,5,12,0,2,0,1,3,5,16,5,6,7,6,7,2,4,5,2,1,3,3,6,0,19,4,5,0,0,8,5,4,0,5,7,5,3,6,19,2,0,4,5,4,7,0,5,5,0,0,5,3,2,6,4,6,0,0,4,0,5,3,5,6,10,4,7,5,5,3,16,0,3,4,6,4,6,0,1,4,0,3,3,3,5,2,0,2,1,4,6,2,4,0,4,2,1,17,7,0,3,0,0,4,2,0,2,4,4,5,4,3,3,4,4,2,5,3,4,5,5,2,5,3,0,5,5,5,3,1,5,5,6,5,0,2,1,12,2,5,15,3,1,3,4,5,3,15,0,6,3,4,2,3,2,1,3,4,2,19,4,4,11,16,0,5,2,3,4,5,15,4,1,19,2,13,1,1,1,4,4,6,4,0,4,0,4,4,3,4,6
noy,1,1,4,2,3,2,1,5,4,3,0,3,3,1,0,3,12,2,0,3,3,4,2,3,1,2,2,2,2,3,2,0,0,3,0,2,2,5,3,0,3,4,15,4,4,5,12,3,3,3,2,3,2,1,1,0,14,13,4,3,0,4,0,4,12,2,2,4,4,2,2,0,3,4,3,3,2,3,0,3,4,3,4,6,4,4,4,2,3,4,0,1,3,4,3,0,3,2,1,10,1,0,4,0,3,2,0,5,4,1,1,0,4,3,3,3,3,0,4,0,2,2,2,3,11,0,17,4,1,4,4,7,3,0,5,4,5,1,5,4,0,1,2,1,3,0,18,2,2,0,0,3,3,3,0,0,0,1,2,3,2,1,0,4,3,4,5,0,3,3,0,0,3,7,0,3,0,3,0,0,2,0,6,4,2,5,8,3,4,4,4,1,16,0,6,1,4,4,3,0,2,16,4,1,15,1,3,3,0,2,1,0,5,3,3,0,3,0,0,0,5,0,3,0,2,3,1,0,2,1,3,5,2,0,1,2,1,8,2,4,3,3,3,12,4,2,0,3,10,3,3,10,3,4,3,3,0,3,1,0,3,3,13,4,1,1,2,3,0,13,0,4,2,6,3,1,1,2,1,5,3,17,3,5,10,15,0,4,2,2,3,3,14,1,9,16,3,11,3,2,1,3,1,4,7,0,5,0,3,3,3,2,3
tvz,5,0,2,1,2,1,0,4,3,2,3,1,2,0,8,2,1,1,0,2,2,3,1,2,8,0,6,1,1,2,1,0,0,2,2,0,0,3,2,0,2,3,3,3,2,4,5,2,2,2,1,2,1,0,0,0,1,1,0,2,0,2,1,2,1,1,4,2,2,0,4,0,2,3,2,4,2,2,11,2,3,2,3,1,3,3,2,3,2,3,0,0,2,0,2,0,2,1,0,2,4,1,3,4,2,6,0,4,2,8,3,15,3,2,2,2,2,0,4,0,4,3,7,2,4,0,3,3,4,2,2,1,2,0,3,3,3,6,3,3,11,1,1,0,2,0,3,1,1,2,0,2,2,2,0,2,3,2,0,2,1,3,0,3,2,3,3,0,2,2,2,0,2,2,1,2,0,2,0,1,1,0,0,2,1,4,1,2,3,3,3,8,2,0,1,12,3,3,2,0,10,1,0,0,1,0,2,1,0,9,0,2,3,0,2,3,2,6,10,1,3,2,2,0,1,1,6,2,3,10,2,8,1,0,1,1,3,2,1,2,2,2,2,8,2,21,0,2,2,2,6,2,2,3,2,2,1,1,1,2,0,2,3,0,1,0,1,2,2,2,2,3,1,4,11,12,0,0,0,3,2,1,2,3,4,2,0,3,1,1,2,2,2,17,1,1,0,0,2,8,1,2,0,3,3,2,3,0,2,2,2,15,2
