ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
5321	212	do	tiʾedə	tiʾedə			25-a
5322	301	do	tʹejems	tʹejems			25-a
5323	601	do	TESz	TESz			25-a
5324	107	do	raajjâd	raajjâd			25-b
5325	401	do	ə̑štem ~ štem	ə̑štem ~ štem			25-c
5326	501	do	ve̮ćni̮	ve̮ćni̮			25-d
5327	501	do	kerni̮	kerni̮			25-e
5328	503	do	kerni̮	kerni̮			25-e
5329	504	do	kari̮ni̮	kari̮ni̮			25-e
5330	504	do	leśti̮ni̮	leśti̮ni̮			25-f
5331	701	do	wāri	wāri			25-g
5332	807	do	wer-	wer-			25-g
5333	902	do	syerta°	syerta°			25-h
5334	901	do	meli̮δəsi̮, meli̮ˀsi̮jśi	meli̮δəsi̮			25-i
5335	901	do	meli̮δəsi̮, meli̮ˀsi̮jśi	meli̮ˀsi̮jśi			25-i
5336	907	do	mē-	mē-			25-i
5337	107	do	tuẹjˈjeed	tuẹjˈjeed			25-j
5338	902	do	pæərcy°	pæərcy°			25-k
5339	108	do	lɨhke	lɨhke			25-l
5340	106	do	porgađ	porgađ			25-m
5341	208	do	lātia	lātia			25-n
5342	101	do	daajhtodh	daajhtodh			25-o
5343	101	do	darjodh	darjodh			25-p
9303	203	dog	koira	koira			86-a
9304	204	dog	koira	koira			86-a
9305	207	dog	koir	koir			86-a
9306	208	dog	koira	koira			86-a
9307	209	dog	koir	koir			86-a
9308	210	dog	koer	koer			86-a
9309	0	dog	*penä	*penä			86-b
9310	101	dog	bïenje	bïenje			86-b
9311	102	dog	biegˈŋja	biegˈŋja			86-b
9312	104	dog	bena	bena			86-b
9313	105	dog	beana	beana			86-b
9314	106	dog	peenuv	peenuv			86-b
9315	107	dog	piânnai	piânnai			86-b
9316	108	dog	pienne	pienne			86-b
9317	211	dog	pini	pini			86-b
9318	212	dog	piʾń	piʾń			86-b
9319	301	dog	pińe	pińe			86-b
9320	401	dog	pij	pij			86-b
9321	501	dog	pon	pon			86-b
9322	503	dog	pon	pon			86-b
9323	504	dog	puni̮	puni̮			86-b
9324	102	dog	dä̀rra	dä̀rra			86-c
9325	301	dog	kiska	kiska			86-d
9326	601	dog	kutya	kutya			86-e
9327	701	dog	āmp	āmp			86-f
9328	807	dog	ämp	ämp			86-f
9329	901	dog	baŋ	baŋ			86-g
9330	902	dog	wenyeko ~ wenyako	wenyeko ~ wenyako			86-g
9331	907	dog	ke̮naŋ	ke̮naŋ			86-g
6862	203	dream	uneksia, nähdä unta	uneksia			296-a
6863	203	dream	uneksia, nähdä unta	nähdä unta			296-a
6864	204	dream	uneksie	uneksie			296-a
6865	207	dream	nähta unt	nähta unt			296-a
6866	208	dream	uneksia	uneksia			296-a
6867	210	dream	unes näha	unes näha			296-a
6868	212	dream	uʾnssə nǟʾdə, uʾńštə	uʾnssə nǟʾdə			296-a
6869	212	dream	uʾnssə nǟʾdə, uʾńštə	uʾńštə			296-a
6870	301	dream	ńejems onsto, ńejems on	ńejems onsto			296-a
6871	301	dream	ńejems onsto, ńejems on	ńejems on			296-a
6872	101	dream	nïekedidh	nïekedidh			296-b
6873	104	dream	niehko	niehko			296-b
6874	105	dream	niegadit	niegadit			296-b
6875	106	dream	niev'dađ	niev'dađ			296-b
6876	107	dream	niõǥǥeed	niõǥǥeed			296-b
6877	108	dream	nager’	nager’			296-b
6878	401	dream	omə̑m užam	omə̑m užam			296-c
6879	601	dream	álmodik	álmodik			296-c
6880	701	dream	ūləm	ūləm			296-c
6881	807	dream	ulmi̮-	ulmi̮-			296-c
6882	501	dream	ve̮te̮n aʒ́ʒ́i̮vni̮	ve̮te̮n aʒ́ʒ́i̮vni̮			296-d
6883	503	dream	ve̮taśni̮	ve̮taśni̮		Deriv. from "ve̮t" 'dream'	296-d
6884	504	dream	ve̮t aʒ́ʒ́i̮ni̮	ve̮t aʒ́ʒ́i̮ni̮			296-d
6885	901	dream	dʹudʹisi̮ ~ dʹučisi̮, dʹudʹəiminśi	dʹudʹisi̮ ~ dʹučisi̮			296-e
6886	901	dream	dʹudʹisi̮ ~ dʹučisi̮, dʹudʹəiminśi	dʹudʹəiminśi			296-e
6887	902	dream	yude-	yude-			296-e
6888	907	dream	kǖtäptə-, kǖtäptəmpi-	kǖtäptə-		Deriv. from "kǖtə" 'dream'	296-e
6889	907	dream	kǖtäptə-, kǖtäptəmpi-	kǖtäptəmpi-		Deriv. from "kǖtə" 'dream'	296-e
6890	211	dream	hõl'ahõllõma ~ hõl'alõma	hõl'ahõllõma ~ hõl'alõma			296-f
6891	209	dream	brēdimä	brēdimä			296-g
7934	0	drink	*juxi̮	*juxi̮			44-a
7935	101	drink	jovkedh	jovkedh			44-a
7936	102	drink	juuhkat	juuhkat			44-a
7937	104	drink	juhkat	juhkat			44-a
7938	105	drink	juhkat	juhkat			44-a
7939	106	drink	juuhađ	juuhađ			44-a
7940	107	drink	juukkâd	juukkâd			44-a
7941	108	drink	jugke	jugke			44-a
7942	203	drink	juoda	juoda			44-a
7943	204	drink	juuva	juuva			44-a
7944	207	drink	joda	joda			44-a
7945	208	drink	jōvva	jōvva			44-a
7946	209	drink	jūma	jūma			44-a
7947	210	drink	juua	juua			44-a
7948	211	drink	juuma	juuma			44-a
7949	212	drink	jùodə	jùodə			44-a
7950	401	drink	jüam	jüam			44-a
7951	501	drink	juni̮	juni̮			44-a
7952	503	drink	juni̮	juni̮			44-a
7953	504	drink	jui̮ni̮	jui̮ni̮			44-a
7954	601	drink	iszik	iszik			44-a
7955	701	drink	aji	aji			44-a
7956	807	drink	jäńtʹ-	jäńtʹ-			44-a
7957	301	drink	śimems	śimems			44-b
7958	902	drink	ŋercy°	ŋercy°			44-c
7959	901	drink	bi̮ti̮dʹi	bi̮ti̮dʹi			44-d
7960	907	drink	ütə-	ütə-			44-d
7961	807	drink	li-	li-			44-e
827	203	dry	kuiva	kuiva			120-a
828	204	dry	kuiva	kuiva			120-a
829	207	dry	kuiv	kuiv			120-a
830	208	dry	kuiva	kuiva			120-a
831	209	dry	kuiv	kuiv			120-a
832	210	dry	kuiv	kuiv			120-a
833	211	dry	kuiv	kuiv			120-a
834	212	dry	kūja	kūja			120-a
835	212	dry	tajà	tajà			120-b
836	0	dry	*kuśka	*kuśka			120-c
837	101	dry	gejhkie	gejhkie			120-c
838	102	dry	gåỳhkee ~ gåiˈgee	gåỳhkee ~ gåiˈgee			120-c
839	104	dry	gåjjkes	gåjjkes			120-c
840	105	dry	goikkis	goikkis			120-c
841	106	dry	ko'škes	ko'škes			120-c
842	107	dry	kååʹšǩes	kååʹšǩes			120-c
843	108	dry	koaš’kes’	koaš’kes’			120-c
844	301	dry	kośke	kośke			120-c
845	901	dry	kośüə	kośüə			120-c
846	902	dry	xasuy°	xasuy°			120-c
847	401	dry	kukšo	kukšo			120-d
848	501	dry	kos	kos			120-d
849	503	dry	ke̮s	ke̮s			120-d
850	504	dry	ke̮s	ke̮s			120-d
851	601	dry	száraz	száraz			120-e
852	807	dry	sarəm	sarəm			120-e
853	701	dry	tōsam	tōsam			120-f
854	807	dry	sosəm	sosəm			120-f
855	907	dry	če̮kə-	če̮kə-			120-g
6738	203	dull	tylsä	tylsä			291-a
6739	204	dull	tylttšä ~ tšylttšä	tylttšä ~ tšylttšä			291-a
6740	207	dull	tülʹts	tülʹts			291-a
6741	212	dull	tē̮l(d)za	tē̮lza			291-a
6742	208	dull	nürhi	nürhi			291-b
6743	209	dull	nüri	nüri			291-b
6744	210	dull	nüri	nüri			291-b
6745	211	dull	nühr	nühr			291-b
6746	301	dull	noška	noška			291-b
6747	401	dull	nüškö	nüškö			291-b
6748	501	dull	ni̮ž	ni̮ž			291-b
6749	503	dull	ni̮ž	ni̮ž			291-b
6750	504	dull	ni̮ž	ni̮ž			291-b
6751	105	dull	basttoheapme ~ bastteheapme	basttoheapme ~ bastteheapme			291-c
6752	102	dull	nuhpòda, nuhpaga	nuhpòda			291-d
6753	102	dull	nuhpòda, nuhpaga	nuhpaga			291-d
6754	102	dull	niellee	niellee			291-e
6755	108	dull	mier’es’	mier’es’			291-f
6756	601	dull	tompa	tompa			291-g
6757	701	dull	talʹəχ-sup	talʹəχ-sup			291-h
6758	807	dull	pelləɣ, pellǝɣǝki	pelləɣ		Derivs. from "pel-" 'stab'	291-i
6759	807	dull	pelləɣ, pellǝɣǝki	pellǝɣǝki		Derivs. from "pel-" 'stab'	291-i
6760	902	dull	tin°xa	tin°xa			291-j
6761	401	dull	tokmak	tokmak			291-k
6762	907	dull	qamələlʹ	qamələlʹ			291-l
6763	209	dull	tülp̄ʹ	tülp̄ʹ			291-m
6764	101	dull	nalhve	nalhve			291-n
6765	106	dull	tulcce	tulcce			291-o
6766	107	dull	tåʹlcc	tåʹlcc			291-o
6767	901	dull	ti̮amə̄	ti̮amə̄			291-p
856	203	dust	pöly	pöly			121-a
857	204	dust	pöly	pöly			121-a
858	207	dust	pölü	pölü			121-a
859	208	dust	pöllü	pöllü			121-a
860	209	dust	pöllü	pöllü			121-a
861	203	dust	tomu	tomu			121-b
862	204	dust	tomu ~ tömy	tomu ~ tömy			121-b
863	207	dust	tomu	tomu			121-b
864	209	dust	toлmu	toлmu			121-c
865	210	dust	tolm	tolm			121-c
866	211	dust	tolm	tolm			121-c
867	212	dust	tellm ~ töllm	tellm ~ töllm			121-c
868	212	dust	pe̮rrm	pe̮rrm			121-d
869	105	dust	gavja	gavja			121-e
870	106	dust	kovja	kovja			121-e
871	107	dust	põõʹl	põõʹl			121-f
872	401	dust	purak	purak			121-g
873	501	dust	bus	bus			121-h
874	503	dust	bus	bus			121-h
875	301	dust	čelʹke	čelʹke			121-i
876	601	dust	por	por			121-j
877	701	dust	pors	pors			121-k
878	807	dust	ńɔr	ńɔr			121-l
879	902	dust	syibya	syibya			121-m
880	907	dust	puna	puna			121-n
881	504	dust	tuzon	tuzon			121-o
882	108	dust	puenn	puenn			121-p
883	101	dust	tsumhtsie	tsumhtsie			121-q
884	101	dust	heblie	heblie			121-r
885	301	dust	pulʹ	pulʹ			121-s
886	901	dust	dʹaŋ	dʹaŋ			121-s
887	104	dust	dubme	dubme			121-t
888	901	dust	lʹilʹə	lʹilʹə			121-t
4315	203	ear	korva	korva			22-a
4316	204	ear	korva	korva			22-a
4317	207	ear	korv	korv			22-a
4318	208	ear	korva	korva			22-a
4319	209	ear	ke̮rv	ke̮rv			22-a
4320	210	ear	kõrv	kõrv			22-a
4321	211	ear	kõrv	kõrv			22-a
4322	212	ear	kùora	kùora			22-a
4323	0	ear	*peljä	*peljä			22-b
4324	101	ear	bieljie	bieljie			22-b
4325	102	ear	bä̀llˈjee	bä̀llˈjee			22-b
4326	104	ear	bällje	bällje			22-b
4327	105	ear	beallji	beallji			22-b
4328	106	ear	pelji	pelji			22-b
4329	107	ear	peʹllj	peʹllj			22-b
4330	108	ear	piellj	piellj			22-b
4331	301	ear	pilʹe	pilʹe			22-b
4332	401	ear	pə̑lə̑š	pə̑lə̑š			22-b
4333	501	ear	pelʹ	pelʹ			22-b
4334	503	ear	pelʹ	pelʹ			22-b
4335	504	ear	pelʹ	pelʹ			22-b
4336	601	ear	fül	fül			22-b
4337	701	ear	palʹ	palʹ			22-b
4338	807	ear	pəl	pəl			22-b
4339	901	ear	kou	kou			22-c
4340	902	ear	xa	xa			22-c
4341	907	ear	qō	qō			22-c
6275	107	early	ääiʹjeld	ääiʹjeld			278-a
6276	108	early	ājkalt	ājkalt			278-a
6277	203	early	aikaisin	aikaisin			278-a
6278	204	early	aivoiseh, aivoin ~ aijoin	aivoiseh			278-a
6279	204	early	aivoiseh, aivoin ~ aijoin	aivoin ~ aijoin			278-a
6280	207	early	aigoiš	aigoiš			278-a
6281	208	early	aiɢaĭzē	aiɢaĭzē			278-a
6282	203	early	varhain	varhain			278-b
6283	209	early	varai	varai			278-b
6284	210	early	vara	vara			278-b
6285	211	early	varra	varra			278-b
6286	212	early	vaʾrrə	vaʾrrə			278-b
6287	101	early	aareh, aarehke	aareh			278-c
6288	101	early	aareh, aarehke	aarehke			278-c
6289	104	early	árabut	árabut			278-c
6290	105	early	árrat	árrat			278-c
6291	106	early	aarrad	aarrad			278-c
6292	102	early	ådˈnà	ådˈnà			278-d
6293	102	early	pråhta	pråhta			278-e
6294	901	early	merə	merə			278-f
6295	902	early	myer°h	myer°h			278-f
6296	301	early	rana	rana			278-g
6297	401	early	ondak	ondak			278-h
6298	401	early	er, erak	er			278-i
6299	401	early	er, erak	erak			278-i
6300	501	early	voʒ́	voʒ́			278-j
6301	503	early	oʒ́	oʒ́			278-j
6302	601	early	korán	korán			278-k
6303	504	early	tšuk	tšuk			278-l
6304	701	early	ālpəl	ālpəl			278-m
6305	106	early	tooláá	tooláá			278-n
6306	901	early	məčidʹiˀia	məčidʹiˀia			278-o
8575	0	earth	*maɣi̮	*maɣi̮			64-a
8576	203	earth	maa	maa			64-a
8577	204	earth	moa	moa			64-a
8578	207	earth	ma	ma			64-a
8579	208	earth	mā	mā			64-a
8580	209	earth	mā	mā			64-a
8581	210	earth	maa	maa			64-a
8582	211	earth	maa	maa			64-a
8583	212	earth	mɔ̄	mɔ̄			64-a
8584	401	earth	mlande	mlande			64-a
8585	501	earth	mu	mu			64-a
8586	503	earth	mu	mu			64-a
8587	504	earth	mu, muz	mu		Latter deriv.	64-a
8588	504	earth	mu, muz	muz		Latter deriv.	64-a
8589	701	earth	mā	mā			64-a
8590	807	earth	məɣ	məɣ			64-a
8591	901	earth	mou	mou			64-a
8592	101	earth	eatneme	eatneme			64-b
8593	102	earth	eädˈnama	eädˈnama			64-b
8594	104	earth	ednam	ednam			64-b
8595	105	earth	eana	eana			64-b
8596	106	earth	eennam	eennam			64-b
8597	107	earth	jânnam	jânnam			64-b
8598	301	earth	moda	moda		Also proposed From FV *muδa 'mud', cf. Fin "muta" 'id.'	64-c
8599	601	earth	föld	föld			64-d
8600	902	earth	ya	ya			64-e
8601	907	earth	čuə̑ččə	čuə̑ččə			64-g
8602	108	earth	lavv’n	lavv’n			64-h
8603	101	earth	jåarta	jåarta			64-i
8981	0	eat	*sewi-	*sewi-		PFU: *sewi-	76-a
8982	203	eat	syödä	syödä			76-a
8983	204	eat	syyvä	syyvä			76-a
8984	207	eat	śödä	śödä			76-a
8985	208	eat	sȫv̆vä	sȫv̆vä			76-a
8986	209	eat	sǖmä	sǖmä			76-a
8987	210	eat	süüa	süüa			76-a
8988	211	eat	süümä	süümä			76-a
8989	212	eat	sìedə	sìedə			76-a
8990	301	eat	sevems	sevems			76-a
8991	501	eat	śojni̮	śojni̮			76-a
8992	503	eat	śojni̮	śojni̮			76-a
8993	504	eat	śii̮ni̮	śii̮ni̮			76-a
8994	601	eat	eszik	eszik			76-a
8995	701	eat	tēɣ	tēɣ			76-a
8996	807	eat	li-	li-			76-a
8997	101	eat	bårredh	bårredh			76-b
8998	102	eat	bårrat	bårrat			76-b
8999	104	eat	bårråt	bårråt			76-b
9000	105	eat	borrat	borrat			76-b
9001	106	eat	purrađ	purrađ			76-b
9002	107	eat	poorrâd	poorrâd			76-b
9003	108	eat	pōrre	pōrre			76-b
9004	301	eat	jarsams	jarsams			76-c
9005	401	eat	kočkam	kočkam			76-d
9006	901	eat	ŋəmsa	ŋəmsa			76-e
9007	902	eat	ŋəmcy°	ŋəmcy°			76-e
9008	907	eat	am-	am-			76-e
8226	0	egg	*muna	*muna			53-a
8227	101	egg	munnie	munnie			53-a
8228	102	egg	münnee	münnee			53-a
8229	104	egg	månne	månne			53-a
8230	105	egg	manni ~ monni	manni ~ monni			53-a
8231	106	egg	mane	mane			53-a
8232	107	egg	mââʹnn	mââʹnn			53-a
8233	108	egg	mann’	mann’			53-a
8234	203	egg	muna	muna			53-a
8235	204	egg	muna	muna			53-a
8236	207	egg	muna	muna			53-a
8237	208	egg	muna	muna			53-a
8238	209	egg	muna	muna			53-a
8239	210	egg	muna	muna			53-a
8240	211	egg	muna	muna			53-a
8241	212	egg	munà	munà			53-a
8242	401	egg	muno	muno			53-a
8243	701	egg	mūŋi	mūŋi			53-a
8244	901	egg	mənu	mənu			53-a
8245	301	egg	al	al		Conflicting views in Grünthal2012 (Baltic origin possible) andvanPareren2009 (Baltic origing not supported)	53-b
8246	501	egg	kolʹk	kolʹk			53-c
8247	503	egg	kolʹtʹ	kolʹtʹ			53-c
8248	504	egg	puz	puz			53-d
8249	601	egg	tojás	tojás		Also suggested, possibly from PU *toɣi̮- 'bring'  (through meaning change to 'lay eggs'). PU origin has semantic difficulties	53-e
8250	807	egg	məɣ	məɣ			53-f
8251	902	egg	sar°qnyu	sar°qnyu			53-g
8252	907	egg	eŋ	eŋ			53-h
6768	203	extinguish	sammuttaa	sammuttaa			292-a
6769	204	extinguish	sammuttoa	sammuttoa			292-a
6770	207	extinguish	sambutada	sambutada			292-a
6771	208	extinguish	sammuttā	sammuttā			292-a
6772	209	extinguish	sammutte̮ma	sammutte̮ma			292-a
6773	0	extinguish	*kupsa-	*kupsa-			292-b
6774	210	extinguish	kustutada	kustutada			292-b
6775	211	extinguish	kistutama	kistutama			292-b
6776	212	extinguish	kištànttə ~ küštànttə	kištànttə ~ küštànttə			292-b
6777	501	extinguish	kuse̮dni̮	kuse̮dni̮			292-b
6778	503	extinguish	kuse̮tni̮	kuse̮tni̮			292-b
6779	504	extinguish	ki̮si̮ni̮	ki̮si̮ni̮			292-b
6780	807	extinguish	kowǝt-	kowǝt-			292-b
6781	901	extinguish	kəbtudʹa	kəbtudʹa			292-b
6782	902	extinguish	xəbta-	xəbta-			292-b
6783	907	extinguish	qaptə-	qaptə-			292-b
6784	105	extinguish	čáskadit	čáskadit			292-c
6785	106	extinguish	časkadiđ	časkadiđ			292-c
6786	107	extinguish	čackkeed	čackkeed			292-c
6787	108	extinguish	čuacckte	čuacckte			292-c
6788	102	extinguish	jaakstit, jaaksahtit	jaakstit			292-d
6789	102	extinguish	jaakstit, jaaksahtit	jaaksahtit			292-d
6790	104	extinguish	jákksat	jákksat			292-d
6791	105	extinguish	jáddadit	jáddadit			292-d
6792	301	extinguish	madstʹems	madstʹems			292-e
6793	401	extinguish	jörtem	jörtem			292-f
6794	701	extinguish	χariɣti	χariɣti			292-g
6795	601	extinguish	elolt, kiolt	elolt			292-h
6796	601	extinguish	elolt, kiolt	kiolt			292-h
6797	101	extinguish	jamhkelidh	jamhkelidh		Deriv. from "jaemedh" 'die'	292-i
9247	0	eye	*śilmä	*śilmä			84-a
9248	101	eye	tjelmie	tjelmie			84-a
9249	102	eye	tjalˈbmee	tjalˈbmee			84-a
9250	104	eye	tjálbme	tjálbme			84-a
9251	105	eye	čalbmi	čalbmi			84-a
9252	106	eye	čalme	čalme			84-a
9253	107	eye	čâʹlmm	čâʹlmm			84-a
9254	108	eye	čall’m	čall’m			84-a
9255	203	eye	silmä	silmä			84-a
9256	204	eye	silmä	silmä			84-a
9257	207	eye	silʹm	silʹm			84-a
9258	208	eye	silmä	silmä			84-a
9259	209	eye	silḿ	silḿ			84-a
9260	210	eye	silm	silm			84-a
9261	211	eye	silm	silm			84-a
9262	212	eye	sīlma	sīlma			84-a
9263	301	eye	śelʹme	śelʹme			84-a
9264	401	eye	šińča	šińča			84-a
9265	501	eye	śin	śin			84-a
9266	503	eye	śin	śin			84-a
9267	504	eye	śin	śin			84-a
9268	601	eye	szem	szem			84-a
9269	701	eye	sam	sam			84-a
9270	807	eye	sem	sem			84-a
9271	901	eye	śejmi̮	śejmi̮			84-a
9272	902	eye	sæw°	sæw°			84-a
9273	907	eye	saji	saji			84-a
5082	203	face	kasvot	kasvot			242-a
5083	203	face	naama	naama			242-b
5084	204	face	noama	noama			242-b
5085	204	face	näkö	näkö			242-c
5086	208	face	näɢo	näɢo			242-c
5087	209	face	näko	näko			242-c
5088	210	face	nägu	nägu			242-c
5089	211	face	nägo ~ n'ago	nägo ~ n'ago			242-c
5090	102	face	muohtoo	muohtoo			242-d
5091	104	face	muohto	muohto			242-d
5092	105	face	muođut	muođut			242-d
5093	106	face	muáđuh	muáđuh			242-d
5094	107	face	muâđ	muâđ			242-d
5095	207	face	mod	mod			242-d
5096	212	face	palg	palg			242-e
5097	212	face	gīm	gīm			242-f
5098	101	face	ååredæjja	ååredæjja			242-g
5099	102	face	aarròdahka	aarròdahka			242-g
5100	301	face	čama	čama			242-h
5101	501	face	ni̮r-vom	ni̮r-vom			242-i
5102	504	face	i̮m-ni̮r	i̮m-ni̮r			242-i
5103	501	face	roža, roža-ban	roža			242-j
5104	501	face	roža, roža-ban	roža-ban			242-j
5105	503	face	rožaban	rožaban			242-j
5106	601	face	arc	arc			242-k
5107	501	face	roža-ban	roža-ban			242-l
5108	503	face	ban	ban		Rédei&Róna-Tas1972	242-l
5109	504	face	bam	bam			242-l
5110	401	face	čurij	čurij			242-m
5111	701	face	wīlʹt	wīlʹt			242-m
5112	701	face	pājt	pājt			242-n
5113	701	face	ńol-sam	ńol-sam			242-o
5114	902	face	syaq	syaq			242-p
5115	907	face	uə̑nti	uə̑nti			242-q
5116	807	face	wäńǝm	wäńǝm			242-r
5117	208	face	līt̀sa	līt̀sa			242-s
5118	209	face	lʹītts	lʹītts			242-s
5119	108	face	kāssv	kāssv			242-t
5120	401	face	šürɣö	šürɣö			242-u
5121	901	face	horə	horə			242-v
9181	203	fall	pudota	pudota			82-a
9182	212	fall	puʾddə	puʾddə			82-a
9183	204	fall	pakkuo	pakkuo			82-b
9184	204	fall	lanketa	lanketa			82-c
9185	207	fall	langeta	langeta			82-c
9186	209	fall	лaŋkē̮ma	лaŋkē̮ma			82-c
9187	212	fall	laŋŋgə	laŋŋgə			82-c
9188	207	fall	kirbota	kirbota			82-d
9189	210	fall	kukkuda	kukkuda			82-e
9190	211	fall	kukõrduma	kukõrduma			82-e
9191	212	fall	saʾddə	saʾddə			82-f
9192	101	fall	gahtjedh	gahtjedh			82-g
9193	102	fall	gahtjat	gahtjat			82-g
9194	104	fall	gahtjat	gahtjat			82-g
9195	105	fall	gahččat	gahččat			82-g
9196	106	fall	koččađ	koččađ			82-g
9197	107	fall	kõččâd	kõččâd			82-g
9198	108	fall	kēhče	kēhče			82-g
9199	301	fall	prams	prams			82-h
9200	401	fall	(βolem) βozam	βozam			82-i
9201	0	fall	*ećV-	*ećV-			82-j
9202	501	fall	uśni̮	uśni̮			82-j
9203	503	fall	uśni̮	uśni̮			82-j
9204	504	fall	uśi̮ni̮	uśi̮ni̮			82-j
9205	601	fall	esik	esik			82-j
9206	701	fall	raɣi	raɣi			82-k
9207	807	fall	körəɣ-	körəɣ-			82-l
9208	902	fall	xaqmə°	xaqmə°			82-m
9209	901	fall	čəlhәdʹi	čəlhәdʹi			82-n
9210	907	fall	ālćə-	ālćə-			82-o
9211	208	fall	tokkua	tokkua			82-p
9212	901	fall	sohədʹa	sohədʹa			82-q
4652	101	far	guhkene, gåhkese	guhkene			23-a
4653	101	far	guhkene, gåhkese	gåhkese			23-a
4654	104	far	guhkest, guhken	guhkest			23-a
4655	104	far	guhkest, guhken	guhken			23-a
4656	105	far	guhkkin	guhkkin			23-a
4657	106	far	kukken	kukken			23-a
4658	107	far	kuʹǩǩen	kuʹǩǩen			23-a
4659	108	far	kuhk’en’	kuhk’en’			23-a
4660	102	far	meälˈgada	meälˈgada			23-b
4661	104	far	mällgadist, mällgadin	mällgadist			23-b
4662	104	far	mällgadist, mällgadin	mällgadin			23-b
4663	203	far	kaukana	kaukana			23-c
4664	209	far	kaukaл̄	kaukaл̄			23-c
4665	210	far	kaugel	kaugel			23-c
4666	211	far	kavvõn, kavvõl, kaugun etc.	kavvõn			23-c
4667	211	far	kavvõn, kavvõl, kaugun etc.	kavvõl			23-c
4668	211	far	kavvõn, kavvõl, kaugun etc.	kaugun etc.			23-c
4669	212	far	koùgən	koùgən			23-c
4670	204	far	etähänä	etähänä			23-d
4671	207	far	edahan	edahan			23-d
4672	208	far	ettǟl	ettǟl		Dialectal	23-d
4673	301	far	vasolo	vasolo			23-e
4674	401	far	mündə̑r(nö)	mündə̑r			23-f
4675	401	far	tora(šte)	tora			23-g
4676	501	far	i̮li̮n	i̮li̮n			23-h
4677	503	far	i̮li̮n	i̮li̮n			23-h
4678	504	far	ki̮dʹoki̮n	ki̮dʹoki̮n			23-i
4679	601	far	messze	messze			23-j
4680	601	far	távol	távol			23-k
4681	701	far	ēlalʹ	ēlalʹ			23-l
4682	902	far	ŋax°qna	ŋax°qna			23-l
4683	901	far	kuntəgunu, kuntəgaˀanu	kuntəgunu			23-m
4684	901	far	kuntəgunu, kuntəgaˀanu	kuntəgaˀanu			23-m
4685	907	far	kuntak ~ kuntok	kuntak ~ kuntok			23-m
889	203	fat	rasva	rasva			122-a
890	204	fat	rasva	rasva			122-a
891	207	fat	razv	razv			122-a
892	208	fat	razva	razva			122-a
893	209	fat	raᴢv(ᴇ̮)	raᴢv			122-a
894	210	fat	rasv	rasv			122-a
895	211	fat	rasõv ~ rasv	rasõv ~ rasv			122-a
896	212	fat	razà	razà			122-a
897	203	fat	ihra	ihra			122-b
898	204	fat	isra	isra			122-b
899	207	fat	izr	izr			122-b
900	204	fat	kuu	kuu			122-c
901	301	fat	kuja	kuja			122-c
902	401	fat	koja	koja			122-c
903	504	fat	ke̮j	ke̮j			122-c
904	601	fat	háj	háj			122-c
905	101	fat	buejtie	buejtie			122-d
906	102	fat	büeidee	büeidee			122-d
907	104	fat	buäjjde	buäjjde			122-d
908	105	fat	buoidi	buoidi			122-d
909	106	fat	pyei'di	pyei'di			122-d
910	107	fat	pueiʹdd	pueiʹdd			122-d
911	108	fat	pūjjt	pūjjt			122-d
912	102	fat	vuajja	vuajja			122-e
913	107	fat	vuõjj	vuõjj			122-e
914	701	fat	wōj	wōj			122-e
915	807	fat	woj	woj			122-e
916	501	fat	gos	gos			122-f
917	503	fat	gos	gos			122-f
918	301	fat	žir	žir			122-g
919	901	fat	dʹir	dʹir			122-h
920	902	fat	yur	yur			122-h
921	907	fat	ür	ür			122-h
922	0	fat	*śilä	*śilä			122-i
923	301	fat	lʹem	lʹem			122-j
924	101	fat	båervie	båervie			122-k
925	601	fat	zsír	zsír			122-l
926	901	fat	čuˀ	čuˀ			122-m
927	0	father	*ićä	*ićä			123-a
928	101	father	aehtjie	aehtjie			123-a
929	102	father	àhtjee	àhtjee			123-a
930	104	father	áhttje	áhttje			123-a
931	105	father	áhčči	áhčči			123-a
932	106	father	eeči	eeči			123-a
933	107	father	e(e)ʹčč	eʹčč			123-a
934	108	father	aǯ	aǯ			123-a
935	203	father	isä	isä			123-a
936	204	father	isä	isä			123-a
937	209	father	isä	isä			123-a
938	210	father	isa	isa			123-a
939	211	father	esä	esä			123-a
940	212	father	izà	izà			123-a
941	701	father	āś	āś			123-a
942	901	father	dʹesi̮	dʹesi̮			123-a
943	902	father	nyísya	nyísya			123-a
944	907	father	e̮sə	e̮sə			123-a
945	204	father	toatto	toatto			123-b
946	207	father	tat	tat			123-b
947	212	father	tɔ̄tʹi	tɔ̄tʹi			123-b
948	301	father	tʹetʹa	tʹetʹa			123-c
949	401	father	ača	ača			123-d
950	501	father	batʹ	batʹ			123-e
951	501	father	aj	aj			123-f
952	503	father	aj	aj			123-f
953	504	father	aji̮	aji̮			123-f
954	601	father	apa	apa			123-g
955	701	father	jaɣ	jaɣ			123-h
956	807	father	jəɣ	jəɣ			123-h
957	504	father	bubi̮	bubi̮			123-i
958	807	father	ăpa, ăpi̮	ăpa			123-j
959	807	father	ăpa, ăpi̮	ăpi̮			123-j
960	208	father	ätti	ätti			123-k
961	0	fear	*peli-	*peli-			124-a
962	101	fear	bïlledh	bïlledh			124-a
963	102	fear	ballat	ballat			124-a
964	104	fear	ballo	ballo			124-a
965	105	fear	ballat	ballat			124-a
