ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
7315	501	tired	muʒ́ni̮	muʒ́ni̮			308-j
7316	503	tired	mi̮ʒ́e̮m	mi̮ʒ́e̮m			308-j
7317	601	tired	fáradt	fáradt			308-k
7318	601	tired	kimerült	kimerült			308-l
7319	504	tired	žadʹi̮ni̮	žadʹi̮ni̮			308-m
7320	902	tired	widarə°	widarə°			308-n
7321	907	tired	nūnəćə-	nūnəćə-			308-o
7322	807	tired	met-	met-			308-p
7323	701	tired	lå̄ŋχitaχti ~ lōŋɣitaχti	lå̄ŋχitaχti ~ lōŋɣitaχti			308-r
7324	901	tired	bənuguə	bənuguə			308-s
8434	0	tongue	*käli	*käli			6-a
8435	203	tongue	kieli	kieli			6-a
8436	204	tongue	kieli	kieli			6-a
8437	207	tongue	kelʹ	kelʹ			6-a
8438	208	tongue	kēli	kēli			6-a
8439	209	tongue	tšēli	tšēli			6-a
8440	210	tongue	keel	keel			6-a
8441	211	tongue	kiil'	kiil'			6-a
8442	212	tongue	kēlʹ	kēlʹ			6-a
8443	301	tongue	kelʹ	kelʹ			6-a
8444	501	tongue	ki̮v	ki̮v			6-a
8445	503	tongue	ki̮v	ki̮v			6-a
8446	504	tongue	ki̮l	ki̮l			6-a
8447	901	tongue	śiədʹə	śiədʹə			6-a
8448	907	tongue	śē	śē			6-a
8449	101	tongue	njoektjeme	njoektjeme			6-b
8450	102	tongue	njuaktjoo, njuaktjama	njuaktjoo			6-b
8451	102	tongue	njuaktjoo, njuaktjama	njuaktjama			6-b
8452	104	tongue	njuoktjam	njuoktjam			6-b
8453	105	tongue	njuovčča	njuovčča			6-b
8454	106	tongue	njuovča	njuovča			6-b
8455	107	tongue	njuhččâm	njuhččâm			6-b
8456	108	tongue	njuxčem’	njuxčem’			6-b
8457	401	tongue	jə̑lme	jə̑lme			6-c
8458	601	tongue	nyelv	nyelv			6-c
8459	701	tongue	ńēləm ~ ńēlm	ńēləm ~ ńēlm			6-c
8460	807	tongue	ńäləm	ńäləm			6-c
8461	902	tongue	nya°myu	nya°myu			6-d
7042	203	tooth	hammas	hammas			30-a
7043	204	tooth	hammas	hammas			30-a
7044	207	tooth	hambaz	hambaz			30-a
7045	208	tooth	hammaz	hammaz			30-a
7046	209	tooth	amme̮z	amme̮z			30-a
7047	210	tooth	hammas	hammas			30-a
7048	211	tooth	hammas	hammas			30-a
7049	212	tooth	āmbaz	āmbaz			30-a
7050	0	tooth	*piŋi	*piŋi		PFU: *piŋi	30-b
7051	209	tooth	pī	pī			30-b
7052	301	tooth	pej	pej			30-b
7053	401	tooth	püj	püj			30-b
7054	501	tooth	piń	piń			30-b
7055	503	tooth	piń	piń			30-b
7056	504	tooth	piń	piń			30-b
7057	601	tooth	fog	fog			30-b
7058	701	tooth	puŋk	puŋk			30-b
7059	807	tooth	pöŋk	pöŋk			30-b
7060	901	tooth	čimi	čimi			30-c
7061	902	tooth	tyibya	tyibya			30-c
7062	907	tooth	timə	timə			30-c
7063	101	tooth	baenie	baenie			30-d
7064	102	tooth	bàdˈnee	bàdˈnee			30-d
7065	104	tooth	bádne	bádne			30-d
7066	105	tooth	bátni	bátni			30-d
7067	106	tooth	pääni	pääni			30-d
7068	107	tooth	pääʹnn	pääʹnn			30-d
7069	108	tooth	pānn’	pānn’			30-d
7107	107	top	läʹdvv	läʹdvv			302-a
7108	108	top	ladd’v	ladd’v			302-a
7109	203	top	latva	latva			302-a
7110	204	top	latva	latva			302-a
7111	207	top	ladv	ladv			302-a
7112	208	top	ladva	ladva			302-a
7113	209	top	лadv	лadv			302-a
7114	210	top	latv	latv			302-a
7115	212	top	ladà	ladà			302-a
7116	204	top	lakka	lakka			302-b
7117	207	top	pä	pä			302-c
7118	401	top	βuj	βuj			302-c
7119	210	top	tipp	tipp			302-d
7120	211	top	tipp	tipp			302-d
7121	101	top	gïerege, gïerhgietjie	gïerege			302-e
7122	101	top	gïerege, gïerhgietjie	gïerhgietjie			302-e
7123	102	top	giara	giara			302-e
7124	105	top	giera	giera			302-e
7125	106	top	kiera	kiera			302-e
7126	101	top	tjahke	tjahke			302-f
7127	104	top	tjåhkkå	tjåhkkå			302-f
7128	105	top	čohkka	čohkka			302-f
7129	106	top	čokke ~ čukka	čokke ~ čukka			302-f
7130	107	top	čåʹǩǩ	čåʹǩǩ			302-f
7131	102	top	sjnjühtjee	sjnjühtjee			302-g
7132	301	top	tʹokš, tʹokške	tʹokš			302-g
7133	301	top	tʹokš, tʹokške	tʹokške			302-g
7134	301	top	pŕa	pŕa			302-h
7135	401	top	ukšer	ukšer			302-i
7136	401	top	čoŋga	čoŋga			302-j
7137	501	top	ji̮v	ji̮v			302-k
7138	503	top	ji̮v	ji̮v			302-k
7139	504	top	ji̮l	ji̮l			302-k
7140	601	top	csúcs	csúcs			302-l
7141	601	top	tető	tető			302-m
7142	203	top	huippu	huippu			302-n
7143	902	top	mal°h	mal°h			302-n
7144	907	top	pāri	pāri			302-o
7145	907	top	ūkə	ūkə			302-p
7146	701	top	talʹəχ	talʹəχ			302-q
7147	807	top	tö̆j	tö̆j			302-q
7148	701	top	ńol	ńol			302-r
7149	807	top	tʹäk	tʹäk			302-s
7150	901	top	nūm	nūm			302-v
7151	901	top	ŋojbuə	ŋojbuə		Deriv. from "ŋojbu" 'head'	302-w
4925	105	touch	guoskat	guoskat			238-a
4926	106	touch	kuos'kađ	kuos'kađ			238-a
4927	107	touch	kuõskkâd	kuõskkâd			238-a
4928	203	touch	koskea, koskettaa	koskea			238-a
4929	203	touch	koskea, koskettaa	koskettaa			238-a
4930	204	touch	koskie	koskie			238-a
4931	207	touch	koskta	koskta			238-a
4932	209	touch	pūttuma	pūttuma			238-b
4933	210	touch	puudutada	puudutada			238-b
4934	211	touch	putma	putma			238-b
4935	212	touch	pūttə	pūttə			238-b
4936	102	touch	svahtjdit	svahtjdit			238-c
4937	301	touch	tokams, tokšems	tokams			238-d
4938	301	touch	tokams, tokšems	tokšems			238-d
4939	401	touch	tükem, tükalem	tükem			238-d
4940	401	touch	tükem, tükalem	tükalem			238-d
4941	501	touch	lʹege̮dni̮	lʹege̮dni̮			238-e
4942	601	touch	hozzányúl	hozzányúl			238-f
4943	601	touch	érint, megérint	érint			238-g
4944	601	touch	érint, megérint	megérint			238-g
4945	504	touch	je̮ti̮ni̮	je̮ti̮ni̮			238-h
4946	504	touch	isani̮	isani̮			238-i
4947	701	touch	χani	χani			238-j
4948	701	touch	nowi	nowi			238-k
4949	701	touch	χōji	χōji			238-l
4950	902	touch	yayebta°	yayebta°			238-m
4951	901	touch	mentiðiśi	mentiðiśi			238-n
4952	907	touch	mīttə-	mīttə-			238-n
4953	108	touch	lɨkxelle	lɨkxelle			238-o
4954	208	touch	kerttǟ	kerttǟ			238-p
4955	209	touch	kerttemä	kerttemä			238-p
4956	503	touch	pavkavni̮, pavke̮tći̮ni̮	pavkavni̮			238-q
4957	503	touch	pavkavni̮, pavke̮tći̮ni̮	pavke̮tći̮ni̮			238-q
4958	101	touch	gaajesjidh	gaajesjidh			238-r
4959	101	touch	doehtedh, doehtedidh	doehtedh			238-s
4960	101	touch	doehtedh, doehtedidh	doehtedidh			238-s
4961	901	touch	səiməsi̮	səiməsi̮			238-t
4401	203	trap	ansa	ansa			222-a
4402	204	trap	ansa	ansa			222-a
4403	207	trap	rida	rida			222-b
4404	210	trap	püünis	püünis			222-c
4405	210	trap	lõks	lõks			222-d
4406	211	trap	lõks'	lõks'			222-d
4407	212	trap	lamàtəks	lamàtəks			222-e
4408	104	trap	gillar	gillar			222-f
4409	105	trap	giella	giella			222-f
4410	106	trap	kiela	kiela			222-f
4411	107	trap	ǩiõll	ǩiõll			222-f
4412	301	trap	kilʹkš	kilʹkš			222-f
4413	107	trap	ääʹǧǧes	ääʹǧǧes			222-g
4414	501	trap	nalʹk	nalʹk			222-h
4415	503	trap	nalʹk	nalʹk		Stem "nalʹkj-"	222-h
4416	504	trap	nalʹi̮k	nalʹi̮k			222-h
4417	601	trap	csapda	csapda			222-i
4418	401	trap	šarɣür	šarɣür			222-j
4419	401	trap	löδö	löδö			222-k
4420	701	trap	aləś	aləś			222-l
4421	901	trap	dʹeŋguj	dʹeŋguj			222-m
4422	902	trap	yəŋko	yəŋko			222-m
4423	907	trap	ćaŋku	ćaŋku			222-m
4424	907	trap	lata	lata		Type of trap for small animals	222-n
4425	108	trap	rūvv’t	rūvv’t			222-o
4426	807	trap	petǝw	petǝw			222-p
4427	503	trap	kapkan	kapkan			222-q
4428	101	trap	barta	barta			222-r
9154	0	tree	*puwi̮	*puwi̮			81-a
9155	203	tree	puu	puu			81-a
9156	204	tree	puu	puu			81-a
9157	207	tree	pu 	pu			81-a
9158	208	tree	pū	pū			81-a
9159	209	tree	pū	pū			81-a
9160	210	tree	puu	puu			81-a
9161	211	tree	puu	puu			81-a
9162	212	tree	pū	pū			81-a
9163	401	tree	pušeŋge	pušeŋge			81-a
9164	501	tree	pu	pu			81-a
9165	503	tree	pu	pu			81-a
9166	504	tree	pis-pu	pis-pu			81-a
9167	601	tree	fa	fa			81-a
9168	901	tree	huaa	huaa			81-a
9169	902	tree	pya	pya			81-a
9170	907	tree	pō	pō			81-a
9171	101	tree	moere	moere			81-b
9172	102	tree	muarra	muarra			81-b
9173	104	tree	muorra	muorra			81-b
9174	105	tree	muorra	muorra			81-b
9175	106	tree	muora	muora			81-b
9176	107	tree	muõrr	muõrr			81-b
9177	108	tree	mūrr	mūrr			81-b
9178	301	tree	čuvto	čuvto			81-c
9179	701	tree	jiw	jiw			81-d
9180	807	tree	juɣ	juɣ			81-d
5590	203	tree_stump	kanto	kanto			257-a
5591	204	tree_stump	kanto	kanto			257-a
5592	207	tree_stump	kand	kand			257-a
5593	208	tree_stump	kanᴅo	kanᴅo			257-a
5594	209	tree_stump	kanto	kanto			257-a
5595	210	tree_stump	känd	känd			257-a
5596	211	tree_stump	kand	kand			257-a
5597	212	tree_stump	tinnk ~ tünnk	tinnk ~ tünnk			257-b
5598	102	tree_stump	jalˈŋès	jalˈŋès			257-c
5599	105	tree_stump	jalŋŋis	jalŋŋis			257-c
5600	106	tree_stump	čuol'da	čuol'da			257-d
5601	107	tree_stump	čuõldd	čuõldd			257-d
5602	108	tree_stump	čūllt	čūllt			257-d
5603	301	tree_stump	mukoŕ	mukoŕ			257-e
5604	601	tree_stump	tönk, fatönk	tönk			257-f
5605	601	tree_stump	tönk, fatönk	fatönk			257-f
5606	401	tree_stump	omarta	omarta			257-g
5607	401	tree_stump	pundə̑š	pundə̑š			257-h
5608	504	tree_stump	lijal	lijal		Dialectal?	257-i
5609	701	tree_stump	poŋna	poŋna			257-j
5610	901	tree_stump	səltə	səltə			257-k
5611	902	tree_stump	səl°	səl°			257-k
5612	907	tree_stump	salčə	salčə			257-k
5613	807	tree_stump	äŋkǝl	äŋkǝl			257-l
5614	503	tree_stump	mi̮r	mi̮r		Stem “mi̮rj-”	257-m
3486	203	turn	kääntyä	kääntyä			195-a
3487	204	turn	keäntyö	keäntyö			195-a
3488	207	turn	kätäs ~ kätäze	kätäs ~ kätäze			195-a
3489	208	turn	kǟntüä	kǟntüä			195-a
3490	211	turn	käändmä	käändmä			195-a
3491	210	turn	pöörduda	pöörduda			195-b
3492	211	turn	püürdmä	püürdmä			195-b
3493	212	turn	kìerə	kìerə			195-c
3494	807	turn	kirɣəl-	kirɣəl-			195-c
3495	101	turn	jarkelidh	jarkelidh			195-d
3496	102	turn	jårgèdit ~ jårgèhtit	jårgèdit ~ jårgèhtit			195-d
3497	104	turn	jårgålit	jårgålit			195-d
3498	105	turn	jorgalit	jorgalit			195-d
3499	106	turn	jorgosiđ	jorgosiđ			195-d
3500	107	turn	jåårǥled	jåårǥled			195-d
3501	107	turn	ǩeåulleed	ǩeåulleed			195-e
3502	301	turn	purdams	purdams			195-f
3503	601	turn	fordul	fordul			195-f
3504	401	turn	saβə̑rnem	saβə̑rnem		Deriv. from "saβə̑rem" 'turn (tr.)'	195-g
3505	501	turn	bergavni̮	bergavni̮			195-h
3506	503	turn	berge̮tći̮ni̮	berge̮tći̮ni̮			195-h
3507	504	turn	beri̮ktiśki̮ni̮	beri̮ktiśki̮ni̮			195-h
3508	501	turn	kežni̮	kežni̮			195-i
3509	301	turn	velʹavtoms	velʹavtoms			195-j
3510	701	turn	pērmti	pērmti			195-k
3511	902	turn	syur°xəlcy°	syur°xəlcy°			195-l
3512	907	turn	pīkəl-	pīkəl-			195-m
3513	108	turn	lievxe	lievxe			195-n
3514	101	turn	gajvedh	gajvedh			195-o
3515	901	turn	bəbtuaˀtəsa	bəbtuaˀtəsa			195-p
7456	203	turtle	kilpikonna	kilpikonna			311-a
7457	210	turtle	kilpkonn	kilpkonn			311-a
7458	211	turtle	kilpkunn	kilpkunn			311-a
7459	105	turtle	galbarihcci	galbarihcci			311-b
7460	301	turtle	čeŕepaxa	čeŕepaxa			311-c
7461	601	turtle	teknősbéka	teknősbéka			311-d
7462	401	turtle	čerepaxe	čerepaxe			311-e
7463	503	turtle	čerepaxa	čerepaxa			311-f
4745	203	twist	vääntää	vääntää			232-a
4746	204	twist	veänteä	veänteä			232-a
4747	210	twist	väänata	väänata			232-a
4748	211	twist	väändmä	väändmä			232-a
4749	106	twist	karređ	karređ			232-b
4750	203	twist	kiertää	kiertää			232-b
4751	204	twist	kierteä	kierteä			232-b
4752	208	twist	kērtǟ	kērtǟ			232-b
4753	209	twist	tšēreskè̮ma, tšēroma	tšēreskè̮ma			232-b
4754	209	twist	tšēreskè̮ma, tšēroma	tšēroma			232-b
4755	212	twist	kìerə	kìerə			232-b
4756	207	twist	käta	käta			232-c
4757	105	twist	giessat	giessat			232-d
4758	102	twist	vìvvat	vìvvat			232-e
4759	104	twist	bådnjåt	bådnjåt			232-f
4760	106	twist	puunnjađ, ponjeldiđ	puunnjađ			232-f
4761	106	twist	puunnjađ, ponjeldiđ	ponjeldiđ			232-f
4762	107	twist	poonnjâd	poonnjâd			232-f
4763	108	twist	poanne	poanne			232-f
4764	301	twist	purdams	purdams			232-g
4765	301	twist	mendʹams	mendʹams			232-h
4766	501	twist	pučki̮ni̮	pučki̮ni̮			232-i
4767	501	twist	gartni̮	gartni̮			232-j
4768	601	twist	teker	teker			232-k
4769	601	twist	csavar	csavar			232-l
4770	401	twist	pütə̑rem	pütə̑rem			232-m
4771	503	twist	berge̮tni̮, berge̮tli̮ni̮	berge̮tni̮			232-m
4772	503	twist	berge̮tni̮, berge̮tli̮ni̮	berge̮tli̮ni̮			232-m
4773	504	twist	bergati̮ni̮	bergati̮ni̮			232-m
4774	401	twist	saβə̑rem	saβə̑rem			232-n
4775	701	twist	pēri, pērmti, pēriɣti	pēri		Latter two derivs.	232-n
4776	701	twist	pēri, pērmti, pēriɣti	pērmti		Latter two derivs.	232-n
4777	701	twist	pēri, pērmti, pēriɣti	pēriɣti		Latter two derivs.	232-n
4778	902	twist	syur°xəlye-	syur°xəlye-			232-o
4779	907	twist	kolʹə-	kolʹə-			232-p
4780	807	twist	jo̭ɣǝr-	jo̭ɣǝr-			232-q
4781	209	twist	koverte̮ma	koverte̮ma			232-r
4782	209	twist	krīvissemä	krīvissemä			232-s
4783	503	twist	piʒ́ravni̮	piʒ́ravni̮			232-t
4784	101	twist	buhtjiedidh	buhtjiedidh			232-u
4785	901	twist	hujkələbti̮dʹi	hujkələbti̮dʹi			232-v
3516	0	two	*käktä	*käktä		FV, Pe point to *kakta, Ug and Sd to *käktä	196-a
3517	101	two	göökte	göökte			196-a
3518	102	two	güikte	güikte			196-a
3519	104	two	guäkte 	guäkte			196-a
3520	105	two	guokte	guokte			196-a
3521	106	two	kyeh'ti	kyeh'ti			196-a
3522	107	two	kuõʹhtt ~ kueʹhtt	kuõʹhtt ~ kueʹhtt			196-a
3523	108	two	kūht	kūht			196-a
3524	203	two	kaksi	kaksi			196-a
3525	204	two	kaksi	kaksi			196-a
3526	207	two	kaks	kaks			196-a
3527	208	two	kaks	kaks			196-a
3528	209	two	kahs	kahs			196-a
3529	210	two	kaks	kaks			196-a
3530	211	two	kats'	kats'			196-a
3531	212	two	kakš	kakš			196-a
3532	301	two	kavto	kavto			196-a
3533	401	two	kok, kok(t)ə̑t	kok		Former attr.	196-a
3534	401	two	kok, kok(t)ə̑t	kokə̑t		Former attr.	196-a
3535	501	two	ki̮k	ki̮k			196-a
3536	503	two	ki̮k	ki̮k			196-a
3537	504	two	ki̮k	ki̮k			196-a
3538	601	two	kettő, két	kettő		Latter attr.	196-a
3539	601	two	kettő, két	két		Latter attr.	196-a
3540	701	two	kitiɣ, kit	kitiɣ		Latter attr.	196-a
3541	701	two	kitiɣ, kit	kit		Latter attr.	196-a
3542	807	two	kätkən, kät	kätkən		Latter attr.	196-a
3543	807	two	kätkən, kät	kät		Latter attr.	196-a
3544	901	two	śiti	śiti			196-a
3545	902	two	syidya	syidya			196-a
3546	907	two	śitə	śitə			196-a
6923	0	uncle	*čečä	*čečä			298-a
6924	101	uncle	tjietsie	tjietsie			298-a
6925	102	uncle	tjiehtsee	tjiehtsee			298-a
6926	104	uncle	tjehtse	tjehtse			298-a
6927	105	uncle	čeahci	čeahci			298-a
6928	106	uncle	čeeci	čeeci			298-a
6929	107	uncle	čiẹʹcc	čiẹʹcc			298-a
6930	108	uncle	čieʒ’	čieʒ’			298-a
6931	203	uncle	setä	setä			298-a
6932	401	uncle	čə̑čə̑	čə̑čə̑			298-a
6933	501	uncle	ćož	ćož			298-a
6934	701	uncle	sāsiɣ	sāsiɣ		Deriv.	298-a
6935	901	uncle	ti̮ti̮dʹa	ti̮ti̮dʹa		Deriv. from PU *čečä 'uncle'	298-a
6936	902	uncle	tyidya	tyidya			298-a
6937	101	uncle	jyöne	jyöne			298-b
6938	102	uncle	jyödˈna	jyödˈna			298-b
6939	104	uncle	eddnu	eddnu			298-b
6940	105	uncle	eanu	eanu			298-b
6941	106	uncle	eänui	eänui			298-b
6942	107	uncle	jään	jään			298-b
6943	108	uncle	īnn	īnn			298-b
6944	203	uncle	eno	eno			298-b
6945	208	uncle	eno	eno			298-b
6946	209	uncle	eno	eno			298-b
6947	210	uncle	onu	onu			298-b
6948	211	uncle	uno	uno			298-b
6949	907	uncle	ilća	ilća			298-c
6950	211	uncle	lell	lell			298-d
6951	301	uncle	lʹelʹa, tʹetʹań lʹelʹa	lʹelʹa			298-d
6952	301	uncle	lʹelʹa, tʹetʹań lʹelʹa	tʹetʹań lʹelʹa			298-d
6953	212	uncle	sūr-veʾlʹkki	sūr-veʾlʹkki			298-e
6954	0	uncle	*ekä	*ekä			298-f
6955	101	uncle	jiekie	jiekie			298-f
6956	102	uncle	jiehkee	jiehkee			298-f
6957	104	uncle	iehke	iehke			298-f
6958	105	uncle	eahki	eahki			298-f
6959	106	uncle	eehi	eehi			298-f
6960	107	uncle	jiẹʹǩǩ	jiẹʹǩǩ			298-f
6961	108	uncle	jēgk’	jēgk’			298-f
6962	701	uncle	aki	aki			298-f
6963	204	uncle	teätä, tätä	teätä			298-g
6964	204	uncle	teätä, tätä	tätä			298-g
6965	207	uncle	dädʹ	dädʹ			298-g
6966	208	uncle	tǟᴅä	tǟᴅä			298-g
6967	209	uncle	dǟᴅ	dǟᴅ			298-g
6968	807	uncle	jǝɣlǝŋ	jǝɣlǝŋ			298-h
6969	401	uncle	iza	iza			298-i
6970	601	uncle	nagybácsi	nagybácsi			298-j
6971	504	uncle	agai	agai		Dialectal?	298-k
6972	701	uncle	kaŋk	kaŋk			298-l
6973	209	uncle	onu	onu			298-m
6974	301	uncle	dʹadʹa	dʹadʹa			298-n
6975	503	uncle	dʹadʹ	dʹadʹ			298-o
6976	901	uncle	əˀə	əˀə			298-p
6977	901	uncle	iśi	iśi			298-q
6978	901	uncle	ńini̮	ńini̮			298-r
4210	204	untie	keritteä	keritteä			216-a
4211	207	untie	rušta	rušta			216-b
4212	104	untie	tjåvvdet	tjåvvdet			216-c
4213	105	untie	čoavdit	čoavdit			216-c
4214	106	untie	čoav'diđ	čoav'diđ			216-c
4215	107	untie	čåuʹdded	čåuʹdded			216-c
4216	105	untie	lutket	lutket			216-d
4217	301	untie	juksńems	juksńems			216-e
4218	501	untie	raźni̮	raźni̮			216-f
4219	601	untie	kiold	kiold			216-g
4220	401	untie	ruδem	ruδem			216-h
4221	504	untie	serti̮ni̮	serti̮ni̮			216-i
4222	701	untie	pēsti	pēsti			216-j
4223	901	untie	dʹuküdʹa	dʹuküdʹa			216-k
4224	902	untie	yeka-	yeka-			216-k
4225	907	untie	ći̮kkə-	ći̮kkə-			216-k
4226	108	untie	piess’te	piess’te			216-l
4227	807	untie	aŋət-	aŋət-			216-m
4228	101	untie	noeledh	noeledh			216-n
4229	104	untie	nuollat	nuollat			216-n
4230	503	untie	pe̮rtćavni̮	pe̮rtćavni̮			216-o
3547	101	vomit	voeksedidh	voeksedidh			197-a
3548	102	vomit	vüekˈseet	vüekˈseet			197-a
3549	104	vomit	vuoksadit, vuäkkset	vuoksadit			197-a
3550	104	vomit	vuoksadit, vuäkkset	vuäkkset			197-a
3551	105	vomit	vuoksit, vuovssadit	vuoksit			197-a
3552	105	vomit	vuoksit, vuovssadit	vuovssadit			197-a
3553	106	vomit	vyek'siđ	vyek'siđ			197-a
3554	107	vomit	vueʹhssed	vueʹhssed			197-a
3555	108	vomit	vukk’se	vukk’se			197-a
3556	203	vomit	oksentaa	oksentaa			197-a
3557	204	vomit	oksentoa	oksentoa			197-a
3558	207	vomit	okse̮ta	okse̮ta			197-a
3559	208	vomit	oksenᴅaissa	oksenᴅaissa			197-a
3560	209	vomit	e̮hse̮tte̮ma	e̮hse̮tte̮ma			197-a
3561	210	vomit	oksendada	oksendada			197-a
3562	211	vomit	ossõndama	ossõndama			197-a
3563	212	vomit	oksnə	oksnə			197-a
3564	301	vomit	uksnoms	uksnoms			197-a
3565	401	vomit	ukšińčam	ukšińčam			197-a
3566	501	vomit	vosni̮	vosni̮			197-a
3567	503	vomit	e̮se̮tni̮, e̮sni̮	e̮se̮tni̮			197-a
3568	503	vomit	e̮se̮tni̮, e̮sni̮	e̮sni̮			197-a
3569	504	vomit	e̮ski̮ni̮	e̮ski̮ni̮			197-a
3570	501	vomit	gorʒ́i̮ni̮	gorʒ́i̮ni̮			197-b
3571	601	vomit	hány	hány			197-c
3572	701	vomit	ājtaχti	ājtaχti			197-d
3573	807	vomit	aɣət-	aɣət-			197-d
3574	902	vomit	todə°	todə°			197-e
3575	907	vomit	tȫtə-	tȫtə-			197-e
3576	401	vomit	βakem	βakem			197-f
3577	101	vomit	goesmeridh	goesmeridh			197-g
7070	203	vulture	korppikotka	korppikotka			300-a
7071	210	vulture	raisakotkas	raisakotkas			300-b
7072	211	vulture	rõipõkodas	rõipõkodas			300-b
7073	105	vulture	ráhtọgoaskin	ráhtọgoaskin			300-c
7074	601	vulture	keselyű	keselyű			300-d
7075	701	vulture	kūrsən	kūrsən			300-e
7076	807	vulture	kul-po̭čǝk-ku ~ kul-po̭čǝʽ-ku	kul-po̭čǝk-ku ~ kul-po̭čǝʽ-ku			300-f
7077	503	vulture	i̮ǯi̮t kuč	i̮ǯi̮t kuč			300-g
3578	203	walk	kävellä	kävellä			198-a
3579	204	walk	kävellä	kävellä			198-a
3580	207	walk	kävelta ~ kävuda	kävelta ~ kävuda			198-a
3581	208	walk	kävellä	kävellä			198-a
3582	210	walk	käia	käia			198-a
3583	212	walk	kǟʾdə	kǟʾdə			198-a
3584	101	walk	vaedtsedh	vaedtsedh			198-b
3585	102	walk	vàdˈtseet	vàdˈtseet			198-b
3586	104	walk	vádtsatjit	vádtsatjit			198-b
3587	105	walk	vázzit	vázzit			198-b
3588	106	walk	väzziđ	väzziđ			198-b
3589	107	walk	väʹʒʒed	väʹʒʒed			198-b
3590	108	walk	vānn’ce	vānn’ce			198-b
3591	301	walk	jakams	jakams			198-c
3592	401	walk	koštam	koštam			198-d
3593	501	walk	vetli̮ni̮	vetli̮ni̮			198-e
3594	503	walk	vetle̮ni̮	vetle̮ni̮			198-e
3595	504	walk	vetli̮ni̮	vetli̮ni̮			198-e
3596	504	walk	wami̮šti̮ni̮	wami̮šti̮ni̮			198-f
3597	601	walk	jár	jár			198-g
3598	601	walk	gyalogol	gyalogol			198-h
3599	701	walk	jali, jaliɣli	jali			198-i
3600	701	walk	jali, jaliɣli	jaliɣli			198-i
3601	807	walk	jǝlil-	jǝlil-			198-i
3602	701	walk	jōmi	jōmi			198-j
3603	0	walk	*juta- ?	*juta- ?			198-k
3604	901	walk	dʹoδürśa	dʹoδürśa		From PU *juta- 'go, walk, wander'	198-k
3605	902	walk	yadə°	yadə°			198-k
3606	907	walk	qüəl-	qüəl-			198-l
3607	211	walk	kõnd'ma	kõnd'ma			198-m
3608	209	walk	jaлge̮ttē̮ma	jaлge̮ttē̮ma			198-n
3609	203	warm	lämmin	lämmin			199-a
3610	204	warm	lämmin	lämmin			199-a
3611	207	warm	lʹäm	lʹäm			199-a
3612	208	warm	lämmǟ	lämmǟ			199-a
3613	211	warm	lämmi	lämmi			199-a
3614	212	warm	lem	lem			199-a
3615	301	warm	lʹembe, lʹembińe	lʹembe		Latter deriv.	199-a
3616	301	warm	lʹembe, lʹembińe	lʹembińe		Latter deriv.	199-a
3617	401	warm	leβe	leβe			199-a
3618	208	warm	sōja	sōja			199-b
3619	209	warm	sōje̮	sōje̮			199-b
3620	210	warm	soe	soe			199-b
3621	104	warm	lieggas	lieggas			199-c
3622	105	warm	liekkas	liekkas			199-c
3623	106	warm	liegas	liegas			199-c
3624	107	warm	liõggâs	liõggâs			199-c
3625	0	warm	*päwi	*päwi			199-d
3626	101	warm	bïjveles	bïjveles			199-d
3627	102	warm	bìvvala	bìvvala			199-d
3628	104	warm	bivvalis	bivvalis			199-d
3629	907	warm	pǖ	pǖ			199-d
3630	104	warm	báhkas	báhkas			199-e
3631	107	warm	paakkâs	paakkâs			199-e
3632	108	warm	poahk	poahk			199-e
3633	501	warm	šoni̮d	šoni̮d			199-f
3634	503	warm	šoni̮t	šoni̮t			199-f
3635	504	warm	šuni̮t	šuni̮t			199-f
3636	601	warm	meleg	meleg			199-g
3637	701	warm	māltip	māltip			199-g
3638	807	warm	meḷǝk	meḷǝk			199-g
3639	701	warm	rēɣ, rēɣəŋ	rēɣ			199-h
3640	701	warm	rēɣ, rēɣəŋ	rēɣəŋ			199-h
3641	901	warm	ńüńa	ńüńa		From PSd *ju-	199-i
3642	902	warm	yiba	yiba			199-i
3643	401	warm	šokšo	šokšo			199-j
3644	208	warm	vari	vari			199-k
3645	209	warm	löühkä	löühkä			199-l
3646	901	warm	hekusi̮	hekusi̮			199-m
3700	101	wash	bïssedh	bïssedh			200-a
3701	102	wash	bassat	bassat			200-a
3702	104	wash	bassat	bassat			200-a
3703	105	wash	bassat	bassat			200-a
3704	106	wash	poossađ	poossađ			200-a
3705	107	wash	põõssâd	põõssâd			200-a
3706	108	wash	pēsse	pēsse			200-a
3707	203	wash	pestä	pestä			200-a
3708	204	wash	pessä	pessä			200-a
3709	207	wash	pesta	pesta			200-a
3710	208	wash	pessä	pessä			200-a
3711	209	wash	pesemä	pesemä			200-a
3712	210	wash	pesta	pesta			200-a
3713	212	wash	pi̯eʾzzə	pi̯eʾzzə			200-a
3714	301	wash	šlʹams	šlʹams			200-b
3715	0	wash	*muśki̮-	*muśki̮-			200-c
3716	211	wash	mõskma	mõskma			200-c
3717	401	wash	muškam	muškam			200-c
3718	501	wash	mi̮śki̮ni̮	mi̮śki̮ni̮			200-c
3719	503	wash	miśśi̮ni̮, miśśe̮tni̮	miśśi̮ni̮		Former intr., latter tr. v.	200-c
