language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
ekv,0,0,3,0,2,13,2,9,3,1,2,13,14,1,19,17,22,0,0,2,0,0,3,19,4,5,3,2,4,4,3,2,1,1,2,2,19,2,3,1,1,0,0,1,0,2,3,3,0,3,4,3,2,11,1,0,2,23,4,0,1,4,3,0,0,3,20,0,21,11,2,15,4,3,1,2,3,1,2,18,18,3,1,4,1,1,2,5,17,3,3,15,16,2,2,3,0,18,0,1,0,2,1,5,0,3,16,3,2,2,3,3,3,0,1,19,1,17,0,3,0,3,1,2,10,0,1,2,3,3,0,3,3,0,6,4,3,2,2,0,3,12,3,0,3,3,0,3,0,2,3,0,0,0,2,1,0,1,3,0,12,1,1,1,1,1,3,2,2,3,0,18,2,0,0,13,2,0,8,3,0,3,2,1,2,2,2,13,2,1,3,2,7,0,0,3,0,1,1,3,0,2,3,1,0,2,4,5,3,4,2,2,3,13,0,19,1,17,2,3,0,2,23,0,1,2,11,0,0,3,2,3,10,3,6,9,3,2,0,3,4,0,1,3,1,11,0,20,1,0,0,0,1,0,2,2,3,2,0,0,17,1,2,1,1,5,0,1,2,0,19,2,12,2,3,0,1,11,6,3,0,0,1,10,15,11,0,3,0,2,3,8,21,5,1,18,24,9,3,0,10,0,0,0,2,0,21,3,16,1,2,0,0
eqs,0,1,20,11,15,16,19,16,20,13,19,16,18,0,14,14,17,22,11,12,16,0,21,15,20,0,15,15,0,17,2,19,0,16,13,0,21,11,0,0,0,6,9,0,0,20,13,5,1,17,6,16,14,9,6,17,19,17,18,0,4,15,15,0,1,20,14,9,16,7,1,17,4,18,9,3,15,2,21,14,14,14,0,1,6,9,0,7,19,19,7,11,11,0,8,19,4,15,6,0,0,15,21,2,1,1,14,21,18,18,19,11,19,1,1,15,0,12,0,22,0,24,2,18,5,0,0,4,18,5,3,22,18,0,0,15,19,17,19,0,9,18,5,14,21,22,0,17,14,14,6,5,10,0,0,0,8,18,22,0,12,15,8,0,14,8,20,5,13,14,9,4,0,1,0,13,13,8,3,8,5,15,20,3,19,19,21,10,0,5,21,16,3,4,0,18,7,17,17,22,18,16,19,14,0,21,20,0,15,11,18,3,21,13,0,17,5,13,3,21,10,18,17,1,0,5,1,3,3,17,18,7,12,18,8,10,21,0,0,10,18,7,0,5,19,8,7,14,0,0,12,0,15,1,13,4,15,15,0,6,14,8,2,0,0,7,14,0,20,0,14,10,6,4,19,6,0,7,12,15,8,0,12,16,17,6,3,19,6,19,21,13,17,4,19,12,18,7,9,14,11,0,0,1,16,3,9,12,3,10,9,12,8
fpu,0,0,0,0,1,12,3,7,1,2,16,0,12,2,17,15,21,2,0,3,10,0,1,17,2,5,1,0,2,0,1,7,1,9,1,0,1,3,8,1,7,0,0,1,0,1,0,1,3,2,0,1,1,7,2,2,3,21,2,0,0,2,1,0,0,1,19,2,20,12,1,20,4,1,1,2,0,1,1,17,17,1,1,0,1,3,1,2,15,0,2,16,15,0,2,1,0,17,4,1,0,14,2,5,0,1,17,1,2,1,1,1,2,0,0,2,1,10,0,1,0,1,1,1,5,0,1,0,1,1,0,1,1,0,5,2,1,1,3,0,1,10,1,0,1,1,0,1,2,1,1,0,2,1,3,0,8,0,1,1,11,2,1,0,1,1,1,0,2,0,13,16,1,3,2,13,2,2,7,1,0,2,17,2,0,1,1,6,10,1,1,1,13,0,0,1,0,12,2,1,0,0,1,2,0,1,2,3,1,2,0,5,1,9,0,5,0,3,1,1,0,1,21,1,1,0,0,0,0,1,1,2,0,1,11,0,1,1,0,2,2,0,1,1,0,6,0,18,2,0,2,0,17,0,2,0,2,1,1,1,16,1,2,0,1,10,2,1,1,0,0,1,10,11,1,2,1,10,4,1,0,0,1,1,20,10,0,1,7,1,1,3,19,4,2,16,22,9,4,3,9,0,0,0,3,0,20,2,17,4,0,0,0
gkn,0,0,2,2,3,14,2,8,2,1,3,14,13,1,18,16,0,3,3,2,2,0,2,18,3,6,2,0,3,3,2,1,1,0,2,1,2,2,3,2,1,0,7,1,0,10,2,2,0,0,1,2,2,11,3,0,2,22,3,0,1,3,2,0,0,2,18,0,22,13,2,21,4,2,2,3,17,1,3,12,12,2,1,4,1,2,2,4,16,2,0,15,17,2,2,2,2,19,0,1,0,1,3,4,0,3,18,2,3,16,2,2,3,0,0,18,1,16,0,2,0,2,1,3,9,1,1,0,2,2,4,2,2,0,7,3,2,3,2,0,2,11,2,1,2,2,0,2,0,3,2,0,3,0,2,1,10,7,2,0,12,3,1,1,0,3,2,0,2,2,0,17,2,0,9,18,3,0,8,2,0,0,0,1,1,3,3,12,11,2,2,3,14,0,0,2,0,0,1,2,2,0,2,1,1,3,3,4,2,3,1,12,2,16,0,5,4,16,2,2,0,3,22,1,1,1,1,0,0,2,3,3,1,2,0,2,2,4,0,3,3,0,0,2,2,0,0,19,4,0,0,0,18,0,3,1,1,2,1,0,18,2,2,1,1,5,0,1,3,0,18,2,11,1,2,0,1,11,5,2,0,0,2,3,15,11,1,2,2,3,2,7,20,4,3,17,23,9,0,4,0,0,0,0,4,0,5,1,18,2,0,0,0
gou,0,1,14,3,9,0,14,4,11,7,11,7,5,0,9,11,10,15,12,7,8,0,15,12,14,0,10,7,8,12,17,15,0,7,6,0,14,9,2,5,4,0,1,0,0,13,5,16,1,14,6,11,11,0,4,14,12,10,12,0,0,8,11,0,1,7,12,3,11,14,1,12,0,14,3,0,11,0,11,8,9,12,2,3,5,3,0,13,9,14,6,2,8,0,0,11,6,1,6,6,0,11,16,1,2,6,6,15,10,12,15,9,15,5,1,9,0,8,0,16,0,15,0,8,5,0,0,13,10,14,2,15,16,0,14,0,13,11,14,0,14,9,7,15,14,15,0,8,5,11,14,1,5,1,0,0,4,12,16,0,4,11,6,4,8,0,14,1,3,7,2,11,0,14,2,10,7,1,6,6,3,8,15,3,6,14,7,0,7,0,15,10,7,0,0,15,1,10,6,15,13,8,13,4,0,16,15,16,6,0,13,0,15,0,12,12,2,6,0,15,0,15,8,1,0,12,7,1,0,11,15,2,2,8,0,12,17,0,0,8,13,6,0,11,13,6,4,11,0,0,7,0,10,3,0,9,12,5,0,1,10,16,3,2,5,4,3,0,14,0,16,6,14,13,4,5,2,0,16,7,1,0,7,8,10,3,2,11,3,13,15,12,11,1,11,4,11,4,4,18,7,0,0,0,12,0,11,4,7,14,3,2,1
grz,0,1,18,10,14,7,0,17,18,4,14,2,8,0,13,3,14,19,9,10,14,0,19,22,17,0,17,3,12,8,20,17,0,14,11,0,19,4,2,9,8,1,13,0,0,16,11,21,1,16,4,14,12,1,18,6,16,15,15,4,2,14,5,0,1,17,3,5,14,5,1,4,0,7,8,0,2,2,18,11,12,16,0,1,1,5,0,12,12,17,0,2,4,0,0,18,4,12,11,5,0,13,19,2,1,3,20,19,16,16,17,5,17,7,1,9,0,3,0,19,0,20,0,7,7,0,0,18,15,7,0,19,4,0,0,9,16,4,17,0,4,7,16,8,19,19,0,15,6,8,18,3,9,1,0,0,0,16,19,2,14,7,0,3,12,0,19,5,12,4,7,10,0,15,3,0,11,6,3,9,0,4,6,3,17,17,19,9,15,4,19,13,3,0,0,0,1,15,14,19,16,7,17,13,0,7,18,12,7,0,7,8,19,4,16,14,14,9,0,19,7,4,15,1,3,3,1,0,2,14,17,2,6,16,6,8,8,4,0,0,15,1,0,19,16,0,0,2,0,0,11,0,3,2,8,6,4,14,0,1,12,18,3,5,0,0,11,0,18,0,14,8,4,21,15,3,5,4,9,8,4,0,10,15,14,4,0,17,0,17,19,18,14,3,17,0,15,0,4,0,2,0,0,0,7,1,15,4,3,1,7,5,1
hpq,0,0,1,1,0,11,1,6,0,0,1,12,11,0,16,11,20,1,2,1,11,1,0,0,1,0,0,1,1,2,0,0,1,4,0,0,0,1,1,5,1,0,0,1,0,0,12,0,2,1,0,0,0,1,0,0,1,20,1,0,0,1,0,0,3,0,17,0,19,10,0,19,0,0,0,1,0,1,0,16,16,13,1,0,0,0,1,1,14,1,1,14,14,0,1,0,2,0,1,1,0,0,0,3,0,9,9,0,1,0,0,0,1,2,0,14,1,15,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,0,9,1,0,1,11,0,1,4,8,2,0,0,0,1,12,15,1,2,8,17,0,0,6,0,0,1,1,1,3,0,0,10,10,0,0,0,12,0,0,9,2,1,0,0,1,1,0,0,0,0,0,2,0,1,3,6,0,15,1,0,9,15,1,0,1,0,20,1,0,12,2,0,0,0,0,1,6,0,0,1,0,1,0,1,1,2,0,0,19,1,0,17,1,0,1,0,16,0,1,0,0,0,1,2,15,0,1,2,2,9,1,1,0,0,16,1,9,0,0,0,1,9,3,9,2,0,0,0,1,9,0,0,0,0,0,6,0,1,0,15,21,7,2,2,3,0,0,0,0,1,19,0,15,0,1,1,0
ilt,0,1,12,3,4,0,10,13,12,6,5,6,2,0,6,8,9,11,0,6,6,3,11,8,10,2,7,7,5,11,14,11,0,10,7,0,10,6,4,5,1,4,8,1,1,3,4,17,1,7,5,9,8,0,14,10,9,6,8,0,3,9,9,0,1,12,9,7,8,14,3,5,0,13,6,0,7,0,6,9,3,9,3,1,3,3,0,3,12,7,0,6,6,0,0,10,1,1,8,2,0,4,11,1,2,0,7,11,9,9,10,14,12,3,1,6,0,4,0,11,0,11,0,13,4,0,0,12,7,12,0,11,14,0,12,12,8,8,4,0,9,7,11,8,10,11,0,16,9,4,10,2,5,1,0,0,6,8,11,4,7,8,0,8,5,0,10,1,8,10,2,6,0,9,2,0,8,1,5,6,0,8,11,8,6,12,12,5,3,0,11,6,5,0,0,12,1,7,8,11,11,11,5,7,0,12,11,14,11,6,11,7,11,7,8,9,7,3,0,11,0,10,7,1,0,10,1,0,0,9,11,5,8,12,2,4,12,0,0,0,11,1,0,10,9,4,5,7,0,0,8,0,7,3,0,3,9,8,0,4,13,6,3,0,5,0,3,0,10,0,9,0,13,9,11,3,2,0,1,7,4,0,5,10,6,3,2,12,4,9,11,13,4,1,7,6,7,5,4,10,1,0,0,0,5,0,7,9,6,8,3,7,4
jlz,0,3,15,3,11,0,13,15,15,9,10,7,4,0,7,10,10,14,14,7,6,4,14,11,13,0,10,7,7,12,16,14,0,7,8,0,11,10,2,8,4,1,4,0,0,12,8,16,6,12,6,10,9,0,17,1,8,9,7,0,0,11,8,0,1,7,8,3,0,21,1,10,0,12,3,5,10,0,14,8,6,11,2,3,5,3,0,16,6,13,0,2,0,0,5,14,3,1,6,2,0,10,15,1,2,0,10,12,10,11,13,15,14,5,2,10,0,7,0,15,0,12,0,8,5,0,0,16,11,14,0,14,13,0,15,0,8,13,13,0,12,4,7,14,13,14,0,8,5,11,13,1,5,0,0,0,4,11,14,0,4,12,0,0,6,0,11,1,3,7,2,20,0,12,2,9,7,1,6,11,1,8,14,3,13,14,15,0,6,0,14,6,4,0,0,14,1,10,11,14,10,8,11,9,0,15,14,13,6,0,3,0,14,5,11,11,8,5,0,14,4,13,11,1,0,9,8,0,0,8,14,2,2,14,0,12,15,0,0,8,12,6,0,13,12,0,4,10,0,0,9,0,10,3,0,8,12,5,0,1,8,15,3,2,5,4,3,0,13,0,4,0,14,12,4,3,2,0,15,7,1,0,4,8,9,3,2,11,3,10,14,15,10,1,14,4,10,4,4,17,5,0,0,0,5,0,8,4,10,2,3,9,6
lvz,0,4,6,8,12,2,16,16,16,11,0,9,6,1,10,12,15,20,6,8,6,0,16,20,0,1,7,3,10,14,2,6,0,13,9,0,16,4,2,5,1,1,11,0,0,15,10,19,1,4,4,12,5,1,10,6,13,12,13,0,2,0,13,0,3,15,3,5,12,3,1,4,3,15,3,6,2,2,16,10,11,14,0,1,1,5,0,17,10,16,0,7,4,0,0,16,3,10,6,7,0,7,17,2,1,7,0,17,14,14,15,5,7,4,1,12,0,3,0,17,0,17,0,15,6,0,0,17,13,16,0,17,4,0,0,0,15,15,16,0,4,5,14,8,16,17,0,7,6,8,16,1,4,1,2,0,0,14,17,5,12,13,0,1,10,0,16,5,10,4,3,8,0,4,3,0,9,6,3,13,0,4,17,3,15,15,17,7,8,0,17,12,3,0,0,17,1,12,12,17,15,13,15,11,0,17,1,0,12,8,14,3,17,10,14,13,12,11,0,17,5,16,6,1,3,14,9,2,1,12,7,2,6,6,0,3,18,4,0,0,14,1,2,6,4,3,0,2,0,0,5,0,11,2,4,10,4,11,0,5,3,8,0,3,0,5,9,0,16,0,13,7,2,18,13,3,2,4,8,13,4,0,9,13,12,4,0,16,0,14,17,10,5,2,15,10,13,0,4,11,2,0,0,0,13,1,13,4,3,6,3,5,1
mwy,0,1,10,3,8,5,9,16,10,7,5,3,17,0,5,7,8,8,1,4,10,2,10,7,0,1,8,11,20,7,11,10,0,9,11,0,9,8,2,7,1,3,5,0,0,9,5,12,1,8,13,8,3,4,11,8,8,5,0,0,0,21,8,0,1,11,7,3,5,18,1,9,0,11,5,0,6,3,10,7,5,0,2,2,3,3,0,3,2,8,0,2,0,0,0,9,5,5,6,2,1,9,10,0,2,4,21,10,8,4,9,4,0,3,1,15,0,0,0,10,0,10,0,12,11,0,2,19,24,11,0,10,10,0,10,0,7,7,11,0,10,15,7,7,7,10,0,10,5,4,9,1,1,1,1,0,0,7,7,0,6,18,0,7,17,0,8,3,6,8,4,3,0,8,10,6,4,4,3,8,0,11,10,3,10,7,11,1,2,0,10,6,16,0,0,11,1,6,6,10,9,6,10,4,0,11,10,9,10,0,10,4,10,17,7,6,6,0,0,10,0,9,16,1,0,5,4,0,0,2,9,3,10,9,0,2,11,5,0,7,10,5,0,8,7,7,3,3,4,0,4,0,5,6,6,3,8,7,0,1,11,10,2,0,5,0,7,0,9,0,8,5,20,8,10,3,2,5,0,11,5,0,14,7,2,3,3,7,5,8,10,11,9,1,10,4,6,2,4,9,3,0,0,0,8,2,6,8,20,2,3,2,1
nsw,0,2,7,3,5,4,8,12,7,19,8,3,16,0,4,0,5,10,8,4,7,2,9,6,23,1,8,10,19,7,11,9,0,6,18,5,8,4,2,7,1,2,5,0,0,8,5,15,1,11,12,8,7,3,14,8,7,4,0,0,0,19,8,0,1,10,4,3,7,17,1,8,0,10,3,0,3,4,9,3,4,19,3,2,3,3,0,19,5,11,0,4,5,0,0,8,1,5,6,2,1,8,9,0,2,4,12,9,7,7,8,7,11,11,1,5,0,0,0,9,2,9,0,9,11,0,2,0,23,10,0,9,12,0,10,0,11,10,10,0,10,5,10,10,9,9,0,12,5,4,8,1,1,1,1,0,5,6,10,0,3,18,5,0,5,0,8,3,6,8,4,5,0,11,0,0,4,4,3,8,0,10,9,7,9,11,10,4,1,0,9,6,9,0,1,10,1,5,6,9,8,6,9,4,0,8,9,9,9,0,3,6,9,12,7,8,5,0,0,9,2,8,5,1,4,8,4,0,0,7,8,3,2,11,0,3,10,5,0,0,9,3,0,8,8,7,2,5,0,0,4,0,5,5,0,3,8,5,0,1,6,12,2,1,5,0,3,0,8,0,7,5,19,0,9,3,2,5,0,9,5,0,13,7,5,3,3,10,2,7,9,13,8,1,9,5,3,3,4,8,3,0,0,0,8,4,5,7,19,14,3,2,1
nvx,0,1,5,5,14,1,5,2,6,17,4,1,8,0,0,2,3,7,5,0,3,0,6,3,7,0,6,6,16,6,9,5,1,5,5,0,5,4,3,4,3,1,1,0,0,6,4,10,1,5,2,7,3,0,9,5,6,0,18,2,0,7,7,0,1,6,2,4,3,2,0,3,0,4,3,0,2,0,4,2,1,6,0,3,2,3,0,11,12,6,0,6,3,0,0,5,1,4,5,4,0,3,6,0,1,4,3,6,6,4,6,4,6,1,1,2,0,2,0,6,0,6,5,6,1,0,0,8,6,8,0,6,8,1,9,8,5,6,5,0,7,14,6,6,18,6,0,6,3,5,4,1,9,1,0,0,3,3,6,0,0,14,0,4,4,0,6,1,5,4,1,2,3,7,1,1,5,1,2,4,1,7,5,4,5,6,6,16,2,3,6,4,2,0,0,7,1,3,5,6,5,5,4,5,0,6,7,8,4,5,6,2,6,0,4,3,10,18,8,6,0,7,2,1,0,4,1,0,0,4,6,4,5,4,1,6,7,0,0,5,2,1,0,4,3,0,0,1,0,0,3,0,2,1,13,3,4,3,0,3,2,6,2,0,0,1,3,0,6,0,3,4,1,5,7,4,2,3,7,6,1,0,4,4,1,2,0,16,0,5,6,0,3,0,6,3,2,0,6,7,2,0,0,0,5,0,2,5,0,5,0,4,1
osv,0,1,8,3,6,3,6,10,8,18,6,4,15,0,2,5,6,9,7,4,9,2,7,4,8,0,8,9,17,9,12,7,0,6,17,0,6,7,2,7,1,2,4,0,0,7,15,13,1,10,3,4,6,1,12,7,4,2,0,0,0,20,8,0,1,8,5,6,4,16,1,6,1,8,8,4,4,3,7,5,12,7,3,2,4,6,0,9,3,9,0,2,0,0,0,7,3,6,7,2,1,4,7,3,2,4,4,7,0,5,7,6,9,10,1,3,0,0,0,8,0,7,0,10,12,0,2,11,21,8,0,7,11,0,11,11,9,9,8,0,8,0,8,8,8,7,0,9,7,9,7,1,1,1,1,0,5,4,8,3,3,4,3,5,16,0,7,3,7,9,4,3,0,8,0,4,4,4,0,9,0,9,8,5,7,9,9,2,12,0,7,7,9,0,0,8,1,8,7,7,6,9,7,4,2,9,8,10,8,0,8,5,7,6,6,5,3,1,9,8,0,8,3,1,0,6,5,0,0,5,4,3,7,7,0,5,9,5,0,0,8,1,0,7,7,12,2,3,3,0,10,0,6,4,0,3,10,13,0,1,4,11,2,0,6,2,5,0,7,0,5,0,17,6,8,3,2,2,11,10,6,0,11,7,3,3,3,8,1,6,7,9,6,1,8,9,4,0,4,1,4,0,0,0,8,2,3,7,5,13,6,10,1
psx,0,1,11,6,10,6,11,6,13,8,9,7,1,0,8,4,11,12,13,0,8,0,12,9,11,0,11,7,6,10,15,13,1,11,6,2,12,9,5,5,5,1,7,0,0,11,6,18,3,13,7,4,10,5,15,11,10,7,9,3,0,11,5,0,1,12,10,3,9,19,4,11,0,12,3,0,8,0,12,8,7,14,2,3,8,8,0,14,7,12,0,5,0,0,3,12,6,8,3,2,0,10,13,3,2,0,8,13,11,8,11,13,13,3,1,7,0,5,0,13,0,13,0,8,3,0,0,14,8,9,0,12,13,0,13,0,12,8,4,0,13,2,12,12,11,12,0,11,10,12,11,1,5,1,1,0,4,9,12,0,8,9,0,4,7,0,12,1,9,7,2,7,0,12,3,7,7,1,1,6,0,12,12,3,11,8,13,6,4,0,12,9,6,0,2,13,4,8,9,12,12,12,12,8,0,13,12,15,6,7,3,0,12,8,9,0,14,4,0,12,3,11,9,1,0,11,6,1,0,8,12,2,2,12,3,4,13,0,0,0,6,1,0,5,10,0,4,6,0,0,7,0,8,3,0,8,11,9,0,1,12,13,3,0,8,4,3,0,11,0,10,0,15,10,4,3,2,5,13,7,3,0,6,8,8,3,2,13,3,11,12,12,10,1,12,7,8,4,4,0,6,0,0,0,10,0,9,4,8,9,3,8,1
pwy,0,1,17,9,13,2,17,0,11,5,13,10,7,0,11,3,4,17,6,9,13,0,17,21,16,7,10,3,11,15,19,16,0,2,10,0,17,4,2,6,1,1,12,0,0,10,4,20,1,15,1,13,5,1,10,15,14,13,14,0,2,12,5,0,1,16,13,5,13,4,1,14,0,16,7,0,13,2,17,4,4,15,0,1,1,5,0,18,11,0,0,8,9,0,0,17,6,11,9,5,0,12,18,2,1,3,19,18,15,15,16,8,16,6,3,13,0,3,0,18,0,18,0,16,2,0,0,9,14,17,0,18,4,0,0,14,6,4,4,0,4,6,15,16,17,18,0,13,13,13,17,1,8,1,0,0,1,15,18,6,13,18,0,3,11,0,17,1,11,12,6,9,4,4,5,12,10,6,7,7,0,13,18,9,16,16,18,8,9,0,18,13,15,2,0,5,1,13,13,18,6,14,16,12,0,18,17,0,7,9,15,3,18,11,15,4,13,8,11,18,6,4,13,1,3,15,1,0,1,13,16,6,9,6,5,3,19,4,0,0,16,1,0,18,15,3,0,12,6,0,5,0,12,2,7,6,4,12,0,1,11,17,0,3,0,0,10,0,17,0,3,9,3,19,14,3,6,4,2,14,4,0,7,2,13,5,0,6,0,15,18,17,13,2,16,0,14,10,7,12,2,0,0,0,14,1,14,10,12,7,4,5,1
