language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
ghl,7,3,1,2,2,2,9,8,2,7,7,6,8,5,8,0,6,6,8,3,7,1,7,7,2,1,8,0,4,6,5,7,5,7,0,8,1,7,7,8,6,8,8,0,8,6,5,8,7,9,7,6,5,8,0,0,2,6,7,0,9,4,8,8,7,8,4,7,3,8,7,6,2,6,7,1,8,6,6,4,6,0,7,6,1,8,5,7,7,7,9,7,2,8,1,8,6,0,8,4,0,2,0,7,8,3,3,7,7,2,7,6,2,12,9,4,4,7,2,0,0,2,0,4,8,1,7,7,9,1,9,7,3,4,3,7,6,5,0,3,7,6,7,8,2,8,0,8,5,0,5,0,2,8,8,7,7,2,2,3,8,0,8,7,8,6,20,5,6,2,0,6,7,7,3,0,7,2,2,6,0,6,0,6,1,6,0,8,9,6,8,8,8,6,8,7,0,6,0,8,0,15,0,8,8,3,2,2,6,2,8,8,9,3,0,4,4,3,7,8,0,0,6,0,3,5,8,7,7,5,0,1,3,21,2,5,6,6,7,9,7,8,2,2,6,7,4,2,8,8,6,6,8,7,0,5,0,7,8,0,0,10,8,2,8,6,2,0,8,6,8,8,3,9,0,2,0,7,4,8,7,5,8,2,0,0,7,4,8,7,8,6,8,8,7,6,4,5,0,0,9,0,4,5,3,5,4,2,8,7,6,0,5
ghm,0,0,1,8,8,7,3,9,2,10,9,8,9,7,10,0,8,7,10,9,0,5,9,8,2,0,10,0,14,8,7,9,8,8,0,10,3,9,9,10,7,10,10,0,10,8,6,10,8,10,9,15,6,9,0,0,0,2,9,8,10,7,10,10,0,10,0,9,7,10,9,7,7,8,9,0,14,7,8,6,8,8,10,2,5,10,1,9,10,8,11,16,9,10,6,11,8,0,10,6,6,3,0,16,10,4,6,9,8,10,9,8,0,6,10,6,10,9,2,0,5,2,0,2,10,4,8,9,10,1,10,10,3,0,0,8,8,7,0,5,9,8,9,2,11,11,0,10,2,2,0,9,6,10,10,8,9,2,8,4,10,0,9,10,10,0,7,7,2,2,0,2,8,9,4,4,9,2,2,8,3,8,0,7,1,15,0,9,10,9,10,10,7,3,2,8,0,5,0,10,2,7,0,10,9,4,10,2,0,8,10,10,10,5,0,0,7,3,9,9,0,0,8,0,4,7,10,8,8,6,2,7,3,8,2,6,2,9,8,10,1,9,2,6,8,2,6,4,10,9,7,7,10,8,0,2,0,0,10,0,0,11,9,0,10,8,9,0,10,8,10,10,6,10,0,6,8,8,6,9,9,2,10,8,6,5,9,6,10,8,9,8,10,10,6,8,5,6,7,0,11,8,6,7,5,6,6,2,10,8,8,4,7
gjp,7,0,1,17,11,2,9,15,4,16,15,13,19,15,20,3,15,13,17,10,13,1,18,16,2,0,0,0,14,18,8,10,15,13,0,18,4,13,12,18,8,20,20,0,20,17,15,20,0,19,15,15,12,15,0,3,3,11,17,9,19,15,19,20,0,18,6,19,9,21,18,9,17,18,17,2,10,17,18,15,17,0,14,8,1,19,9,17,17,17,21,13,10,20,10,20,17,0,18,17,8,2,0,18,20,8,0,19,12,16,10,1,0,0,19,2,12,16,2,0,12,9,0,6,19,1,15,6,12,1,19,18,3,0,0,16,9,16,5,13,15,10,15,9,12,18,0,19,2,3,7,18,7,11,19,15,19,2,16,8,17,0,18,19,20,0,15,12,13,2,0,2,16,18,14,0,18,11,11,14,0,17,0,8,1,15,0,2,19,18,16,16,10,0,15,13,0,15,0,16,3,16,0,19,2,1,21,2,15,14,20,11,19,10,0,9,13,11,18,18,0,4,13,0,0,15,19,17,16,15,0,1,7,18,2,6,8,15,0,14,11,18,2,12,15,8,9,14,19,15,12,1,19,13,0,11,5,9,19,6,5,20,19,0,20,17,5,0,19,17,20,19,16,13,0,2,14,18,13,4,18,7,19,12,6,0,18,7,17,2,14,18,18,20,19,2,12,0,13,3,20,10,13,13,2,10,14,2,9,13,9,0,8
gkr,13,0,1,18,9,2,4,20,2,13,12,14,20,17,22,6,16,8,2,11,0,7,19,10,2,0,1,0,9,20,8,19,17,14,0,19,4,17,19,20,17,22,21,0,22,9,16,22,0,21,17,17,3,19,0,4,3,13,18,9,21,17,21,22,0,20,5,21,11,22,20,9,8,20,18,0,16,8,20,17,19,10,16,2,1,21,1,19,1,19,23,11,10,14,7,12,19,0,13,11,7,0,0,19,22,6,0,21,15,13,21,15,0,0,21,9,0,10,2,0,0,4,2,2,21,1,9,20,16,5,11,20,3,7,0,18,9,17,0,15,12,9,17,14,2,0,0,21,10,3,7,20,11,18,21,17,21,14,17,5,22,0,22,20,22,0,17,14,15,2,0,3,12,20,8,0,20,8,13,9,0,19,0,16,1,17,0,2,21,20,14,22,8,0,2,11,2,17,0,18,3,18,0,21,12,1,22,9,17,6,22,11,21,12,0,4,3,8,20,20,0,4,2,0,5,16,21,19,20,11,0,1,7,9,9,12,8,17,0,16,1,20,2,2,17,8,6,8,11,9,9,10,21,6,0,2,0,16,21,7,4,22,20,0,22,19,16,0,21,19,22,21,11,11,0,2,9,19,9,0,20,11,11,16,6,9,20,7,21,11,18,9,20,22,21,19,14,8,15,0,21,9,15,7,8,13,16,2,18,10,14,0,17
hiq,12,0,1,16,15,2,8,18,2,15,2,12,18,10,19,3,14,13,16,12,0,1,10,13,6,0,15,0,13,17,8,17,14,9,0,2,4,13,17,17,15,19,16,0,19,16,14,19,0,18,14,14,9,18,0,3,3,10,16,9,18,14,18,19,0,17,6,18,3,20,17,9,13,17,6,0,10,16,17,14,16,13,2,8,1,18,8,16,16,16,20,15,10,19,14,19,16,1,17,16,8,0,0,17,19,7,10,18,12,11,19,13,0,9,18,2,9,15,10,0,9,4,0,2,18,1,9,15,14,1,11,9,6,0,0,15,9,15,0,12,10,0,10,9,11,12,0,18,2,3,8,17,7,16,18,9,18,12,2,7,20,0,17,18,19,9,14,0,12,2,0,13,11,17,10,0,4,11,8,9,0,16,0,8,1,13,0,2,18,17,20,20,8,0,2,8,0,14,0,15,3,15,0,18,14,5,17,2,7,12,19,16,18,9,0,8,12,10,17,17,1,4,13,10,0,14,18,15,15,10,0,11,12,17,2,11,14,14,12,0,10,17,2,7,9,14,6,13,18,14,11,12,18,17,0,10,6,9,18,5,5,12,18,5,19,16,14,0,18,16,19,18,15,13,0,2,13,17,1,15,17,10,18,15,8,8,17,7,16,10,14,17,17,19,2,18,6,0,12,0,19,10,12,11,7,10,13,2,16,16,18,0,16
hps,9,0,1,10,9,2,5,10,2,11,10,7,10,8,11,0,10,10,12,10,9,1,12,15,3,0,11,0,6,9,9,10,9,10,0,11,4,11,10,11,9,12,11,0,11,9,7,11,0,12,19,8,7,12,0,3,3,2,11,10,11,6,11,11,0,12,5,10,8,11,10,8,10,9,10,0,10,9,9,7,9,0,2,2,1,11,1,10,12,10,13,8,11,11,8,9,9,0,11,7,7,0,0,10,12,5,0,10,9,11,12,9,0,7,11,7,6,11,2,0,7,4,0,2,11,5,10,10,2,3,13,12,3,6,0,10,10,8,2,6,11,9,11,10,2,13,0,11,2,3,7,10,7,11,11,10,10,2,10,5,11,0,10,13,11,0,9,8,9,2,0,2,9,10,5,0,10,9,2,10,0,10,3,9,1,10,0,10,11,11,11,11,9,0,10,9,0,8,1,12,3,8,0,11,10,1,12,7,8,9,11,13,11,6,0,5,3,3,11,11,0,4,10,7,5,9,12,10,9,7,3,8,7,10,2,6,9,10,0,0,8,11,2,7,11,9,7,5,12,10,8,8,11,9,0,6,2,11,11,0,0,13,11,0,11,9,11,0,12,9,11,11,7,12,0,7,9,10,7,10,10,5,13,9,6,6,10,8,11,2,10,11,11,11,11,9,7,7,0,0,12,9,8,8,6,7,8,2,9,9,10,0,9
iky,0,3,1,2,2,2,12,7,2,9,7,5,7,6,9,0,7,6,7,8,8,4,8,2,2,0,9,0,3,7,6,8,6,6,0,8,1,8,8,9,5,9,9,0,9,7,4,9,6,2,8,7,5,7,0,0,2,5,8,0,8,5,9,9,0,9,3,8,6,9,8,5,2,7,8,1,9,5,7,5,7,6,8,2,1,9,5,8,8,6,8,7,8,9,1,9,7,0,9,5,0,0,0,8,9,3,4,8,7,8,8,7,2,0,8,5,4,8,2,0,0,2,0,4,9,1,7,8,9,1,8,8,3,5,3,7,7,6,0,4,8,7,8,8,14,9,0,9,6,0,6,8,2,9,9,6,8,7,7,3,9,0,7,8,9,6,21,4,2,2,0,7,6,8,2,0,8,2,6,7,0,7,0,6,1,7,0,8,8,6,9,9,18,0,9,6,0,7,0,9,0,6,0,9,8,3,9,2,6,7,9,9,8,4,0,4,5,5,8,7,0,0,7,6,3,6,9,1,7,5,0,1,3,22,2,5,7,7,7,8,1,7,2,2,7,6,5,3,9,8,5,6,9,5,0,5,0,8,9,0,0,9,7,2,9,7,8,0,9,7,9,9,4,2,0,5,7,7,5,8,8,5,9,6,4,0,8,5,9,6,8,7,9,9,8,7,3,0,0,0,10,6,5,6,4,4,5,2,8,6,7,3,6
ivw,5,2,4,7,1,5,0,5,0,3,5,4,3,3,5,2,4,4,6,6,4,1,5,5,2,0,6,0,20,3,3,4,4,4,0,6,0,4,5,5,2,4,5,0,5,5,2,5,4,7,4,5,0,6,0,2,0,15,4,6,5,10,6,6,5,6,0,4,5,4,6,0,6,4,5,0,6,2,3,22,3,2,5,5,2,5,4,5,5,4,6,5,6,5,3,5,4,1,4,1,4,0,0,4,5,12,0,6,5,4,4,1,0,4,5,1,3,5,2,0,0,2,0,0,5,3,5,5,7,1,6,5,0,3,0,5,5,3,0,21,5,2,5,6,4,6,3,5,4,1,4,6,5,6,5,4,4,5,6,1,6,1,3,5,5,4,6,0,4,2,0,4,3,4,0,0,4,5,5,4,0,4,0,4,3,4,0,5,5,5,6,6,5,4,5,3,0,4,0,6,0,4,0,5,6,1,7,6,5,4,6,5,5,0,0,3,17,2,4,6,0,0,5,4,0,3,5,6,6,3,0,5,5,5,5,4,5,4,6,6,4,5,2,4,5,5,2,21,5,5,4,4,5,4,0,2,3,5,5,3,3,6,4,0,6,4,5,0,6,3,5,6,21,6,0,4,6,6,3,7,5,4,5,5,2,4,5,7,6,5,6,20,5,5,6,4,18,3,5,2,7,5,3,3,1,3,20,4,6,5,4,2,2
jrv,1,1,0,0,0,0,4,0,1,0,0,10,13,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,2,0,0,0,0,0,2,0,1,0,0,13,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,0,0,0,0,4,0,1,19,0,0,0,0,0,0,0,1,0,7,1,0,0,16,0,1,1,0,1,0,0,0,0,1,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,2,0,0,0,0,10,1,0,0,0,0,1,0,1,0,0,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12,0,0,0,1,0,5,1,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,14,0,12,0,0,0,0,0,1,1
klr,7,4,1,15,13,2,7,17,2,8,2,11,17,14,18,3,12,16,15,10,0,1,17,15,5,0,14,0,11,15,14,16,13,9,0,17,4,15,16,16,14,18,18,0,18,15,13,18,9,17,13,2,11,17,0,3,3,9,15,9,17,13,17,18,0,15,7,17,3,19,16,10,16,16,16,0,15,15,16,12,15,12,13,9,8,17,8,15,1,15,19,13,10,16,12,18,15,0,15,15,8,4,0,16,18,0,0,17,14,15,17,12,0,11,17,2,10,14,9,0,9,8,0,2,17,1,14,18,13,1,18,9,3,0,0,9,13,12,0,11,14,9,10,9,9,17,4,17,8,3,7,15,7,15,17,14,17,2,15,6,19,0,14,17,18,0,13,11,10,2,0,12,14,16,13,0,17,13,8,9,0,14,0,8,1,8,0,13,17,16,19,19,14,6,2,8,1,13,0,11,5,14,0,17,2,1,20,2,13,12,18,18,17,8,0,7,11,3,10,10,0,4,16,9,0,13,17,16,2,14,4,1,11,16,2,6,8,13,0,0,1,14,2,11,14,13,6,11,17,9,10,1,17,16,0,7,0,9,16,4,0,19,17,0,18,15,19,0,17,15,18,17,14,13,0,9,12,16,1,4,16,7,11,14,6,7,16,13,15,10,16,15,16,16,18,17,6,0,10,0,18,10,11,8,2,11,11,2,15,15,17,0,15
kvz,8,0,6,12,9,8,6,12,2,8,2,9,12,10,14,0,10,11,11,10,9,1,13,2,2,2,11,0,8,11,11,12,11,11,0,12,4,10,12,13,11,14,13,0,14,10,9,14,0,11,21,10,3,11,0,0,3,7,11,9,13,9,13,14,0,11,5,12,3,13,12,8,11,11,12,0,12,11,11,9,11,9,2,7,7,13,1,10,13,9,15,10,11,13,8,9,11,0,7,9,7,0,0,12,14,0,7,13,11,11,11,1,0,0,13,2,7,10,2,0,8,5,0,2,14,1,11,12,2,1,12,14,3,0,0,12,12,9,0,8,10,9,12,9,2,14,0,13,2,3,7,13,8,12,13,9,13,8,11,5,13,0,12,12,14,8,10,8,8,3,0,2,10,12,7,0,13,8,2,12,0,12,0,12,1,9,0,10,13,13,13,13,10,0,11,10,0,10,0,12,4,10,0,13,2,1,14,2,10,11,13,20,11,6,0,6,9,7,13,13,0,4,11,0,5,11,11,9,11,9,0,8,8,12,2,8,11,3,0,0,1,13,2,9,10,8,6,7,14,11,8,8,13,11,0,6,0,12,13,0,0,15,14,0,13,11,12,0,14,11,13,13,9,11,0,7,9,12,1,11,12,5,15,10,6,6,12,10,13,2,12,13,13,13,13,12,9,0,0,0,14,9,7,9,2,9,7,2,11,9,12,0,11
loz,11,4,1,15,14,2,4,14,2,8,14,11,16,13,17,5,12,15,14,10,0,1,16,12,2,0,1,0,12,16,8,15,2,9,0,16,5,13,14,15,13,17,19,0,17,14,12,17,0,16,12,13,11,17,0,3,3,8,13,9,16,12,16,17,0,16,6,16,3,18,15,9,15,15,15,0,10,13,15,13,14,0,2,8,1,16,8,14,1,14,18,14,14,18,13,17,14,0,15,14,10,0,0,15,17,0,9,16,13,11,18,12,0,0,16,2,10,10,2,0,9,7,0,2,17,6,13,17,13,1,17,17,3,0,0,14,15,14,4,10,13,9,10,9,10,16,4,16,2,3,7,15,10,11,16,13,16,11,14,6,18,0,16,16,17,0,12,0,10,2,0,11,15,15,12,0,16,11,8,9,0,14,0,14,1,19,0,12,16,15,18,18,13,0,14,12,0,9,0,11,5,13,0,16,13,1,19,8,14,13,17,11,16,8,0,4,3,3,16,16,0,4,13,9,0,8,16,14,14,13,4,1,10,15,8,6,8,1,11,0,1,16,2,7,14,12,6,12,16,9,10,1,16,15,0,9,0,9,17,0,0,18,16,4,17,14,10,0,17,14,17,16,13,13,0,9,12,15,12,14,15,9,3,12,6,0,15,13,15,10,15,16,17,18,17,16,6,0,10,0,17,11,11,12,2,11,12,2,14,14,16,0,14
lpz,6,2,4,6,6,6,0,5,0,3,4,2,5,3,6,0,4,4,6,6,6,1,6,6,2,0,7,0,21,3,3,5,4,4,0,7,0,4,6,6,4,6,6,0,6,4,2,6,4,6,5,4,0,5,0,2,1,8,6,7,6,20,5,5,5,7,0,5,4,6,5,0,5,4,5,0,7,2,3,23,3,2,6,5,2,6,4,4,6,5,5,6,6,6,5,6,4,1,4,1,4,0,0,5,6,13,0,5,5,7,6,5,0,4,6,1,3,5,2,0,0,2,0,0,6,3,4,5,5,1,7,6,0,3,0,4,4,3,0,22,6,2,5,5,4,4,3,6,4,1,4,7,5,3,6,3,5,3,6,1,5,1,5,6,6,4,4,0,4,2,0,4,3,6,0,0,5,5,5,4,0,4,0,4,2,4,0,5,6,4,7,7,5,4,5,3,0,4,0,3,0,5,0,6,6,1,5,6,4,4,4,6,6,0,0,3,17,2,4,6,0,0,5,4,0,3,6,4,5,4,0,5,1,6,5,4,5,5,6,7,4,5,2,4,2,5,2,20,6,6,4,4,6,4,0,4,3,6,6,3,3,7,6,0,7,5,5,0,3,4,6,7,5,7,0,4,6,5,2,7,6,4,6,5,2,4,6,7,7,5,7,6,6,6,5,5,18,3,3,2,8,5,3,4,1,3,20,4,3,4,4,2,2
mnw,5,2,4,7,1,5,0,5,0,3,5,4,3,3,5,2,4,4,6,6,4,1,5,5,2,0,6,0,20,3,3,4,4,4,0,6,0,4,5,5,2,4,5,0,5,5,2,5,4,7,4,5,0,6,0,2,0,15,4,6,5,10,6,6,5,6,0,4,5,4,6,0,6,4,5,0,6,2,3,22,3,2,5,5,2,5,4,5,5,4,6,5,6,5,3,5,4,1,4,1,4,0,0,4,5,12,0,6,5,4,4,1,0,4,5,1,3,5,2,0,0,2,0,0,5,3,5,5,7,1,6,5,0,3,0,5,5,3,0,21,5,2,5,6,4,6,3,5,4,1,4,6,5,6,5,4,4,5,6,1,6,1,3,5,5,4,6,0,4,2,0,4,3,4,0,0,4,5,5,4,0,4,0,4,3,4,0,5,5,5,6,6,5,4,5,3,0,4,0,6,0,4,0,5,6,1,7,6,5,4,6,5,5,0,0,3,17,2,4,6,0,0,5,4,0,3,5,6,6,3,0,5,5,5,5,4,5,4,6,6,4,5,2,4,5,5,2,21,5,5,4,4,5,4,0,2,3,5,5,3,3,6,4,0,6,4,5,0,6,3,5,6,21,6,0,4,6,6,3,7,5,4,5,5,2,4,5,7,6,5,6,20,5,5,6,4,18,3,5,2,7,5,3,3,1,3,20,4,6,5,4,2,2
noy,3,2,3,4,4,3,1,3,0,4,4,3,2,2,3,0,3,3,4,4,5,2,2,4,2,0,4,0,18,4,4,2,4,5,0,4,2,3,2,3,1,3,3,0,3,3,3,3,5,4,2,2,4,3,0,0,0,4,3,4,3,3,3,3,4,4,0,3,1,3,3,4,4,2,3,0,4,0,2,3,4,3,4,3,3,3,3,2,3,1,3,3,5,3,2,3,3,0,3,3,3,0,0,2,3,11,0,3,4,5,3,4,0,5,3,1,2,3,4,0,2,2,0,0,3,1,3,3,4,1,3,3,4,3,2,3,2,2,0,18,2,4,3,4,5,3,3,3,3,1,4,4,4,4,3,2,2,4,4,1,3,1,2,4,3,4,3,3,5,0,0,6,4,3,1,0,2,4,4,3,0,3,0,15,2,3,0,4,3,2,3,3,3,3,4,2,0,3,0,4,0,1,0,3,4,1,4,5,3,4,3,4,3,8,0,4,6,4,3,4,0,3,4,5,0,4,3,5,4,2,0,3,1,3,4,4,4,2,4,4,5,3,2,5,3,4,3,18,3,3,4,3,3,3,0,2,0,4,3,3,3,4,3,0,3,2,4,0,4,1,3,3,19,4,0,4,4,4,2,5,4,3,3,4,3,0,3,3,3,4,3,4,3,3,3,1,17,2,0,0,4,4,2,2,1,2,3,4,4,3,3,0,1
tvz,2,0,2,3,3,0,6,2,2,2,3,1,1,1,2,0,2,2,3,0,3,1,20,3,2,0,3,0,2,2,2,1,3,3,0,3,0,2,1,2,0,2,2,0,2,2,1,2,3,3,8,1,0,2,0,0,0,3,2,3,2,2,2,2,3,3,0,2,1,2,2,3,3,1,2,0,3,1,13,2,2,1,3,2,0,2,2,10,2,21,2,2,3,2,8,2,2,0,2,2,2,1,0,1,2,0,0,2,3,3,2,3,1,3,2,3,1,2,3,0,7,2,1,3,2,1,2,2,3,2,2,2,0,2,4,2,1,19,4,2,1,3,2,3,3,2,2,2,4,0,3,3,3,2,2,4,1,3,3,2,2,1,1,2,2,3,2,15,3,0,0,2,2,2,5,3,1,3,3,2,0,2,2,3,1,2,0,3,2,1,2,2,2,2,3,1,0,4,0,2,1,5,0,2,3,2,3,3,2,3,2,2,2,12,0,2,2,2,2,3,0,5,3,3,2,2,2,3,3,1,1,2,4,2,3,3,3,0,3,3,3,2,3,3,1,3,2,1,2,2,3,2,2,2,0,3,0,3,2,0,3,3,2,0,2,1,3,0,2,19,2,2,2,3,0,3,3,2,7,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,1,17,2,0,2,1,3,3,4,3,1,1,2,3,2,2,2,0,0
