language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
cow,7,6,11,0,9,21,4,15,18,13,11,0,14,12,21,13,8,3,21,16,3,16,21,9,12,0,9,0,8,0,1,19,14,20,15,19,18,20,8,16,19,23,19,22,15,21,0,20,0,13,8,20,10,5,0,3,3,4,0,0,21,21,0,5,13,10,17,14,20,5,19,1,17,19,21,3,22,14,3,20,0,15,0,20,9,4,5,0,0,16,0,8,11,10,16,16,20,22,17,10,19,19,23,6,19,23,23,21,18,15,23,20,19,14,0,9,16,22,0,14,11,0,15,12,10,4,6,12,3,17,14,7,20,16,23,1,8,3,20,16,15,0,12,16,17,4,20,8,10,21,11,2,0,5,17,15,15,0,0,22,14,8,15,14,16,23,22,7,17,20,21,22,21,23,7,0,21,1,17,0,1,21,21,8,1,20,16,19,13,16,19,0,17,11,17,15,0,9,11,23,12,15,22,0,19,17,13,0,0,22,15,16,19,19,17,21,14,5,9,0,18,13,11,19,0,0,21,16,0,16,3,15,1,12,11,1,9,15,0,22,22,21,21,1,16,18,0,17,17,23,0,13,0,15,21,13,16,0,19,16,20,21,19,19,8,15,6,15,16,4,0,16,0,6,18,18,15,2,0,9,7,23,19,0,10,2,16,11,21,0,20,21,15,16,15,0,11,21,16,0,0,16,20,12,3,17,21,20,21,13,22,23,19
del,5,0,15,0,0,16,0,12,15,12,5,10,0,11,15,9,3,1,15,14,0,18,15,6,0,0,16,0,7,3,4,17,10,13,0,12,16,15,12,12,13,18,14,0,9,15,0,14,7,10,14,14,1,0,0,3,0,2,0,0,15,15,5,10,7,9,10,12,14,11,14,0,11,14,16,3,17,0,0,14,12,10,4,14,8,14,6,8,0,15,8,1,10,4,13,23,15,17,3,6,14,12,17,14,18,18,17,14,13,14,17,15,17,13,0,15,10,16,9,6,5,0,10,11,17,0,2,8,13,9,13,8,15,13,17,6,10,3,14,14,12,0,11,13,10,1,16,19,9,15,15,2,5,9,21,9,11,1,7,16,12,9,0,11,14,17,3,12,16,9,15,16,14,17,1,0,15,1,10,0,6,15,15,15,0,8,11,17,4,6,0,0,16,1,12,9,10,13,18,17,17,12,16,0,13,13,9,0,13,15,12,13,13,14,4,11,12,6,0,11,12,12,20,14,0,0,9,13,9,11,0,14,7,11,15,10,1,5,10,16,15,14,15,1,14,15,0,11,11,11,0,12,0,7,16,10,14,0,13,10,22,16,15,13,12,9,0,9,17,3,10,7,0,14,14,14,8,8,8,10,1,17,13,8,8,5,14,10,15,0,15,15,0,10,11,0,10,14,17,12,0,23,13,10,10,10,15,15,17,9,16,17,14
dnr,1,0,9,8,4,8,0,10,6,5,7,2,14,6,7,18,4,0,8,6,0,7,7,0,7,0,4,6,2,1,3,8,4,5,8,7,7,7,7,4,4,8,6,9,6,7,2,7,0,3,7,0,3,3,0,6,2,0,0,0,8,8,0,4,20,3,11,6,7,3,21,4,4,7,8,0,8,6,0,6,4,3,0,4,2,8,0,5,0,8,0,6,4,6,7,7,8,8,8,0,6,7,8,8,8,8,7,7,5,9,8,6,8,2,0,8,4,8,4,16,17,3,7,7,7,1,4,0,8,7,3,1,8,14,7,8,7,11,7,4,7,0,6,7,0,1,6,12,6,8,5,4,0,1,8,7,7,0,0,8,4,5,7,1,7,8,8,4,7,7,8,8,7,7,5,0,8,0,3,0,3,8,17,7,0,7,4,8,0,2,5,0,9,3,5,4,7,4,8,7,4,6,8,3,5,5,7,0,7,6,3,2,6,8,9,7,6,0,3,5,3,6,15,11,0,1,7,5,0,4,0,7,2,7,5,1,1,2,7,8,8,8,7,1,5,7,0,18,18,8,0,0,1,6,8,3,9,0,7,20,8,6,9,7,6,20,4,4,3,0,8,0,4,2,7,7,3,3,4,5,4,8,4,4,15,0,8,5,6,1,8,7,3,20,6,3,3,8,5,4,2,7,8,4,4,8,6,7,9,16,7,8,8
fty,1,0,8,7,8,7,0,5,5,3,6,0,4,6,6,17,4,0,7,5,0,6,6,0,6,0,4,0,2,2,1,7,5,4,7,6,6,6,6,3,3,7,8,8,7,6,1,6,0,1,6,6,6,3,0,5,2,0,0,0,7,7,3,6,19,3,18,2,6,3,7,3,3,5,7,1,7,5,0,19,6,5,0,3,2,7,14,6,0,7,0,5,3,6,6,6,6,7,6,0,8,6,7,7,7,7,6,5,4,8,7,8,7,6,3,7,3,7,7,15,16,0,6,6,6,1,0,0,7,6,5,5,7,4,6,10,5,10,6,4,6,5,5,6,2,1,8,11,6,9,4,5,0,1,7,6,6,0,0,7,2,6,6,1,6,7,7,4,6,6,7,7,6,6,6,0,4,0,2,3,4,7,5,6,0,6,1,7,0,4,4,0,8,3,7,4,6,7,7,6,3,7,7,6,6,4,4,0,6,8,6,2,5,7,5,6,5,4,4,5,18,4,14,8,0,1,6,5,0,6,0,6,2,8,9,1,1,2,6,7,7,7,6,1,7,4,0,4,1,7,0,5,1,4,6,3,5,0,6,19,7,12,8,6,7,19,1,8,2,0,7,0,4,3,6,6,6,6,4,6,6,7,3,3,4,3,6,4,8,1,4,6,3,19,5,3,3,7,3,4,2,6,7,4,5,7,8,6,8,3,6,7,7
gsu,3,2,12,4,10,12,0,8,9,7,8,5,7,9,4,6,3,4,9,9,0,10,9,0,8,0,10,0,3,0,1,11,7,8,9,14,10,9,9,6,7,12,11,12,10,9,0,9,8,6,2,10,7,0,0,7,0,2,0,0,10,9,4,6,2,6,6,8,8,6,8,6,5,8,10,7,11,3,0,9,7,0,1,8,5,10,4,9,4,11,7,9,7,4,8,17,9,11,10,0,11,11,11,9,13,12,12,9,8,5,11,12,11,9,4,9,6,11,10,7,14,6,11,10,12,0,2,0,11,10,9,0,9,9,11,9,0,5,9,8,9,6,7,10,4,5,10,14,4,11,13,2,0,1,10,10,8,0,5,11,7,10,9,7,9,11,12,8,11,10,10,10,9,11,1,2,10,1,6,0,5,9,8,10,0,9,6,11,4,3,9,0,12,8,9,6,8,10,12,11,5,0,10,8,7,7,1,0,8,10,9,8,8,9,4,12,8,7,0,8,19,12,6,6,0,0,10,7,6,7,0,9,1,0,13,9,1,6,0,10,11,9,9,5,9,9,0,19,6,12,0,8,0,8,10,6,10,0,8,5,10,10,12,8,9,3,5,5,8,3,11,8,4,9,10,8,11,9,0,11,1,11,7,5,5,2,11,7,10,0,10,9,0,2,8,0,0,9,7,0,0,17,21,6,7,11,9,9,13,5,10,11,9
gyz,0,3,4,0,0,14,0,7,11,9,0,6,8,8,11,8,3,4,10,10,0,11,11,7,9,0,12,0,0,0,1,13,8,10,9,9,11,12,10,8,8,14,12,14,11,11,3,10,9,7,11,9,0,0,0,8,0,5,0,0,11,11,4,8,3,9,8,9,9,7,10,0,6,10,12,8,13,8,0,18,9,7,0,9,1,12,7,10,0,10,6,11,8,4,9,19,11,13,11,7,10,13,12,10,14,14,13,10,10,11,12,13,12,10,5,11,8,12,8,8,2,0,9,0,13,0,2,0,12,9,10,0,10,11,13,11,16,4,11,10,10,0,8,8,6,1,12,16,4,12,9,6,0,7,12,11,4,1,6,13,8,11,14,8,10,13,13,9,14,11,12,12,11,13,8,0,11,1,7,0,5,11,10,11,0,11,9,13,6,8,11,0,13,9,3,6,0,11,14,13,6,9,12,9,9,9,1,0,9,12,11,9,9,10,11,14,9,8,6,9,8,9,5,9,0,0,12,9,0,3,0,11,1,10,0,1,0,4,13,12,12,11,11,1,10,10,0,21,7,14,0,9,0,10,12,8,11,0,10,7,12,12,4,10,11,4,5,6,9,0,13,10,0,10,11,9,10,10,6,8,8,13,9,6,6,1,12,0,11,0,12,11,6,7,9,0,7,11,8,9,0,18,22,7,8,13,11,11,15,6,12,13,10
hjx,1,0,7,0,7,6,0,4,4,6,5,0,4,7,9,14,4,0,6,8,0,5,8,4,5,2,8,7,0,1,1,9,4,6,5,6,5,10,5,2,0,11,7,11,6,5,1,22,0,2,5,8,5,3,0,17,2,0,0,0,6,16,0,3,18,3,17,5,4,3,20,0,2,6,6,6,10,4,0,5,5,4,0,7,2,0,1,7,0,6,0,4,2,7,5,10,7,10,7,0,7,9,10,6,10,11,10,6,6,7,10,10,4,7,0,6,2,6,6,5,15,2,5,6,9,1,3,3,10,5,6,6,6,5,5,9,7,3,5,7,5,0,1,6,1,1,7,10,7,0,3,4,4,1,6,6,5,0,3,10,3,7,5,4,8,10,6,5,10,8,6,6,5,10,5,0,9,2,1,3,3,6,7,5,0,5,5,6,0,5,3,0,7,4,6,4,5,6,10,10,0,5,6,3,22,3,4,0,5,7,7,5,4,5,8,9,4,3,3,6,4,5,16,7,0,1,5,6,4,4,0,5,4,6,8,1,6,3,8,9,6,6,5,4,6,4,0,8,1,6,0,0,0,4,7,4,8,0,5,21,9,9,7,3,6,18,1,3,5,0,6,6,4,2,5,5,7,5,5,5,5,6,2,2,14,0,9,3,7,1,7,8,3,22,2,3,3,6,4,4,2,10,6,0,4,6,7,5,11,15,5,10,4
hlm,0,0,6,3,5,4,0,4,2,2,3,0,2,12,3,13,0,2,4,3,0,3,3,2,3,0,5,1,0,0,1,4,3,1,9,4,3,5,3,1,1,4,4,5,3,3,0,4,0,5,3,3,4,0,0,13,1,1,0,0,4,4,0,1,0,4,4,3,3,3,5,0,0,3,4,4,4,0,0,3,3,1,3,0,3,5,7,3,2,5,4,2,0,5,3,4,4,4,4,5,4,4,4,4,0,4,4,3,1,6,4,4,5,3,2,4,0,4,5,2,0,1,3,4,3,0,0,1,4,3,4,2,4,7,3,0,15,0,3,5,1,3,3,4,10,1,4,3,3,6,1,3,3,3,4,4,12,0,1,4,0,7,4,2,3,4,4,2,4,3,4,4,3,4,3,0,5,0,10,0,0,4,3,4,0,3,2,4,0,2,1,0,5,2,0,2,3,5,4,4,1,4,4,4,3,2,5,1,3,4,4,3,2,0,6,3,3,1,0,0,1,1,4,5,0,0,3,0,2,5,0,3,3,4,6,5,1,0,5,4,4,4,3,2,3,5,0,5,4,4,0,0,0,5,4,1,6,0,3,4,4,4,5,4,4,0,2,13,13,0,5,0,0,0,3,2,2,4,6,1,2,4,0,1,3,0,4,2,4,1,5,4,4,4,3,0,4,4,4,5,1,3,4,3,0,4,4,3,6,4,0,4,5
hmx,0,1,3,1,3,2,1,2,1,1,2,0,1,3,0,3,1,0,3,0,0,2,1,0,1,0,2,0,0,0,0,2,0,21,3,2,2,2,0,15,22,3,3,4,1,0,0,2,4,7,1,1,1,2,0,1,0,3,0,1,2,2,1,1,16,2,3,0,2,0,3,10,21,2,2,0,2,2,0,1,1,3,1,23,0,1,7,0,1,0,3,1,16,3,2,2,2,3,2,3,1,0,3,0,4,2,3,1,19,4,3,2,1,0,0,2,19,3,1,1,14,0,0,2,2,1,0,15,2,2,2,0,2,2,0,2,2,1,2,0,4,2,0,2,15,0,2,0,1,1,0,1,1,0,2,0,2,0,0,2,20,3,1,0,1,3,2,0,3,2,3,3,2,3,2,0,3,1,19,1,1,2,1,2,0,2,0,2,1,1,7,0,3,17,0,0,1,2,2,2,15,1,3,1,2,1,3,0,2,0,2,0,0,4,3,0,0,5,0,1,20,2,0,2,0,0,0,1,1,0,0,1,0,1,1,4,2,17,2,2,3,3,2,0,0,3,0,2,0,3,1,3,0,2,2,0,3,0,0,2,3,3,3,2,1,2,0,0,18,0,1,2,1,7,2,19,2,0,2,0,0,2,23,0,2,1,0,14,0,0,2,3,1,3,0,2,1,0,1,3,0,2,0,1,2,3,2,0,2,2,3,2,3
jlo,7,5,11,0,9,10,0,14,20,16,11,0,4,15,20,16,8,3,20,16,0,15,20,9,12,0,9,0,8,0,1,23,12,16,14,18,22,19,8,16,14,7,22,21,13,20,0,19,0,11,8,19,0,5,0,15,3,6,0,0,20,20,0,5,12,10,15,14,17,9,18,9,16,18,20,3,21,10,3,19,14,11,0,19,9,4,5,0,0,19,0,17,15,4,19,15,19,21,16,10,0,10,22,19,22,22,22,20,17,10,22,19,22,17,0,20,13,21,0,13,10,0,17,14,22,4,6,4,3,16,17,7,19,8,22,7,15,8,19,16,1,0,12,14,3,7,18,7,10,20,11,9,0,10,16,3,14,0,0,21,18,18,18,1,21,22,21,14,17,19,20,18,20,22,7,0,16,1,13,0,8,20,20,18,1,19,13,22,10,12,18,0,21,15,16,14,13,15,11,22,7,13,21,14,18,16,12,0,18,19,18,6,18,15,16,20,1,5,8,0,17,18,7,18,0,0,20,16,11,15,3,15,1,12,20,13,8,5,14,21,21,20,20,1,20,20,0,4,16,22,0,13,0,12,20,15,19,0,18,15,19,20,18,18,14,14,6,11,6,5,18,13,9,5,17,16,14,2,12,9,12,22,18,12,10,2,16,11,20,0,18,20,14,15,12,0,12,20,11,16,0,12,19,11,3,17,20,19,4,10,21,22,18
jnq,1,0,7,0,7,9,0,6,4,3,5,4,5,7,8,4,4,0,6,1,0,5,5,5,5,2,7,0,0,1,1,6,4,3,5,6,9,10,5,2,6,9,7,7,8,5,1,8,0,2,5,7,5,3,0,16,2,0,0,0,6,6,0,3,18,3,17,5,4,3,20,0,2,6,6,6,9,4,0,8,5,6,0,2,2,9,1,5,0,6,0,7,2,7,5,9,7,9,7,0,7,8,6,6,6,6,9,8,4,7,6,7,9,5,0,6,2,10,6,5,18,2,5,9,8,1,3,3,6,5,3,4,6,7,9,9,4,3,5,7,5,0,1,6,1,1,7,13,7,10,3,4,4,1,6,8,5,0,3,9,5,5,8,4,5,6,10,5,9,5,6,9,8,9,5,0,7,0,1,3,3,6,4,5,0,5,1,10,0,2,6,0,7,5,6,5,5,6,6,9,0,5,9,3,20,6,4,0,5,9,3,5,4,5,8,5,4,3,3,6,6,7,13,7,0,1,5,6,5,4,0,5,4,6,10,1,4,3,6,6,10,6,5,4,6,8,0,8,1,10,0,6,0,4,7,4,8,0,5,18,6,7,7,3,6,18,1,3,1,0,9,6,0,2,5,5,5,7,5,5,5,10,2,2,14,0,7,3,9,1,7,5,3,21,2,3,3,6,4,4,2,8,6,0,4,6,7,5,5,15,9,9,4
jsz,4,0,4,0,0,13,0,9,10,8,9,6,9,8,10,7,3,4,11,10,0,8,10,7,8,0,11,0,4,0,1,12,8,9,9,8,12,11,11,7,9,13,13,13,11,10,3,10,6,7,10,9,0,0,0,8,0,5,0,0,12,10,4,7,4,9,7,9,10,7,9,0,7,9,11,8,12,8,1,10,8,10,0,10,1,11,7,0,0,12,6,10,8,4,9,18,10,12,11,7,10,13,13,11,15,13,14,10,9,11,13,13,13,11,5,10,7,12,8,5,3,0,12,0,11,0,2,0,12,9,0,0,11,9,12,5,16,4,10,9,10,0,8,11,5,1,11,15,4,12,0,6,0,1,11,11,16,1,6,12,9,12,13,8,11,12,11,9,14,12,11,11,10,12,8,0,11,1,7,0,5,10,9,9,0,10,8,12,7,7,10,0,11,7,3,6,8,11,13,12,6,0,11,9,8,8,1,0,10,11,10,6,10,11,10,13,7,9,7,9,7,8,5,10,0,0,11,8,7,8,0,10,1,10,14,1,0,7,0,11,12,10,10,1,10,11,0,20,1,13,0,10,0,9,11,7,11,0,10,6,11,11,4,9,10,5,5,6,7,0,12,9,0,10,8,10,12,10,6,12,8,12,8,6,6,2,12,8,12,0,11,10,7,6,7,0,0,10,8,9,3,19,15,7,8,12,10,10,14,6,11,12,10
kpx,0,0,16,0,14,17,0,13,17,0,10,11,13,13,16,4,7,3,16,15,0,10,16,10,11,0,17,0,9,0,1,18,11,15,12,15,17,8,8,13,15,19,18,0,4,16,0,15,10,12,2,15,9,3,0,11,3,3,0,0,16,16,7,11,9,11,11,0,16,5,15,1,12,0,9,3,19,9,0,15,2,12,0,15,10,15,11,12,0,17,10,14,1,4,15,11,16,10,9,9,15,16,18,15,11,13,18,16,7,10,18,10,18,15,0,16,12,17,0,11,7,6,8,0,18,0,5,9,13,13,7,7,17,14,18,9,12,3,15,15,1,0,1,15,12,4,17,11,4,17,7,2,0,5,13,12,12,0,0,18,13,16,12,12,17,18,17,13,18,17,16,17,16,18,7,0,17,1,12,0,7,16,16,16,0,15,12,18,5,13,14,0,18,10,13,12,0,14,19,18,5,8,17,12,14,3,11,0,14,18,8,7,14,16,13,17,1,5,5,0,6,14,8,15,0,0,16,14,10,0,0,16,1,9,17,11,1,12,10,17,17,16,16,1,15,16,1,13,12,19,0,14,0,0,17,12,15,0,15,11,15,1,16,14,8,10,7,12,12,0,15,6,0,4,16,0,7,12,9,15,7,18,14,9,11,2,17,6,18,0,17,17,10,11,13,0,6,16,12,13,0,11,15,5,11,9,16,17,18,11,17,18,15
opu,0,1,2,1,2,0,1,0,0,1,1,0,1,2,0,1,1,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,14,2,1,1,3,0,5,21,1,1,2,2,0,0,1,1,5,0,0,2,1,0,1,0,3,0,1,0,0,0,1,14,0,1,0,1,2,2,12,19,1,1,0,1,0,0,18,1,0,2,22,0,3,0,2,1,3,2,18,18,2,1,1,1,2,1,2,3,2,1,2,3,1,0,0,3,3,1,1,2,0,0,1,17,2,3,1,13,5,2,2,0,1,0,14,1,1,0,0,0,0,0,2,0,1,1,2,3,2,0,1,13,0,1,2,2,3,0,1,1,2,1,2,1,0,0,1,18,2,1,0,0,2,1,1,0,1,2,1,0,1,6,0,2,1,1,1,1,1,0,0,0,0,17,1,3,1,7,0,1,6,2,1,1,1,1,1,14,1,1,1,0,0,0,0,1,2,0,1,0,3,2,2,0,12,1,3,19,1,2,1,0,0,2,3,1,2,0,0,0,1,3,3,0,16,3,1,1,2,0,0,2,1,0,1,3,1,1,1,0,2,0,0,1,0,2,1,1,0,1,1,1,17,0,0,17,0,1,3,3,8,0,4,0,0,1,0,0,1,21,0,0,1,2,15,2,0,1,0,1,2,0,0,1,2,0,2,0,1,2,1,1,2,1,2,1,0,1,1,1
pqx,0,0,13,6,12,11,0,10,13,11,0,8,11,0,13,11,5,5,13,12,0,9,13,6,10,0,14,2,6,0,4,15,6,7,10,11,14,13,2,11,11,16,15,16,9,13,0,12,7,8,9,12,11,4,0,3,0,2,1,0,14,13,5,0,6,8,8,7,12,9,12,5,9,12,14,3,15,9,2,12,2,9,4,12,6,13,9,8,0,13,8,12,6,4,11,21,13,15,12,1,13,15,15,13,12,16,15,12,9,13,15,11,15,12,0,13,5,14,12,10,1,0,14,0,15,7,2,7,15,9,11,0,13,11,15,3,9,7,8,12,11,0,12,12,8,1,14,18,8,5,8,7,5,6,19,9,10,0,7,15,11,14,11,9,13,15,15,10,13,14,14,14,13,15,9,1,13,1,9,0,1,13,12,13,0,13,7,15,8,10,0,0,14,1,10,8,9,12,16,15,0,10,14,11,11,12,8,0,12,14,14,11,11,0,4,16,11,6,0,7,10,15,18,12,0,0,14,11,0,3,0,16,1,0,12,8,1,9,8,14,14,13,13,1,12,13,0,10,9,16,0,11,0,7,14,9,12,0,11,9,14,14,14,13,0,7,0,8,2,0,10,7,7,12,13,12,0,8,0,10,1,15,11,13,7,5,13,9,14,0,14,13,9,9,10,2,0,13,10,8,0,21,12,8,9,15,13,13,12,8,14,15,12
rwy,6,4,19,0,17,20,0,16,16,14,0,0,17,12,19,14,9,3,19,1,0,13,19,9,0,0,20,0,8,0,1,22,13,19,13,14,21,18,15,17,18,22,21,20,13,19,0,18,13,11,15,18,0,6,0,14,3,5,0,0,19,19,8,13,11,13,14,13,18,13,6,1,15,17,18,11,18,13,3,18,13,14,0,18,9,16,5,13,0,16,0,8,14,4,14,14,17,20,15,12,17,18,21,18,21,20,21,19,16,10,21,18,21,14,0,19,14,20,13,4,9,0,16,13,20,5,6,10,3,15,16,10,16,15,21,1,14,3,18,19,1,0,15,14,11,4,9,6,4,19,13,8,0,5,14,6,11,0,0,20,17,17,0,1,20,21,19,7,20,19,19,21,19,21,11,0,20,1,16,0,1,19,19,17,1,18,15,3,11,15,17,0,20,13,14,13,12,9,21,20,11,14,19,13,17,15,1,0,17,17,8,7,17,17,14,10,1,5,8,0,16,17,7,17,0,0,18,4,0,14,0,17,1,12,11,1,8,14,12,19,20,19,19,1,19,19,0,16,14,18,0,16,0,14,19,11,18,0,14,14,18,19,10,17,8,13,9,14,15,0,17,12,0,4,15,17,9,2,0,9,11,21,17,10,10,2,16,13,17,0,19,19,13,14,12,0,11,17,15,15,0,15,18,5,4,20,19,16,20,12,20,21,16
