language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
dfv,9,10,11,10,10,9,12,10,9,9,3,5,9,13,12,10,0,11,1,10,6,3,13,8,6,0,1,9,12,0,0,7,8,12,10,0,0,6,10,3,11,11,0,0,0,12,6,7,7,7,10,7,10,6,10,11,5,12,9,7,11,13,0,12,0,0,9,10,6,9,4,8,8,9,11,9,12,12,11,9,0,10,12,12,12,11,13,10,10,3,6,10,9,10,12,11,11,13,8,3,12,1,9,11,9,4,6,9,10,7,0,12,9,8,7,13,0,0,0,5,1,10,10,9,0,8,12,4,9,8,13,11,9,8,5,13,13,11,7,8,12,10,11,10,6,8,0,9,10,7,9,10,12,0,4,10,3,13,8,9,8,10,9,8,0,0,0,12,8,11,13,5,9,0,9,11,11,12,12,7,10,9,10,10,3,10,12,12,9,0,12,0,10,5,9,9,8,11,0,12,12,10,7,7,10,2,12,10,2,9,13,13,7,11,9,12,12,5,13,11,7,9,1,10,13,11,7,10,9,9,12,13,10,9,11,12,9,0,0,0,11,11,10,9,12,12,9,6,9,9,11,12,13,0,10,1,13,0,11,9,10,11,10,4,9,11,9,0,11,12,13,11,3,4,11,8,0,7,8,10,0,11,12,11,5,11,12,0,7,9,8,10,7,9,6,1,11,0,1,3,4,11,1,10,13,13,0,10,7,11,2,0,0
dhl,12,11,0,0,14,13,14,15,15,12,0,10,13,17,16,13,9,15,5,15,5,4,15,12,9,0,0,16,16,11,8,8,12,14,13,11,4,7,14,4,12,15,0,0,0,17,11,8,9,10,13,8,15,10,16,15,5,15,13,11,15,18,0,16,0,9,13,15,10,16,0,0,10,15,18,12,11,15,15,11,0,16,19,16,16,15,17,12,17,0,7,15,15,14,16,13,14,17,9,0,17,1,12,14,15,0,7,13,11,0,0,16,13,10,9,17,0,1,0,1,5,13,12,13,1,13,17,0,13,11,11,14,12,11,0,17,17,15,0,13,16,13,16,14,4,12,0,10,15,6,15,16,17,0,5,15,4,17,11,15,11,11,13,14,10,0,0,17,11,15,17,6,10,0,11,13,16,16,16,9,12,12,13,16,1,15,16,16,10,14,15,9,14,0,12,12,10,17,0,18,14,15,11,8,15,4,16,0,0,13,18,17,0,16,15,15,16,6,18,13,11,13,3,15,17,16,11,12,13,15,16,17,13,10,17,16,12,0,0,3,15,16,15,14,16,16,14,12,14,13,15,16,17,5,14,3,19,0,15,12,15,10,14,0,14,17,11,0,16,17,17,13,0,0,13,0,8,11,11,13,5,17,15,14,0,15,16,0,9,13,14,17,10,16,9,4,15,0,0,4,5,16,6,15,17,17,4,13,10,16,0,13,0
duz,12,14,0,0,12,12,14,13,14,12,0,9,14,16,15,13,11,15,4,14,5,4,15,11,10,0,0,15,15,13,5,8,9,14,15,12,4,10,13,4,16,14,0,1,0,16,9,8,9,11,15,8,14,9,15,13,5,13,13,11,16,14,0,15,0,9,12,14,9,15,0,0,12,14,17,13,15,15,14,11,0,15,16,15,15,14,16,13,16,0,7,13,14,16,15,13,12,16,9,7,16,1,12,13,14,0,7,14,11,0,0,15,12,10,9,16,0,1,0,6,1,14,13,12,1,12,16,5,13,1,15,16,12,11,0,16,16,16,11,12,15,15,14,13,8,11,0,10,14,6,14,15,16,0,5,13,4,18,11,14,12,15,12,12,10,0,0,16,12,14,16,6,14,0,11,13,15,15,15,8,16,11,11,15,1,14,15,15,10,13,16,10,13,0,12,14,11,15,0,17,16,14,12,8,14,0,15,0,0,12,17,16,0,15,13,16,15,6,16,13,13,14,3,14,16,15,11,12,12,14,15,16,13,10,16,15,14,0,0,3,14,15,13,13,15,14,13,11,13,12,14,15,16,5,11,1,18,0,16,13,13,13,13,0,13,16,13,0,14,16,16,15,0,6,15,0,8,12,11,13,4,16,15,14,0,14,15,0,9,12,13,14,10,15,9,4,14,0,0,7,5,15,6,11,16,16,4,14,10,14,0,15,0
efs,5,5,1,2,5,7,7,6,5,5,1,3,5,8,7,7,5,0,3,6,4,2,7,5,3,1,0,6,7,7,0,2,5,8,6,1,2,3,5,2,7,6,0,0,0,7,0,2,0,4,6,5,5,0,2,6,1,8,5,5,6,9,2,7,0,6,7,6,0,0,0,6,4,6,7,5,6,1,6,4,0,6,8,7,7,7,8,5,6,1,2,6,5,6,7,6,6,8,6,0,7,2,5,4,5,0,0,4,4,3,1,8,7,6,1,8,0,0,1,2,2,7,6,5,0,4,6,0,5,4,8,5,4,4,1,8,8,6,1,5,8,6,7,6,0,5,0,1,6,5,5,6,8,0,2,6,0,8,0,6,0,1,5,3,4,0,2,9,5,7,8,1,5,0,6,6,7,7,7,4,6,4,6,6,0,5,7,7,0,6,7,4,5,1,3,4,5,7,0,8,7,4,0,4,6,0,7,1,0,6,8,8,5,6,5,7,1,0,8,7,3,7,0,5,7,7,5,6,0,5,7,8,6,7,6,7,6,0,1,2,6,6,7,4,7,7,6,0,4,5,6,7,8,0,6,0,7,0,7,6,6,6,6,3,4,7,5,0,7,7,8,6,0,2,7,1,5,0,4,7,0,7,6,5,1,6,7,0,3,6,4,6,3,5,1,0,6,0,0,0,2,6,2,6,8,8,0,6,4,7,1,7,0
ekm,11,12,13,0,11,11,13,12,11,10,0,7,12,14,13,12,0,14,1,12,5,3,11,9,8,0,0,12,13,12,0,8,10,13,12,10,4,7,11,5,14,12,0,0,0,14,8,9,9,9,12,8,12,8,12,12,6,13,12,9,13,16,0,13,0,9,11,12,8,12,6,0,9,11,14,11,14,14,12,10,0,13,15,13,13,12,14,11,13,0,6,12,10,13,13,14,13,14,10,6,14,1,11,10,12,0,7,11,11,9,9,13,10,0,8,14,1,1,0,1,1,12,11,10,1,9,14,0,10,9,14,13,10,10,0,14,14,12,9,10,13,12,13,11,7,10,0,12,12,6,11,13,14,0,6,12,4,15,10,11,10,13,11,11,8,0,0,14,9,12,14,6,12,0,0,12,13,14,13,6,14,7,12,12,1,11,13,13,10,10,13,7,12,0,11,10,9,12,0,14,13,12,9,9,12,3,13,13,0,11,14,14,0,12,12,13,14,8,15,12,10,11,3,12,14,13,10,11,10,11,14,14,12,12,14,13,11,0,0,3,12,13,12,10,13,13,10,9,11,10,12,13,14,5,12,2,11,4,13,11,12,10,11,0,11,14,10,0,13,13,14,12,0,5,12,9,7,9,10,12,3,14,14,13,0,12,14,0,8,11,10,12,9,12,8,4,12,0,0,5,5,12,7,13,14,14,4,12,9,13,0,12,0
eqt,15,17,16,11,18,15,19,16,17,11,0,6,17,21,20,17,13,19,1,17,5,3,17,13,7,0,0,11,20,16,9,9,15,19,16,15,4,8,18,1,19,19,0,0,1,20,7,0,10,15,17,7,17,7,0,17,5,16,17,8,12,21,0,20,0,9,17,19,12,18,0,0,16,18,20,14,17,13,19,12,0,19,21,20,20,19,19,16,19,0,6,18,11,18,20,18,18,20,0,9,19,1,16,17,18,0,8,10,15,8,8,20,15,9,0,20,0,0,0,1,4,11,14,17,1,16,13,0,15,12,19,19,16,14,0,21,21,18,13,16,18,11,19,18,9,14,0,11,19,11,18,17,21,0,7,18,0,21,9,17,9,18,16,16,9,0,0,21,10,17,21,3,16,0,10,17,20,13,19,11,13,16,16,19,4,16,20,20,11,15,18,12,15,8,15,16,12,14,0,21,20,16,8,10,17,0,20,12,0,15,21,21,9,17,18,20,0,7,21,17,9,16,1,18,21,20,12,16,16,16,18,20,11,14,21,20,10,0,0,0,17,12,19,15,20,20,0,13,10,16,17,20,21,5,15,1,21,3,18,14,17,10,18,0,17,20,17,5,12,20,21,18,0,7,19,0,0,8,14,15,0,20,10,17,6,19,18,4,12,17,16,19,8,11,7,5,19,0,0,4,5,18,1,17,21,21,5,18,8,20,0,16,0
fhu,16,18,15,12,17,14,20,11,16,13,0,12,16,20,19,15,8,20,1,19,9,3,18,13,12,0,0,11,21,15,0,13,14,20,11,16,4,8,17,1,13,20,0,0,0,13,13,0,10,14,19,7,11,12,0,19,7,16,16,8,19,20,0,19,0,10,16,18,11,11,7,0,15,16,13,10,18,13,18,12,0,18,22,19,19,18,21,15,12,0,6,11,17,12,19,17,19,22,0,9,19,1,10,12,11,0,8,16,14,8,8,19,17,9,0,22,0,0,0,1,4,11,14,18,1,14,21,0,15,1,18,12,11,9,9,22,22,17,8,9,20,11,18,19,4,16,0,11,18,6,17,19,20,0,1,11,6,14,13,16,9,17,15,10,9,0,0,20,15,17,20,3,15,0,10,15,21,19,21,6,18,17,14,18,1,18,21,19,11,17,20,11,15,0,10,15,12,14,0,22,19,18,14,8,19,0,21,12,0,10,20,20,9,17,19,19,0,11,22,16,9,15,1,19,20,18,13,15,15,16,13,22,11,11,20,19,17,0,0,0,19,20,18,17,21,19,0,8,17,18,20,21,22,5,15,1,15,3,17,10,18,10,17,7,10,19,16,5,19,21,20,17,0,0,20,0,9,8,13,11,0,13,10,18,6,20,10,4,10,15,15,13,8,18,7,5,20,0,0,9,5,20,1,11,20,20,5,17,8,19,0,17,0
fku,2,1,0,3,1,2,1,2,0,1,2,1,1,0,0,2,2,2,0,1,2,1,0,2,0,0,0,1,0,1,1,0,2,1,1,3,3,2,1,0,2,0,0,0,0,1,2,3,2,1,0,1,0,1,3,0,3,3,1,2,0,1,1,1,0,1,1,1,0,2,1,2,1,0,1,1,1,3,1,1,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,2,0,0,1,1,1,1,2,1,1,2,3,0,0,1,3,0,0,0,0,3,0,0,2,1,0,1,1,2,1,3,2,1,1,1,0,0,0,2,3,1,0,0,0,0,0,2,0,0,1,2,1,1,0,0,0,1,0,0,1,0,2,0,1,1,3,1,1,0,1,1,0,0,1,0,1,1,1,0,0,3,1,1,1,2,2,1,0,1,2,2,0,3,0,3,1,2,1,2,0,0,0,0,2,2,1,0,1,3,0,1,0,1,3,1,1,1,3,2,0,1,1,2,2,0,0,1,2,2,1,1,0,0,1,3,1,0,2,0,2,1,1,1,1,1,1,1,3,2,1,0,1,0,0,0,1,0,1,1,1,1,1,2,1,2,1,1,1,2,1,0,1,0,2,1,0,3,3,2,1,0,0,1,1,0,2,0,2,0,1,2,2,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0
gim,7,8,9,7,7,8,9,9,7,7,1,0,6,10,9,8,7,9,2,8,4,0,9,7,1,1,0,8,9,9,0,4,7,11,7,1,2,4,7,0,0,8,0,0,0,9,0,6,0,5,8,6,7,0,8,8,1,1,7,6,8,7,2,9,0,7,0,8,3,6,3,0,6,8,9,7,9,10,8,5,0,8,10,9,9,9,10,7,8,1,2,7,7,8,9,8,8,10,5,0,8,2,7,6,8,0,4,5,7,6,1,11,5,7,1,10,0,0,1,2,2,9,9,7,0,6,8,0,8,6,9,7,7,6,3,10,10,7,1,7,10,8,9,8,0,0,0,7,9,0,7,9,11,0,2,8,0,10,7,8,0,1,6,5,6,0,0,11,7,9,10,1,5,0,7,9,10,9,9,2,8,5,7,8,0,7,9,9,6,9,9,2,7,1,3,6,7,8,0,10,10,8,0,1,8,0,9,7,0,5,10,10,6,8,7,9,10,4,10,9,5,8,0,7,9,9,6,7,7,6,6,10,8,2,9,9,0,0,1,0,8,8,8,6,9,9,7,0,6,7,9,9,10,4,8,0,9,0,9,0,8,7,8,0,7,9,7,0,8,9,10,8,0,2,9,1,6,5,6,8,1,9,8,7,1,9,8,0,5,7,6,7,5,7,1,0,8,0,0,0,3,8,2,8,10,10,2,8,5,9,0,8,2
gop,12,11,0,0,15,12,16,14,13,12,0,0,15,18,17,13,12,17,4,16,8,4,15,10,9,0,0,13,17,11,7,11,9,16,13,13,5,11,15,6,17,16,0,2,0,18,9,8,12,12,13,8,16,11,13,16,5,13,15,12,17,19,0,17,0,9,14,16,10,14,0,0,13,13,15,12,11,15,16,11,0,17,18,17,17,16,18,12,14,0,7,16,13,17,17,15,15,18,12,8,18,1,14,15,16,0,10,13,13,10,0,17,14,10,9,18,0,1,0,1,5,15,12,14,1,11,18,6,14,1,16,17,14,12,0,18,18,15,0,14,17,16,17,15,4,13,0,10,16,10,13,11,18,4,5,16,4,19,11,13,11,16,14,12,10,0,0,18,11,16,18,6,10,0,11,13,17,17,17,10,12,13,11,17,1,12,17,17,10,11,17,9,11,0,13,12,10,15,0,15,17,13,13,8,16,0,17,0,0,14,16,18,0,13,16,17,13,10,19,14,11,13,3,16,18,17,11,12,11,13,15,18,15,10,18,17,15,0,0,3,16,17,16,11,17,17,11,10,15,14,16,17,18,5,14,1,16,0,15,12,16,10,15,0,15,18,14,0,17,14,18,13,4,0,16,0,8,11,12,13,4,18,15,14,0,16,15,0,9,14,12,16,10,14,9,4,16,0,0,4,5,13,8,11,18,18,4,15,11,17,0,13,0
guv,3,0,2,4,0,4,3,1,2,0,0,1,0,2,2,1,1,4,0,3,1,1,2,3,0,0,0,0,2,3,0,0,3,3,2,2,1,1,2,0,1,2,0,0,0,2,3,1,1,0,2,3,2,1,5,2,2,2,0,1,3,0,1,0,0,5,3,2,1,1,0,1,2,2,3,0,3,5,3,0,0,3,3,3,2,2,2,2,2,0,3,2,1,3,2,2,0,2,2,1,2,0,3,0,0,2,1,0,0,0,4,2,2,3,2,2,0,0,0,0,0,1,0,2,0,0,0,1,3,2,1,0,0,2,0,2,2,1,2,2,2,2,2,2,0,3,0,2,2,2,2,2,3,1,0,2,0,2,3,2,1,3,3,0,2,1,1,2,3,2,2,0,0,0,4,3,3,2,2,1,0,2,2,3,2,3,2,2,3,4,2,1,2,2,0,3,0,3,0,2,2,2,3,0,0,0,3,4,1,2,2,0,2,0,3,3,2,1,2,2,0,1,0,2,2,0,0,1,3,0,2,2,2,5,3,2,1,0,0,1,0,3,3,0,2,0,4,3,0,2,3,2,2,0,0,0,0,0,2,3,3,3,3,1,0,0,2,1,3,2,3,2,1,1,2,4,1,1,0,2,0,3,2,1,0,2,0,1,0,1,3,2,2,0,2,0,2,0,0,1,0,2,3,2,2,2,0,0,0,2,0,1,0
jrs,1,2,3,1,2,3,2,3,1,2,0,1,0,1,1,3,3,3,0,2,1,1,1,1,0,0,0,2,1,2,0,0,1,2,0,4,1,1,0,0,3,1,0,0,0,0,3,1,3,0,1,1,1,2,1,1,2,4,2,1,1,2,1,2,0,4,2,0,0,3,0,3,0,1,2,2,2,4,2,0,0,2,2,2,1,1,1,1,1,0,4,1,1,2,1,0,2,1,3,1,1,0,2,0,0,2,3,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,3,0,0,0,2,1,2,2,3,0,0,0,0,1,1,1,2,0,1,1,1,1,0,1,0,3,0,2,0,0,1,1,0,0,0,1,2,1,3,2,2,0,2,1,1,1,0,0,1,2,2,0,3,2,2,1,1,1,0,0,0,1,2,2,1,0,1,3,1,1,1,2,0,1,2,1,0,1,1,1,1,0,2,0,2,2,1,0,1,2,2,2,2,2,4,1,1,0,0,3,0,1,1,2,3,3,2,2,1,1,0,4,2,1,3,1,0,1,2,2,0,2,0,2,2,1,2,1,2,1,1,0,2,0,2,0,0,2,2,1,2,1,0,2,0,1,2,1,2,1,1,1,1,2,1,1,0,1,0,2,0,2,0,1,3,2,0,3,1,1,0,2,2,0,1,0,0,1,0,1,3,1,1,1,0,0,2,1,0,4,0
jwz,13,13,14,0,13,12,15,13,12,12,0,8,13,15,14,14,10,16,4,13,7,4,16,10,9,0,0,14,14,11,6,10,11,15,14,11,4,9,12,4,15,13,0,0,0,15,10,10,11,8,14,8,13,9,14,14,5,13,14,10,14,17,0,14,0,9,12,13,9,13,0,0,11,12,16,12,11,15,13,11,0,14,17,14,14,13,15,12,15,0,7,14,12,15,14,13,12,15,11,0,15,1,13,13,13,0,9,12,11,0,0,14,11,10,10,15,0,1,0,1,1,13,12,11,1,10,15,0,12,10,11,15,13,11,6,15,15,14,10,11,14,14,15,12,4,9,0,10,13,9,12,14,15,0,5,14,4,16,12,12,11,14,12,13,10,0,0,15,11,12,15,7,13,0,11,14,14,15,14,8,15,10,11,14,1,13,14,14,10,12,14,7,11,6,12,13,10,16,0,16,15,13,10,8,13,0,14,14,0,12,15,15,0,14,14,14,13,9,17,13,12,12,3,13,15,14,11,13,11,12,15,15,14,10,15,14,13,0,0,3,13,14,14,12,14,15,12,10,12,11,13,14,15,6,13,1,17,0,14,12,14,12,12,5,12,15,12,0,15,15,15,14,0,0,14,0,8,10,11,14,4,15,15,15,0,13,15,0,9,12,11,15,11,13,9,4,13,0,0,6,5,14,6,14,15,15,4,13,10,15,0,14,0
kmy,4,3,2,5,0,5,0,5,3,0,0,1,2,3,3,4,1,1,0,4,1,1,3,1,2,0,0,3,3,4,0,0,3,0,3,2,1,1,0,0,4,3,0,0,0,4,3,1,1,2,3,2,3,1,4,3,4,5,3,1,2,4,1,3,0,3,4,3,0,1,0,1,0,3,0,3,4,6,0,0,0,0,0,0,4,4,3,3,4,0,3,3,1,0,3,3,3,3,2,1,4,0,0,0,2,2,1,0,0,0,5,4,3,3,2,3,0,0,0,0,0,2,0,0,0,0,3,1,0,2,4,2,0,2,0,3,3,3,4,3,3,2,4,3,2,4,0,2,3,2,3,3,4,1,0,0,0,3,4,3,4,4,0,0,2,1,1,3,2,3,3,0,3,0,4,0,4,3,3,1,3,0,0,4,2,4,4,3,1,1,4,1,3,2,0,1,0,4,0,3,3,3,3,0,3,0,0,2,1,3,4,3,2,3,0,0,5,1,3,4,2,1,0,3,3,3,0,1,4,0,3,3,3,1,4,4,4,0,0,1,0,0,4,0,3,3,2,1,0,3,4,4,3,1,3,0,3,2,4,4,0,1,0,1,2,3,3,1,0,3,0,3,1,1,3,2,4,3,2,4,0,4,4,1,3,4,4,1,0,4,1,3,0,0,4,0,3,1,0,2,0,3,3,1,3,3,0,2,0,4,0,5,0
ltx,9,10,11,10,9,9,11,10,9,9,3,5,10,12,11,11,0,12,1,11,6,3,12,8,6,0,1,10,11,0,0,6,8,12,9,0,0,6,9,3,11,10,0,0,0,11,5,7,8,7,11,7,9,6,11,10,5,11,10,7,10,12,0,11,0,0,10,11,6,10,5,9,8,10,12,9,10,12,10,9,0,11,13,11,11,11,12,9,11,3,6,10,8,11,11,12,10,12,8,4,11,1,8,9,10,4,6,9,9,7,0,12,8,8,7,12,0,0,0,5,1,10,10,9,0,8,11,4,9,7,12,10,9,8,5,12,12,10,7,8,12,10,11,10,5,7,0,9,11,8,10,12,13,3,4,10,3,12,8,9,8,10,8,9,0,0,0,13,8,13,12,5,9,0,9,10,12,11,11,5,11,7,10,11,3,10,11,11,9,0,11,8,10,5,8,9,8,13,0,13,11,11,7,7,11,2,11,11,2,8,12,12,7,11,10,11,12,5,12,10,8,9,1,9,12,12,7,9,8,10,11,12,10,9,13,11,9,0,0,0,10,11,11,8,11,11,9,7,9,9,10,11,12,0,10,1,14,0,11,8,10,9,10,4,9,12,8,0,11,11,12,10,0,4,10,7,0,7,8,9,0,12,13,10,0,10,13,0,7,10,8,11,7,10,0,1,10,0,1,3,4,10,1,12,12,12,0,11,7,12,2,0,0
lvx,14,16,15,12,17,14,18,11,16,14,0,12,16,22,19,15,8,18,1,19,9,3,18,13,12,0,0,18,19,15,0,13,14,17,11,14,4,8,17,1,20,18,0,0,0,13,13,0,10,14,18,7,11,12,0,19,7,16,16,8,12,20,0,21,0,10,16,18,13,11,0,0,15,16,13,15,13,17,18,13,0,18,14,19,19,20,22,17,12,0,6,11,17,19,19,17,17,21,0,10,19,1,10,12,11,0,8,17,14,8,8,19,18,9,0,21,0,0,0,1,4,11,14,16,1,14,20,0,15,1,18,12,11,9,8,20,20,17,8,9,21,11,18,17,4,16,0,11,20,6,17,19,20,0,1,11,6,14,13,16,9,17,15,10,9,0,0,22,14,17,22,3,15,0,10,15,19,20,20,6,18,14,14,20,1,19,19,19,11,17,20,11,15,0,10,15,12,14,0,20,19,16,14,8,19,0,18,12,0,10,22,20,9,17,11,19,0,12,14,16,9,15,1,11,20,18,13,15,15,16,13,21,11,11,20,21,18,0,0,0,20,19,18,18,19,19,0,8,18,17,19,19,20,5,15,1,15,3,17,10,18,10,17,7,10,21,16,5,19,19,20,17,0,0,18,0,9,8,13,11,0,21,10,12,6,18,10,4,10,15,15,13,8,11,7,5,18,0,0,9,5,19,1,11,22,22,5,17,8,19,0,11,0
