language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
cnr,0,7,15,7,14,0,15,11,4,6,7,8,0,0,15,5,13,14,9,10,0,15,0,10,14,1,16,3,14,15,9,15,7,14,3,9,0,13,14,14,6,0,11,15,0,12,16,13,14,7,0,9,15,13,15,0,14,9,15,14,3,0,9,13,12,0,0,13,6,6,16,15,14,15,15,9,4,9,8,15,4,0,11,15,9,7,6,0,3,14,8,16,0,13,1,10,0,10,14,0,10,15,16,9,6,4,16,8,10,12,14,0,11,10,15,14,0,0,6,13,14,11,0,16,0,0,7,14,13,16,11,0,15,0,13,14,10,0,8,0,11,4,15,8,15,14,14,0,13,2,0,15,9,15,0,7,11,5,5,10,8,4,2,11,6,16,0,3,12,0,14,14,3,13,15,14,0,12,0,12,4,12,0,0,0,15,8,0,0,5,0,14,9,11,0,0,9,15,13,15,0,5,12,9,7,15,7,12,14,15,10,3,0,13,6,6,0,0,14,14,0,11,3,16,12,5,0,12,11,14,0,15,0,15,15,15,2,0,0,13,16,11,7,9,9,0,0,15,0,16,11,8,14,12,12,11,0,0,10,0,11,10,2,16,9,15,0,0,15,12,11,15,1,14,16,10,15,15,14,11,9,0,12,15,0,9,15,14,7,15,8,10,0,0,14,0,15,0,0,0,8,0,0,8,7,12,0,16,14,0,7,15,11
csx,7,5,13,6,10,0,13,14,0,0,8,9,0,4,11,6,11,12,10,6,0,13,3,9,11,6,15,1,12,12,5,11,8,12,4,10,0,9,12,12,0,6,9,12,6,0,15,10,12,10,0,12,13,12,13,5,12,10,13,12,4,0,7,12,9,4,0,11,9,7,15,13,12,12,12,7,3,8,11,13,5,0,15,13,12,8,7,9,3,12,9,14,11,11,1,7,0,7,12,0,13,13,14,6,5,0,12,6,0,13,11,0,10,11,13,12,5,3,7,9,11,15,0,15,4,0,0,10,11,14,12,0,11,0,10,13,11,0,7,0,0,0,11,6,13,12,10,0,11,3,2,11,0,14,0,0,9,6,0,13,6,6,1,14,4,15,0,6,0,6,12,12,0,11,11,13,0,13,0,10,3,10,0,0,6,12,9,0,0,0,0,12,6,10,0,0,12,14,12,13,0,0,9,10,6,13,8,9,10,12,7,0,0,12,7,0,4,0,12,12,0,8,0,15,7,2,0,8,12,11,0,13,0,14,13,13,4,0,0,10,12,12,8,10,10,4,0,13,0,14,14,7,13,9,8,14,0,0,14,0,14,8,3,12,8,13,8,6,13,9,8,11,0,12,14,8,11,14,12,10,6,0,11,13,0,0,14,13,10,14,9,11,0,2,13,3,14,6,0,0,11,0,0,0,11,9,0,14,12,0,8,13,10
dfn,2,1,1,0,1,0,4,3,1,3,3,2,0,0,6,0,4,3,2,1,1,4,0,2,2,0,3,0,5,5,0,3,3,4,1,5,0,0,3,5,1,2,2,4,0,5,4,4,4,0,0,2,3,2,4,1,3,1,3,3,1,1,1,4,2,1,1,4,0,0,4,4,3,2,3,0,0,2,3,3,0,0,4,3,2,1,1,2,0,3,1,5,5,4,0,0,0,2,1,0,4,4,4,0,0,1,4,0,5,3,4,3,2,5,5,3,1,1,0,3,3,4,0,3,3,3,1,2,4,3,5,1,3,0,1,5,3,0,3,1,5,1,4,1,3,7,4,0,6,0,0,3,2,4,0,3,0,1,0,1,1,2,0,4,2,2,1,0,6,1,4,3,0,3,5,5,0,3,1,0,0,0,1,0,1,4,2,0,1,1,0,3,0,2,0,1,2,3,2,3,0,1,1,0,0,3,2,0,3,5,2,0,2,0,0,3,2,1,4,4,1,3,0,3,1,1,0,1,3,1,0,3,0,4,4,4,0,0,0,4,1,3,0,0,0,0,1,4,1,4,3,1,5,0,6,1,1,1,4,0,5,3,0,5,3,5,4,0,3,6,2,2,0,5,4,3,4,3,2,4,2,4,1,4,0,1,4,4,1,1,0,4,0,0,4,0,1,2,0,0,1,1,2,1,4,5,0,4,5,0,0,3,1
djm,11,4,20,4,9,0,20,22,4,6,14,13,3,5,19,5,19,20,9,14,0,22,0,8,19,1,20,3,21,16,6,10,13,10,3,9,0,16,21,20,11,0,12,11,7,14,20,14,21,13,0,9,22,15,20,0,21,9,22,21,3,0,6,15,16,0,0,18,6,6,17,17,21,18,16,12,5,9,12,22,10,0,16,21,9,7,9,0,3,21,14,17,14,15,1,11,0,8,16,3,19,21,22,5,10,4,17,0,15,21,15,0,12,10,18,20,0,0,6,14,15,17,0,21,0,0,7,17,20,20,21,0,16,0,18,15,19,0,8,6,8,4,16,5,16,20,18,0,17,6,0,21,9,22,0,8,12,5,3,17,11,4,2,11,0,22,0,3,17,0,20,20,2,14,19,21,0,17,0,15,2,18,0,0,11,19,12,0,0,0,0,21,10,7,0,0,18,18,18,22,0,0,8,9,13,21,10,8,21,20,6,3,0,8,6,5,0,10,19,15,7,12,3,18,16,3,7,13,21,16,0,22,9,21,10,22,2,0,0,15,17,21,16,13,9,0,0,21,0,11,16,6,10,13,15,20,0,0,19,0,11,13,4,11,9,21,0,0,22,13,15,16,1,19,21,7,22,19,21,11,7,0,17,16,0,6,22,9,7,17,13,20,0,0,16,0,16,0,0,0,8,0,0,12,7,8,0,11,19,0,12,21,6
euz,13,0,9,3,8,0,9,23,0,5,6,7,1,0,10,4,21,22,0,7,0,23,2,0,20,1,10,1,23,10,12,9,6,8,0,8,3,18,23,9,0,0,6,9,0,8,10,18,23,5,0,8,23,17,10,4,23,8,10,23,0,0,0,8,17,0,0,20,12,4,10,10,23,10,10,5,2,7,6,10,3,0,24,24,15,6,0,7,4,23,0,20,18,8,6,6,0,6,8,0,21,23,10,4,4,3,10,4,9,22,10,7,6,0,9,22,3,0,5,8,10,10,0,22,0,0,6,8,22,10,10,2,10,2,8,9,21,2,6,4,7,0,21,12,10,9,0,0,19,1,0,24,8,10,0,10,6,4,0,9,0,5,0,10,0,10,0,2,11,0,22,22,1,7,21,9,1,10,0,16,0,8,0,0,0,10,16,0,3,0,1,23,4,0,0,0,8,20,19,10,0,4,7,14,0,24,6,7,23,10,5,0,0,7,8,4,0,7,21,9,5,15,2,10,6,0,5,19,10,10,0,23,0,10,9,10,1,0,0,8,10,10,6,17,8,0,0,22,0,10,10,5,8,18,0,10,0,5,9,1,0,14,0,10,7,22,6,0,10,8,7,9,0,22,23,5,10,22,23,9,5,0,19,23,0,5,24,8,0,9,7,21,0,0,19,2,10,5,0,2,7,0,0,13,6,0,0,10,8,0,19,10,0
fgv,0,4,16,4,15,0,11,17,4,6,11,15,3,5,0,5,16,15,16,6,0,18,0,11,15,8,17,5,16,11,10,16,14,15,3,9,0,8,17,15,9,0,15,11,0,16,18,17,17,7,0,14,19,14,16,0,18,9,16,15,3,0,6,17,13,0,0,14,10,6,11,16,17,16,11,4,5,11,8,16,4,0,17,18,9,14,10,11,3,18,8,19,15,14,5,11,0,8,9,0,17,18,19,5,10,4,18,9,10,18,19,0,12,12,10,17,6,0,6,17,16,19,0,18,0,0,8,15,17,19,20,0,19,3,15,19,14,0,12,5,12,4,20,9,20,17,16,0,14,2,0,18,9,18,0,0,12,5,6,10,5,4,2,16,0,18,0,7,16,0,15,17,2,9,16,18,0,15,0,8,2,16,0,0,9,16,14,0,6,0,0,17,5,7,2,0,14,17,15,16,0,0,13,9,7,19,10,13,15,16,11,3,0,8,6,5,0,9,17,18,6,12,3,11,8,3,0,14,19,18,0,18,7,20,16,19,2,0,0,14,11,18,12,14,9,0,0,18,4,18,19,9,17,14,13,18,6,0,17,0,11,11,2,19,9,19,10,0,18,17,13,18,1,15,17,11,19,17,15,16,7,0,14,19,0,11,19,16,7,10,8,18,0,0,15,0,17,7,0,0,8,0,0,10,7,13,1,19,9,0,16,18,14
fhj,2,3,2,0,1,0,3,2,0,0,2,2,0,0,5,1,3,2,2,1,1,3,0,3,4,4,2,2,4,0,0,2,0,3,1,4,0,3,2,2,1,0,2,3,3,3,1,3,3,0,0,2,2,0,3,1,2,1,2,2,1,1,3,2,0,1,1,3,0,0,3,3,2,1,2,0,0,0,0,2,0,0,2,2,0,2,1,4,0,2,5,4,2,3,0,0,0,0,2,0,3,3,3,0,0,1,3,0,4,2,3,2,2,2,4,2,1,1,0,4,5,3,0,2,1,1,1,5,3,1,4,0,2,0,3,4,2,0,2,1,3,1,3,1,2,6,1,0,2,0,0,2,2,3,0,3,0,3,0,3,2,1,0,3,0,4,1,0,4,3,3,2,0,2,2,4,0,2,0,3,0,4,1,0,1,3,4,0,1,2,0,2,0,1,0,1,4,0,0,2,0,2,1,3,2,2,0,0,1,4,2,0,2,0,0,0,1,1,3,3,1,2,1,2,1,1,0,4,2,3,0,2,0,3,3,3,0,0,0,1,3,4,2,4,3,0,1,3,1,3,2,1,4,0,5,3,2,3,2,0,4,1,0,4,0,4,3,0,2,5,4,4,0,4,3,2,3,0,4,3,0,1,1,3,0,1,3,3,1,2,3,3,0,1,3,0,3,0,0,0,1,1,2,3,0,4,0,3,4,0,3,2,1
fir,7,6,12,5,12,0,10,13,0,8,10,11,0,3,13,0,10,11,12,9,0,12,4,0,13,7,14,4,11,14,8,13,10,11,0,12,0,11,11,11,7,5,8,10,0,10,14,12,11,9,0,11,12,11,12,7,11,0,12,11,2,0,0,11,11,0,2,10,5,5,14,12,11,14,14,6,3,8,7,12,7,0,14,12,11,10,0,8,3,11,11,13,13,10,1,9,0,7,11,0,12,12,13,8,8,0,14,7,12,11,13,0,9,9,12,11,4,4,8,11,13,14,0,14,5,0,0,12,10,13,14,0,13,0,0,12,13,0,10,0,10,0,13,0,12,11,13,0,9,0,0,13,11,13,0,6,8,8,4,12,7,7,1,13,4,14,4,5,14,7,11,11,0,8,13,12,0,11,0,9,0,11,0,0,8,14,11,0,4,0,0,11,8,9,0,0,11,11,9,12,0,0,11,12,6,12,5,11,12,14,9,0,0,11,0,0,0,8,11,0,0,10,0,14,10,2,0,10,14,13,0,12,6,13,12,12,3,0,0,12,14,14,10,12,12,4,0,12,0,13,13,0,12,11,11,12,5,0,13,0,13,0,0,14,11,12,7,5,12,11,10,13,0,11,13,9,13,13,11,13,6,0,10,12,0,8,13,12,7,13,11,13,0,2,12,0,13,6,0,0,10,0,0,0,10,11,0,13,11,5,10,12,9
gmw,1,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,2,1,1,0,0,2,0,1,0,1,0,0,0,1,0,2,0,3,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,3,1,0,1,0,0,0,1,1,0,0,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,1,2,2,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,1,1,0,0,0,0,2,0,1,1,1,3,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,1,0,0,2,0,1,2,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,2,1,0,2,1,1,3,0,0,1,1,0,1,1,0,1,1,0,2,1,0,1,1,0,0,1,1,1,0,0,0,1,0,2,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2,0,1,1,0,1,0,2
got,3,1,5,0,4,0,1,6,0,1,0,4,0,0,8,3,1,6,4,2,1,1,0,4,1,2,6,0,6,6,2,5,4,5,1,2,0,1,6,7,3,3,5,6,1,4,2,5,6,0,1,1,6,5,6,1,6,5,6,6,1,1,2,3,0,3,0,2,0,1,1,6,6,6,6,0,0,3,0,6,0,0,1,6,4,1,1,1,0,6,1,6,3,5,0,0,1,0,4,0,1,6,1,2,0,1,1,0,3,6,6,0,3,6,6,6,1,1,0,1,2,7,0,6,1,1,1,3,1,6,6,0,6,0,1,2,6,0,1,1,2,1,7,3,6,3,3,0,3,0,0,6,3,6,0,3,0,1,0,5,0,1,0,1,0,1,1,0,3,1,2,6,0,0,7,1,0,1,0,0,1,2,1,0,1,6,3,0,1,1,0,6,2,0,0,1,6,2,5,6,0,1,2,2,1,6,0,2,6,1,0,0,1,0,0,1,0,1,1,2,1,4,0,6,2,1,0,5,6,6,0,6,2,6,6,1,0,0,0,2,6,2,4,2,4,0,1,6,1,0,6,1,2,4,4,2,1,1,6,0,3,5,0,7,2,6,3,0,6,2,2,1,0,2,2,4,6,5,1,5,0,3,2,1,0,1,6,1,4,5,2,1,0,0,1,0,6,0,0,0,2,1,2,1,0,3,0,6,3,0,0,6,3
hiu,2,1,3,0,1,0,5,4,2,0,0,2,0,0,7,2,5,4,6,1,1,5,0,2,5,0,4,0,2,3,0,0,0,2,1,0,0,0,4,3,1,0,2,1,0,3,5,0,5,2,0,4,4,3,5,1,4,1,4,4,1,1,1,5,2,1,1,5,0,0,5,5,4,4,4,0,0,2,0,4,1,0,5,4,3,3,1,2,0,4,6,2,6,0,0,0,0,0,3,0,5,5,5,0,0,1,5,0,5,4,5,4,2,2,2,4,2,1,0,3,6,5,0,4,1,1,1,2,5,4,2,0,4,0,4,6,4,0,0,1,6,1,5,1,4,4,6,0,4,0,0,4,2,5,0,3,0,1,0,1,1,2,0,5,0,5,3,0,1,1,0,4,0,0,6,2,0,5,2,0,0,5,1,0,4,1,2,0,1,3,0,4,0,3,0,1,2,5,3,4,0,1,1,0,0,4,2,4,4,2,2,1,2,0,0,2,0,1,5,5,1,3,0,4,1,1,0,1,4,4,0,4,0,5,5,5,0,0,0,1,4,5,0,5,0,2,1,1,1,5,4,1,6,0,1,5,1,1,2,0,2,4,0,6,3,1,4,3,4,3,2,5,0,6,5,2,1,4,5,0,0,1,3,5,0,1,5,0,1,3,4,5,0,0,5,0,4,0,0,0,1,1,2,1,2,3,0,0,2,1,0,4,4
kpu,0,4,18,8,15,0,11,19,4,6,12,8,3,5,17,7,17,18,9,6,0,19,0,11,17,1,17,5,19,11,10,17,12,15,3,9,0,15,18,15,9,0,16,17,0,17,11,9,18,7,0,14,16,16,16,10,19,9,19,18,3,0,6,14,13,0,0,14,10,6,19,16,18,16,11,4,5,11,8,19,4,0,20,19,9,12,12,11,3,15,12,11,15,18,1,11,0,8,9,0,10,19,20,5,10,4,20,9,10,12,16,0,12,10,10,18,6,0,6,18,19,20,0,18,6,0,8,15,18,11,16,3,20,0,9,16,17,0,13,9,12,4,17,9,17,18,15,0,16,2,0,19,9,19,0,0,12,5,6,10,5,4,2,16,7,19,0,7,12,0,19,18,2,9,16,15,0,15,0,8,2,17,0,0,9,16,15,0,6,6,0,18,5,13,2,0,17,10,16,19,0,0,14,9,10,16,10,13,18,17,12,3,0,8,6,5,0,0,9,10,6,14,3,11,8,3,0,14,16,15,0,19,7,17,18,16,2,0,0,9,20,19,14,15,9,0,0,19,4,11,20,9,18,14,13,19,0,0,18,0,11,11,2,20,9,16,0,0,19,14,14,10,1,15,19,11,16,18,18,11,7,0,14,20,0,6,16,16,11,10,8,15,0,0,18,0,20,0,0,0,13,0,6,11,14,13,1,20,17,0,13,19,15
lqs,6,0,9,3,17,0,9,10,0,5,15,7,1,0,10,4,22,21,0,15,0,10,2,0,9,1,10,1,22,10,4,9,16,8,0,13,3,7,22,9,0,0,6,9,0,8,10,8,22,5,0,8,10,8,10,4,22,8,10,22,0,0,0,8,7,0,0,19,11,4,20,20,22,10,10,5,2,7,15,23,11,0,23,23,8,15,0,7,4,22,0,10,10,8,2,6,0,6,8,0,20,22,23,4,4,3,23,4,9,10,21,7,6,0,19,21,3,0,5,20,10,21,0,10,0,0,6,8,21,21,22,2,22,2,8,9,20,2,6,4,7,0,10,0,10,9,0,0,18,1,0,23,13,23,0,4,14,4,0,18,0,5,0,10,0,23,0,2,11,0,9,21,1,7,20,22,1,10,0,7,0,19,0,0,0,10,7,0,3,0,1,22,11,14,0,0,8,9,8,10,0,6,16,8,0,23,6,7,22,10,5,0,0,16,5,4,0,7,20,9,5,16,2,19,6,0,5,18,10,10,0,10,0,10,20,10,1,0,0,8,23,10,6,8,15,0,0,10,0,10,22,5,8,8,0,10,0,5,20,1,0,7,0,10,7,10,6,0,23,8,7,19,0,21,22,5,10,21,22,9,5,0,18,10,0,12,23,8,0,9,7,9,0,0,9,2,10,5,0,2,7,0,0,0,6,15,0,10,20,0,18,23,0
nqy,10,4,19,4,9,0,18,20,4,6,13,13,3,5,18,5,18,19,17,13,0,20,0,8,18,1,11,3,15,19,6,10,15,17,3,9,0,8,19,18,6,0,17,18,0,14,19,14,19,12,0,9,20,15,19,0,20,9,20,19,3,2,6,18,14,0,0,16,6,6,17,17,19,11,16,11,5,9,12,20,4,0,21,20,9,7,9,0,3,19,13,17,17,19,1,13,0,8,15,0,10,20,21,5,12,6,21,0,13,19,20,9,14,10,17,19,0,0,12,19,20,17,0,17,0,0,7,9,14,11,17,0,21,0,16,20,18,4,14,6,13,4,16,10,16,10,17,0,10,5,0,20,9,20,0,8,12,11,3,16,10,4,2,11,0,20,0,3,12,8,16,19,2,14,18,19,0,16,0,8,2,13,0,0,9,11,12,0,0,0,0,19,5,7,0,0,9,10,14,20,0,0,8,9,11,20,10,14,19,18,6,3,0,15,6,5,0,0,18,19,0,12,3,11,15,3,7,16,20,19,0,20,8,16,19,20,2,0,0,9,21,16,15,16,9,0,0,20,0,19,21,6,19,17,9,11,0,0,16,0,11,11,2,21,13,20,0,0,20,13,12,16,1,18,20,7,20,9,19,11,7,0,13,21,0,6,20,18,12,10,13,14,0,0,16,0,21,0,0,0,8,0,0,9,7,14,0,21,15,0,17,20,16
rst,12,0,21,3,18,0,9,10,0,5,6,7,1,0,10,4,21,23,0,7,0,23,2,0,9,1,10,1,24,10,4,9,6,8,0,8,3,18,24,9,0,0,6,9,0,8,21,8,24,5,0,16,10,8,10,4,24,12,23,24,0,0,11,8,7,0,0,21,4,4,21,21,24,19,10,5,2,7,6,10,3,0,10,10,8,16,0,12,4,24,0,10,10,8,2,6,0,6,8,0,22,10,24,4,4,3,24,4,9,23,10,7,15,0,9,23,3,0,5,8,10,10,0,10,0,0,6,8,23,10,10,2,10,2,8,22,22,2,6,4,7,0,10,0,10,21,19,0,8,1,0,10,8,10,0,4,6,4,0,19,0,5,0,18,0,24,0,2,18,0,23,23,1,7,22,23,1,10,0,7,0,8,0,0,0,20,7,0,7,0,1,24,4,0,0,0,8,9,20,23,0,4,7,14,0,10,6,7,24,10,13,0,0,7,9,4,0,7,22,9,5,17,2,10,6,0,5,20,10,21,0,24,0,10,21,10,1,0,0,8,10,22,6,8,8,0,0,23,0,20,23,5,20,8,0,10,0,5,21,1,0,7,0,10,7,23,6,0,24,8,7,9,0,23,10,5,10,10,9,17,12,0,7,10,0,13,10,8,0,18,16,22,0,0,9,2,10,5,0,2,7,0,0,0,6,0,0,22,8,0,20,10,18
ryz,4,3,2,0,2,0,2,1,0,2,0,2,0,0,4,0,2,1,5,1,1,2,0,3,3,3,1,2,3,4,0,1,0,1,1,3,0,2,1,4,1,0,4,2,2,3,3,0,2,0,0,3,1,0,2,1,1,4,1,1,1,1,1,2,3,1,1,1,3,0,2,2,1,3,1,0,0,0,2,1,0,0,3,1,0,1,1,3,0,1,4,3,4,2,0,2,0,0,1,1,2,2,2,0,0,1,2,1,6,1,1,0,2,2,3,1,1,1,1,2,4,2,0,1,2,1,3,4,2,2,3,0,1,0,2,3,1,0,0,1,4,1,2,1,0,5,5,0,5,0,0,1,4,2,0,3,2,3,1,2,1,1,0,2,0,3,1,0,5,2,0,1,0,0,4,3,0,4,0,3,0,3,1,0,1,2,4,0,1,2,0,1,0,0,0,1,3,4,0,1,0,1,3,3,3,1,0,3,2,3,3,0,2,3,2,0,0,3,2,2,1,2,0,1,1,1,0,3,1,2,0,1,0,2,2,2,0,0,0,3,2,0,2,3,0,0,1,2,1,2,1,1,3,3,1,4,2,3,3,0,4,1,0,3,4,3,5,2,1,4,3,3,0,3,0,2,2,2,3,0,1,1,1,2,1,1,2,2,1,1,3,2,0,0,2,0,2,0,0,0,1,1,2,2,3,3,0,2,2,0,2,1,1
