language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
djm,7,18,19,0,0,20,12,7,13,19,8,17,9,19,18,17,17,16,3,13,18,11,15,0,9,16,17,14,0,0,16,11,16,9,16,18,10,7,0,18,7,15,1,15,0,18,0,19,19,15,9,1,12,15,18,15,0,5,13,10,17,9,13,0,0,18,19,17,18,4,10,3,15,3,18,15,19,0,3,17,16,0,18,0,18,17,18,11,0,15,2,5,0,17,0,17,10,0,2,18,13,6,0,17,11,0,20,10,8,11,15,0,14,19,15,17,16,20,16,12,11,18,17,12,20,17,0,16,14,10,8,16,19,0,5,13,11,14,9,19,4,12,18,0,0,14,13,10,15,19,13,0,18,20,12,2,0,9,14,0,18,1,20,0,8,0,2,10,18,8,16,16,18,6,20,19,8,0,15,0,13,14,19,7,9,0,14,16,19,18,0,0,15,17,16,16,19,13,9,16,1,6,18,13,0,0,17,19,18,13,15,19,19,9,9,0,6,16,17,2,5,15,15,10,15,0,17,14,10,9,13,18,19,16,14,15,6,17,17,1,16,11,6,0,7,11,15,6,18,4,19,0,19,18,18,17,19,8,19,18,20,0,17,17,19,18,19,13,14,14,17,16,11,11,0,7,6,19,20,14,19,7,18,17,0,19,11,0,16,16,12,0,14,18,14,0,12,17,16,18,0,12,13,11,0,14,18,0,15,17,14,17,15
eiu,2,7,8,0,4,9,6,3,6,8,5,7,6,8,8,6,0,8,4,4,7,0,7,0,7,7,7,6,0,0,7,5,6,6,6,8,4,4,2,7,4,6,6,6,0,7,0,7,8,6,4,6,4,6,8,6,0,0,7,5,9,6,0,6,0,7,8,6,7,0,7,0,6,4,7,6,8,0,2,7,8,3,8,0,8,7,7,4,0,6,1,0,5,6,0,6,4,4,0,8,4,0,0,7,6,0,8,5,6,6,6,0,7,8,6,7,6,8,5,6,6,7,7,5,9,7,0,7,6,8,5,7,8,1,4,7,6,6,5,8,0,5,7,0,0,5,8,7,6,8,7,0,7,9,7,0,0,6,4,0,8,1,9,5,0,0,0,5,9,5,6,7,7,1,9,8,0,3,6,0,7,5,8,5,6,5,6,9,8,8,3,0,7,6,7,5,8,5,10,6,1,3,8,5,0,0,6,8,8,4,6,8,9,1,7,2,5,7,8,0,0,5,6,7,6,0,7,6,5,7,6,8,8,8,7,6,7,7,6,0,7,5,7,0,4,0,9,5,7,5,9,7,7,7,7,8,8,5,7,7,9,0,7,6,8,7,8,5,7,7,7,7,5,8,0,6,4,8,9,5,8,6,8,8,5,8,4,2,5,6,6,0,7,7,5,8,6,7,7,8,3,6,5,4,0,5,8,0,5,6,5,7,6
emy,0,15,17,6,7,17,10,0,8,16,9,15,16,16,15,15,15,11,3,7,16,10,14,0,14,14,10,9,0,0,14,8,14,10,14,11,9,9,0,15,0,13,9,14,2,16,3,17,11,13,6,10,7,0,16,14,0,4,9,7,15,15,11,8,0,15,16,9,11,0,14,0,12,3,15,12,17,0,0,16,11,0,11,0,11,10,16,7,0,13,2,6,8,15,0,10,0,0,3,16,8,7,1,15,10,0,17,4,13,8,14,0,13,16,13,10,9,17,13,0,8,11,15,11,17,15,0,11,9,12,12,9,17,0,3,11,0,9,6,11,8,11,10,0,0,12,12,14,8,16,12,0,16,18,6,0,0,13,12,0,17,8,12,9,6,0,0,1,12,7,14,14,15,7,17,17,0,0,14,1,9,8,16,8,14,11,13,12,17,16,6,0,9,14,10,12,18,12,16,11,1,0,11,11,8,0,9,16,16,9,13,16,17,7,13,3,0,14,13,0,9,9,13,15,13,0,15,12,0,10,11,11,17,11,11,14,15,15,15,0,13,0,9,1,13,0,0,11,15,9,17,11,16,15,10,16,17,10,17,15,18,0,13,14,17,16,16,0,10,11,14,10,10,13,0,0,8,16,17,13,16,8,16,11,8,16,0,4,14,9,8,0,9,15,8,15,11,14,10,16,0,0,12,8,0,9,11,6,8,15,10,11,10
fgh,6,17,18,10,0,19,13,0,12,18,8,16,18,18,17,16,16,16,3,13,17,8,10,0,9,15,16,13,0,0,15,12,15,9,15,16,11,12,0,17,10,14,10,8,0,17,0,18,18,14,3,11,12,15,19,15,0,5,14,10,17,16,12,10,0,17,18,16,17,0,10,3,14,3,17,14,18,0,3,18,7,0,17,0,17,16,17,11,0,16,2,5,13,16,0,16,9,0,2,19,13,6,0,16,12,0,19,4,8,12,17,0,14,18,14,16,15,19,15,13,12,17,18,12,19,16,0,17,14,15,8,16,18,0,5,12,10,14,9,18,4,12,17,0,0,14,0,15,14,18,13,0,17,19,14,2,0,14,13,0,19,1,19,0,0,0,2,9,17,8,17,15,17,10,19,18,8,0,15,3,6,13,18,12,15,0,15,16,18,17,0,0,15,16,6,15,11,14,9,15,1,7,17,12,0,0,16,18,17,12,14,18,18,8,14,0,6,15,16,2,5,14,14,10,16,0,16,13,0,9,12,17,18,16,0,15,6,16,16,1,15,12,6,0,7,10,15,12,17,11,18,0,18,17,17,18,18,13,18,17,19,0,16,16,18,17,18,12,0,13,16,15,12,18,0,7,9,18,19,15,18,7,19,16,0,18,10,0,15,15,1,0,13,17,13,0,12,16,15,17,0,13,14,11,0,7,19,0,16,16,8,16,14
fnx,3,8,9,4,5,10,7,5,6,9,6,0,7,9,9,7,7,9,5,6,8,0,9,5,6,8,9,7,4,0,8,0,7,8,7,9,5,5,0,8,5,7,7,7,0,8,0,8,9,8,5,7,5,8,9,7,0,0,6,4,10,7,5,0,2,8,9,7,8,0,8,0,7,5,8,7,10,7,0,8,9,4,9,0,9,8,8,5,0,7,3,0,6,7,0,7,5,5,0,9,5,4,0,8,4,4,9,7,7,0,8,4,6,9,8,8,7,10,6,8,7,9,8,5,10,8,0,8,7,1,6,8,10,1,0,8,7,7,0,9,0,7,8,0,1,6,0,8,7,9,8,0,8,10,8,0,0,7,5,0,9,1,10,7,3,0,0,6,10,4,7,9,9,5,10,9,0,2,7,0,8,6,9,6,7,6,7,10,9,9,4,1,8,7,8,7,9,7,11,8,1,2,9,6,7,3,7,9,9,6,7,9,10,4,8,0,4,8,10,0,6,6,7,9,7,0,8,0,6,8,7,9,9,10,8,7,9,8,7,0,9,6,8,0,5,6,10,0,8,6,10,9,9,8,8,9,9,7,8,8,10,2,8,7,9,8,9,6,8,6,9,9,5,9,0,0,5,9,10,6,9,5,9,9,5,9,6,3,6,8,7,0,8,9,7,10,7,9,8,9,4,7,6,5,2,6,9,0,6,7,6,8,8
fxy,0,20,21,0,0,22,9,0,14,21,13,19,19,21,20,19,19,17,10,15,19,13,17,8,16,18,18,16,0,2,17,14,18,9,17,17,3,13,0,20,7,17,1,16,0,20,0,20,21,16,10,12,14,16,20,16,0,0,15,6,19,18,15,11,0,20,20,19,19,0,15,3,16,6,10,1,11,10,0,20,17,0,20,0,19,18,20,13,0,18,2,7,14,19,0,19,12,0,2,21,7,9,0,18,5,0,11,11,8,0,18,0,0,20,17,15,18,11,14,14,0,19,19,7,22,19,0,18,16,10,8,18,11,0,7,14,0,5,0,21,4,13,19,0,0,16,14,17,17,21,14,0,20,22,13,2,0,16,16,0,20,9,22,13,9,0,0,11,8,10,18,18,19,12,21,20,0,0,16,0,14,16,21,7,17,0,17,18,20,20,0,0,16,19,6,14,21,15,17,9,1,0,20,7,0,0,19,21,20,7,17,20,21,10,9,0,6,18,11,0,13,8,17,17,18,0,19,15,11,16,5,20,20,17,16,9,17,19,18,0,17,0,6,2,7,13,12,14,19,4,20,17,10,19,20,20,20,8,20,20,21,0,18,19,21,20,21,0,0,9,18,17,14,20,0,7,6,20,21,17,21,7,21,19,9,21,7,0,18,18,13,0,16,20,16,17,8,19,17,19,6,15,15,6,0,7,21,7,17,19,15,19,0
gnq,8,21,20,0,0,24,14,8,0,20,12,18,20,23,21,18,18,19,9,14,21,12,16,7,15,19,20,17,0,0,19,13,17,16,10,20,13,7,0,21,7,18,11,8,0,19,0,21,20,18,8,1,13,9,22,5,0,6,0,6,18,20,16,0,0,21,22,20,10,0,16,3,0,3,20,16,11,11,0,21,19,0,21,0,21,20,19,12,0,17,2,5,0,20,0,18,11,0,2,22,7,6,3,10,13,0,21,4,15,13,19,0,15,22,16,19,17,21,17,9,15,21,21,13,21,20,0,10,15,17,13,19,20,0,7,10,12,15,10,20,4,4,20,0,0,15,0,16,16,22,14,0,19,24,15,2,0,15,15,2,22,1,23,12,0,0,0,1,20,9,20,17,21,11,23,22,9,0,9,0,12,15,22,13,18,12,18,17,22,19,8,0,18,20,6,19,20,4,9,18,1,0,19,7,0,4,18,22,19,7,18,22,20,1,15,0,6,17,19,0,5,16,16,16,17,0,18,0,0,15,14,19,22,18,15,9,16,20,20,0,14,0,12,2,15,12,12,13,22,4,22,0,21,21,19,19,22,8,21,21,24,0,15,18,20,19,22,14,15,17,20,0,16,19,0,9,6,22,23,18,20,7,22,18,0,23,7,0,17,17,1,0,15,21,15,18,8,20,14,21,6,14,8,6,0,7,23,0,9,20,16,18,0
hjr,1,3,2,0,2,2,2,0,3,2,1,3,2,2,2,1,3,3,0,1,3,2,4,2,1,4,1,2,2,1,2,2,1,4,1,2,1,3,0,3,0,3,2,1,0,3,0,2,2,2,2,4,1,3,5,3,0,2,4,1,1,2,2,4,0,1,3,2,5,0,3,2,2,1,2,0,2,2,0,1,1,2,3,1,2,3,3,1,0,1,0,2,2,1,0,3,0,0,0,1,1,1,0,3,1,2,3,1,1,2,3,1,2,2,3,1,4,3,1,2,2,3,2,2,4,1,0,4,4,0,2,3,1,0,1,2,2,3,2,2,1,1,3,0,0,1,4,2,3,2,4,0,1,3,1,0,0,2,3,1,1,0,4,0,0,0,0,3,2,0,2,2,1,2,3,4,0,0,2,0,3,2,3,2,1,3,1,4,2,3,1,0,5,1,4,1,3,1,4,3,3,1,3,4,3,1,2,1,3,1,1,3,2,0,0,0,1,2,1,0,3,1,4,2,3,0,1,2,2,4,2,2,1,4,2,1,4,1,1,0,3,4,3,0,1,2,2,3,3,1,4,2,3,1,1,2,4,1,3,3,4,0,4,3,2,3,3,2,2,1,3,2,2,2,1,2,2,2,4,1,1,2,1,4,2,2,1,1,1,1,4,0,4,2,2,5,3,1,1,3,0,2,3,2,0,1,2,2,2,1,1,4,2
hvy,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
jlq,1,2,4,0,2,3,2,0,2,1,1,3,1,1,2,1,5,2,0,1,2,5,2,0,1,3,1,1,2,1,2,2,1,2,1,1,1,3,0,2,0,3,5,3,0,2,0,4,1,1,2,4,1,3,2,3,0,2,4,3,2,2,2,4,0,1,2,2,5,0,3,2,2,1,1,0,2,2,0,1,1,2,1,1,2,2,1,1,0,1,0,2,2,1,0,1,0,2,0,3,1,1,0,2,1,2,2,1,1,2,3,1,4,2,3,1,2,1,1,2,4,2,1,2,2,1,0,3,2,0,2,2,3,0,1,2,4,3,2,4,1,1,1,0,0,1,3,3,4,1,2,0,3,2,1,0,0,2,3,0,3,0,2,0,0,0,1,4,4,0,2,4,3,2,2,3,2,0,2,0,4,2,2,2,1,3,1,6,2,1,1,0,4,1,4,1,2,1,2,3,3,1,2,4,3,1,2,3,2,1,1,1,4,0,0,0,1,2,4,0,3,1,2,4,3,0,4,2,2,1,2,1,3,3,2,4,2,3,1,0,3,2,2,0,3,2,4,3,2,1,3,4,2,2,4,3,2,1,1,2,3,0,3,3,2,5,1,2,2,3,1,2,2,3,1,2,2,1,3,1,2,2,3,4,2,1,1,0,1,1,4,0,1,2,1,4,4,1,3,1,0,4,1,2,0,1,1,3,2,3,1,1,2
klt,8,19,22,0,0,21,15,8,0,20,12,18,17,20,19,20,18,18,9,14,20,12,16,7,15,17,19,15,7,0,18,13,17,14,10,19,12,7,0,19,11,16,1,8,0,21,0,10,22,17,8,1,13,9,21,5,0,0,16,6,18,17,14,0,0,19,21,18,20,0,16,3,0,3,19,16,20,0,0,19,18,0,19,0,20,19,21,12,0,19,2,5,0,18,0,18,11,0,2,20,14,6,3,10,13,0,21,4,14,13,16,0,15,21,18,18,17,21,18,9,14,20,20,14,23,18,0,10,17,16,13,17,20,0,7,10,12,15,10,22,4,4,16,0,0,17,0,18,16,20,14,0,19,23,15,2,0,17,15,2,21,1,21,12,0,0,0,1,19,9,19,17,20,11,22,21,10,0,9,0,12,15,20,13,16,12,16,19,21,21,8,0,17,18,6,17,22,4,9,17,1,0,19,7,11,4,18,20,21,7,16,21,22,1,16,0,6,17,18,0,5,16,16,16,17,0,20,0,0,15,14,21,21,7,15,9,16,18,19,0,14,0,13,2,14,12,16,15,20,4,21,0,20,20,21,21,21,8,10,19,22,0,19,18,20,21,20,14,0,15,19,18,15,19,0,9,10,21,22,16,20,7,20,20,0,22,7,0,17,19,1,0,17,19,15,16,8,18,14,20,6,14,8,6,0,7,22,0,18,18,8,18,16
ksz,0,4,5,0,3,6,5,2,4,5,2,6,3,5,5,3,2,5,2,2,4,3,5,1,4,5,4,3,3,0,4,3,3,1,3,5,0,0,1,4,2,2,3,4,1,4,1,5,5,3,0,3,2,4,6,2,1,3,5,2,5,4,3,5,1,4,5,3,4,0,5,0,3,0,4,3,5,3,1,2,4,1,5,2,5,4,4,2,0,4,0,3,4,3,0,4,3,3,1,5,2,2,0,6,3,3,5,3,3,4,5,2,3,5,4,4,5,5,2,5,5,4,4,3,6,4,0,2,1,5,3,5,5,0,2,5,5,2,3,1,2,2,4,0,0,3,5,4,5,5,5,0,5,6,2,0,0,5,2,0,5,3,6,4,0,0,0,0,1,2,4,5,4,3,6,1,0,0,1,0,2,3,5,0,4,4,3,7,5,5,0,0,6,3,5,2,5,3,6,4,0,0,5,3,5,0,4,5,1,2,4,5,6,3,4,1,3,1,6,0,4,2,1,5,4,0,2,3,4,6,4,5,5,5,3,5,1,4,3,0,4,3,0,0,2,5,7,2,4,2,6,3,5,5,6,5,1,2,4,4,6,1,5,4,5,6,5,3,5,2,4,4,1,5,2,4,3,5,6,2,5,4,5,6,4,5,1,0,2,4,3,0,5,3,3,3,0,4,2,5,2,3,2,1,1,4,5,0,1,4,3,2,3
nvx,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
nwy,5,14,12,5,8,15,0,0,0,11,11,11,11,14,12,12,12,15,7,11,13,9,13,6,11,13,13,5,5,0,12,7,13,12,12,13,3,8,0,12,8,10,8,12,0,12,0,14,15,11,3,1,9,13,13,11,0,0,10,0,14,13,7,0,0,14,12,13,14,0,11,0,11,3,13,11,13,8,0,13,13,6,13,0,13,12,13,8,0,12,2,0,12,13,0,13,0,0,0,11,11,5,1,12,7,0,13,8,11,7,13,0,11,14,9,12,11,15,12,11,9,12,13,0,15,11,0,15,12,11,11,11,14,0,3,0,9,11,8,15,3,10,12,0,0,8,9,11,12,14,6,0,14,15,10,3,0,0,8,0,15,4,16,8,5,0,0,1,16,6,12,10,13,9,15,12,6,0,10,2,6,10,13,11,11,8,11,1,14,14,5,0,13,12,12,9,15,10,15,13,4,0,15,8,10,0,13,14,12,8,10,14,15,5,12,3,7,10,12,0,11,12,9,13,10,0,13,11,0,14,9,15,15,13,13,12,11,11,12,0,10,10,10,0,9,9,13,9,13,10,13,14,15,11,12,13,15,9,15,13,15,0,10,12,14,13,14,11,11,10,11,12,9,14,0,0,7,14,15,10,12,0,14,13,0,14,8,4,11,13,9,0,11,14,12,14,0,11,12,15,5,10,9,10,0,11,15,0,11,13,12,14,12
opz,3,9,10,4,5,11,8,4,7,10,7,8,8,10,10,8,8,10,6,5,9,0,8,4,8,8,8,8,4,0,9,6,8,7,8,10,5,6,0,9,6,8,7,7,0,9,2,9,10,7,5,8,6,7,10,8,0,0,8,4,11,8,6,7,0,9,10,8,9,0,9,0,8,5,9,7,9,6,0,9,10,0,10,0,10,9,9,6,0,8,1,0,7,8,0,8,4,5,0,10,6,4,0,9,4,4,10,6,7,0,7,4,8,10,7,9,8,9,7,7,7,8,9,6,11,9,0,9,8,9,7,8,9,1,0,9,8,8,0,10,0,6,9,0,1,6,0,9,7,10,9,0,9,11,5,0,0,8,6,0,10,1,11,6,4,0,0,6,11,4,8,8,8,4,11,10,4,2,8,0,8,7,10,6,8,7,8,11,10,10,2,1,0,8,9,6,10,6,12,7,1,4,10,6,7,3,8,10,10,5,8,10,11,4,8,0,4,9,9,0,7,7,8,8,8,0,9,0,7,8,7,10,10,9,9,8,8,9,8,0,8,6,8,0,6,7,11,0,9,7,11,8,8,9,9,10,10,6,9,9,11,2,9,8,10,9,10,7,0,8,8,8,5,10,3,0,5,10,11,7,10,5,10,10,5,10,5,0,7,7,7,0,6,8,6,9,7,8,9,10,4,8,7,5,2,6,10,0,7,8,7,9,7
txy,5,13,14,5,8,14,11,0,0,14,11,13,13,13,12,10,11,13,7,10,12,9,13,6,11,12,14,11,5,0,12,7,11,12,12,13,3,8,0,13,8,10,8,10,0,14,0,12,14,12,3,1,9,11,15,13,0,0,10,0,8,10,10,0,0,13,14,12,13,0,11,0,11,3,14,11,13,8,0,12,12,6,15,0,13,14,12,8,0,12,2,0,10,11,0,11,7,0,0,14,11,5,1,12,7,0,15,8,11,7,9,0,11,13,11,12,13,13,11,10,9,14,10,0,14,13,0,13,13,11,0,13,15,0,3,0,9,11,8,13,3,10,14,2,0,10,9,11,10,12,6,0,12,13,10,3,0,0,8,0,14,4,15,8,5,0,0,1,15,6,11,10,11,9,14,14,6,0,10,2,6,10,15,10,11,8,11,1,13,13,5,0,12,11,12,9,13,10,14,10,4,0,14,8,10,0,12,12,13,8,10,13,14,5,11,3,7,10,12,0,12,11,11,13,10,0,11,10,0,12,10,14,13,13,13,12,13,11,11,0,10,9,10,0,11,9,13,9,11,10,13,12,14,13,14,13,13,9,13,12,14,0,10,11,13,12,13,9,12,10,11,14,9,14,0,0,7,13,14,10,14,0,12,13,0,13,8,4,12,11,9,0,11,12,11,14,0,11,12,14,5,10,9,7,0,11,14,0,13,12,9,10,9
