language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
ekv,1,3,1,2,3,0,1,4,3,0,0,4,1,1,0,4,3,3,3,1,3,3,1,3,1,3,1,3,0,3,0,3,0,2,4,0,3,3,0,3,0,3,2,3,3,3,0,0,2,1,0,3,3,2,3,1,3,1,1,3,0,1,3,3,2,3,0,3,1,3,0,3,3,3,0,0,2,3,0,1,1,0,3,3,3,1,3,3,3,4,3,2,0,0,0,0,2,0,0,3,3,0,2,1,0,1,0,2,1,0,0,3,2,1,0,3,3,2,1,3,3,3,0,2,2,0,1,3,1,0,3,2,1,0,3,1,3,1,3,3,3,1,0,1,2,3,2,3,4,1,3,3,1,0,0,2,4,2,0,3,1,1,1,3,3,0,0,3,0,0,1,3,0,3,3,3,0,2,2,2,0,3,3,3,1,1,2,0,3,3,0,3,1,1,3,0,3,3,3,1,3,0,4,0,4,3,1,0,0,1,3,3,0,3,3,3,1,3,3,3,1,3,0,2,1,0,3,0,0,0,3,2,4,3,3,4,4,3,3,3,0,1,3,3,3,1,2,3,0,3,0,2,3,3,0,3,3,2,3,3,1,2,3,2,1,0,1,1,0,3,0,3,3,4,4,0,3,1,3,3,1,1,0,2,1,3,3,3,0,3,3,3,3,3,2,1,1,0,1,1,2,3,3,2,0,0,3,0,3,3,3,0,3
eqs,0,15,19,0,18,0,19,14,14,0,14,17,16,0,17,14,18,19,21,0,22,20,14,21,19,22,9,22,0,16,13,22,7,8,0,5,19,17,2,19,6,21,13,21,19,10,0,0,21,0,5,21,1,12,22,14,21,12,7,21,7,3,22,22,0,22,0,20,0,21,0,18,22,21,0,9,20,21,16,5,0,12,14,20,21,0,21,0,16,20,14,19,11,0,0,1,20,1,1,18,21,12,19,0,3,16,3,14,17,3,8,19,19,16,9,18,22,14,5,20,12,21,1,19,18,3,16,19,12,10,21,12,17,15,14,12,19,16,18,17,19,13,15,12,12,17,14,15,5,13,19,17,4,10,17,0,20,13,0,16,20,11,11,22,20,0,16,21,4,17,12,22,8,19,20,21,19,12,9,16,16,18,4,22,19,12,17,0,19,20,0,22,14,0,22,0,20,19,18,0,18,0,14,12,14,22,4,17,2,0,15,18,8,20,10,20,12,22,20,22,3,17,13,1,16,18,22,10,0,11,21,18,15,21,21,19,1,20,19,19,13,15,20,22,18,11,19,0,1,22,19,21,20,20,2,19,17,0,20,21,10,0,17,14,0,0,14,0,10,11,0,17,21,19,5,20,13,21,20,22,0,20,8,11,12,21,20,0,12,20,20,21,4,10,15,11,21,7,6,12,19,22,21,17,8,9,22,15,20,17,19,13,21
fpu,1,1,2,2,2,0,1,1,2,1,1,2,3,3,0,2,1,1,1,1,2,1,1,2,2,1,1,1,0,0,0,1,0,1,2,2,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,2,1,1,1,1,0,1,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,1,2,1,1,2,2,1,1,1,2,2,1,3,2,1,0,0,0,0,1,3,0,1,1,1,1,1,0,2,0,0,2,0,1,1,1,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,2,2,1,1,1,2,1,2,1,1,2,0,0,1,1,0,3,1,1,1,3,0,2,1,2,1,0,1,2,0,2,1,1,0,0,1,0,3,1,1,0,1,1,1,2,3,1,1,0,1,2,1,2,1,1,0,1,1,0,2,2,1,1,0,1,1,0,1,1,0,3,1,3,1,1,0,0,3,1,2,0,1,1,0,2,1,1,1,1,0,1,0,1,2,1,1,2,0,1,1,2,1,1,3,0,1,1,1,2,1,1,1,1,1,1,0,0,1,2,1,1,1,0,1,1,2,1,1,1,2,2,3,1,0,1,1,0,2,0,2,1,0,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,0,3,1,0,2,1,1,0,1
gkn,1,2,1,3,1,0,2,3,3,0,2,3,1,1,0,3,2,2,2,1,1,2,1,0,3,2,1,2,0,0,0,2,0,2,3,0,2,2,0,2,0,2,2,2,2,3,0,0,3,1,0,2,2,0,2,1,2,1,2,2,0,1,2,2,2,2,0,2,1,2,1,2,2,2,0,0,3,2,3,1,1,3,2,2,2,1,1,3,2,2,2,3,0,0,0,0,3,0,0,2,2,0,2,1,0,1,0,0,1,0,0,2,3,1,0,2,2,1,1,2,1,2,3,3,2,0,2,2,1,0,2,1,1,0,2,2,2,1,2,3,2,1,0,0,2,2,1,0,2,2,2,2,1,0,3,1,3,2,0,2,1,1,3,2,2,0,3,2,2,0,2,2,0,2,2,2,0,2,2,1,0,2,0,2,1,1,2,0,2,2,0,1,3,1,2,0,2,2,2,1,2,0,1,0,1,2,1,0,0,1,2,0,0,2,3,2,1,2,2,2,1,0,0,2,1,0,2,0,0,0,2,3,3,2,2,2,3,2,2,2,0,2,2,2,2,1,2,2,0,2,0,3,2,2,0,2,2,2,2,2,1,2,4,2,1,0,1,1,1,3,0,1,2,3,3,3,2,1,2,2,1,1,0,2,1,2,2,3,0,2,2,2,2,3,0,1,3,2,1,1,2,2,2,3,2,0,2,0,0,2,2,0,2
gou,0,5,12,6,14,2,14,10,7,0,11,11,7,5,12,10,5,11,15,0,14,14,11,15,15,15,7,16,2,6,2,14,1,7,0,3,13,14,3,15,1,15,10,16,14,9,0,0,15,0,1,16,4,8,15,5,15,3,3,15,4,0,16,16,0,17,0,15,0,12,0,13,15,15,0,2,15,15,15,0,5,4,11,15,16,2,16,10,10,14,8,13,7,0,1,3,10,1,3,14,16,9,7,0,0,11,1,13,13,2,6,11,9,13,6,12,17,11,2,16,8,12,1,4,14,0,6,13,7,2,14,3,7,3,7,8,16,11,13,12,4,9,10,9,3,13,10,11,0,10,7,7,9,8,13,0,15,9,0,9,14,5,7,15,15,1,13,15,7,11,9,15,4,15,15,15,14,9,6,12,12,11,13,15,7,2,3,3,12,15,0,15,4,0,16,0,15,12,8,0,14,1,8,11,0,15,0,13,1,4,12,9,6,11,6,14,3,13,16,14,8,13,11,1,6,3,8,6,3,5,16,9,8,17,15,8,12,14,4,13,9,11,14,15,14,5,10,4,1,16,15,13,15,16,1,11,13,3,16,15,2,12,9,11,6,0,9,0,6,5,0,12,16,15,13,15,9,15,13,15,2,14,3,1,3,16,10,9,3,16,12,14,12,7,10,4,14,3,2,9,14,15,15,9,1,1,15,1,13,11,14,7,15
grz,0,13,16,5,8,0,17,12,12,0,7,14,0,7,15,12,16,17,18,0,19,18,5,19,6,19,0,8,0,14,2,20,1,0,0,1,17,7,1,17,5,19,4,18,17,5,0,0,19,0,4,19,6,7,19,6,19,3,3,19,4,0,19,20,0,19,2,18,0,19,2,15,19,18,0,8,18,19,5,0,10,7,0,4,19,2,19,6,14,19,12,16,2,0,0,3,17,6,0,16,7,2,4,0,1,3,1,7,14,1,4,4,8,3,2,16,20,4,4,7,10,18,8,17,6,0,14,17,11,5,18,11,15,12,12,10,8,14,16,6,17,6,13,10,7,16,12,13,11,11,16,14,0,9,14,0,18,10,0,14,18,4,0,20,18,1,7,19,3,15,11,19,1,17,18,19,16,10,8,7,14,16,6,19,16,9,14,0,17,17,0,18,8,7,20,0,18,17,17,0,8,1,0,2,7,19,0,14,1,9,8,16,4,17,0,17,7,19,7,20,7,16,4,3,14,16,20,2,3,9,19,8,13,7,19,17,8,18,17,17,11,3,18,19,7,9,17,4,1,20,17,7,18,7,1,17,5,8,18,19,6,3,15,1,8,2,3,0,4,10,0,7,19,17,15,18,5,18,18,20,2,17,6,9,3,8,17,7,10,18,18,18,19,6,13,9,19,3,2,10,17,20,19,7,5,7,20,6,18,7,17,3,18
hpq,0,0,0,1,0,0,0,2,1,0,0,1,2,2,1,1,0,0,0,2,0,0,0,1,0,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,2,0,2,0,1,1,0,2,0,1,2,0,2,1,0,0,0,0,2,2,0,0,2,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,2,0
ilt,0,5,10,4,11,2,10,8,0,0,6,7,12,4,10,0,10,10,11,0,11,11,9,12,12,12,6,12,0,6,9,11,5,6,8,3,10,12,3,11,1,8,8,12,10,7,0,0,11,0,1,11,9,10,11,9,11,8,6,11,4,2,11,12,0,12,4,12,0,11,0,10,12,12,0,2,13,11,11,0,7,4,8,12,12,2,12,4,11,10,10,4,8,0,0,3,11,9,0,11,12,7,11,0,0,3,1,11,11,1,5,10,13,10,5,9,12,5,2,12,5,11,1,11,9,0,10,10,8,2,11,3,9,9,9,3,9,12,10,10,12,8,6,2,3,10,5,10,0,9,7,8,6,6,9,0,8,8,0,8,12,2,9,11,7,1,10,11,5,1,3,11,5,7,11,11,9,0,7,11,5,12,11,11,11,2,11,3,13,11,0,11,4,0,11,0,11,11,13,4,12,1,8,2,0,11,3,9,1,4,7,10,6,12,6,13,11,12,12,11,8,11,9,1,6,12,13,7,3,5,11,12,9,12,11,8,13,12,12,10,3,10,10,11,4,2,9,4,1,7,12,12,11,11,1,12,12,3,12,11,2,10,9,9,4,0,5,5,6,8,0,9,11,13,11,7,8,10,12,12,2,9,5,1,8,13,11,4,9,12,11,12,13,7,1,4,11,6,2,7,12,11,11,9,7,1,11,9,12,12,12,8,12
jlz,0,11,9,6,13,2,13,11,9,0,11,11,7,5,13,8,13,13,14,0,15,13,6,14,13,14,4,15,2,6,2,15,1,7,0,3,12,14,3,14,1,16,8,15,13,6,0,0,14,0,1,15,4,8,14,5,14,10,3,14,4,0,14,15,0,15,0,8,0,15,0,12,11,14,0,2,14,14,14,0,5,4,6,16,15,2,15,9,10,11,8,14,7,0,1,3,14,10,3,13,15,2,14,0,0,3,1,12,10,1,2,14,9,11,6,14,16,9,2,15,5,15,1,4,12,0,6,13,7,2,13,10,7,3,10,3,15,11,13,11,4,9,11,8,3,4,10,1,0,5,13,7,9,7,12,0,14,9,0,9,15,7,7,14,14,1,11,14,6,11,3,14,4,7,14,14,12,9,6,12,5,11,10,14,13,2,3,3,12,14,0,12,4,0,14,0,14,14,8,0,4,1,8,9,0,14,0,12,1,4,7,12,6,13,6,14,3,16,15,15,8,5,2,1,6,3,16,6,3,5,15,14,11,15,14,8,12,8,4,14,3,13,13,14,13,7,13,4,1,14,13,16,14,15,1,11,5,3,13,14,8,6,13,10,6,0,11,0,6,5,0,12,15,14,12,12,9,14,14,14,2,12,3,7,3,15,10,9,3,7,15,15,15,7,9,4,10,3,2,5,8,14,14,9,1,1,14,12,13,11,14,10,14
lvz,0,7,14,5,16,0,15,0,10,0,7,0,0,0,5,0,7,15,17,0,17,16,5,17,16,17,0,18,0,12,2,17,1,0,0,1,15,7,6,7,1,4,11,7,15,5,0,0,17,0,1,17,6,7,17,11,17,3,3,17,6,0,17,7,0,18,2,16,0,17,0,4,17,16,0,6,17,17,5,0,0,10,0,17,7,2,17,6,12,16,0,4,2,0,0,3,16,6,0,6,18,2,15,0,1,12,1,7,5,1,7,16,17,14,2,7,18,12,2,18,9,16,4,15,15,0,12,14,5,5,16,8,13,11,11,3,8,6,14,14,15,6,12,2,7,14,4,12,0,6,14,12,11,2,4,0,17,6,0,12,17,4,0,17,17,1,7,17,8,7,6,17,1,16,16,17,15,0,3,7,6,14,14,17,15,3,7,0,16,16,0,16,8,6,17,0,16,15,7,0,15,1,0,2,13,17,0,6,1,6,8,14,4,15,0,16,7,7,18,17,7,15,4,1,13,7,18,2,9,4,17,8,5,18,16,15,8,16,15,15,6,14,16,17,15,4,15,4,1,17,16,18,16,17,1,14,15,6,7,17,6,13,14,12,7,0,12,0,8,6,0,14,17,7,14,16,12,16,16,17,2,15,0,1,3,18,15,7,3,17,16,17,17,6,11,5,16,3,2,6,16,17,17,14,5,5,17,6,8,7,15,3,16
mwy,0,9,6,4,7,2,9,0,5,2,10,10,11,4,8,7,9,9,10,5,10,8,8,11,10,10,5,11,0,9,6,10,4,0,0,1,5,10,4,10,4,12,7,8,7,0,0,0,10,0,3,10,7,4,8,8,10,3,3,10,4,0,10,11,0,11,0,7,0,8,0,6,10,11,0,2,11,10,10,0,5,8,7,8,11,2,10,8,7,8,7,8,5,0,0,5,4,8,0,7,11,6,8,0,0,9,1,3,6,1,2,8,10,7,2,8,11,8,2,11,5,10,5,8,8,0,9,7,6,6,6,3,6,6,6,7,10,10,8,1,11,5,9,2,3,9,9,9,8,5,6,7,7,2,7,0,9,5,0,6,10,2,7,7,12,1,8,10,3,8,7,10,1,9,7,10,3,6,3,10,8,8,8,10,6,4,10,4,11,8,0,10,9,0,10,0,9,7,12,0,11,1,8,8,0,10,0,8,1,4,11,7,5,10,7,11,8,11,11,8,10,8,8,1,8,11,12,2,7,6,10,11,5,11,10,12,9,7,11,8,7,8,7,7,8,2,6,6,1,11,11,11,10,10,3,10,11,7,8,7,7,9,11,7,4,1,8,0,5,7,2,10,10,11,9,11,7,6,11,11,2,6,3,6,4,12,9,8,3,8,10,11,11,4,7,7,6,3,2,5,11,10,10,12,6,1,10,7,11,10,11,6,11
nsw,0,8,6,4,7,2,8,0,5,0,8,9,10,4,7,7,8,8,9,0,9,9,4,9,9,9,5,9,0,9,8,9,1,0,0,4,8,8,1,9,4,11,7,11,9,0,0,0,9,0,1,9,8,9,10,5,7,3,3,9,4,0,9,10,0,10,0,11,0,10,0,9,9,10,0,5,9,9,9,0,5,8,0,11,10,2,8,8,7,8,7,10,6,0,0,5,4,7,0,7,8,6,8,0,0,8,1,10,9,1,2,8,12,7,2,11,10,6,2,10,7,9,6,8,7,0,6,7,6,2,9,3,6,8,6,7,12,9,8,9,10,5,3,2,3,8,7,8,8,5,10,7,8,5,7,0,12,5,0,6,9,2,7,10,10,1,8,7,3,10,7,9,1,11,10,9,3,6,3,6,9,10,8,9,10,4,9,4,10,8,0,9,9,0,9,0,9,10,11,0,10,1,8,7,10,9,0,7,1,4,9,7,5,9,0,10,10,8,10,10,0,8,7,1,10,8,9,2,4,6,7,4,5,10,9,11,11,11,10,9,7,9,7,10,11,2,8,4,1,10,10,10,9,8,1,9,8,3,11,10,7,8,10,7,4,0,7,0,5,7,2,10,9,10,9,10,6,9,10,10,2,6,3,1,7,9,8,8,8,11,9,8,8,4,7,6,9,3,3,5,10,9,9,8,6,1,9,7,9,9,8,6,10
nvx,0,4,5,0,6,1,5,6,0,0,4,5,5,0,3,5,4,5,4,3,6,4,2,6,4,6,0,6,1,1,3,6,1,3,6,1,4,6,1,4,3,7,3,6,6,0,0,0,6,0,1,6,5,6,6,3,6,6,4,6,1,0,6,6,0,6,0,6,0,6,0,5,6,6,0,2,4,6,6,0,2,6,5,5,6,0,6,5,6,6,6,7,4,0,0,4,7,4,2,5,6,4,6,0,0,6,1,6,3,1,2,7,6,4,2,4,6,3,2,4,4,6,1,7,5,0,5,4,2,4,5,7,5,3,5,6,6,5,6,4,7,2,3,2,4,5,3,4,7,0,4,6,0,3,5,3,7,4,0,4,5,2,6,6,6,1,5,6,3,6,3,6,3,6,6,6,6,0,3,5,4,6,5,6,5,2,6,0,7,6,0,6,5,4,6,0,6,6,6,0,5,0,7,6,6,4,0,2,1,5,6,5,1,6,4,4,6,6,6,7,6,4,2,1,5,6,6,5,3,1,6,7,7,6,6,5,5,4,7,6,3,7,6,6,6,3,5,4,1,6,6,6,4,6,1,6,7,3,6,6,2,4,6,5,2,0,2,4,2,4,1,6,4,1,8,6,4,5,6,7,3,5,0,4,3,6,6,5,6,5,6,6,7,5,6,2,4,5,2,4,3,6,6,5,3,1,6,5,4,6,6,4,6
osv,0,5,7,4,7,2,6,0,0,0,9,8,8,4,6,0,8,6,7,4,7,7,4,10,7,8,4,7,0,8,7,7,1,0,0,1,6,9,1,8,1,9,7,9,7,0,0,0,7,0,1,8,7,4,7,7,8,3,5,7,4,0,7,8,0,8,3,10,0,7,0,7,7,8,0,4,8,7,7,0,6,8,0,9,8,2,7,7,8,9,9,9,5,0,0,3,9,7,0,8,9,5,9,0,0,3,1,8,7,1,2,8,7,8,2,8,8,0,2,8,6,8,5,9,4,0,8,8,6,2,7,3,6,7,6,3,7,7,7,8,8,7,7,2,8,4,8,7,9,8,9,7,6,2,4,0,10,5,0,7,7,2,7,8,9,1,6,8,3,9,7,7,1,7,8,7,7,8,5,9,7,9,9,7,8,5,3,5,8,9,0,8,10,0,7,0,8,8,9,3,4,1,8,2,8,7,0,3,1,4,9,7,5,8,0,8,8,9,8,9,0,9,6,1,9,9,10,2,5,1,8,4,5,9,7,10,9,9,8,7,8,8,8,8,9,2,6,4,1,8,8,8,8,9,1,7,9,3,9,8,7,7,8,7,5,0,4,0,5,5,2,11,7,8,9,8,6,8,8,8,2,7,4,5,5,10,7,8,3,9,7,9,9,4,7,4,7,3,2,5,7,7,7,10,1,1,7,8,10,8,9,5,8
psx,0,10,9,4,12,2,12,9,7,0,12,12,7,5,9,9,11,12,12,0,12,12,10,13,11,13,4,13,3,11,10,12,1,0,0,3,9,11,3,12,1,13,9,13,11,8,0,0,12,0,1,13,4,8,12,10,12,3,3,12,4,0,12,13,0,13,0,13,0,13,0,4,13,4,0,2,12,12,12,3,5,4,9,13,14,2,13,4,10,12,8,12,9,0,0,6,12,1,0,10,13,8,12,0,0,3,1,3,10,1,2,12,14,12,6,13,14,5,2,13,5,13,1,12,10,0,11,11,7,7,12,3,10,10,7,3,13,11,11,7,13,5,6,7,10,11,10,1,0,5,11,9,10,2,10,5,13,7,0,10,11,6,7,12,13,1,12,12,5,11,3,12,4,12,12,12,10,0,6,6,10,13,12,12,12,6,12,3,14,12,0,13,11,5,12,0,7,13,14,0,13,1,10,10,0,12,0,11,1,7,7,11,6,11,6,12,3,14,13,12,8,12,2,1,11,13,14,6,8,7,13,9,10,14,12,13,12,13,13,11,3,12,11,12,4,6,11,4,1,12,3,14,12,13,1,13,5,3,14,12,2,11,9,8,4,0,9,0,7,9,0,12,13,12,10,13,10,11,7,4,2,10,3,1,3,14,12,9,3,13,13,7,12,8,8,4,12,3,2,8,13,12,12,13,1,1,12,10,14,13,13,9,7
pwy,0,7,15,5,8,0,16,0,11,0,13,0,14,6,14,0,15,16,19,0,18,17,12,18,17,18,8,19,0,13,11,18,1,0,0,1,16,15,1,16,1,17,4,17,16,5,0,0,18,0,1,18,6,11,18,12,18,3,3,18,4,0,18,18,0,7,2,17,0,18,0,14,18,17,0,3,7,18,5,0,9,7,0,18,18,2,18,6,13,17,0,15,10,0,0,8,8,6,0,15,19,10,16,0,1,13,4,7,5,1,4,17,8,3,2,15,19,13,3,7,5,17,4,16,16,0,13,15,10,5,17,8,14,5,12,3,17,13,15,15,16,11,5,2,7,15,11,1,10,6,15,13,12,2,4,6,0,6,0,13,6,8,0,18,8,1,14,18,3,13,6,18,6,8,17,18,17,0,3,14,13,15,6,18,3,3,7,0,4,18,0,17,13,0,18,0,17,16,16,0,16,1,0,2,7,18,0,6,1,8,13,15,4,16,0,7,7,18,7,18,7,7,12,1,7,15,7,8,10,4,18,15,12,19,17,16,8,17,16,16,10,3,17,18,16,8,16,4,1,18,7,19,17,18,1,15,5,6,17,18,9,14,7,1,0,0,3,6,4,6,0,15,18,16,0,17,5,17,17,18,2,16,0,8,10,19,16,7,3,4,17,19,18,9,12,8,17,3,5,6,6,18,18,7,5,5,18,13,17,15,16,12,17
