language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
dqz,7,7,8,9,8,0,7,9,9,8,7,8,8,8,3,0,9,7,0,6,8,8,0,1,8,8,7,7,8,8,7,8,7,2,2,0,7,2,1,8,2,8,8,7,6,9,8,7,8,7,8,5,8,8,6,8,8,8,9,8,9,3,7,7,8,9,8,0,9,7,7,8,5,8,8,7,8,8,8,7,8,0,8,8,8,3,0,0,6,0,8,7,1,8,7,7,7,7,0,0,8,0,9,8,6,8,0,2,9,7,7,7,8,5,6,8,7,8,9,9,0,7,8,8,7,8,8,0,8,8,8,0,1,0,7,6,5,0,0,3,8,3,7,7,7,7,5,8,0,5,0,3,8,7,0,7,9,8,0,8,9,7,5,8,0,4,0,8,7,7,7,9,7,0,8,0,1,1,7,7,7,8,9,7,8,8,3,8,8,0,7,8,9,6,7,7,8,4,0,0,8,0,7,8,7,8,8,2,8,8,8,8,0,0,7,3,4,8,8,3,8,7,8,8,0,0,5,7,9,0,6,3,8,8,8,0,8,8,7,8,3,0,8,0,3,8,7,8,8,0,8,5,0,0,7,0,8,7,6,8,8,8,9,3,8,0,8,8,2,8,8,8,9,8,0,0,5,7,9,7,7,6,3,8,0,7,0,8,0,9,8,5,8,8,0,6,8,8,7,0,2,7,8,5,0,7,8,0,8,0,7,0,7
ein,18,18,0,3,21,0,14,19,16,20,17,21,20,18,0,7,17,16,0,16,21,20,4,12,21,21,18,19,21,0,17,19,18,0,2,3,12,2,10,17,12,17,21,19,13,0,19,20,19,18,20,11,18,22,16,19,16,19,15,21,16,5,18,18,21,17,20,7,19,16,17,18,14,20,20,17,17,18,0,19,20,0,21,15,19,4,0,0,16,0,16,21,9,21,19,20,18,15,0,7,17,10,8,20,14,20,0,13,17,13,20,16,18,16,0,20,19,21,2,10,0,9,0,13,19,20,19,16,21,20,20,3,0,6,18,2,11,0,0,8,21,3,16,19,18,16,16,21,5,12,0,8,16,18,0,20,10,20,9,16,0,16,0,14,0,8,0,21,17,19,14,17,17,0,9,0,7,1,20,19,15,20,0,15,19,21,3,9,18,10,18,19,20,17,14,18,20,5,0,5,20,0,8,18,20,19,19,6,9,20,21,20,11,3,10,8,6,18,20,0,0,14,21,15,12,0,10,20,13,2,14,3,18,19,19,0,20,17,21,20,0,0,13,3,3,22,18,20,17,0,16,17,9,0,21,0,21,14,7,20,20,18,17,9,18,10,21,19,2,20,17,20,16,22,0,0,8,2,19,17,16,18,0,20,6,17,6,21,7,19,19,15,18,18,5,3,21,2,19,4,18,2,16,6,0,0,21,0,17,18,0,0,8
elw,12,13,0,3,12,0,10,12,13,10,10,12,13,13,0,5,13,11,4,12,12,12,0,5,11,12,11,13,12,13,13,11,14,0,2,0,9,2,1,13,9,10,12,13,7,15,13,12,9,10,10,0,11,10,10,13,11,10,8,11,2,7,13,13,12,14,11,0,12,12,10,9,8,12,13,10,12,14,11,11,13,0,12,12,14,0,0,0,9,4,12,14,1,10,11,13,11,10,0,7,11,6,13,13,7,14,0,9,14,9,13,12,14,10,0,12,13,13,13,12,0,14,0,12,14,12,10,9,12,11,13,6,0,9,12,2,0,4,0,13,12,10,11,10,13,13,12,12,10,6,0,8,2,12,0,9,13,13,0,10,11,12,0,11,9,0,0,12,9,10,11,13,12,1,0,7,1,1,12,12,10,13,15,8,13,12,3,15,13,0,12,12,13,13,10,10,12,2,0,5,12,2,0,12,13,10,12,4,10,13,12,13,0,0,15,11,0,13,12,0,11,11,12,11,0,0,0,13,2,0,10,3,12,13,13,0,13,14,14,13,0,0,11,0,3,14,10,11,13,0,10,8,5,0,10,0,13,8,9,12,12,10,2,6,10,7,10,12,8,13,10,13,8,13,0,0,0,2,13,8,11,10,0,13,5,9,3,13,12,11,12,9,2,14,10,9,12,11,11,0,10,2,12,6,0,9,13,0,12,10,9,0,11
etw,6,6,3,7,6,0,3,7,7,6,6,6,6,6,2,0,5,6,0,0,6,6,3,4,6,6,6,6,6,7,2,6,6,0,0,0,3,7,4,6,3,6,6,6,5,7,6,6,6,6,6,4,6,6,2,6,6,6,6,6,5,2,6,6,6,2,6,3,6,6,6,6,0,6,6,6,6,7,7,6,6,2,6,4,6,0,1,0,5,2,7,4,6,6,6,6,6,6,3,5,6,5,6,6,2,6,0,7,2,6,6,6,2,0,0,6,6,6,7,7,0,6,7,4,6,6,6,6,6,6,6,0,0,3,6,0,3,0,6,7,6,2,0,6,6,6,2,6,0,2,0,6,7,6,0,6,7,6,6,3,7,3,1,7,7,0,4,6,6,6,2,5,6,0,7,3,5,0,6,6,6,6,7,6,6,6,4,3,6,3,6,6,7,3,6,6,6,3,1,4,6,0,6,7,6,6,6,0,5,6,6,6,0,0,2,7,0,4,6,0,7,6,6,4,5,0,0,6,7,0,5,7,6,6,6,0,6,6,6,6,2,0,6,0,2,6,6,6,6,0,6,2,0,0,6,4,6,5,2,6,6,6,7,2,6,6,6,6,7,6,6,6,6,6,1,7,4,0,7,6,2,1,0,6,0,6,0,6,4,7,6,0,7,6,2,2,6,5,6,0,7,4,7,4,0,6,6,0,7,7,4,0,6
ewy,13,11,0,3,13,0,10,13,8,14,13,13,14,10,0,5,14,11,4,10,13,13,0,5,15,13,13,10,13,10,3,13,15,0,2,0,9,2,7,10,9,10,13,14,7,13,14,14,13,13,10,0,14,14,10,10,14,14,8,11,12,7,14,14,13,3,13,0,14,8,10,9,8,13,14,10,14,12,14,13,14,0,14,2,15,0,0,0,12,4,12,15,1,14,11,10,12,10,9,7,14,6,14,14,7,11,0,9,15,9,9,14,3,11,0,14,10,14,14,12,0,13,12,7,11,13,14,9,14,15,14,6,0,10,13,2,8,4,0,10,13,3,13,13,14,10,13,14,11,8,0,12,2,9,0,12,2,14,0,13,0,9,0,11,9,0,0,13,9,13,11,14,12,0,11,7,1,1,10,9,10,11,12,8,14,13,3,16,10,0,13,13,14,7,13,13,14,7,0,5,14,2,0,2,14,13,14,4,10,10,13,14,8,0,16,11,0,14,13,4,14,11,13,13,9,0,0,14,11,0,10,3,14,14,10,0,14,11,15,14,0,0,11,0,4,13,10,13,11,0,10,11,5,0,13,0,14,12,12,14,14,10,2,7,10,7,13,13,8,10,13,14,8,14,0,0,7,2,2,8,3,13,0,14,0,9,3,10,9,11,14,9,2,15,11,8,13,14,13,0,13,9,14,6,0,9,14,0,12,13,0,0,11
flu,15,17,9,13,20,0,8,18,10,19,16,20,15,15,5,0,10,14,0,14,16,16,7,8,19,20,14,18,20,14,9,17,9,0,2,0,0,8,1,15,8,15,18,17,10,10,18,19,16,17,15,6,9,20,8,16,9,16,13,20,13,0,15,16,20,16,18,6,10,13,14,16,0,18,19,14,9,17,9,15,19,0,20,13,10,0,0,1,7,0,10,19,1,15,18,19,15,8,8,8,15,7,10,19,13,19,0,8,10,3,16,8,10,14,7,16,17,19,19,15,0,15,14,9,9,19,16,13,18,9,15,8,0,0,14,2,0,6,9,9,16,3,14,16,15,8,7,20,7,10,0,9,14,16,0,18,2,16,0,14,0,14,6,13,0,5,0,20,16,18,9,15,16,0,12,7,1,5,15,18,13,19,10,12,16,20,5,17,17,9,17,18,18,14,3,15,18,2,0,6,19,0,0,17,19,18,15,0,2,18,20,18,0,0,20,13,0,15,16,0,16,10,20,0,11,0,6,19,2,0,7,9,16,15,18,1,16,16,19,19,0,0,0,2,3,21,16,17,15,3,15,14,0,0,19,0,20,13,14,19,16,15,14,3,15,9,20,16,9,16,15,18,15,21,0,8,0,9,17,13,12,17,0,19,0,15,0,16,18,15,16,12,14,17,5,10,19,9,15,0,17,12,15,6,0,0,20,0,15,8,0,0,14
fqz,9,9,10,10,9,0,0,10,11,9,9,9,9,9,0,0,11,10,0,9,9,9,5,5,10,9,8,9,9,9,10,10,10,0,2,2,0,2,1,9,2,9,9,9,8,11,9,9,10,9,9,7,10,9,9,9,10,9,10,10,10,0,9,10,9,11,10,0,11,9,9,10,7,9,9,9,10,10,10,8,9,4,9,9,11,0,0,0,8,0,0,10,7,9,10,9,8,9,0,7,10,6,12,9,7,10,0,2,11,8,10,9,11,8,0,9,9,9,10,11,0,10,0,7,10,9,9,8,9,10,9,5,0,0,8,2,6,4,8,11,9,8,8,9,9,9,8,9,6,6,0,10,11,8,0,8,11,9,7,9,0,8,0,10,8,6,0,9,8,9,10,10,11,0,0,7,8,1,9,8,9,9,11,9,9,9,3,11,9,6,9,9,2,10,9,9,9,2,0,7,9,2,9,9,9,9,9,3,11,9,9,9,5,0,11,10,0,10,9,0,10,9,9,10,7,0,7,9,2,0,9,3,9,10,9,0,9,10,10,9,4,0,10,0,3,10,9,9,9,0,11,7,0,0,9,0,9,9,8,11,9,9,10,6,9,0,9,9,8,9,9,9,10,10,0,9,6,2,10,8,8,9,0,9,0,8,0,9,8,10,9,8,9,10,7,3,9,10,9,2,8,2,0,6,0,0,9,0,11,9,8,0,10
gix,8,12,0,11,11,0,9,2,12,12,12,11,12,12,4,6,0,13,0,8,11,11,6,6,13,11,10,12,11,12,12,9,13,0,2,0,8,9,1,12,10,12,11,12,7,12,12,11,12,12,12,9,13,12,12,12,13,12,12,13,11,6,12,12,11,13,12,0,13,11,12,12,10,11,12,12,13,13,13,10,11,0,11,11,13,0,3,0,11,6,11,13,1,12,13,12,10,12,0,10,13,9,11,12,9,13,0,10,13,11,12,11,13,0,0,11,12,12,12,14,3,12,11,10,13,11,12,11,11,13,12,0,2,8,11,2,7,4,0,10,11,3,10,12,12,12,11,11,9,6,0,11,13,11,0,11,12,12,8,12,10,11,0,12,11,0,0,11,11,12,13,12,10,0,0,7,9,1,8,11,12,10,14,11,12,11,3,13,12,7,11,11,12,12,12,12,11,6,0,9,11,2,0,11,12,12,11,0,10,12,11,12,7,0,14,8,0,9,11,0,13,12,11,9,0,0,0,12,2,0,8,8,11,12,12,0,12,13,13,12,0,0,9,0,3,12,12,12,10,0,12,10,7,0,12,0,12,10,11,10,11,12,12,6,12,8,12,11,10,12,12,12,12,12,0,0,0,2,11,10,10,12,0,12,0,11,0,12,11,13,11,11,11,13,8,3,11,13,12,0,11,8,11,6,0,0,12,0,3,12,0,0,13
hkl,5,5,7,6,5,0,5,6,6,5,5,5,5,5,0,0,7,5,3,0,5,5,0,3,3,5,5,5,5,6,2,3,5,0,0,0,3,5,6,5,7,4,5,5,3,5,5,5,5,5,5,0,5,5,5,5,5,5,4,5,7,2,5,3,5,7,5,3,5,5,5,5,0,5,5,5,5,2,6,5,5,2,5,4,5,0,1,0,0,3,6,6,5,5,5,5,5,5,7,5,2,3,5,5,5,5,0,6,7,2,5,5,7,0,5,5,4,5,6,6,2,5,6,4,5,5,5,5,5,5,5,0,0,5,5,5,3,0,0,6,5,7,5,5,5,5,2,5,0,4,0,7,6,5,0,5,4,5,6,6,6,5,4,4,6,0,4,5,5,5,6,7,5,0,6,6,5,0,5,2,4,5,3,5,5,5,4,6,5,4,5,5,6,3,5,5,5,3,0,0,5,0,3,6,5,5,5,0,7,5,5,5,2,0,6,2,0,6,5,0,6,0,5,7,4,0,0,5,6,0,2,6,5,5,5,0,5,5,5,5,0,0,6,0,2,5,5,5,4,0,5,4,0,0,5,0,5,6,2,5,5,4,6,5,5,5,5,5,6,5,5,5,5,5,1,6,0,6,6,3,2,5,0,5,4,5,0,5,4,6,5,0,6,5,4,5,5,7,5,0,6,6,6,4,0,3,5,0,2,6,6,0,5
hnp,17,20,0,15,23,1,15,21,18,22,19,24,22,20,0,4,16,8,5,18,23,22,9,14,22,23,20,21,23,17,18,18,20,0,6,0,0,2,12,19,14,19,23,21,14,20,21,22,21,21,21,0,19,21,15,21,18,20,16,9,15,5,20,20,23,3,19,5,18,8,19,20,6,21,22,18,19,20,20,21,22,0,23,2,20,0,0,0,18,9,9,22,1,23,21,23,20,14,12,13,19,6,8,22,8,22,0,15,16,12,19,18,3,15,8,22,18,20,21,18,0,19,16,7,21,22,21,7,23,19,19,3,4,6,21,2,10,0,10,14,22,12,19,21,20,17,6,23,5,11,0,14,15,20,0,22,15,22,0,18,0,18,8,17,12,0,7,23,19,21,8,18,19,4,9,0,12,1,22,21,17,22,18,16,21,23,3,19,21,0,20,21,22,18,8,20,22,10,0,5,22,0,8,20,22,21,21,5,13,22,23,22,4,0,21,8,0,17,22,0,19,16,23,17,13,0,0,22,12,2,7,10,20,22,21,0,22,19,20,22,0,3,0,0,3,23,20,22,19,0,18,19,0,0,23,0,23,8,16,22,22,20,18,8,20,0,23,21,12,22,19,22,18,9,0,13,9,2,21,16,17,20,0,22,0,16,0,23,20,2,21,14,20,20,12,3,23,17,22,0,20,13,0,8,0,0,23,0,18,17,13,0,18
ilr,15,16,12,13,18,0,8,15,10,18,14,17,18,17,5,0,10,14,0,7,19,16,7,8,18,18,16,17,17,14,9,16,9,0,2,0,0,8,1,15,8,15,19,15,10,10,17,17,18,15,15,6,9,17,14,18,9,16,13,17,13,0,15,16,17,10,17,6,10,13,16,14,0,16,16,14,9,15,18,17,17,0,18,13,10,0,0,1,7,0,10,17,1,18,17,16,15,8,8,8,15,7,16,17,12,9,0,12,10,3,16,8,10,13,7,18,15,17,17,16,4,17,14,9,9,17,18,13,16,9,18,7,0,0,16,2,0,6,9,9,18,3,14,16,17,8,15,19,7,10,0,9,14,14,0,15,2,18,0,14,0,14,7,13,0,5,0,18,15,16,9,16,16,0,0,7,1,5,17,14,13,17,10,12,18,18,5,17,15,8,16,16,16,14,3,15,17,2,0,6,17,0,0,15,17,15,17,0,2,17,18,17,0,0,18,13,0,15,19,0,16,10,16,0,6,0,6,16,2,0,13,9,16,17,16,1,16,9,17,16,0,0,0,2,3,19,15,18,15,3,14,14,0,0,18,0,18,13,14,18,16,17,14,3,15,9,19,16,9,18,15,17,14,20,0,12,0,9,16,13,12,8,0,15,0,14,0,19,15,18,16,13,16,17,5,10,18,9,17,0,15,11,15,6,0,0,18,0,10,8,0,0,14
jmv,3,3,5,2,3,0,3,4,4,3,3,3,3,3,0,3,4,3,2,4,3,3,0,0,4,3,3,3,3,4,5,4,0,0,4,0,5,4,5,3,5,3,3,3,3,4,3,3,3,3,3,0,3,3,4,3,4,3,3,3,4,0,3,4,3,5,3,4,3,3,3,3,3,3,3,3,3,5,4,3,3,0,3,5,3,2,0,0,4,2,4,3,4,3,3,3,3,2,5,4,4,2,3,3,4,3,0,5,5,5,3,4,5,4,0,3,3,3,4,5,0,3,4,0,3,3,3,3,3,3,3,0,0,4,3,4,3,3,4,5,3,5,4,3,3,3,4,3,0,3,0,5,5,3,0,3,5,3,5,4,5,4,2,5,4,0,5,3,4,3,4,4,3,0,4,4,3,2,3,4,3,3,5,3,3,3,0,4,3,3,3,3,4,4,0,3,3,2,0,0,3,0,5,5,3,3,3,0,4,3,3,3,0,1,4,5,0,3,3,1,5,4,3,5,0,0,4,3,4,0,3,5,3,3,3,0,3,3,4,3,0,0,5,0,2,3,3,3,3,2,3,2,0,0,3,0,3,4,4,3,3,3,4,4,3,4,3,3,4,3,3,3,3,3,0,3,2,4,4,4,5,1,0,3,3,3,2,3,5,4,3,0,5,3,0,4,3,4,3,0,4,5,4,3,0,5,3,0,5,4,0,0,4
jnx,15,16,12,13,17,0,8,15,10,17,14,18,17,17,5,0,10,14,0,7,18,18,7,10,18,16,17,17,18,16,9,16,9,0,2,0,0,8,1,15,8,15,17,15,10,10,17,17,18,15,17,6,9,18,8,18,9,16,13,18,13,0,15,16,18,10,17,6,10,13,16,17,12,16,16,14,9,15,17,15,17,0,17,13,10,0,0,1,7,0,10,17,1,17,17,16,15,8,8,8,15,7,10,17,12,18,0,12,10,3,16,8,10,13,7,16,15,17,15,16,4,17,14,9,9,17,16,15,19,9,17,7,0,0,14,2,0,8,9,9,16,3,14,18,17,8,15,16,7,10,0,9,14,14,0,15,2,19,0,14,0,14,7,13,0,5,0,17,15,16,9,2,16,2,0,7,11,5,18,17,13,17,10,12,18,17,5,17,15,8,16,16,16,15,3,15,17,2,0,6,17,0,11,15,17,15,17,0,2,17,17,17,0,0,18,14,0,15,18,0,16,10,18,0,6,0,6,16,2,0,13,9,16,17,16,1,16,9,17,16,0,0,0,2,3,17,15,15,15,3,9,14,0,0,18,0,17,13,14,18,18,17,14,3,15,9,17,16,9,16,15,17,14,17,0,12,0,9,18,15,14,16,0,18,0,14,0,18,17,17,16,13,14,17,5,10,18,9,18,0,15,11,15,6,0,0,17,0,10,8,11,0,14
loz,19,19,0,15,22,1,13,20,17,21,18,22,21,19,0,4,16,17,0,15,22,21,8,11,9,22,19,20,22,18,8,20,19,0,2,0,0,2,11,18,13,18,22,20,12,18,20,21,20,19,19,12,17,23,15,20,17,18,8,22,15,5,19,19,22,3,19,5,20,17,18,19,15,19,21,16,18,19,19,20,21,0,22,2,18,0,0,0,17,7,9,20,1,22,20,21,19,16,11,7,18,6,8,21,15,21,0,14,16,12,21,17,3,15,8,21,20,22,20,17,0,18,16,14,20,21,20,7,22,21,21,9,3,6,19,2,10,0,0,15,20,12,17,20,19,15,6,22,5,13,0,13,15,19,0,21,15,21,0,17,15,17,8,15,12,9,7,22,18,20,8,2,18,3,13,0,12,1,21,20,16,21,18,14,20,22,3,18,19,11,19,20,21,16,8,19,21,9,0,5,21,0,12,19,21,20,20,5,9,21,22,21,12,0,10,15,7,19,21,0,18,15,22,16,0,0,0,21,12,2,15,3,19,20,20,0,21,18,22,21,0,3,14,0,5,9,19,21,18,0,17,18,0,0,22,0,22,8,16,21,21,19,16,10,19,0,22,20,12,21,18,21,17,23,0,13,0,2,20,16,15,19,0,21,0,18,0,22,19,20,20,14,19,19,5,3,22,16,20,0,19,13,0,6,0,0,22,0,16,19,12,0,17
nsx,17,20,0,15,23,1,15,21,18,22,19,24,22,20,0,4,16,8,5,18,23,22,9,14,22,23,20,21,23,17,18,18,20,0,6,0,0,2,12,19,14,19,23,21,14,20,21,22,21,21,21,0,19,21,15,21,18,20,16,9,15,5,20,20,23,3,19,5,18,8,19,20,6,21,22,18,19,20,20,21,22,0,23,2,20,0,0,0,18,9,9,22,1,23,21,23,20,14,12,13,19,6,8,22,8,22,0,15,16,12,19,18,3,15,8,22,18,20,21,18,0,19,16,7,21,22,21,7,23,19,19,3,4,6,21,2,10,0,10,14,22,12,19,21,20,17,6,23,5,11,0,14,15,20,0,22,15,22,0,18,0,18,8,17,12,0,7,23,19,21,8,18,19,4,9,0,12,1,22,21,17,22,18,16,21,23,3,19,21,0,20,21,22,18,8,20,22,10,0,5,22,0,8,20,22,21,21,5,13,22,23,22,4,0,21,8,0,17,22,0,19,16,23,17,13,0,0,22,12,2,7,10,20,22,21,0,22,19,20,22,0,3,0,0,3,23,20,22,19,0,18,19,0,0,23,0,23,8,16,22,22,20,18,8,20,0,23,21,12,22,19,22,18,9,0,13,9,2,21,16,17,20,0,22,0,16,0,23,20,2,21,14,20,20,12,3,23,17,22,0,20,13,0,8,0,0,23,0,18,17,13,0,18
pxy,2,2,4,4,2,0,4,3,3,2,2,2,2,2,0,2,3,2,0,3,2,2,0,2,2,2,2,2,2,3,4,2,3,0,3,0,4,3,3,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,2,4,2,2,2,2,2,2,0,2,2,2,2,4,3,2,2,1,2,3,2,0,0,0,3,2,3,2,2,2,2,2,2,3,4,3,3,2,2,2,3,2,0,3,4,4,2,3,4,3,3,2,2,2,3,3,0,2,3,3,2,2,2,2,2,2,2,0,0,2,2,3,3,2,3,4,2,4,3,2,2,2,3,2,3,2,0,4,4,2,0,2,3,2,4,2,3,2,0,3,3,3,3,2,3,2,3,3,2,0,3,3,4,0,2,3,2,2,4,2,2,2,0,2,2,3,2,2,3,2,4,2,2,2,0,3,2,1,4,3,2,2,2,0,3,2,2,2,0,0,3,4,3,2,2,0,3,3,2,3,2,0,3,2,3,1,0,2,2,2,2,0,2,2,3,2,1,0,3,1,2,2,2,2,2,1,2,3,3,0,2,0,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,0,4,0,3,3,2,4,3,0,2,2,2,0,2,3,3,2,3,3,2,0,2,2,3,2,0,3,3,3,0,0,4,2,0,4,3,3,0,3
