language,f_000,f_001,f_002,f_003,f_004,f_005,f_006,f_007,f_008,f_009,f_010,f_011,f_012,f_013,f_014,f_015,f_016,f_017,f_018,f_019,f_020,f_021,f_022,f_023,f_024,f_025,f_026,f_027,f_028,f_029,f_030,f_031,f_032,f_033,f_034,f_035,f_036,f_037,f_038,f_039,f_040,f_041,f_042,f_043,f_044,f_045,f_046,f_047,f_048,f_049,f_050,f_051,f_052,f_053,f_054,f_055,f_056,f_057,f_058,f_059,f_060,f_061,f_062,f_063,f_064,f_065,f_066,f_067,f_068,f_069,f_070,f_071,f_072,f_073,f_074,f_075,f_076,f_077,f_078,f_079,f_080,f_081,f_082,f_083,f_084,f_085,f_086,f_087,f_088,f_089,f_090,f_091,f_092,f_093,f_094,f_095,f_096,f_097,f_098,f_099,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125,f_126,f_127,f_128,f_129,f_130,f_131,f_132,f_133,f_134,f_135,f_136,f_137,f_138,f_139,f_140,f_141,f_142,f_143,f_144,f_145,f_146,f_147,f_148,f_149,f_150,f_151,f_152,f_153,f_154,f_155,f_156,f_157,f_158,f_159,f_160,f_161,f_162,f_163,f_164,f_165,f_166,f_167,f_168,f_169,f_170,f_171,f_172,f_173,f_174,f_175,f_176,f_177,f_178,f_179,f_180,f_181,f_182,f_183,f_184,f_185,f_186,f_187,f_188,f_189,f_190,f_191,f_192,f_193,f_194,f_195,f_196,f_197,f_198,f_199,f_200,f_201,f_202,f_203,f_204,f_205,f_206,f_207,f_208,f_209,f_210,f_211,f_212,f_213,f_214,f_215,f_216,f_217,f_218,f_219,f_220,f_221,f_222,f_223,f_224,f_225,f_226,f_227,f_228,f_229,f_230,f_231,f_232,f_233,f_234,f_235,f_236,f_237,f_238,f_239,f_240,f_241,f_242,f_243,f_244,f_245,f_246,f_247,f_248,f_249,f_250,f_251,f_252,f_253,f_254,f_255,f_256,f_257,f_258,f_259,f_260,f_261,f_262,f_263,f_264,f_265,f_266,f_267,f_268,f_269,f_270,f_271,f_272,f_273,f_274,f_275,f_276,f_277,f_278,f_279,f_280,f_281,f_282,f_283,f_284,f_285,f_286,f_287,f_288,f_289,f_290,f_291,f_292,f_293,f_294,f_295,f_296,f_297,f_298,f_299,f_300,f_301,f_302,f_303,f_304,f_305,f_306,f_307,f_308,f_309,f_310,f_311,f_312
cqr,11,6,20,15,17,0,1,20,19,0,12,20,0,21,16,0,21,1,18,18,20,20,21,0,21,0,21,0,18,21,21,21,20,1,16,0,16,21,19,0,19,18,0,20,18,21,21,0,13,0,0,0,20,19,0,21,19,20,20,21,20,0,20,21,20,20,21,21,0,0,21,21,1,0,21,0,21,20,20,19,1,20,0,21,15,19,15,0,17,1,21,13,19,12,1,18,19,7,20,20,21,11,21,16,18,21,17,14,0,20,21,1,19,22,20,21,8,20,1,20,19,0,17,1,0,21,20,21,16,14,18,21,0,0,17,0,20,21,12,21,21,22,21,0,21,21,0,17,20,0,20,17,20,14,15,11,1,20,20,20,0,19,0,15,0,18,20,0,19,0,19,21,8,15,20,21,19,21,18,0,20,15,1,0,21,0,0,19,13,19,21,21,17,14,21,0,15,14,16,21,21,7,0,12,16,0,20,21,0,15,21,0,19,21,21,20,21,21,1,1,21,18,21,21,1,21,0,21,17,20,20,20,5,13,10,0,18,21,0,0,0,16,21,19,15,0,0,1,20,21,20,18,17,18,21,16,0,16,0,20,21,20,0,9,0,21,10,20,13,20,0,6,1,0,21,0,15,17,19,20,20,21,13,10,0,18,19,18,20,1,20,18,18,12,17,18,0,20,21,10,21,21,0,16,0,20,21,21,21,14,0,0,20
dlp,8,1,12,11,11,12,2,13,13,0,7,16,0,13,10,7,14,14,11,12,13,13,14,0,13,11,14,3,12,13,13,13,13,8,0,0,7,13,12,0,12,11,0,14,13,13,13,0,8,13,10,0,13,11,0,13,13,13,12,15,13,3,13,13,11,13,13,13,0,2,13,15,13,0,13,0,13,14,15,13,0,14,5,13,10,12,1,1,12,0,13,8,12,9,5,12,12,0,13,13,14,7,13,11,12,13,12,1,0,12,14,14,12,15,14,13,6,14,0,13,12,2,13,11,0,14,13,13,11,0,1,13,0,0,10,14,12,13,8,14,13,14,13,1,14,13,5,11,12,2,14,13,13,7,8,6,0,13,14,13,7,11,0,10,13,10,13,2,12,0,13,13,5,10,13,13,13,13,12,0,13,9,7,1,13,13,2,14,3,13,13,14,10,1,13,8,0,10,10,14,13,6,2,2,10,0,13,13,4,9,14,1,12,13,13,12,14,14,2,0,14,10,14,15,8,14,15,13,13,13,13,13,2,7,7,10,9,14,9,0,10,14,13,13,10,0,0,15,14,14,13,12,10,14,14,1,0,11,0,13,13,13,2,0,0,13,0,14,12,13,5,3,13,0,13,0,11,12,10,13,12,13,9,7,2,11,12,12,12,0,14,13,11,2,11,10,10,13,15,0,15,14,0,11,0,14,15,14,13,0,0,0,15
drv,12,8,22,16,19,20,1,22,20,0,1,22,0,23,17,16,23,1,20,21,22,23,23,0,23,17,24,8,21,23,23,23,22,1,17,0,18,24,21,0,21,20,0,22,20,23,23,0,15,21,17,0,23,22,7,23,21,22,22,23,22,0,22,24,22,22,23,23,0,0,23,24,19,0,22,0,24,23,23,21,11,22,0,23,16,21,17,0,19,1,23,14,21,14,1,0,21,0,22,23,24,1,24,18,21,24,1,17,0,22,23,21,21,0,23,22,0,22,1,22,0,5,0,17,0,23,21,23,0,1,21,23,0,2,19,21,22,23,0,23,23,24,23,4,23,23,0,19,22,5,22,18,22,0,17,12,10,22,22,22,10,21,7,17,16,20,22,0,21,0,1,23,9,16,22,23,21,24,20,9,22,17,13,0,23,21,10,20,1,21,23,23,0,0,24,0,1,15,18,23,24,0,0,0,18,0,23,23,8,17,23,0,22,24,23,22,23,23,17,2,0,21,24,23,1,23,22,23,0,23,22,22,7,15,11,0,20,23,14,0,14,17,23,21,16,0,0,1,22,22,22,20,19,20,24,19,0,0,0,22,23,22,0,10,0,23,11,22,0,22,0,7,1,0,23,0,17,19,21,22,22,23,15,12,0,19,21,20,23,11,22,20,1,0,1,20,15,22,22,1,23,23,0,18,0,21,23,22,23,0,1,0,0
egm,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,1,0,1,0,0,2,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,1,1,0,1,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1
ekp,12,8,23,17,19,20,1,22,20,0,1,22,0,23,17,16,24,17,20,20,22,22,24,0,24,16,23,8,20,24,24,24,23,1,1,0,18,23,22,0,21,20,0,23,20,24,24,0,15,22,17,0,21,21,7,24,22,23,23,24,23,0,23,23,23,22,24,23,0,0,24,23,19,0,23,0,23,21,22,0,11,23,0,24,17,21,17,0,19,1,24,14,22,14,1,0,21,0,22,22,23,1,23,18,19,23,1,16,0,23,23,21,21,0,22,22,0,22,1,23,0,5,0,18,0,24,21,24,0,1,20,24,0,2,19,23,22,24,0,24,24,0,23,4,24,24,0,20,22,0,23,18,22,0,17,14,10,23,22,22,10,21,8,17,16,21,22,0,22,0,1,23,9,16,23,23,22,23,20,9,23,17,13,0,24,21,0,20,15,21,24,23,0,0,23,0,1,16,19,24,23,0,0,0,19,0,22,24,8,17,24,0,21,23,24,23,22,23,17,2,0,20,23,23,1,24,22,24,0,22,23,22,7,15,11,0,20,24,14,0,14,17,24,0,16,0,0,19,23,22,23,21,19,20,23,18,0,0,0,22,24,23,0,11,0,24,11,23,14,23,0,7,1,0,24,0,17,19,22,23,22,24,15,11,0,19,21,20,22,11,22,20,1,0,1,0,15,23,22,1,24,23,0,18,0,21,23,22,24,0,1,0,0
ftz,0,2,4,4,4,6,2,5,6,0,0,5,2,4,1,2,5,5,1,5,3,4,4,2,4,6,4,0,2,4,4,4,5,2,0,0,1,4,2,0,4,1,0,4,4,4,4,0,3,5,4,0,4,4,0,4,3,4,2,6,4,2,4,4,1,5,4,4,0,1,4,4,4,4,3,0,5,2,5,4,0,1,1,4,4,5,3,0,5,0,4,2,3,2,2,5,4,3,4,4,4,0,4,2,2,4,0,3,0,2,5,3,6,3,4,3,2,1,0,4,3,2,5,4,0,4,4,2,3,2,5,4,0,0,2,5,1,4,3,4,2,5,4,1,4,4,1,4,2,2,4,5,5,2,4,3,0,4,3,4,3,2,3,3,6,2,4,3,4,0,4,2,0,4,4,4,1,4,5,0,2,3,0,1,4,2,3,4,0,2,4,4,2,2,4,3,5,2,4,4,4,0,0,3,4,0,4,4,0,2,4,1,4,4,4,4,5,5,3,0,5,4,4,5,0,4,6,4,6,4,4,4,0,0,3,5,3,4,3,0,0,5,4,5,4,0,1,6,5,4,4,3,2,2,4,4,0,2,0,4,4,4,3,0,0,4,2,2,5,4,1,2,7,0,4,0,5,5,2,4,4,4,3,2,6,6,4,4,2,0,4,3,3,3,5,4,3,2,4,5,4,4,3,1,0,4,4,3,4,3,0,0,5
gjy,0,5,7,6,1,10,3,8,2,0,6,9,0,7,7,2,8,8,6,1,6,8,7,0,7,8,7,0,5,7,7,7,8,5,6,0,1,7,8,0,8,5,4,6,7,7,7,0,6,9,6,0,8,7,0,7,7,7,6,8,7,0,7,7,6,8,7,7,0,0,7,7,7,1,9,0,8,8,8,8,0,8,4,7,1,7,9,0,1,4,7,4,6,5,0,2,6,4,7,7,7,5,7,6,7,7,7,7,0,6,9,10,9,9,8,8,1,7,0,8,7,2,6,7,0,7,8,7,6,6,8,7,0,0,7,9,6,7,6,7,7,8,7,2,7,7,1,8,7,3,7,7,1,4,7,0,5,7,6,7,5,6,0,7,2,6,6,9,7,0,10,7,3,6,7,7,6,7,7,5,7,6,5,3,7,8,2,8,8,7,7,6,4,1,7,2,8,4,7,7,7,0,0,7,6,0,8,7,0,6,7,1,8,7,7,7,7,1,7,0,8,8,7,9,4,7,9,7,2,7,7,7,0,4,0,7,5,7,2,0,5,7,7,8,7,0,0,10,8,8,8,8,7,7,7,6,0,6,3,8,7,7,7,3,0,7,4,8,4,8,3,2,10,0,8,0,7,8,7,8,7,7,0,0,2,2,6,7,7,0,8,8,9,7,8,8,5,6,7,0,7,7,5,4,0,7,7,8,7,5,0,0,8
gvx,10,1,17,13,15,17,2,17,16,0,10,18,0,18,14,12,18,16,15,15,17,17,18,5,18,14,18,6,15,18,18,18,17,10,14,0,13,18,16,0,16,15,9,17,15,18,18,6,1,17,14,4,17,16,0,18,0,17,17,19,17,0,17,18,17,17,18,18,0,0,18,18,15,10,18,0,18,17,17,16,8,17,7,18,12,16,1,0,15,0,18,0,16,1,7,15,16,0,17,17,18,9,18,14,15,18,14,11,1,17,1,17,1,19,17,18,1,17,0,17,16,2,10,0,0,18,17,18,13,11,16,18,0,0,14,18,17,18,10,18,18,19,18,1,18,18,1,14,17,2,17,16,17,11,12,9,8,17,17,17,2,16,0,12,15,15,17,16,16,0,17,18,7,12,17,18,16,18,15,0,17,0,0,1,18,17,8,16,9,16,18,18,14,11,18,2,0,2,13,18,18,0,4,2,13,1,17,18,5,12,18,1,16,18,18,17,18,18,13,0,18,15,18,19,10,18,18,18,14,17,17,17,0,11,9,12,15,18,11,0,0,1,18,16,0,0,0,3,17,18,17,16,14,15,18,13,0,2,0,17,18,17,11,8,0,18,7,17,2,17,0,5,17,0,18,0,12,0,16,17,17,18,1,0,2,16,16,15,17,8,17,15,14,2,15,15,2,17,18,8,18,18,9,13,0,12,18,18,18,11,0,0,17
hms,2,1,1,4,2,4,2,2,3,0,2,2,0,1,2,2,3,3,2,2,1,1,1,0,1,4,1,0,1,1,1,1,2,2,3,0,2,1,1,0,1,2,0,2,3,1,1,0,2,2,3,0,1,1,2,1,2,1,1,3,1,0,1,1,2,2,1,1,0,1,1,1,3,2,2,0,2,1,2,2,0,2,0,1,2,2,2,0,2,2,1,1,1,2,2,3,0,2,1,1,1,3,1,3,1,1,3,2,0,1,2,4,3,2,1,2,3,1,0,1,2,2,3,0,0,1,1,1,3,2,2,1,0,0,1,2,2,1,2,1,1,2,1,1,1,1,1,3,1,2,1,3,2,3,1,2,3,1,2,1,3,1,2,1,4,1,1,4,1,0,5,1,0,2,1,1,2,1,2,2,1,2,0,1,1,3,2,1,4,1,1,1,0,1,1,2,3,2,1,1,1,2,0,4,2,0,1,1,0,1,1,1,1,1,1,1,2,2,3,0,3,1,1,2,0,1,3,1,3,1,1,2,0,1,0,3,1,1,4,0,1,2,1,2,3,0,0,4,2,1,1,2,1,3,1,2,0,3,0,1,1,1,4,1,0,1,2,1,3,1,1,2,4,0,1,0,3,2,1,1,1,1,2,3,4,3,1,1,1,2,1,2,0,2,3,3,3,1,1,3,1,1,2,2,0,1,1,2,1,2,0,0,2
iny,9,1,15,0,13,15,2,15,14,0,7,15,0,16,12,10,12,0,13,13,11,14,13,4,16,3,16,3,11,16,16,16,15,9,13,0,11,16,14,2,14,13,6,12,11,16,16,5,9,12,11,0,15,13,0,16,14,15,15,17,15,3,15,14,15,15,16,16,0,0,16,16,10,8,16,0,16,12,1,11,0,12,6,16,8,1,13,1,13,0,14,9,13,9,5,13,14,0,15,14,13,0,16,9,13,16,11,1,0,15,17,15,15,17,13,15,6,13,0,15,13,2,14,12,0,16,15,14,9,9,14,16,0,0,12,15,15,16,8,16,16,17,14,1,16,16,4,12,15,4,12,14,15,9,10,7,0,15,12,15,2,13,0,10,3,12,15,14,14,0,15,16,0,10,15,16,14,16,11,0,14,10,8,4,16,15,6,12,3,12,16,16,11,9,16,2,11,11,11,16,16,0,2,2,11,0,15,16,0,1,16,1,14,16,16,15,13,16,11,0,15,13,16,17,7,13,17,16,12,15,14,15,2,9,8,10,11,16,9,0,11,13,16,13,10,1,0,13,15,16,15,13,10,13,13,10,0,12,4,11,16,14,2,0,4,16,5,11,9,15,4,3,15,0,16,0,10,13,14,15,15,16,10,6,10,14,14,12,15,0,11,14,12,2,11,13,11,15,16,0,14,16,7,8,0,15,14,16,16,0,0,0,14
kox,0,1,18,14,1,2,7,18,17,0,11,19,0,19,1,13,19,0,16,16,18,18,19,0,19,3,19,0,16,19,19,19,18,0,0,0,14,19,17,0,17,16,0,18,16,19,19,7,12,18,15,5,18,17,0,19,17,18,18,20,18,4,18,19,19,18,19,19,0,0,19,19,16,11,19,1,19,18,18,17,9,18,8,19,13,17,1,0,1,8,19,11,17,11,8,16,17,0,18,18,19,0,19,15,16,19,15,13,0,18,19,18,17,20,18,19,1,18,0,18,17,2,16,0,0,19,18,19,15,12,17,19,0,0,15,19,18,19,11,19,19,20,19,3,19,19,1,15,18,2,18,2,18,12,13,5,0,18,18,19,2,17,0,13,3,16,18,2,17,3,2,19,0,12,18,19,17,19,16,0,18,13,10,5,19,18,2,17,12,17,19,19,15,12,19,2,14,13,15,19,19,0,0,2,14,0,18,19,6,13,19,6,17,19,19,18,19,19,14,0,19,16,19,1,11,19,19,19,15,18,18,18,0,0,0,13,16,19,12,0,0,15,19,17,14,0,0,17,18,19,18,1,15,16,19,14,0,14,0,18,19,18,12,0,5,19,8,18,2,18,6,3,18,0,19,0,13,15,17,18,18,19,12,8,2,1,17,16,18,9,18,16,16,2,0,16,13,18,19,8,19,19,10,14,0,18,19,19,19,12,0,0,18
kry,7,1,11,10,10,12,6,12,12,0,8,13,0,12,10,6,13,13,10,11,12,12,12,0,12,10,13,4,10,12,12,12,1,7,12,0,8,12,11,0,11,10,0,13,12,12,12,0,7,11,9,2,12,12,0,12,12,12,11,13,12,0,12,12,12,12,12,12,0,0,12,13,11,0,14,0,12,13,13,12,6,13,5,12,9,11,12,1,11,5,12,7,11,10,6,11,11,5,12,12,12,0,12,10,11,12,9,9,0,11,13,13,13,13,12,14,1,11,0,12,11,2,12,10,0,13,11,12,10,0,12,12,0,0,10,13,11,12,9,12,12,13,12,1,12,12,4,1,11,2,13,10,12,2,9,0,7,12,13,12,2,12,0,11,12,11,11,12,11,0,12,12,0,11,12,12,10,12,10,0,12,8,7,1,12,12,2,13,3,10,12,12,9,7,12,7,10,9,9,12,12,5,0,2,9,0,12,12,3,8,12,1,11,12,12,11,12,12,10,0,13,9,12,13,0,12,2,12,2,12,12,12,3,0,6,11,10,12,10,0,0,12,12,14,11,0,0,14,1,12,11,11,11,11,12,9,0,10,0,12,12,12,8,6,0,12,0,12,10,11,4,3,14,0,12,0,9,11,11,12,13,12,8,0,9,10,11,13,11,6,12,1,10,2,12,11,9,11,13,9,12,12,0,9,0,13,12,12,12,9,0,0,13
opu,8,1,13,11,11,14,2,14,13,0,7,14,0,14,10,8,15,14,11,12,14,13,15,0,14,11,15,3,13,14,14,14,13,8,0,0,10,14,12,0,12,11,7,15,11,14,15,0,8,14,12,0,13,11,0,14,13,13,13,16,13,3,13,15,14,13,14,14,0,0,14,14,12,0,13,0,14,14,14,13,0,14,5,14,10,13,1,1,12,6,15,8,12,9,5,12,12,0,13,13,15,7,14,11,12,14,10,1,0,13,15,14,12,14,15,16,7,12,0,13,12,2,13,11,0,15,12,15,11,0,1,14,0,0,10,14,13,14,8,13,14,16,15,1,13,14,4,11,13,2,15,11,13,7,8,8,0,13,14,13,7,11,0,10,13,10,12,2,12,0,13,15,5,10,13,14,11,14,13,0,13,9,7,1,14,13,7,14,3,11,14,13,10,1,14,8,0,10,10,13,14,6,2,2,10,0,13,14,4,10,13,1,12,14,14,13,15,13,2,0,14,11,13,14,8,15,15,14,11,13,15,13,2,6,7,10,12,15,9,0,9,11,14,13,10,0,0,15,1,13,12,12,10,14,15,1,0,11,0,14,14,15,2,0,0,14,0,13,11,12,5,3,13,0,14,0,8,12,13,13,12,14,9,0,2,13,12,12,13,0,13,12,11,2,11,10,10,12,14,0,13,13,0,10,0,14,13,13,14,0,0,0,12
osu,0,1,5,5,5,7,4,6,7,0,5,6,0,5,4,2,6,6,4,6,4,5,5,3,5,2,5,1,3,5,5,5,6,4,5,0,4,5,5,0,5,4,0,5,5,5,5,0,5,6,5,0,5,5,0,5,5,5,4,7,5,0,5,5,4,6,5,5,0,0,5,5,5,1,6,0,6,5,6,5,3,5,2,5,5,6,6,0,6,3,5,3,4,4,4,6,5,0,5,5,5,0,5,0,4,5,4,6,0,4,6,7,7,6,5,6,1,4,0,5,5,2,2,0,0,5,5,5,5,4,6,5,0,0,4,6,4,5,5,5,5,6,5,1,5,5,1,5,5,2,5,6,6,2,5,0,4,5,5,5,4,5,0,4,7,4,5,6,5,0,8,5,0,5,5,5,5,5,1,4,5,4,0,1,5,5,2,5,0,4,5,5,3,4,5,4,0,3,5,5,5,0,0,3,5,0,5,5,0,3,5,2,5,5,5,5,6,6,4,0,6,5,5,6,3,5,7,5,2,5,5,5,0,3,0,2,4,5,6,0,3,6,5,6,0,0,2,7,6,5,5,5,4,1,5,5,0,5,2,5,5,5,6,0,3,5,0,5,7,5,2,4,8,0,5,0,2,6,4,5,5,5,5,0,7,7,5,5,4,4,5,6,6,5,6,6,4,4,5,6,5,5,1,3,0,5,5,5,5,0,0,0,6
oxz,9,1,14,0,12,13,2,11,13,0,9,15,0,15,11,9,16,0,12,13,15,15,16,4,15,12,12,3,11,15,15,15,14,8,13,0,9,15,13,2,13,12,6,12,11,15,14,4,10,15,11,0,14,14,0,15,15,14,14,14,14,3,14,16,13,14,15,15,0,0,15,12,10,0,15,0,15,15,1,14,0,15,6,15,8,14,1,1,11,0,16,0,14,9,5,14,13,0,14,15,16,0,15,12,13,15,13,1,0,14,16,0,14,16,13,15,6,15,3,14,14,4,11,13,0,12,14,16,9,9,13,15,0,0,11,16,14,15,8,15,15,15,16,1,15,15,4,12,14,2,12,12,14,8,8,7,0,14,15,14,8,14,0,10,3,13,14,13,13,0,14,14,0,10,14,15,12,15,11,0,15,11,7,1,15,14,6,12,10,14,15,15,12,8,15,2,0,8,11,15,15,0,3,2,11,0,14,15,0,1,15,1,13,15,15,14,16,15,11,0,16,12,15,16,7,16,16,15,12,14,14,14,2,8,8,10,13,13,9,0,0,13,15,13,12,1,0,13,13,15,14,14,12,13,16,11,0,9,4,15,15,14,9,7,4,15,0,15,9,14,4,3,15,0,15,0,10,13,12,14,14,15,10,6,2,12,13,12,14,0,15,12,13,2,13,12,2,14,12,0,16,15,8,8,0,16,16,15,15,0,0,0,14
uvz,0,1,19,0,16,18,2,19,18,0,0,1,3,20,15,14,20,0,17,17,19,19,20,0,20,15,20,7,17,20,20,20,19,0,15,0,15,20,18,0,18,17,10,19,17,20,20,0,11,19,16,0,19,18,0,20,18,19,19,2,19,0,19,20,18,19,20,20,0,3,20,20,17,0,20,0,20,19,19,18,10,19,0,20,14,18,14,0,16,9,20,12,18,1,0,17,18,6,19,19,20,10,20,0,17,20,16,12,2,19,20,19,18,21,19,20,1,19,0,19,18,2,10,15,0,20,19,20,14,13,1,20,0,0,16,20,19,20,0,20,20,21,20,1,20,20,1,16,19,2,19,2,19,13,14,10,9,19,19,18,2,18,0,14,3,17,19,17,18,0,18,20,0,14,19,20,18,20,17,8,19,14,11,1,20,19,2,18,9,18,20,20,16,13,20,2,13,2,14,20,20,0,0,11,15,0,19,20,7,14,20,1,18,20,20,19,20,20,15,0,20,17,20,20,0,20,20,20,16,19,19,19,4,12,0,14,17,20,12,0,13,1,20,18,0,0,0,3,19,20,19,17,16,17,20,15,0,15,0,19,20,19,2,0,0,20,9,19,2,19,7,3,0,0,20,0,14,16,18,19,19,20,1,9,12,17,18,17,19,7,19,17,17,2,16,17,14,19,20,8,20,20,0,15,0,19,20,20,20,13,0,0,19
