ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
817	BanPaw	road, path	n teɲ	n teɲ	Ø/ə n + t e ɲ		1-52
818	ChaYeQing	road, path	ndɔːn	ndɔːn	Ø/ə n + d ɔː n		2-52
819	GuangKa	road, path	ndɔːn	ndɔːn	Ø/ə n + d ɔː n		2-52
820	MangBang	road, path	ndɔːn	ndɔːn	Ø/ə n + d ɔː n		2-52
821	NanSang	road, path	n dɔn	n dɔn	Ø/ə n + d ɔ n		2-52
209	NamHsan	root	riah	riah	r i/j a h		1-14
210	KhunHawt	root	riah	riah	r i/j a h		1-14
211	HtanHsan	root	riah hej	riah hej	r i/j a h + h ei̯		1-14
212	PangKham	root	riah	riah	r i/j a h		1-14
213	ManLoi	root	riah hej	riah hej	r i/j a h + h ei̯		1-14
214	MengDan	root	riah hiː	riah hiː	r i/j a h + h iː		1-14
215	ChuDongGua	root	riahhi	riahhi	r i/j a h + h i		1-14
216	XiangZhaiTang	root	riahhej	riahhej	r i/j a h + h ei̯		1-14
217	PongNuea	root	riah	riah	r i/j a h		1-14
218	NyaungGone	root	riah	riah	r i/j a h		1-14
219	NoeLae	root	riah	riah	r i/j a h		1-14
220	BanPaw	root	riah	riah	r i/j a h		1-14
221	ChaYeQing	root	ɣəhhɔj	ɣəhhɔj	ɣ ə h + h ɔi̯		2-14
222	GuangKa	root	ʐəh hɔːj	ʐəh hɔːj	ʐ ə h + h ɔːi̯		2-14
223	MangBang	root	ɣəh	ɣəh	ɣ ə h		2-14
224	NanSang	root	rəhhɔj	rəhhɔj	r ə h + h ɔi̯		2-14
1140	NamHsan	rub hard with both hands	sakuaɁ	sakuaɁ	s a + k u/w a ʔ		1-73
1141	KhunHawt	rub hard with both hands	dudit	dudit	d u + d i t		2-73
1142	HtanHsan	rub hard with both hands	thutheiɁ	thutheiɁ	tʰ u + tʰ ei̯ ʔ		3-73
1143	PangKham	rub hard with both hands	sabɔt	sabɔt	s a + b ɔ t		4-73
1144	ManLoi	rub hard with both hands	saɓɔɁ	saɓɔɁ	s a + ɓ ɔ ʔ		4-73
1145	MengDan	rub hard with both hands	thuʔɗaj	thuʔɗaj	tʰ u ʔ + ɗ ai̯		2-73
1146	ChuDongGua	rub hard with both hands	səɓɔːt ɗaj	səɓɔːt ɗaj	s ə + ɓ ɔː t + ɗ ai̯		4-73
1147	XiangZhaiTang	rub hard with both hands	saboɁ	saboɁ	s a + b o ʔ		4-73
1148	PongNuea	rub hard with both hands	sabɔːɁ	sabɔːɁ	s a + b ɔː ʔ		4-73
1149	NyaungGone	rub hard with both hands	sabɔʔ	sabɔʔ	s a + b ɔ ʔ		4-73
1150	NoeLae	rub hard with both hands	sabɔ	sabɔ	s a + b ɔ		4-73
1151	BanPaw	rub hard with both hands	sabɔɁ	sabɔɁ	s a + b ɔ ʔ		4-73
1152	ChaYeQing	rub hard with both hands	səboɁ	səboɁ	s ə + b o ʔ		4-73
1153	GuangKa	rub hard with both hands	thuthik	thuthik	tʰ u + tʰ i k		3-73
1154	MangBang	rub hard with both hands	thuthiː	thuthiː	tʰ u + tʰ iː		3-73
1155	NanSang	rub hard with both hands	thuthiː	thuthiː	tʰ u + tʰ iː		3-73
289	NamHsan	salty	ʨɛːm	ʨɛːm	tɕ ɛː m		1-19
290	KhunHawt	salty	saŋ	saŋ	s a ŋ		2-19
291	HtanHsan	salty	sɔɁ saŋ	sɔɁ saŋ	s ɔ ʔ + s a ŋ		2-19
292	PangKham	salty	jɛːm	jɛːm	j ɛː m		1-19
293	ManLoi	salty	sɛɁ saŋ	sɛɁ saŋ	s ɛ ʔ + s a ŋ		2-19
294	MengDan	salty	saŋ	saŋ	s a ŋ		2-19
295	ChuDongGua	salty	ʨeːm	ʨeːm	tɕ eː m		1-19
296	XiangZhaiTang	salty	sɛɁsɔŋ	sɛɁsɔŋ	s ɛ ʔ + s ɔ ŋ		2-19
297	PongNuea	salty	sɔŋ	sɔŋ	s ɔ ŋ		2-19
298	NyaungGone	salty	sɔk	sɔk	s ɔ k		2-19
299	NoeLae	salty	sɔŋ	sɔŋ	s ɔ ŋ		2-19
300	BanPaw	salty	sɔŋ	sɔŋ	s ɔ ŋ		2-19
301	ChaYeQing	salty	ʨeːm	ʨeːm	tɕ eː m		1-19
302	GuangKa	salty	ʨɛːm	ʨɛːm	tɕ ɛː m		1-19
303	MangBang	salty	ʨeːm	ʨeːm	tɕ eː m		1-19
304	NanSang	salty	sɔŋ	sɔŋ	s ɔ ŋ		2-19
1045	NamHsan	scratch	graːɁ	graːɁ	g r aː ʔ		1-67
1046	KhunHawt	scratch	kraːjɁ	kraːjɁ	k r aːi̯ ʔ		1-67
1047	HtanHsan	scratch	kraːjɁ	kraːjɁ	k r aːi̯ ʔ		1-67
1048	PangKham	scratch	kriah	kriah	k r i/j a h		1-67
1049	ManLoi	scratch	kriaɁ	kriaɁ	k r i/j a ʔ		1-67
1050	MengDan	scratch	boʔ	boʔ	b o ʔ		2-67
1051	ChuDongGua	scratch	boʔ	boʔ	b o ʔ		2-67
1052	XiangZhaiTang	scratch	bouɁ	bouɁ	b ou̯ ʔ		2-67
1053	PongNuea	scratch	bouɁ	bouɁ	b ou̯ ʔ		2-67
1054	NyaungGone	scratch	bouʔ	bouʔ	b ou̯ ʔ		2-67
1055	NoeLae	scratch	bouɁ	bouɁ	b ou̯ ʔ		2-67
1056	BanPaw	scratch	bouɁ	bouɁ	b ou̯ ʔ		2-67
1057	ChaYeQing	scratch	ɓok	ɓok	ɓ o k		2-67
1058	GuangKa	scratch	pok	pok	p o k		2-67
1059	MangBang	scratch	pok	pok	p o k		2-67
1060	NanSang	scratch	kabaːn	kabaːn	k a + b aː n		3-67
902	NamHsan	see	ŋәːp	ŋәːp	ŋ əː p		1-58
903	KhunHawt	see	ʥәː	ʥәː	dʑ əː		2-58
904	HtanHsan	see	jəː	jəː	j əː		2-58
905	PangKham	see	ʥәɯ	ʥәɯ	dʑ ə ɯ		2-58
906	ManLoi	see	ʥәː	ʥәː	dʑ əː		2-58
907	MengDan	see	ʥɨː	ʥɨː	dʑ ɨː		2-58
908	ChuDongGua	see	jɨː	jɨː	j ɨː		2-58
909	XiangZhaiTang	see	jəɯ	jəɯ	j əɯ̯		2-58
910	PongNuea	see	jəɯ	jəɯ	j əɯ̯		2-58
911	NyaungGone	see	jə	jə	j ə		2-58
912	NoeLae	see	jə	jə	j ə		2-58
913	BanPaw	see	jə	jə	j ə		2-58
914	ChaYeQing	see	ʥeːw	ʥeːw	dʑ eː w		2-58
915	GuangKa	see	jew	jew	j eu̯		2-58
916	MangBang	see	jew	jew	j eu̯		2-58
917	NanSang	see	jew	jew	j eu̯		2-58
822	NamHsan	sew	ʥɨŋ	ʥɨŋ	dʑ ɨ ŋ		1-53
823	KhunHawt	sew	ʥeɲ	ʥeɲ	dʑ e ɲ		1-53
824	HtanHsan	sew	ʥiɲ	ʥiɲ	dʑ i ɲ		1-53
825	PangKham	sew	ʨiŋ	ʨiŋ	tɕ i ŋ		1-53
826	ManLoi	sew	ʨin	ʨin	tɕ i n		1-53
827	MengDan	sew	ʨiŋ	ʨiŋ	tɕ i ŋ		1-53
828	ChuDongGua	sew	ʥiŋ	ʥiŋ	dʑ i ŋ		1-53
829	XiangZhaiTang	sew	ʨiɲ	ʨiɲ	tɕ i ɲ		1-53
830	PongNuea	sew	ʨiɲ	ʨiɲ	tɕ i ɲ		1-53
831	NyaungGone	sew	cin	cin	c i n		1-53
832	NoeLae	sew	ciɲ	ciɲ	c i ɲ		1-53
833	BanPaw	sew	cin	cin	c i n		1-53
834	ChaYeQing	sew	ʥen	ʥen	dʑ e n		1-53
835	GuangKa	sew	kaʥən	kaʥən	k a + dʑ ə n		1-53
836	MangBang	sew	ʥən	ʥən	dʑ ə n		1-53
837	NanSang	sew	ʥən	ʥən	dʑ ə n		1-53
1077	NamHsan	sit	mɔɁ	mɔɁ	m ɔ ʔ		1-69
1078	KhunHawt	sit	moɁ	moɁ	m o ʔ		1-69
1079	HtanHsan	sit	mɔɁ	mɔɁ	m ɔ ʔ		1-69
1080	PangKham	sit	mɔŋ	mɔŋ	m ɔ ŋ		2-69
1081	ManLoi	sit	mɔŋ	mɔŋ	m ɔ ŋ		2-69
1082	MengDan	sit	ŋoːj	ŋoːj	ŋ oːi̯		3-69
1083	ChuDongGua	sit	ŋoːj	ŋoːj	ŋ oːi̯		3-69
1084	XiangZhaiTang	sit	kɔj	kɔj	k ɔi̯		4-69
1085	PongNuea	sit	tuic	tuic	t ui̯ c		5-69
1086	NyaungGone	sit	tuc	tuc	t u c		5-69
1087	NoeLae	sit	tuc	tuc	t u c		5-69
1088	BanPaw	sit	tut	tut	t u t		5-69
1089	ChaYeQing	sit	Ɂak	Ɂak	ʔ a k		6-69
1090	GuangKa	sit	Ɂɔk	Ɂɔk	ʔ ɔ k		6-69
1091	MangBang	sit	Ɂɔk	Ɂɔk	ʔ ɔ k		6-69
1092	NanSang	sit	Ɂak	Ɂak	ʔ a k		6-69
729	NamHsan	skin	hur	hur	h u r		1-47
730	KhunHawt	skin	hur	hur	h u r		1-47
731	HtanHsan	skin	huːr	huːr	h uː r		1-47
732	PangKham	skin	huːn	huːn	h uː n		1-47
733	ManLoi	skin	hur	hur	h u r		1-47
734	MengDan	skin	hur	hur	h u r		1-47
735	ChuDongGua	skin	hur	hur	h u r		1-47
736	XiangZhaiTang	skin	huːn	huːn	h uː n		1-47
737	PongNuea	skin	huːn	huːn	h uː n		1-47
738	NyaungGone	skin	hun	hun	h u n		1-47
739	NoeLae	skin	hun	hun	h u n		1-47
740	BanPaw	skin	hun	hun	h u n		1-47
741	ChaYeQing	skin	huː	huː	h uː		2-47
742	GuangKa	skin	huː	huː	h uː		2-47
743	MangBang	skin	huː	huː	h uː		2-47
744	NanSang	skin	huː	huː	h uː		2-47
1029	NamHsan	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1030	KhunHawt	sleep	Ɂiːt	Ɂiːt	ʔ iː t		1-66
1031	HtanHsan	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1032	PangKham	sleep	Ɂiːt	Ɂiːt	ʔ iː t		1-66
1033	ManLoi	sleep	Ɂit	Ɂit	ʔ i t		1-66
1034	MengDan	sleep	ʔit	ʔit	ʔ i t		1-66
1035	ChuDongGua	sleep	ʔit	ʔit	ʔ i t		1-66
1036	XiangZhaiTang	sleep	ʔiʔ	ʔiʔ	ʔ i ʔ		1-66
1037	PongNuea	sleep	ʔiːʔ	ʔiːʔ	ʔ iː ʔ		1-66
1038	NyaungGone	sleep	ʔiʔ	ʔiʔ	ʔ i ʔ		1-66
1039	NoeLae	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1040	BanPaw	sleep	ʔit	ʔit	ʔ i t		1-66
1041	ChaYeQing	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1042	GuangKa	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1043	MangBang	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
1044	NanSang	sleep	ɁiɁ	ɁiɁ	ʔ i ʔ		1-66
886	NamHsan	smell	khriɁ	khriɁ	kʰ r i ʔ		1-57
887	KhunHawt	smell	kruət	kruət	k r u/w ə t		1-57
888	HtanHsan	smell	khrɨʔ	khrɨʔ	kʰ r ɨ ʔ		1-57
889	PangKham	smell	khrɔːt	khrɔːt	kʰ r ɔː t		1-57
890	ManLoi	smell	khrit	khrit	kʰ r i t		1-57
891	MengDan	smell	ʔujh	ʔujh	ʔ ui̯ h		2-57
892	ChuDongGua	smell	ʔujh	ʔujh	ʔ ui̯ h		2-57
893	XiangZhaiTang	smell	Ɂuh	Ɂuh	ʔ u h		2-57
894	PongNuea	smell	ɲ̥ɔːɁ	ɲ̥ɔːɁ	ɲ̊ ɔː ʔ		3-57
895	NyaungGone	smell	ɲ̥ɔʔ	ɲ̥ɔʔ	ɲ̊ ɔ ʔ		3-57
896	NoeLae	smell	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		3-57
897	BanPaw	smell	ɲ̥ɔɁ	ɲ̥ɔɁ	ɲ̊ ɔ ʔ		3-57
898	ChaYeQing	smell	ʔuh	ʔuh	ʔ u h		2-57
899	GuangKa	smell	ɲɔjɁ	ɲɔjɁ	ɲ ɔi̯ ʔ		3-57
900	MangBang	smell	ɲɔːj?	ɲɔːj?	ɲ ɔːi̯ ʔ		3-57
901	NanSang	smell	ɲɔjɁ	ɲɔjɁ	ɲ ɔi̯ ʔ		3-57
870	NamHsan	smoke	ɗɨʔŋar	ɗɨʔŋar	ɗ ɨ ʔ + ŋ a r		1-56
871	KhunHawt	smoke	ɗәk	ɗәk	ɗ ə k		1-56
872	HtanHsan	smoke	ɗәkŋal	ɗәkŋal	ɗ ə k + ŋ a l		1-56
873	PangKham	smoke	ɗɔk ŋɔː	ɗɔk ŋɔː	ɗ ɔ k + ŋ ɔː		1-56
874	ManLoi	smoke	ɗak	ɗak	ɗ a k		1-56
875	MengDan	smoke	ɗɔʔ	ɗɔʔ	ɗ ɔ ʔ		1-56
876	ChuDongGua	smoke	ɗɔːk	ɗɔːk	ɗ ɔː k		1-56
877	XiangZhaiTang	smoke	dak	dak	d a k		1-56
878	PongNuea	smoke	dak	dak	d a k		1-56
879	NyaungGone	smoke	dăk	dăk	d ă k		1-56
880	NoeLae	smoke	dăk	dăk	d ă k		1-56
881	BanPaw	smoke	dăk	dăk	d ă k		1-56
882	ChaYeQing	smoke	ɗak	ɗak	ɗ a k		1-56
883	GuangKa	smoke	tak	tak	t a k		1-56
884	MangBang	smoke	tak	tak	t a k		1-56
885	NanSang	smoke	tak	tak	t a k		1-56
433	NamHsan	snake	haɲ	haɲ	h a ɲ		1-28
434	KhunHawt	snake	heɲ	heɲ	h e ɲ		1-28
435	HtanHsan	snake	heɲ	heɲ	h e ɲ		1-28
436	PangKham	snake	haɲ	haɲ	h a ɲ		1-28
437	ManLoi	snake	han	han	h a n		1-28
438	MengDan	snake	hɔn	hɔn	h ɔ n		1-28
439	ChuDongGua	snake	hɔɲ	hɔɲ	h ɔ ɲ		1-28
440	XiangZhaiTang	snake	haɲ	haɲ	h a ɲ		1-28
441	PongNuea	snake	mahaɲ	mahaɲ	m a + h a ɲ		1-28
442	NyaungGone	snake	han	han	h a n		1-28
443	NoeLae	snake	mahaɲ	mahaɲ	m a + h a ɲ		1-28
444	BanPaw	snake	mahăɲ	mahăɲ	m a + h ă ɲ		1-28
445	ChaYeQing	snake	han	han	h a n		1-28
446	GuangKa	snake	han	han	h a n		1-28
447	MangBang	snake	han	han	h a n		1-28
448	NanSang	snake	han	han	h a n		1-28
950	NamHsan	spit	bɛɁ	bɛɁ	b ɛ ʔ		1-61
951	KhunHawt	spit	baic	baic	b ai̯ c		1-61
952	HtanHsan	spit	baic	baic	b ai̯ c		1-61
953	PangKham	spit	paɁ	paɁ	p a ʔ		1-61
954	ManLoi	spit	paiɁ ɓaiɁ	paiɁ ɓaiɁ	p ai̯ ʔ + ɓ ai̯ ʔ		1-61
955	MengDan	spit	peʔ	peʔ	p e ʔ		1-61
956	ChuDongGua	spit	bɛ?	bɛ?	b ɛ ʔ		1-61
957	XiangZhaiTang	spit	pec	pec	p e c		1-61
958	PongNuea	spit	paic	paic	p ai̯ c		1-61
959	NyaungGone	spit	păt	păt	p ă t		1-61
960	NoeLae	spit	păc	păc	p ă c		1-61
961	BanPaw	spit	păt	păt	p ă t		1-61
962	ChaYeQing	spit	bat	bat	b a t		1-61
963	GuangKa	spit	bat	bat	b a t		1-61
964	MangBang	spit	bat	bat	b a t		1-61
965	NanSang	spit	bat	bat	b a t		1-61
1093	NamHsan	stand	ʥәŋ	ʥәŋ	dʑ ə ŋ		1-70
1094	KhunHawt	stand	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70
1095	HtanHsan	stand	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70
1096	PangKham	stand	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70
1097	ManLoi	stand	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70
1098	MengDan	stand	ʨaŋ	ʨaŋ	tɕ a ŋ		1-70
1099	ChuDongGua	stand	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70
1100	XiangZhaiTang	stand	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ		1-70
1101	PongNuea	stand	ʨɔŋ	ʨɔŋ	tɕ ɔ ŋ		1-70
1102	NyaungGone	stand	cɔk	cɔk	c ɔ k		1-70
1103	NoeLae	stand	cɔŋ	cɔŋ	c ɔ ŋ		1-70
1104	BanPaw	stand	cɔŋ	cɔŋ	c ɔ ŋ		1-70
1105	ChaYeQing	stand	ʥaŋ	ʥaŋ	dʑ a ŋ		1-70
1106	GuangKa	stand	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ		1-70
1107	MangBang	stand	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ		1-70
1108	NanSang	stand	ʥɔŋ	ʥɔŋ	dʑ ɔ ŋ		1-70
33	NamHsan	star	samɛŋ	samɛŋ	s a + m ɛ ŋ		1-3
34	KhunHawt	star	sәmeɲ	sәmeɲ	s ə + m e ɲ		1-3
35	HtanHsan	star	sameɲ	sameɲ	s a + m e ɲ		1-3
36	PangKham	star	plaːŋ	plaːŋ	p l aː ŋ		2-3
37	ManLoi	star	plaːŋ	plaːŋ	p l aː ŋ		2-3
38	MengDan	star	kəman	kəman	k ə + m a n		3-3
39	ChuDongGua	star	səmaɲ	səmaɲ	s ə + m a ɲ		1-3
40	XiangZhaiTang	star	samɛɲ	samɛɲ	s a + m ɛ ɲ		1-3
41	PongNuea	star	samaɲ	samaɲ	s a + m a ɲ		1-3
42	NyaungGone	star	samăn	samăn	s a + m ă n		1-3
43	NoeLae	star	samăɲ	samăɲ	s a + m ă ɲ		1-3
44	BanPaw	star	samăn	samăn	s a + m ă n		1-3
45	ChaYeQing	star	khaman	khaman	kʰ a + m a n		3-3
46	GuangKa	star	laːw	laːw	l aːu̯		4-3
47	MangBang	star	laːw	laːw	l aːu̯		4-3
48	NanSang	star	laːw	laːw	l aːu̯		4-3
161	NamHsan	stone	moː	moː	m oː		1-11
162	KhunHawt	stone	moːw	moːw	m oːu̯		2-11
163	HtanHsan	stone	moːw	moːw	m oːu̯		2-11
164	PangKham	stone	maːw	maːw	m aːu̯		2-11
165	ManLoi	stone	maːw	maːw	m aːu̯		2-11
166	MengDan	stone	mɛːw	mɛːw	m ɛːu̯		2-11
167	ChuDongGua	stone	maːw	maːw	m aːu̯		2-11
168	XiangZhaiTang	stone	maːw	maːw	m aːu̯		2-11
169	PongNuea	stone	maːw	maːw	m aːu̯		2-11
170	NyaungGone	stone	maw	maw	m au̯		2-11
171	NoeLae	stone	maw	maw	m au̯		2-11
172	BanPaw	stone	maw	maw	m au̯		2-11
173	ChaYeQing	stone	maːw	maːw	m aːu̯		2-11
174	GuangKa	stone	maːw	maːw	m aːu̯		2-11
175	MangBang	stone	maːw	maːw	m aːu̯		2-11
176	NanSang	stone	maːw	maːw	m aːu̯		2-11
1	NamHsan	sun	saŋiː	saŋiː	s a + ŋ iː		1-1
2	KhunHawt	sun	saŋiː	saŋiː	s a + ŋ iː		1-1
3	HtanHsan	sun	saŋiː	saŋiː	s a + ŋ iː		1-1
4	PangKham	sun	saŋaj	saŋaj	s a + ŋ ai̯		2-1
5	ManLoi	sun	saŋaj	saŋaj	s a + ŋ ai̯		2-1
6	MengDan	sun	ŋəj	ŋəj	ŋ əi̯		2-1
7	ChuDongGua	sun	səŋɔj	səŋɔj	s ə + ŋ ɔi̯		2-1
8	XiangZhaiTang	sun	saŋɛː	saŋɛː	s a + ŋ ɛː		1-1
9	PongNuea	sun	saŋɛj	saŋɛj	s a + ŋ ɛi̯		2-1
10	NyaungGone	sun	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1
11	NoeLae	sun	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1
12	BanPaw	sun	saŋɛ	saŋɛ	s a + ŋ ɛ		1-1
13	ChaYeQing	sun	khaŋaj	khaŋaj	kʰ a + ŋ ai̯		2-1
14	GuangKa	sun	saŋaj	saŋaj	s a + ŋ ai̯		2-1
15	MangBang	sun	saŋaj	saŋaj	s a + ŋ ai̯		2-1
16	NanSang	sun	saŋaj	saŋaj	s a + ŋ ai̯		2-1
353	NamHsan	tail	saɗaː	saɗaː	s a + ɗ aː		1-23
354	KhunHawt	tail	saɗaː	saɗaː	s a + ɗ aː		1-23
355	HtanHsan	tail	saɗaː	saɗaː	s a + ɗ aː		1-23
356	PangKham	tail	saɗaː	saɗaː	s a + ɗ aː		1-23
357	ManLoi	tail	saɗɛː	saɗɛː	s a + ɗ ɛː		1-23
358	MengDan	tail	kəɗɛː	kəɗɛː	k ə + ɗ ɛː		1-23
359	ChuDongGua	tail	sadaː	sadaː	s a + d aː		1-23
360	XiangZhaiTang	tail	sədaː	sədaː	s ə + d aː		1-23
361	PongNuea	tail	sadɛa	sadɛa	s a + d ɛa		1-23
362	NyaungGone	tail	sada	sada	s a + d a		1-23
363	NoeLae	tail	sada	sada	s a + d a		1-23
364	BanPaw	tail	sada	sada	s a + d a		1-23
365	ChaYeQing	tail	khaɗaː	khaɗaː	kʰ a + ɗ aː		1-23
366	GuangKa	tail	sataː	sataː	s a + t aː		1-23
367	MangBang	tail	sataː	sataː	s a + t aː		1-23
368	NanSang	tail	sataː	sataː	s a + t aː		1-23
1410	NamHsan	this	haɁɨː	haɁɨː	h a + ʔ ɨː		1-90
1411	KhunHawt	this	Ɂanin	Ɂanin	ʔ a + n i n		2-90
1412	HtanHsan	this	Ɂanin	Ɂanin	ʔ a + n i n		2-90
1413	PangKham	this	niː	niː	n iː		3-90
1414	ManLoi	this	naŋɁɨː	naŋɁɨː	n a ŋ + ʔ ɨː		4-90
1415	MengDan	this	ɗuʔɯː	ɗuʔɯː	ɗ u + ʔ ɯː		4-90
1416	ChuDongGua	this	ha?ɨ	ha?ɨ	h a + ʔ ɨ		4-90
1417	XiangZhaiTang	this	Ɂaniː	Ɂaniː	ʔ a + n iː		3-90
1418	PongNuea	this	nɨj	nɨj	n ɨi̯		4-90
1419	NyaungGone	this	ni	ni	n i		3-90
1420	NoeLae	this	ni	ni	n i		3-90
1421	BanPaw	this	nɨj	nɨj	n ɨi̯		4-90
1422	ChaYeQing	this	ʔanin	ʔanin	ʔ a + n i n		2-90
1423	GuangKa	this	niː	niː	n iː		3-90
1424	MangBang	this	Ɂaniː	Ɂaniː	ʔ a + n iː		3-90
1425	NanSang	this	Ɂani	Ɂani	ʔ a + n i		3-90
1269	NamHsan	three	Ɂuaj	Ɂuaj	ʔ u/w ai̯		1-81
1270	KhunHawt	three	Ɂuaj	Ɂuaj	ʔ u/w ai̯		1-81
1271	HtanHsan	three	Ɂuaj	Ɂuaj	ʔ u/w ai̯		1-81
1272	PangKham	three	Ɂuaj	Ɂuaj	ʔ u/w ai̯		1-81
1273	ManLoi	three	Ɂuaj	Ɂuaj	ʔ u/w ai̯		1-81
1274	MengDan	three	ʔoj	ʔoj	ʔ oi̯		2-81
1275	ChuDongGua	three	Ɂoj	Ɂoj	ʔ oi̯		2-81
1276	XiangZhaiTang	three	Ɂoːj	Ɂoːj	ʔ oːi̯		2-81
1277	PongNuea	three	Ɂoːj	Ɂoːj	ʔ oːi̯		2-81
1278	NyaungGone	three	ʔoj	ʔoj	ʔ oi̯		2-81
1279	NoeLae	three	Ɂoj	Ɂoj	ʔ oi̯		2-81
1280	BanPaw	three	Ɂoj	Ɂoj	ʔ oi̯		2-81
1281	ChaYeQing	three	ʔoːj	ʔoːj	ʔ oːi̯		2-81
1282	GuangKa	three	ʔoːj	ʔoːj	ʔ oːi̯		2-81
1283	MangBang	three	ʔoːj	ʔoːj	ʔ oːi̯		2-81
1284	NanSang	three	Ɂoj	Ɂoj	ʔ oi̯		2-81
561	NamHsan	tongue	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36
562	KhunHawt	tongue	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36
563	HtanHsan	tongue	kәrɗaɁ	kәrɗaɁ	k ə r + ɗ a ʔ		1-36
564	PangKham	tongue	kaɗaɁ	kaɗaɁ	k a + ɗ a ʔ		1-36
565	ManLoi	tongue	kaɗaɁ	kaɗaɁ	k a + ɗ a ʔ		1-36
566	MengDan	tongue	kədɛʔ	kədɛʔ	k ə + d ɛ ʔ		1-36
567	ChuDongGua	tongue	kaɗaʔ	kaɗaʔ	k a + ɗ a ʔ		1-36
568	XiangZhaiTang	tongue	sɨdaʔ	sɨdaʔ	s ɨ + d a ʔ		1-36
569	PongNuea	tongue	sadaɁ	sadaɁ	s a + d a ʔ		1-36
570	NyaungGone	tongue	sadăʔ	sadăʔ	s a + d ă ʔ		1-36
571	NoeLae	tongue	sadăɁ	sadăɁ	s a + d ă ʔ		1-36
572	BanPaw	tongue	sɨdăʔ	sɨdăʔ	s ɨ + d ă ʔ		1-36
573	ChaYeQing	tongue	khadaʔ	khadaʔ	kʰ a + d a ʔ		1-36
574	GuangKa	tongue	sataɁ	sataɁ	s a + t a ʔ		1-36
575	MangBang	tongue	sətaːɁ	sətaːɁ	s ə + t aː ʔ		1-36
576	NanSang	tongue	sataɁ	sataɁ	s a + t a ʔ		1-36
577	NamHsan	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
578	KhunHawt	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
579	HtanHsan	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
580	PangKham	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
581	ManLoi	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
582	MengDan	tooth	r̥ɛːŋ	r̥ɛːŋ	r̥ ɛː ŋ		1-37
583	ChuDongGua	tooth	ʂaːŋ	ʂaːŋ	ʂ aː ŋ		1-37
584	XiangZhaiTang	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
585	PongNuea	tooth	r̥aːŋ	r̥aːŋ	r̥ aː ŋ		1-37
586	NyaungGone	tooth	r̥ak	r̥ak	r̥ a k		1-37
587	NoeLae	tooth	r̥aŋ	r̥aŋ	r̥ a ŋ		1-37
588	BanPaw	tooth	r̥aŋ	r̥aŋ	r̥ a ŋ		1-37
589	ChaYeQing	tooth	xaːŋ	xaːŋ	x aː ŋ		1-37
590	GuangKa	tooth	ᶊaːŋ	ᶊaːŋ	sʲ aː ŋ		1-37
591	MangBang	tooth	xaːŋ	xaːŋ	x aː ŋ		1-37
592	NanSang	tooth	xaːŋ	xaːŋ	x aː ŋ		1-37
193	NamHsan	tree	ɗɨŋ heː	ɗɨŋ heː	ɗ ɨ ŋ + h eː		1-13
194	KhunHawt	tree	ɗәŋ hej	ɗәŋ hej	ɗ ə ŋ + h ei̯		1-13
195	HtanHsan	tree	ɗɨŋ hej	ɗɨŋ hej	ɗ ɨ ŋ + h ei̯		1-13
196	PangKham	tree	hej	hej	h ei̯		1-13
197	ManLoi	tree	daŋ heː	daŋ heː	d a ŋ + h eː		1-13
198	MengDan	tree	hi	hi	h i		2-13
199	ChuDongGua	tree	hi	hi	h i		2-13
200	XiangZhaiTang	tree	daŋhej	daŋhej	d a ŋ + h ei̯		1-13
201	PongNuea	tree	hej	hej	h ei̯		1-13
202	NyaungGone	tree	he	he	h e		2-13
203	NoeLae	tree	he	he	h e		2-13
204	BanPaw	tree	he	he	h e		2-13
205	ChaYeQing	tree	hɔːj	hɔːj	h ɔːi̯		3-13
