ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
248	Sado	leaf	ha	h.a	h a		67
249	Oki	leaf	ɸa	ɸ.a	ɸ a		67
250	Kagoshima	leaf	hai	h.ai	h a i		67
1681	Miyako	left	pɨdaɭ	p.ɨ.d.a.ɭ	p ɨ d a ɭ		394
1682	Tokyo	left	hidari	h.i.d.a.r.i	h i d a r i		394
1683	Amami	left	hiʥari	h.i.ʥ.a.r.i	h i dʑ a r i		394
1684	Kyoto	left	hidari	h.i.d.a.r.i	h i d a r i		394
1685	Hachijo	left	hidari	h.i.d.a.r.i	h i d a r i		394
1686	Shuri	left	hwizai	h.w.i.z.ai	h w i z a i		394
1687	Kochi	left	hidari	h.i.d.a.r.i	h i d a r i		394
1688	Sado	left	hidari	h.i.d.a.r.i	h i d a r i		394
1689	Oki	left	ɸudari	ɸ.u.d.a.r.i	ɸ u d a r i		394
1690	Kagoshima	left	hidai	h.i.d.ai	h i d a i		394
1258	Miyako	leg	karapaʣɨ	k.a.r.a.p.a.ʣ.ɨ	k a r a p a dz ɨ		287
1259	Tokyo	leg	asi	a.s.i	a s i		288
1260	Amami	leg	hagi	h.a.g.i	h a g i		287
1261	Kyoto	leg	asi	a.s.i	a s i		288
1262	Hachijo	leg	hagi	h.a.g.i	h a g i		287
1263	Shuri	leg	hwiɕa	h.w.i.ɕ.a	h w i ɕ a		286
1264	Kochi	leg	asi	a.s.i	a s i		288
1265	Sado	leg	mukoːzune	m.u.k.oː.z.u.n.e	m u k oː z u n e		286
1266	Oki	leg	asi	a.s.i	a s i		288
1267	Kagoshima	leg	aɕ	a.ɕ	a ɕ		288
660	Miyako	lie	jukutaːɭ	j.u.k.u.t.aː.ɭ	j u k u t aː ɭ		152
661	Tokyo	lie	neteru	n.e.t.e.r.u	n e t e r u		150
662	Amami	lie	nɨhuθuri	n.ɨ.h.u.θ.u.r.i	n ɨ h u θ u r i		151
663	Kyoto	lie	neteru	n.e.t.e.r.u	n e t e r u		150
664	Hachijo	lie	nete	n.e.t.e	n e t e		150
665	Shuri	lie	niɴtoːɴ	n.i.ɴ.t.oː.ɴ	n i ɴ t oː ɴ		151
666	Kochi	lie	nejuː	n.e.j.uː	n e j uː		150
667	Sado	lie	netoru	n.e.t.o.r.u	n e t o r u		150
668	Oki	lie	neʨoːru	n.e.ʨ.oː.r.u	n e tɕ oː r u		150
669	Kagoshima	lie	neiʨo	n.ei.ʨ.o	n e i tɕ o		150
1288	Miyako	lip	suba	s.u.b.a	s u b a		297
1289	Tokyo	lip	kuʨibiru	k.u.ʨ.i.b.i.r.u	k u tɕ i b i r u		296
1290	Amami	lip	ʔwɨːsɨba	ʔ.w.ɨː.s.ɨ.b.a	ʔ w ɨː s ɨ b a		297
1291	Kyoto	lip	kuʨibiru	k.u.ʨ.i.b.i.r.u	k u tɕ i b i r u		296
1292	Hachijo	lip	kuʨibiru	k.u.ʨ.i.b.i.r.u	k u tɕ i b i r u		296
1293	Shuri	lip	ʃiba	ʃ.i.b.a	ʃ i b a		297
1294	Kochi	lip	kutibiro	k.u.t.i.b.i.r.o	k u t i b i r o		296
1295	Sado	lip	kuʨibera	k.u.ʨ.i.b.e.r.a	k u tɕ i b e r a		296
1296	Oki	lip	kuʨibero	k.u.ʨ.i.b.e.r.o	k u tɕ i b e r o		296
1297	Kagoshima	lip	suba	s.u.b.a	s u b a		297
1298	Amami	lip	ɕaːsɨba	ɕ.aː.s.ɨ.b.a	ɕ aː s ɨ b a		297
521	Miyako	liver	ʦɨmu	ʦ.ɨ.m.u	ts ɨ m u		119
522	Tokyo	liver	kimo	k.i.m.o	k i m o		119
523	Amami	liver	kimo	k.i.m.o	k i m o		119
524	Kyoto	liver	kimo	k.i.m.o	k i m o		119
525	Hachijo	liver	kimo	k.i.m.o	k i m o		119
526	Shuri	liver	ʨimu	ʨ.i.m.u	tɕ i m u		119
527	Kochi	liver	kimo	k.i.m.o	k i m o		119
528	Sado	liver	kimo	k.i.m.o	k i m o		119
529	Kagoshima	liver	kimo	k.i.m.o	k i m o		119
141	Miyako	long	naga	n.a.g.a	n a g a		48
142	Tokyo	long	naŋai	n.a.ŋ.ai	n a ŋ a i		48
143	Amami	long	nagasari	n.a.g.a.s.a.r.i	n a g a s a r i		48
144	Kyoto	long	naŋai	n.a.ŋ.ai	n a ŋ a i		48
145	Hachijo	long	nagakʲa	n.a.g.a.kʲ.a	n a g a kʲ a		48
146	Shuri	long	nagasaɴ	n.a.g.a.s.a.ɴ	n a g a s a ɴ		48
147	Kochi	long	nagai	n.a.g.ai	n a g a i		48
148	Sado	long	nagai	n.a.g.ai	n a g a i		48
149	Oki	long	naŋeː	n.a.ŋ.eː	n a ŋ eː		48
150	Kagoshima	long	nage	n.a.g.e	n a g e		48
211	Miyako	louse	sːam	sː.a.m	sː a m		63
212	Tokyo	louse	sirami	s.i.r.a.m.i	s i r a m i		63
213	Amami	louse	siraɴ	s.i.r.a.ɴ	s i r a ɴ		63
214	Kyoto	louse	sirami	s.i.r.a.m.i	s i r a m i		63
215	Hachijo	louse	ɕaɴme	ɕ.a.ɴ.m.e	ɕ a ɴ m e		63
216	Shuri	louse	siraɴ	s.i.r.a.ɴ	s i r a ɴ		63
217	Kochi	louse	sirami	s.i.r.a.m.i	s i r a m i		63
218	Sado	louse	sirami	s.i.r.a.m.i	s i r a m i		63
219	Oki	louse	sirame	s.i.r.a.m.e	s i r a m e		63
220	Kagoshima	louse	sitame	s.i.t.a.m.e	s i t a m e		63
161	Miyako	man	bɨkidum	b.ɨ.k.i.d.u.m	b ɨ k i d u m		54
162	Tokyo	man	otoko	o.t.o.k.o	o t o k o		53
163	Amami	man	jeɴga	j.e.ɴ.g.a	j e ɴ g a		55
164	Kyoto	man	otoko	o.t.o.k.o	o t o k o		53
165	Hachijo	man	onokogo	o.n.o.k.o.g.o	o n o k o g o		52
166	Shuri	man	wikiga	w.i.k.i.g.a	w i k i g a		54
167	Kochi	man	otoko	o.t.o.k.o	o t o k o		53
168	Sado	man	otoko	o.t.o.k.o	o t o k o		53
169	Oki	man	otoko	o.t.o.k.o	o t o k o		53
170	Kagoshima	man	otoko	o.t.o.k.o	o t o k o		53
91	Miyako	many	ukaːʃa	u.k.aː.ʃ.a	u k aː ʃ a		34
92	Tokyo	many	takusaɴ	t.a.k.u.s.a.ɴ	t a k u s a ɴ		31
93	Amami	many	ɕogoɕaɴ	ɕ.o.g.o.ɕ.a.ɴ	ɕ o g o ɕ a ɴ		34
94	Kyoto	many	joːke	j.oː.k.e	j oː k e		32
95	Hachijo	many	sikːari	s.i.kː.a.r.i	s i kː a r i		30
96	Shuri	many	ʔuhoːku	ʔ.u.h.oː.k.u	ʔ u h oː k u		29
97	Kochi	many	joke	j.o.k.e	j o k e		32
98	Sado	many	ikai	i.k.ai	i k a i		33
99	Oki	many	etːo	e.tː.o	e tː o		27
100	Kagoshima	many	dosːai	d.o.sː.ai	d o sː a i		28
281	Miyako	meat	sɨːsɨ	s.ɨː.s.ɨ	s ɨː s ɨ		73
282	Tokyo	meat	niku	n.i.k.u	n i k u		72
283	Amami	meat	sisi	s.i.s.i	s i s i		73
284	Kyoto	meat	niku	n.i.k.u	n i k u		72
285	Hachijo	meat	niku	n.i.k.u	n i k u		72
286	Shuri	meat	sisi	s.i.s.i	s i s i		73
287	Kochi	meat	niku	n.i.k.u	n i k u		72
288	Sado	meat	niku	n.i.k.u	n i k u		72
289	Oki	meat	niku	n.i.k.u	n i k u		72
290	Kagoshima	meat	ni	n.i	n i		72
1337	Miyako	milk	ʦɨː	ʦ.ɨː	ts ɨː		305
1338	Tokyo	milk	oʨiʨi	o.ʨ.i.ʨ.i	o tɕ i tɕ i		305
1339	Amami	milk	ʨi	ʨ.i	tɕ i		305
1340	Kyoto	milk	ʨiʨi	ʨ.i.ʨ.i	tɕ i tɕ i		305
1341	Hachijo	milk	ʨi	ʨ.i	tɕ i		305
1342	Shuri	milk	ʨiː	ʨ.iː	tɕ iː		305
1343	Kochi	milk	titi	t.i.t.i	t i t i		305
1344	Sado	milk	ʨiʨi	ʨ.i.ʨ.i	tɕ i tɕ i		305
1345	Oki	milk	ʨi	ʨ.i	tɕ i		305
1346	Kagoshima	milk	ʨiʨi	ʨ.i.ʨ.i	tɕ i tɕ i		305
720	Miyako	moon	ʦɨʦɨ	ʦ.ɨ.ʦ.ɨ	ts ɨ ts ɨ		168
721	Tokyo	moon	ʦuki	ʦ.u.k.i	ts u k i		168
722	Amami	moon	ʦɨki	ʦ.ɨ.k.i	ts ɨ k i		168
723	Kyoto	moon	ʦuki	ʦ.u.k.i	ts u k i		168
724	Hachijo	moon	ʦuki	ʦ.u.k.i	ts u k i		168
725	Shuri	moon	ɕiʨi	ɕ.i.ʨ.i	ɕ i tɕ i		168
726	Kochi	moon	tuki	t.u.k.i	t u k i		168
727	Sado	moon	ʦuki	ʦ.u.k.i	ts u k i		168
728	Oki	moon	ʦuki	ʦ.u.k.i	ts u k i		168
729	Kagoshima	moon	oʦusːaː	o.ʦ.u.sː.aː	o ts u sː aː		168
1417	Miyako	mother	mːa	mː.a	mː a		317
1418	Tokyo	mother	okaːsaɴ	o.k.aː.s.a.ɴ	o k aː s a ɴ		318
1419	Amami	mother	ʔaɴma	ʔ.a.ɴ.m.a	ʔ a ɴ m a		320
1420	Kyoto	mother	okaːʨaɴ	o.k.aː.ʨ.a.ɴ	o k aː tɕ a ɴ		318
1421	Hachijo	mother	kaka	k.a.k.a	k a k a		318
1422	Shuri	mother	winagunu	w.i.n.a.g.u.n.u	w i n a g u n u		321
1423	Kochi	mother	okaːsaɴ	o.k.aː.s.a.ɴ	o k aː s a ɴ		318
1424	Sado	mother	umai	u.m.ai	u m a i		319
1425	Oki	mother	kaka	k.a.k.a	k a k a		318
1426	Kagoshima	mother	okaːhaɴ	o.k.aː.h.a.ɴ	o k aː h a ɴ		318
850	Miyako	mountain	jama	j.a.m.a	j a m a		188
851	Tokyo	mountain	jama	j.a.m.a	j a m a		188
852	Amami	mountain	jama	j.a.m.a	j a m a		188
853	Kyoto	mountain	jama	j.a.m.a	j a m a		188
854	Hachijo	mountain	jama	j.a.m.a	j a m a		188
855	Shuri	mountain	mui	m.ui	m ui		189
856	Kochi	mountain	jama	j.a.m.a	j a m a		188
857	Sado	mountain	jama	j.a.m.a	j a m a		188
858	Oki	mountain	jama	j.a.m.a	j a m a		188
859	Kagoshima	mountain	jama	j.a.m.a	j a m a		188
412	Miyako	mouth	fuʦɨ	f.u.ʦ.ɨ	f u ts ɨ		99
413	Tokyo	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
414	Amami	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
415	Kyoto	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
416	Hachijo	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
417	Shuri	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
418	Kochi	mouth	kuti	k.u.t.i	k u t i		99
419	Sado	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
420	Oki	mouth	kuʨi	k.u.ʨ.i	k u tɕ i		99
421	Kagoshima	mouth	kui	k.ui	k ui		99
990	Miyako	name	naː	n.aː	n aː		221
991	Tokyo	name	namae	n.a.m.ae	n a m a e		221
992	Amami	name	naː	n.aː	n aː		221
993	Kyoto	name	naː	n.aː	n aː		221
994	Hachijo	name	namia	n.a.m.ia	n a m i a		221
995	Shuri	name	naː	n.aː	n aː		221
996	Kochi	name	na	n.a	n a		221
997	Sado	name	nama	n.a.m.a	n a m a		221
998	Oki	name	na	n.a	n a		221
999	Kagoshima	name	nai	n.ai	n a i		221
1531	Miyako	narrow	iba	i.b.a	i b a		0
1532	Tokyo	narrow	semai	s.e.m.ai	s e m a i		350
1533	Amami	narrow	sebasari	s.e.b.a.s.a.r.i	s e b a s a r i		350
1534	Kyoto	narrow	sebai	s.e.b.ai	s e b a i		350
1535	Hachijo	narrow	sebakʲa	s.e.b.a.kʲ.a	s e b a kʲ a		350
1536	Shuri	narrow	ʃibasaɴ	ʃ.i.b.a.s.a.ɴ	ʃ i b a s a ɴ		350
1537	Kochi	narrow	sebai	s.e.b.ai	s e b a i		350
1538	Sado	narrow	semai	s.e.m.ai	s e m a i		350
1539	Oki	narrow	semeː	s.e.m.eː	s e m eː		350
1540	Kagoshima	narrow	seme	s.e.m.e	s e m e		350
1308	Miyako	navel	mːbu	mː.b.u	mː b u		301
1309	Tokyo	navel	oheso	o.h.e.s.o	o h e s o		300
1310	Amami	navel	husu	h.u.s.u	h u s u		300
1311	Kyoto	navel	heso	h.e.s.o	h e s o		300
1312	Hachijo	navel	heʦːogo	h.e.ʦː.o.g.o	h e tsː o g o		300
1313	Shuri	navel	husu	h.u.s.u	h u s u		300
1314	Kochi	navel	heso	h.e.s.o	h e s o		300
1315	Sado	navel	heso	h.e.s.o	h e s o		300
1316	Oki	navel	ɸeso	ɸ.e.s.o	ɸ e s o		300
1317	Kagoshima	navel	heiso	h.ei.s.o	h e i s o		300
1551	Miyako	near	atːsa	a.tː.s.a	a tː s a		353
1552	Tokyo	near	ʨikai	ʨ.i.k.ai	tɕ i k a i		352
1553	Amami	near	ʨikʲasari	ʨ.i.kʲ.a.s.a.r.i	tɕ i kʲ a s a r i		352
1554	Kyoto	near	ʨikai	ʨ.i.k.ai	tɕ i k a i		352
1555	Hachijo	near	ʨikakʲa	ʨ.i.k.a.kʲ.a	tɕ i k a kʲ a		352
1556	Shuri	near	ʨiʦasaɴ	ʨ.i.ʦ.a.s.a.ɴ	tɕ i ts a s a ɴ		352
1557	Kochi	near	tikai	t.i.k.ai	t i k a i		352
1558	Sado	near	ʨikai	ʨ.i.k.ai	tɕ i k a i		352
1559	Oki	near	ʨikeː	ʨ.i.k.eː	tɕ i k eː		352
1560	Kagoshima	near	ʨike	ʨ.i.k.e	tɕ i k e		352
492	Miyako	neck	nudufuʣɨ	n.u.d.u.f.u.ʣ.ɨ	n u d u f u dz ɨ		115
493	Tokyo	neck	kubi	k.u.b.i	k u b i		114
494	Amami	neck	kubi	k.u.b.i	k u b i		114
495	Kyoto	neck	kubi	k.u.b.i	k u b i		114
496	Hachijo	neck	kubi	k.u.b.i	k u b i		114
497	Shuri	neck	kubi	k.u.b.i	k u b i		114
498	Kochi	neck	kubi	k.u.b.i	k u b i		114
499	Sado	neck	kubi	k.u.b.i	k u b i		114
500	Oki	neck	kubi	k.u.b.i	k u b i		114
501	Kagoshima	neck	kui	k.ui	k ui		114
950	Miyako	new	mɨː	m.ɨː	m ɨː		210
951	Tokyo	new	atarasiː	a.t.a.r.a.s.iː	a t a r a s iː		207
952	Amami	new	miːsari	m.iː.s.a.r.i	m iː s a r i		210
953	Kyoto	new	sara	s.a.r.a	s a r a		208
954	Hachijo	new	atarasikʲa	a.t.a.r.a.s.i.kʲ.a	a t a r a s i kʲ a		207
955	Shuri	new	miːsaɴ	m.iː.s.a.ɴ	m iː s a ɴ		210
956	Kochi	new	siɴkina	s.i.ɴ.k.i.n.a	s i ɴ k i n a		209
957	Sado	new	atarasiː	a.t.a.r.a.s.iː	a t a r a s iː		207
958	Oki	new	atarasi	a.t.a.r.a.s.i	a t a r a s i		207
959	Kagoshima	new	nike	n.i.k.e	n i k e		210
910	Miyako	night	juɭ	j.u.ɭ	j u ɭ		196
911	Tokyo	night	joru	j.o.r.u	j o r u		196
912	Amami	night	juru	j.u.r.u	j u r u		196
913	Kyoto	night	joru	j.o.r.u	j o r u		196
914	Hachijo	night	joru	j.o.r.u	j o r u		196
915	Shuri	night	juru	j.u.r.u	j u r u		196
916	Kochi	night	joru	j.o.r.u	j o r u		196
917	Sado	night	joru	j.o.r.u	j o r u		196
918	Oki	night	joru	j.o.r.u	j o r u		196
919	Kagoshima	night	baiɴ	b.ai.ɴ	b a i ɴ		197
402	Miyako	nose	pana	p.a.n.a	p a n a		98
403	Tokyo	nose	hana	h.a.n.a	h a n a		98
404	Amami	nose	hana	h.a.n.a	h a n a		98
405	Kyoto	nose	hana	h.a.n.a	h a n a		98
406	Hachijo	nose	hana	h.a.n.a	h a n a		98
407	Shuri	nose	hana	h.a.n.a	h a n a		98
408	Kochi	nose	hana	h.a.n.a	h a n a		98
409	Sado	nose	hana	h.a.n.a	h a n a		98
410	Oki	nose	hana	h.a.n.a	h a n a		98
411	Kagoshima	nose	haina	h.ai.n.a	h a i n a		98
71	Miyako	not	araŋ	a.r.a.ŋ	a r a ŋ		23
72	Tokyo	not	nai	n.ai	n a i		22
73	Amami	not	ʔaraɴ	ʔ.a.r.a.ɴ	ʔ a r a ɴ		23
74	Kyoto	not	nai	n.ai	n a i		22
75	Hachijo	not	nakːja	n.a.kː.j.a	n a kː j a		22
76	Shuri	not	neːɴ	n.eː.ɴ	n eː ɴ		22
77	Kochi	not	nai	n.ai	n a i		22
78	Sado	not	nai	n.ai	n a i		22
79	Oki	not	neː	n.eː	n eː		22
80	Kagoshima	not	naka	n.a.k.a	n a k a		22
1701	Miyako	old	gaba	g.a.b.a	g a b a		397
1702	Tokyo	old	hurui	h.u.r.ui	h u r ui		396
1703	Amami	old	hurusari	h.u.r.u.s.a.r.i	h u r u s a r i		396
1704	Kyoto	old	hurui	h.u.r.ui	h u r ui		396
1705	Hachijo	old	hurusikʲa	h.u.r.u.s.i.kʲ.a	h u r u s i kʲ a		396
1706	Shuri	old	hurusaɴ	h.u.r.u.s.a.ɴ	h u r u s a ɴ		396
1707	Kochi	old	hurui	h.u.r.ui	h u r ui		396
1708	Sado	old	hurusiː	h.u.r.u.s.iː	h u r u s iː		396
1709	Oki	old	ɸuriː	ɸ.u.r.iː	ɸ u r iː		396
1710	Kagoshima	old	ɸuri	ɸ.u.r.i	ɸ u r i		396
101	Miyako	one	pɨtiːsɨ	p.ɨ.t.iː.s.ɨ	p ɨ t iː s ɨ		35
102	Tokyo	one	hitoʦu	h.i.t.o.ʦ.u	h i t o ts u		35
103	Amami	one	tɨːʦɨ	t.ɨː.ʦ.ɨ	t ɨː ts ɨ		35
104	Kyoto	one	hitoʦu	h.i.t.o.ʦ.u	h i t o ts u		35
105	Hachijo	one	teːʦu	t.eː.ʦ.u	t eː ts u		35
106	Shuri	one	tiːɕi	t.iː.ɕ.i	t iː ɕ i		35
107	Kochi	one	hitotu	h.i.t.o.t.u	h i t o t u		35
108	Sado	one	hitoʦu	h.i.t.o.ʦ.u	h i t o ts u		35
109	Oki	one	ɸutoʦu	ɸ.u.t.o.ʦ.u	ɸ u t o ts u		35
110	Kagoshima	one	hitoi	h.i.t.oi	h i t o i		35
1080	Miyako	other	pukanu	p.u.k.a.n.u	p u k a n u		250
1081	Tokyo	other	hokano	h.o.k.a.n.o	h o k a n o		250
1082	Amami	other	biʨina	b.i.ʨ.i.n.a	b i tɕ i n a		251
1083	Kyoto	other	hokano	h.o.k.a.n.o	h o k a n o		250
1084	Hachijo	other	hokua	h.o.k.ua	h o k u a		250
1085	Shuri	other	biɕinu	b.i.ɕ.i.n.u	b i ɕ i n u		251
1086	Kochi	other	hokano	h.o.k.a.n.o	h o k a n o		250
1087	Sado	other	hokanoɴ	h.o.k.a.n.o.ɴ	h o k a n o ɴ		250
1088	Oki	other	hokano	h.o.k.a.n.o	h o k a n o		250
1089	Kagoshima	other	hokaɴ	h.o.k.a.ɴ	h o k a ɴ		250
840	Miyako	path (road)	mʦɨ	m.ʦ.ɨ	m ts ɨ		187
841	Tokyo	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
842	Amami	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
843	Kyoto	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
844	Hachijo	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
845	Shuri	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
846	Kochi	path (road)	miti	m.i.t.i	m i t i		187
847	Sado	path (road)	miʨi	m.i.ʨ.i	m i tɕ i		187
848	Oki	path (road)	meʨi	m.e.ʨ.i	m e tɕ i		187
849	Kagoshima	path (road)	miː	m.iː	m iː		187
171	Miyako	person	pɨtu	p.ɨ.t.u	p ɨ t u		56
172	Tokyo	person	hito	h.i.t.o	h i t o		56
173	Amami	person	ʨu	ʨ.u	tɕ u		56
174	Kyoto	person	hito	h.i.t.o	h i t o		56
175	Hachijo	person	hito	h.i.t.o	h i t o		56
176	Shuri	person	ʦːu	ʦː.u	tsː u		56
177	Kochi	person	hito	h.i.t.o	h i t o		56
178	Sado	person	niɴgeɴ	n.i.ɴ.g.e.ɴ	n i ɴ g e ɴ		57
179	Oki	person	ɸuto	ɸ.u.t.o	ɸ u t o		56
180	Kagoshima	person	hiːto	h.iː.t.o	h iː t o		56
1858	Miyako	puke (vomit)	pafu	p.a.f.u	p a f u		430
1859	Tokyo	puke (vomit)	haku	h.a.k.u	h a k u		430
1860	Amami	puke (vomit)	haxuri	h.a.x.u.r.i	h a x u r i		430
1861	Kyoto	puke (vomit)	haku	h.a.k.u	h a k u		430
1862	Hachijo	puke (vomit)	haku	h.a.k.u	h a k u		430
1863	Shuri	puke (vomit)	haʦuɴ	h.a.ʦ.u.ɴ	h a ts u ɴ		430
1864	Kochi	puke (vomit)	haku	h.a.k.u	h a k u		430
1865	Sado	puke (vomit)	haku	h.a.k.u	h a k u		430
1866	Oki	puke (vomit)	haku	h.a.k.u	h a k u		430
1867	Kagoshima	puke (vomit)	ha	h.a	h a		430
1720	Miyako	pull	pikau	p.i.k.au	p i k a u		400
1721	Tokyo	pull	hipːaru	h.i.pː.a.r.u	h i pː a r u		400
1722	Amami	pull	hipːaruri	h.i.pː.a.r.u.r.i	h i pː a r u r i		400
1723	Kyoto	pull	hipːaru	h.i.pː.a.r.u	h i pː a r u		400
1724	Hachijo	pull	hipːaru	h.i.pː.a.r.u	h i pː a r u		400
1725	Shuri	pull	hwiʦuɴ	h.w.i.ʦ.u.ɴ	h w i ts u ɴ		400
1726	Kochi	pull	hipːaru	h.i.pː.a.r.u	h i pː a r u		400
1727	Sado	pull	hipːaru	h.i.pː.a.r.u	h i pː a r u		400
1728	Oki	pull	ɕabaru	ɕ.a.b.a.r.u	ɕ a b a r u		400
1729	Kagoshima	pull	hipːa	h.i.pː.a	h i pː a		400
1730	Miyako	push	usɨ	u.s.ɨ	u s ɨ		401
1731	Tokyo	push	osu	o.s.u	o s u		401
1732	Amami	push	ʔusuri	ʔ.u.s.u.r.i	ʔ u s u r i		401
1733	Kyoto	push	osu	o.s.u	o s u		401
1734	Hachijo	push	osu	o.s.u	o s u		401
1735	Shuri	push	ʔuɕuɴ	ʔ.u.ɕ.u.ɴ	ʔ u ɕ u ɴ		401
1736	Kochi	push	tuku	t.u.k.u	t u k u		402
1737	Sado	push	osu	o.s.u	o s u		401
1738	Oki	push	osu	o.s.u	o s u		401
1739	Kagoshima	push	ois	oi.s	o i s		401
1199	Miyako	rain	ami	a.m.i	a m i		272
1200	Tokyo	rain	ameŋa	a.m.e.ŋ.a	a m e ŋ a		272
1201	Amami	rain	ʔamɨ	ʔ.a.m.ɨ	ʔ a m ɨ		272
1202	Kyoto	rain	ameŋa	a.m.e.ŋ.a	a m e ŋ a		272
1203	Hachijo	rain	ame	a.m.e	a m e		272
1204	Shuri	rain	ʔaminu	ʔ.a.m.i.n.u	ʔ a m i n u		272
1205	Kochi	rain	ame	a.m.e	a m e		272
1206	Sado	rain	amega	a.m.e.g.a	a m e g a		272
1207	Oki	rain	ame	a.m.e	a m e		272
1208	Kagoshima	rain	ame	a.m.e	a m e		272
860	Miyako	red	aka	a.k.a	a k a		190
861	Tokyo	red	akai	a.k.ai	a k a i		190
862	Amami	red	haːsari	h.aː.s.a.r.i	h aː s a r i		190
863	Kyoto	red	akai	a.k.ai	a k a i		190
864	Hachijo	red	akakʲa	a.k.a.kʲ.a	a k a kʲ a		190
865	Shuri	red	ʔakasaɴ	ʔ.a.k.a.s.a.ɴ	ʔ a k a s a ɴ		190
866	Kochi	red	akai	a.k.ai	a k a i		190
867	Sado	red	akai	a.k.ai	a k a i		190
868	Oki	red	akeː	a.k.eː	a k eː		190
869	Kagoshima	red	aike	ai.k.e	a i k e		190
1691	Miyako	right	nʦɨ	n.ʦ.ɨ	n ts ɨ		395
1692	Tokyo	right	miŋi	m.i.ŋ.i	m i ŋ i		395
1693	Amami	right	nigiri	n.i.g.i.r.i	n i g i r i		395
1694	Kyoto	right	miŋi	m.i.ŋ.i	m i ŋ i		395
1695	Hachijo	right	nigiri	n.i.g.i.r.i	n i g i r i		395
1696	Shuri	right	niʥiri	n.i.ʥ.i.r.i	n i dʑ i r i		395
1697	Kochi	right	migi	m.i.g.i	m i g i		395
1698	Sado	right	migi	m.i.g.i	m i g i		395
1699	Oki	right	miŋi	m.i.ŋ.i	m i ŋ i		395
1700	Kagoshima	right	miː	m.iː	m iː		395
1937	Miyako	ripe	mː	mː	mː		448
1938	Tokyo	ripe	ʥukusita	ʥ.u.k.u.s.i.t.a	dʑ u k u s i t a		449
1939	Amami	ripe	ʔuduɴ	ʔ.u.d.u.ɴ	ʔ u d u ɴ		448
1940	Kyoto	ripe	ʥukusita	ʥ.u.k.u.s.i.t.a	dʑ u k u s i t a		449
1941	Hachijo	ripe	umu	u.m.u	u m u		448
1942	Shuri	ripe	ʔɴdoːru	ʔ.ɴ.d.oː.r.u	ʔ ɴ d oː r u		448
1943	Kochi	ripe	ureta	u.r.e.t.a	u r e t a		450
1944	Sado	ripe	uɴda	u.ɴ.d.a	u ɴ d a		448
1945	Oki	ripe	oreta	o.r.e.t.a	o r e t a		450
1946	Kagoshima	ripe	ureita	u.r.ei.t.a	u r e i t a		450
750	Miyako	river	kaː	k.aː	k aː		171
751	Tokyo	river	kawa	k.a.w.a	k a w a		171
752	Amami	river	harigo	h.a.r.i.g.o	h a r i g o		172
753	Kyoto	river	kawa	k.a.w.a	k a w a		171
754	Hachijo	river	kua	k.ua	k u a		171
755	Shuri	river	kaːra	k.aː.r.a	k aː r a		171
756	Kochi	river	kawa	k.a.w.a	k a w a		171
757	Sado	river	kawa	k.a.w.a	k a w a		171
758	Oki	river	kawa	k.a.w.a	k a w a		171
759	Kagoshima	river	kaiwa	k.ai.w.a	k a i w a		171
251	Miyako	root	niː	n.iː	n iː		68
252	Tokyo	root	nekːo	n.e.kː.o	n e kː o		68
253	Amami	root	nɨguri	n.ɨ.g.u.r.i	n ɨ g u r i		68
254	Kyoto	root	neː	n.eː	n eː		68
255	Hachijo	root	ne	n.e	n e		68
256	Shuri	root	niː	n.iː	n iː		68
257	Kochi	root	ne	n.e	n e		68
258	Sado	root	ne	n.e	n e		68
259	Oki	root	ne	n.e	n e		68
260	Kagoshima	root	ne	n.e	n e		68
1967	Miyako	rope	ʦɨna	ʦ.ɨ.n.a	ts ɨ n a		456
1968	Tokyo	rope	ʦuna	ʦ.u.n.a	ts u n a		456
1969	Amami	rope	ʦɨna	ʦ.ɨ.n.a	ts ɨ n a		456
1970	Kyoto	rope	nawa	n.a.w.a	n a w a		457
1971	Hachijo	rope	ʦuna	ʦ.u.n.a	ts u n a		456
1972	Shuri	rope	ɕina	ɕ.i.n.a	ɕ i n a		456
1973	Kochi	rope	tuna	t.u.n.a	t u n a		456
1974	Sado	rope	nawa	n.a.w.a	n a w a		457
1975	Oki	rope	ʦuna	ʦ.u.n.a	ts u n a		456
1976	Kagoshima	rope	ʦuna	ʦ.u.n.a	ts u n a		456
1631	Miyako	rotten	p͡sɨta	p͡s.ɨ.t.a	pˢ ɨ t a		378
1632	Tokyo	rotten	warui	w.a.r.ui	w a r ui		376
1633	Amami	rotten	warusari	w.a.r.u.s.a.r.i	w a r u s a r i		376
1634	Kyoto	rotten	warui	w.a.r.ui	w a r ui		376
