ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
1126	Kochi	few	bitːo	b.i.tː.o	b i tː o		257
1127	Sado	few	sukunai	s.u.k.u.n.ai	s u k u n a i		256
1128	Oki	few	ʨiːto	ʨ.iː.t.o	tɕ iː t o		255
1129	Kagoshima	few	sunːe	s.u.nː.e	s u nː e		256
810	Miyako	fire	umaʦɨ	u.m.a.ʦ.ɨ	u m a ts ɨ		184
811	Tokyo	fire	hi	h.i	h i		183
812	Amami	fire	uaʦɨ	ua.ʦ.ɨ	u a ts ɨ		184
813	Kyoto	fire	hiː	h.iː	h iː		183
814	Hachijo	fire	hi	h.i	h i		183
815	Shuri	fire	hwiː	h.w.iː	h w iː		183
816	Kochi	fire	hi	h.i	h i		183
817	Sado	fire	hi	h.i	h i		183
818	Oki	fire	ɸi	ɸ.i	ɸ i		183
819	Kagoshima	fire	hi	h.i	h i		183
181	Miyako	fish	izo	i.z.o	i z o		59
182	Tokyo	fish	sakana	s.a.k.a.n.a	s a k a n a		58
183	Amami	fish	ʔʲu	ʔʲ.u	ʔʲ u		59
184	Kyoto	fish	sakana	s.a.k.a.n.a	s a k a n a		58
185	Hachijo	fish	sakana	s.a.k.a.n.a	s a k a n a		58
186	Shuri	fish	ʔiju	ʔ.i.j.u	ʔ i j u		59
187	Kochi	fish	uo	uo	u o		59
188	Sado	fish	uo	uo	u o		59
189	Oki	fish	eo	eo	e o		59
190	Kagoshima	fish	iːo	iːo	iː o		59
1110	Miyako	five	iʦɨʦɨ	i.ʦ.ɨ.ʦ.ɨ	i ts ɨ ts ɨ		254
1111	Tokyo	five	iʦuʦu	i.ʦ.u.ʦ.u	i ts u ts u		254
1112	Amami	five	ʔiʦɨʦɨ	ʔ.i.ʦ.ɨ.ʦ.ɨ	ʔ i ts ɨ ts ɨ		254
1113	Kyoto	five	iʦuʦu	i.ʦ.u.ʦ.u	i ts u ts u		254
1114	Hachijo	five	iʦuʦu	i.ʦ.u.ʦ.u	i ts u ts u		254
1115	Shuri	five	ʔiɕiɕi	ʔ.i.ɕ.i.ɕ.i	ʔ i ɕ i ɕ i		254
1116	Kochi	five	itutu	i.t.u.t.u	i t u t u		254
1117	Sado	five	iʦuʦu	i.ʦ.u.ʦ.u	i ts u ts u		254
1118	Oki	five	eʦuʦu	e.ʦ.u.ʦ.u	e ts u ts u		254
1119	Kagoshima	five	iʦu	i.ʦ.u	i ts u		254
1170	Miyako	flow	nagariɭ	n.a.g.a.r.i.ɭ	n a g a r i ɭ		267
1171	Tokyo	flow	naŋareru	n.a.ŋ.a.r.e.r.u	n a ŋ a r e r u		267
1172	Amami	flow	nagareruri	n.a.g.a.r.e.r.u.r.i	n a g a r e r u r i		267
1173	Kyoto	flow	naŋareru	n.a.ŋ.a.r.e.r.u	n a ŋ a r e r u		267
1174	Hachijo	flow	nagareru	n.a.g.a.r.e.r.u	n a g a r e r u		267
1175	Shuri	flow	nagarijuɴ	n.a.g.a.r.i.j.u.ɴ	n a g a r i j u ɴ		267
1176	Kochi	flow	nagareru	n.a.g.a.r.e.r.u	n a g a r e r u		267
1177	Sado	flow	nagareru	n.a.g.a.r.e.r.u	n a g a r e r u		267
1178	Oki	flow	nagareru	n.a.g.a.r.e.r.u	n a g a r e r u		267
1179	Kagoshima	flow	nagaru	n.a.g.a.r.u	n a g a r u		267
1357	Miyako	flower	pana	p.a.n.a	p a n a		308
1358	Tokyo	flower	hana	h.a.n.a	h a n a		308
1359	Amami	flower	hana	h.a.n.a	h a n a		308
1360	Kyoto	flower	hana	h.a.n.a	h a n a		308
1361	Hachijo	flower	hana	h.a.n.a	h a n a		308
1362	Shuri	flower	hana	h.a.n.a	h a n a		308
1363	Kochi	flower	hana	h.a.n.a	h a n a		308
1364	Sado	flower	hana	h.a.n.a	h a n a		308
1365	Oki	flower	hana	h.a.n.a	h a n a		308
1366	Kagoshima	flower	hana	h.a.n.a	h a n a		308
630	Miyako	fly	mau	m.au	m a u		144
631	Tokyo	fly	tobu	t.o.b.u	t o b u		142
632	Amami	fly	θuburi	θ.u.b.u.r.i	θ u b u r i		142
633	Kyoto	fly	tobu	t.o.b.u	t o b u		142
634	Hachijo	fly	maku	m.a.k.u	m a k u		141
635	Shuri	fly	tubuɴ	t.u.b.u.ɴ	t u b u ɴ		142
636	Kochi	fly	tobu	t.o.b.u	t o b u		142
637	Sado	fly	tatːoru	t.a.tː.o.r.u	t a tː o r u		143
638	Oki	fly	tobu	t.o.b.u	t o b u		142
639	Kagoshima	fly	toi	t.oi	t o i		142
1150	Miyako	fog	ʦɨː	ʦ.ɨː	ts ɨː		264
1151	Tokyo	fog	kiri	k.i.r.i	k i r i		264
1152	Amami	fog	kiri	k.i.r.i	k i r i		264
1153	Kyoto	fog	kiri	k.i.r.i	k i r i		264
1154	Hachijo	fog	kiri	k.i.r.i	k i r i		264
1155	Shuri	fog	ʨiri	ʨ.i.r.i	tɕ i r i		264
1156	Kochi	fog	kiri	k.i.r.i	k i r i		264
1157	Sado	fog	moja	m.o.j.a	m o j a		265
1158	Oki	fog	moja	m.o.j.a	m o j a		265
1159	Kagoshima	fog	kiːi	k.iːi	k i i/j i		264
452	Miyako	foot	pɨsa	p.ɨ.s.a	p ɨ s a		106
453	Tokyo	foot	asi	a.s.i	a s i		104
454	Amami	foot	hagi	h.a.g.i	h a g i		105
455	Kyoto	foot	asi	a.s.i	a s i		104
456	Hachijo	foot	asi	a.s.i	a s i		104
457	Shuri	foot	hwiɕa	h.w.i.ɕ.a	h w i ɕ a		106
458	Kochi	foot	asi	a.s.i	a s i		104
459	Sado	foot	asi	a.s.i	a s i		104
460	Oki	foot	asi	a.s.i	a s i		104
461	Kagoshima	foot	aɕ	a.ɕ	a ɕ		104
1100	Miyako	four	juːʦɨ	j.uː.ʦ.ɨ	j uː ts ɨ		253
1101	Tokyo	four	joʦːu	j.o.ʦː.u	j o tsː u		253
1102	Amami	four	juːʦɨ	j.uː.ʦ.ɨ	j uː ts ɨ		253
1103	Kyoto	four	joʦːu	j.o.ʦː.u	j o tsː u		253
1104	Hachijo	four	joʦːu	j.o.ʦː.u	j o tsː u		253
1105	Shuri	four	juːɕi	j.uː.ɕ.i	j uː ɕ i		253
1106	Kochi	four	jotːu	j.o.tː.u	j o tː u		253
1107	Sado	four	joʦːu	j.o.ʦː.u	j o tsː u		253
1108	Oki	four	joʦːu	j.o.ʦː.u	j o tsː u		253
1109	Kagoshima	four	joi	j.oi	j o i		253
1484	Tokyo	freeze	koːru	k.oː.r.u	k oː r u		343
1485	Kyoto	freeze	koːru	k.oː.r.u	k oː r u		343
1486	Hachijo	freeze	koːru	k.oː.r.u	k oː r u		343
1487	Kochi	freeze	koːru	k.oː.r.u	k oː r u		343
1488	Sado	freeze	koːru	k.oː.r.u	k oː r u		343
1489	Oki	freeze	koːru	k.oː.r.u	k oː r u		343
1490	Kagoshima	freeze	koː	k.oː	k oː		343
1347	Miyako	fruit	naɭ	n.a.ɭ	n a ɭ		306
1348	Tokyo	fruit	mi	m.i	m i		307
1349	Amami	fruit	nari	n.a.r.i	n a r i		306
1350	Kyoto	fruit	miː	m.iː	m iː		307
1351	Hachijo	fruit	mi	m.i	m i		307
1352	Shuri	fruit	nai	n.ai	n a i		306
1353	Kochi	fruit	mi	m.i	m i		307
1354	Sado	fruit	mi	m.i	m i		307
1355	Oki	fruit	mi	m.i	m i		307
1356	Kagoshima	fruit	miː	m.iː	m iː		307
940	Miyako	full	mti	m.t.i	m t i		206
941	Tokyo	full	ipːai	i.pː.ai	i pː a i		204
942	Amami	full	zoɴbai	z.o.ɴ.b.ai	z o ɴ b a i		205
943	Kyoto	full	ipːai	i.pː.ai	i pː a i		204
944	Hachijo	full	ipːia	i.pː.ia	i pː i a		204
945	Shuri	full	miː	m.iː	m iː		206
946	Kochi	full	ipːai	i.pː.ai	i pː a i		204
947	Sado	full	ipːai	i.pː.ai	i pː a i		204
948	Oki	full	epːeː	e.pː.eː	e pː eː		204
949	Kagoshima	full	pːe	pː.e	pː e		204
1299	Tokyo	fur	keŋawa	k.e.ŋ.a.w.a	k e ŋ a w a		298
1300	Amami	fur	xɨɴxo	x.ɨ.ɴ.x.o	x ɨ ɴ x o		298
1301	Kyoto	fur	keŋawa	k.e.ŋ.a.w.a	k e ŋ a w a		298
1302	Hachijo	fur	kegua	k.e.g.ua	k e g u a		298
1303	Shuri	fur	kaː	k.aː	k aː		299
1304	Kochi	fur	kegawa	k.e.g.a.w.a	k e g a w a		298
1305	Sado	fur	kegawa	k.e.g.a.w.a	k e g a w a		298
1306	Oki	fur	keŋawa	k.e.ŋ.a.w.a	k e ŋ a w a		298
1307	Kagoshima	fur	kegaiwa	k.e.g.ai.w.a	k e g a i w a		298
690	Miyako	give	fiːɭ	f.iː.ɭ	f iː ɭ		160
691	Tokyo	give	aŋeru	a.ŋ.e.r.u	a ŋ e r u		158
692	Amami	give	kurɨruri	k.u.r.ɨ.r.u.r.i	k u r ɨ r u r i		160
693	Kyoto	give	aŋeru	a.ŋ.e.r.u	a ŋ e r u		158
694	Hachijo	give	muaseru	m.ua.s.e.r.u	m u a s e r u		157
695	Shuri	give	kwiːjuɴ	k.w.iː.j.u.ɴ	k w iː j u ɴ		160
696	Kochi	give	jaru	j.a.r.u	j a r u		159
697	Sado	give	jaru	j.a.r.u	j a r u		159
698	Oki	give	jaru	j.a.r.u	j a r u		159
699	Kagoshima	give	kuiru	k.ui.r.u	k ui r u		160
960	Miyako	good	ʣautuː	ʣ.au.t.uː	dz a u t uː		214
961	Tokyo	good	iː	iː	iː		211
962	Amami	good	iʨːari	i.ʨː.a.r.i	i tɕː a r i		212
963	Kyoto	good	eː	eː	eː		211
964	Hachijo	good	jokːja	j.o.kː.j.a	j o kː j a		215
965	Shuri	good	jutaɕaɴ	j.u.t.a.ɕ.a.ɴ	j u t a ɕ a ɴ		213
966	Kochi	good	eː	eː	eː		211
967	Sado	good	eː	eː	eː		211
968	Oki	good	eː	eː	eː		211
969	Kagoshima	good	joka	j.o.k.a	j o k a		215
1367	Miyako	grass	fusa	f.u.s.a	f u s a		309
1368	Tokyo	grass	kusa	k.u.s.a	k u s a		309
1369	Amami	grass	kusa	k.u.s.a	k u s a		309
1370	Kyoto	grass	kusa	k.u.s.a	k u s a		309
1371	Hachijo	grass	kusa	k.u.s.a	k u s a		309
1372	Shuri	grass	kusa	k.u.s.a	k u s a		309
1373	Kochi	grass	kusa	k.u.s.a	k u s a		309
1374	Sado	grass	kusa	k.u.s.a	k u s a		309
1375	Oki	grass	kusa	k.u.s.a	k u s a		309
1376	Kagoshima	grass	kusa	k.u.s.a	k u s a		309
311	Miyako	grease (fat)	avːa	a.vː.a	a vː a		78
312	Tokyo	grease (fat)	aburami	a.b.u.r.a.m.i	a b u r a m i		78
313	Amami	grease (fat)	sirumi	s.i.r.u.m.i	s i r u m i		79
314	Kyoto	grease (fat)	abura	a.b.u.r.a	a b u r a		78
315	Hachijo	grease (fat)	aburaniku	a.b.u.r.a.n.i.k.u	a b u r a n i k u		78
316	Shuri	grease (fat)	ʔaɴdaʥisi	ʔ.a.ɴ.d.a.ʥ.i.s.i	ʔ a ɴ d a dʑ i s i		77
317	Kochi	grease (fat)	abura	a.b.u.r.a	a b u r a		78
318	Sado	grease (fat)	aburaniku	a.b.u.r.a.n.i.k.u	a b u r a n i k u		78
319	Oki	grease (fat)	abura	a.b.u.r.a	a b u r a		78
320	Kagoshima	grease (fat)	aburami	a.b.u.r.a.m.i	a b u r a m i		78
870	Miyako	green	au	au	a u		192
871	Tokyo	green	a.oi	a.oi	a o i		192
872	Amami	green	ʔoːsari	ʔ.oː.s.a.r.i	ʔ oː s a r i		191
873	Kyoto	green	a.oi	a.oi	a o i		192
874	Hachijo	green	a.okʲa	a.o.kʲ.a	a o kʲ a		192
875	Shuri	green	ʔoːsaɴ	ʔ.oː.s.a.ɴ	ʔ oː s a ɴ		191
876	Kochi	green	a.oi	a.oi	a o i		192
877	Sado	green	a.oi	a.oi	a o i		192
878	Oki	green	aweː	a.w.eː	a w eː		192
879	Kagoshima	green	a.o	a.o	a o		192
1318	Tokyo	guts	harawata	h.a.r.a.w.a.t.a	h a r a w a t a		303
1319	Amami	guts	waθa	w.a.θ.a	w a θ a		303
1320	Kyoto	guts	harawata	h.a.r.a.w.a.t.a	h a r a w a t a		303
1321	Hachijo	guts	haruta	h.a.r.u.t.a	h a r u t a		303
1322	Shuri	guts	watamiːmuɴ	w.a.t.a.m.iː.m.u.ɴ	w a t a m iː m u ɴ		302
1323	Kochi	guts	harawata	h.a.r.a.w.a.t.a	h a r a w a t a		303
1324	Sado	guts	harawata	h.a.r.a.w.a.t.a	h a r a w a t a		303
1325	Oki	guts	harawata	h.a.r.a.w.a.t.a	h a r a w a t a		303
1326	Kagoshima	guts	zuzuwata	z.u.z.u.w.a.t.a	z u z u w a t a		303
361	Miyako	hair	p͡sɨgi	p͡s.ɨ.g.i	pˢ ɨ g i		88
362	Tokyo	hair	ke	k.e	k e		89
363	Amami	hair	higi	h.i.g.i	h i g i		88
364	Kyoto	hair	keː	k.eː	k eː		89
365	Hachijo	hair	kiː	k.iː	k iː		89
366	Shuri	hair	kiː	k.iː	k iː		89
367	Kochi	hair	ke	k.e	k e		89
368	Sado	hair	ke	k.e	k e		89
369	Oki	hair	ke	k.e	k e		89
370	Kagoshima	hair	kei	k.ei	k e i		89
371	Hachijo	hair	kebuɕo	k.e.b.u.ɕ.o	k e b u ɕ o		89
472	Miyako	hand	tiː	t.iː	t iː		110
473	Tokyo	hand	te	t.e	t e		110
474	Amami	hand	θɨ	θ.ɨ	θ ɨ		110
475	Kyoto	hand	teː	t.eː	t eː		110
476	Hachijo	hand	te	t.e	t e		110
477	Shuri	hand	tiː	t.iː	t iː		110
478	Kochi	hand	te	t.e	t e		110
479	Sado	hand	te	t.e	t e		110
480	Oki	hand	te	t.e	t e		110
481	Kagoshima	hand	te	t.e	t e		110
1010	Miyako	he	kanup͡sɨtu	k.a.n.u.p͡s.ɨ.t.u	k a n u pˢ ɨ t u		231
1011	Tokyo	he	anohito	a.n.o.h.i.t.o	a n o h i t o		230
1012	Amami	he	ʔaɴʨu	ʔ.a.ɴ.ʨ.u	ʔ a ɴ tɕ u		230
1013	Kyoto	he	anohito	a.n.o.h.i.t.o	a n o h i t o		230
1014	Hachijo	he	ora	o.r.a	o r a		229
1015	Shuri	he	ʔanuʦːu	ʔ.a.n.u.ʦː.u	ʔ a n u tsː u		230
1016	Kochi	he	anohito	a.n.o.h.i.t.o	a n o h i t o		230
1017	Sado	he	anohito	a.n.o.h.i.t.o	a n o h i t o		230
1018	Oki	he	are	a.r.e	a r e		230
1019	Kagoshima	he	aiː	aiː	a iː		230
372	Miyako	head	kanamaɭ	k.a.n.a.m.a.ɭ	k a n a m a ɭ		94
373	Tokyo	head	atama	a.t.a.m.a	a t a m a		91
374	Amami	head	xamaʨi	x.a.m.a.ʨ.i	x a m a tɕ i		93
375	Kyoto	head	atama	a.t.a.m.a	a t a m a		91
376	Hachijo	head	ʦuburi	ʦ.u.b.u.r.i	ts u b u r i		90
377	Shuri	head	ɕiburu	ɕ.i.b.u.r.u	ɕ i b u r u		90
378	Kochi	head	atama	a.t.a.m.a	a t a m a		91
379	Sado	head	atama	a.t.a.m.a	a t a m a		91
380	Oki	head	atama	a.t.a.m.a	a t a m a		91
381	Kagoshima	head	biɴta	b.i.ɴ.t.a	b i ɴ t a		92
570	Miyako	hear	ʦɨfu	ʦ.ɨ.f.u	ts ɨ f u		132
571	Tokyo	hear	kiku	k.i.k.u	k i k u		132
572	Amami	hear	kikʲuri	k.i.kʲ.u.r.i	k i kʲ u r i		132
573	Kyoto	hear	kiku	k.i.k.u	k i k u		132
574	Hachijo	hear	kiku	k.i.k.u	k i k u		132
575	Shuri	hear	ʨiʦuɴ	ʨ.i.ʦ.u.ɴ	tɕ i ts u ɴ		132
576	Kochi	hear	kiku	k.i.k.u	k i k u		132
577	Sado	hear	kiku	k.i.k.u	k i k u		132
578	Oki	hear	kiku	k.i.k.u	k i k u		132
579	Kagoshima	hear	kiː	k.iː	k iː		132
512	Tokyo	heart	siɴzoː	s.i.ɴ.z.oː	s i ɴ z oː		118
513	Amami	heart	siɴdo	s.i.ɴ.d.o	s i ɴ d o		118
514	Kyoto	heart	siɴzoː	s.i.ɴ.z.oː	s i ɴ z oː		118
515	Hachijo	heart	siɴzoː	s.i.ɴ.z.oː	s i ɴ z oː		118
516	Shuri	heart	ʨimu	ʨ.i.m.u	tɕ i m u		117
517	Kochi	heart	kimo	k.i.m.o	k i m o		117
518	Sado	heart	siɴzoː	s.i.ɴ.z.oː	s i ɴ z oː		118
519	Oki	heart	siɴzoː	s.i.ɴ.z.oː	s i ɴ z oː		118
520	Kagoshima	heart	siɴizoː	s.i.ɴ.i.z.oː	s i ɴ i z oː		118
1591	Miyako	heavy	ivu	i.v.u	i v u		361
1592	Tokyo	heavy	omoi	o.m.oi	o m o i		361
1593	Amami	heavy	ʔubusari	ʔ.u.b.u.s.a.r.i	ʔ u b u s a r i		361
1594	Kyoto	heavy	omotai	o.m.o.t.ai	o m o t a i		361
1595	Hachijo	heavy	omokʲa	o.m.o.kʲ.a	o m o kʲ a		361
1596	Shuri	heavy	ʔɴbusaɴ	ʔ.ɴ.b.u.s.a.ɴ	ʔ ɴ b u s a ɴ		361
1597	Kochi	heavy	omotai	o.m.o.t.ai	o m o t a i		361
1598	Sado	heavy	omoi	o.m.oi	o m o i		361
1599	Oki	heavy	omeː	o.m.eː	o m eː		361
1600	Kagoshima	heavy	oimi	oi.m.i	o i m i		361
1060	Miyako	here	koman	k.o.m.a.n	k o m a n		244
1061	Tokyo	here	koko	k.o.k.o	k o k o		245
1062	Amami	here	xuma	x.u.m.a	x u m a		244
1063	Kyoto	here	koko	k.o.k.o	k o k o		245
1064	Hachijo	here	koko	k.o.k.o	k o k o		245
1065	Shuri	here	kuma	k.u.m.a	k u m a		244
1066	Kochi	here	koko	k.o.k.o	k o k o		245
1067	Sado	here	koko	k.o.k.o	k o k o		245
1068	Oki	here	koko	k.o.k.o	k o k o		245
1069	Kagoshima	here	koko	k.o.k.o	k o k o		245
1750	Miyako	hit	uʦɨ	u.ʦ.ɨ	u ts ɨ		411
1751	Tokyo	hit	naŋuru	n.a.ŋ.u.r.u	n a ŋ u r u		406
1752	Amami	hit	ʔuθuri	ʔ.u.θ.u.r.i	ʔ u θ u r i		410
1753	Kyoto	hit	doʦuku	d.o.ʦ.u.k.u	d o ts u k u		407
1754	Hachijo	hit	naguru	n.a.g.u.r.u	n a g u r u		406
1755	Shuri	hit	ʔuʦuɴ	ʔ.u.ʦ.u.ɴ	ʔ u ts u ɴ		410
1756	Kochi	hit	tataku	t.a.t.a.k.u	t a t a k u		408
1757	Sado	hit	naguru	n.a.g.u.r.u	n a g u r u		406
1758	Oki	hit	dojasu	d.o.j.a.s.u	d o j a s u		409
1759	Kagoshima	hit	utːaku	u.tː.a.k.u	u tː a k u		410
1907	Miyako	hold	muʦɨ	m.u.ʦ.ɨ	m u ts ɨ		444
1908	Tokyo	hold	moʦu	m.o.ʦ.u	m o ts u		444
1909	Amami	hold	muθuri	m.u.θ.u.r.i	m u θ u r i		444
1910	Kyoto	hold	moʦu	m.o.ʦ.u	m o ts u		444
1911	Hachijo	hold	sageru	s.a.g.e.r.u	s a g e r u		443
1912	Shuri	hold	muʦuɴ	m.u.ʦ.u.ɴ	m u ts u ɴ		444
1913	Kochi	hold	sageru	s.a.g.e.r.u	s a g e r u		443
1914	Sado	hold	moʦu	m.o.ʦ.u	m o ts u		444
1915	Oki	hold	moʦu	m.o.ʦ.u	m o ts u		444
1916	Kagoshima	hold	mo	m.o	m o		445
331	Miyako	horn	ʦɨnu	ʦ.ɨ.n.u	ts ɨ n u		83
332	Tokyo	horn	ʦuno	ʦ.u.n.o	ts u n o		83
333	Amami	horn	ʦɨno	ʦ.ɨ.n.o	ts ɨ n o		83
334	Kyoto	horn	ʦuno	ʦ.u.n.o	ts u n o		83
335	Hachijo	horn	ʦuno	ʦ.u.n.o	ts u n o		83
336	Shuri	horn	ɕinu	ɕ.i.n.u	ɕ i n u		83
337	Kochi	horn	tuno	t.u.n.o	t u n o		83
338	Sado	horn	ʦuno	ʦ.u.n.o	ts u n o		83
339	Oki	horn	ʦuno	ʦ.u.n.o	ts u n o		83
340	Kagoshima	horn	ʦuno	ʦ.u.n.o	ts u n o		83
920	Miyako	hot (warm)	aʦɨ	a.ʦ.ɨ	a ts ɨ		199
921	Tokyo	hot (warm)	aʦui	a.ʦ.ui	a ts ui		199
922	Amami	hot (warm)	ʔaʦɨsari	ʔ.a.ʦ.ɨ.s.a.r.i	ʔ a ts ɨ s a r i		199
923	Kyoto	hot (warm)	aʦui	a.ʦ.ui	a ts ui		199
924	Hachijo	hot (warm)	hotoːtːe	h.o.t.oː.tː.e	h o t oː tː e		198
925	Shuri	hot (warm)	ʔaɕisaɴ	ʔ.a.ɕ.i.s.a.ɴ	ʔ a ɕ i s a ɴ		199
926	Kochi	hot (warm)	atui	a.t.ui	a t ui		199
927	Sado	hot (warm)	aʦui	a.ʦ.ui	a ts ui		199
928	Oki	hot (warm)	nokiː	n.o.k.iː	n o k iː		200
929	Kagoshima	hot (warm)	aʨi	a.ʨ.i	a tɕ i		199
1030	Miyako	how	nau	n.au	n a u		236
1031	Tokyo	how	doː	d.oː	d oː		238
1032	Amami	how	xjasi	x.j.a.s.i	x j a s i		235
1033	Kyoto	how	doː	d.oː	d oː		238
1034	Hachijo	how	zuguan	z.u.g.ua.n	z u g u a n		237
1035	Shuri	how	ʦaː	ʦ.aː	ts aː		235
1036	Kochi	how	doː	d.oː	d oː		238
1037	Sado	how	dogaini	d.o.g.ai.n.i	d o g a i n i		238
1038	Oki	how	doŋe	d.o.ŋ.e	d o ŋ e		238
1039	Kagoshima	how	ikeɴ	i.k.e.ɴ	i k e ɴ		235
1437	Miyako	husband	butu	b.u.t.u	b u t u		331
1438	Tokyo	husband	ɕuʥiɴ	ɕ.u.ʥ.i.ɴ	ɕ u dʑ i ɴ		330
1439	Amami	husband	uθu	u.θ.u	u θ u		331
1440	Kyoto	husband	ɕuʥiɴ	ɕ.u.ʥ.i.ɴ	ɕ u dʑ i ɴ		330
1441	Hachijo	husband	ʨieɕu	ʨ.ie.ɕ.u	tɕ i e ɕ u		329
1442	Shuri	husband	utu	u.t.u	u t u		331
1443	Kochi	husband	ɕuʥiɴ	ɕ.u.ʥ.i.ɴ	ɕ u dʑ i ɴ		330
1444	Sado	husband	otːo	o.tː.o	o tː o		331
1445	Oki	husband	otoko	o.t.o.k.o	o t o k o		332
1446	Kagoshima	husband	jado	j.a.d.o	j a d o		333
1467	Tokyo	ice	koːri	k.oː.r.i	k oː r i		341
1468	Kyoto	ice	koːri	k.oː.r.i	k oː r i		341
1469	Hachijo	ice	koːri	k.oː.r.i	k oː r i		341
1470	Kochi	ice	koːri	k.oː.r.i	k oː r i		341
1471	Sado	ice	koːri	k.oː.r.i	k oː r i		341
1472	Oki	ice	koːri	k.oː.r.i	k oː r i		341
1473	Kagoshima	ice	koːi	k.oːi	k oː i		341
1407	Miyako	if	musɨ	m.u.s.ɨ	m u s ɨ		314
1408	Tokyo	if	mosi	m.o.s.i	m o s i		314
1409	Amami	if	jaθaʨiʨi	j.a.θ.a.ʨ.i.ʨ.i	j a θ a tɕ i tɕ i		316
1410	Kyoto	if	mosi	m.o.s.i	m o s i		314
1411	Hachijo	if	mosi	m.o.s.i	m o s i		314
1412	Shuri	if	musi	m.u.s.i	m u s i		314
1413	Kochi	if	hjotːo	h.j.o.tː.o	h j o tː o		315
1414	Sado	if	mosi	m.o.s.i	m o s i		314
1415	Oki	if	mosi	m.o.s.i	m o s i		314
1416	Kagoshima	if	moɕika	m.o.ɕ.i.k.a	m o ɕ i k a		314
1387	Miyako	in	n	n	n		311
1388	Tokyo	in	ni	n.i	n i		311
1389	Amami	in	naɴ	n.a.ɴ	n a ɴ		311
1390	Kyoto	in	ni	n.i	n i		311
1391	Hachijo	in	ni	n.i	n i		311
1392	Shuri	in	nakai	n.a.k.ai	n a k a i		311
1393	Kochi	in	ni	n.i	n i		311
1394	Sado	in	ni	n.i	n i		311
1395	Oki	in	ni	n.i	n i		311
1396	Kagoshima	in	i	i	i		311
610	Miyako	kill	kurusɨ	k.u.r.u.s.ɨ	k u r u s ɨ		139
611	Tokyo	kill	korosu	k.o.r.o.s.u	k o r o s u		139
612	Amami	kill	xusːuri	x.u.sː.u.r.i	x u sː u r i		139
613	Kyoto	kill	korosu	k.o.r.o.s.u	k o r o s u		139
614	Hachijo	kill	korosu	k.o.r.o.s.u	k o r o s u		139
615	Shuri	kill	kuruɕuɴ	k.u.r.u.ɕ.u.ɴ	k u r u ɕ u ɴ		139
616	Kochi	kill	korosu	k.o.r.o.s.u	k o r o s u		139
617	Sado	kill	korosu	k.o.r.o.s.u	k o r o s u		139
618	Oki	kill	korosu	k.o.r.o.s.u	k o r o s u		139
619	Kagoshima	kill	ukːoros	u.kː.o.r.o.s	u kː o r o s		139
462	Miyako	knee	ʦɨgusɨ	ʦ.ɨ.g.u.s.ɨ	ts ɨ g u s ɨ		109
463	Tokyo	knee	hiza	h.i.z.a	h i z a		107
464	Amami	knee	ʦɨbusi	ʦ.ɨ.b.u.s.i	ts ɨ b u s i		109
465	Kyoto	knee	hiza	h.i.z.a	h i z a		107
466	Hachijo	knee	hiʥakabura	h.i.ʥ.a.k.a.b.u.r.a	h i dʑ a k a b u r a		107
467	Shuri	knee	ʨiɴsi	ʨ.i.ɴ.s.i	tɕ i ɴ s i		109
468	Kochi	knee	sune	s.u.n.e	s u n e		108
469	Sado	knee	hiza	h.i.z.a	h i z a		107
470	Oki	knee	ɸuza	ɸ.u.z.a	ɸ u z a		-107
471	Kagoshima	knee	hiːza	h.iː.z.a	h iː z a		-107
580	Miyako	know	sɨː	s.ɨː	s ɨː		134
581	Tokyo	know	sitːeru	s.i.tː.e.r.u	s i tː e r u		134
582	Amami	know	siʨuri	s.i.ʨ.u.r.i	s i tɕ u r i		134
583	Kyoto	know	sitːeru	s.i.tː.e.r.u	s i tː e r u		134
584	Hachijo	know	obietara	o.b.ie.t.a.r.a	o b i e t a r a		133
585	Shuri	know	siʦːoːɴ	s.i.ʦː.oː.ɴ	s i tsː oː ɴ		134
586	Kochi	know	sitːjuː	s.i.tː.j.uː	s i tː j uː		134
587	Sado	know	sitːoru	s.i.tː.o.r.u	s i tː o r u		134
588	Oki	know	siʨːoru	s.i.ʨː.o.r.u	s i tɕː o r u		134
589	Kagoshima	know	siːːʨo	s.iːː.ʨ.o	s i i/j i tɕ o		134
1190	Tokyo	lake	mizuːmi	m.i.z.uː.m.i	m i z uː m i		270
1191	Amami	lake	ʔixi	ʔ.i.x.i	ʔ i x i		269
1192	Kyoto	lake	mizuːmi	m.i.z.uː.m.i	m i z uː m i		270
1193	Hachijo	lake	ike	i.k.e	i k e		269
1194	Shuri	lake	ʔuhugumui	ʔ.u.h.u.g.u.m.ui	ʔ u h u g u m ui		271
1195	Kochi	lake	ike	i.k.e	i k e		269
1196	Sado	lake	ike	i.k.e	i k e		269
1197	Oki	lake	eke	e.k.e	e k e		269
1198	Kagoshima	lake	mizuiuɴ	m.i.z.uiu.ɴ	m i z u i u ɴ		270
241	Miyako	leaf	paː	p.aː	p aː		67
242	Tokyo	leaf	hapːa	h.a.pː.a	h a pː a		67
243	Amami	leaf	hwa	h.w.a	h w a		67
244	Kyoto	leaf	haː	h.aː	h aː		67
245	Hachijo	leaf	ha	h.a	h a		67
246	Shuri	leaf	hwaː	h.w.aː	h w aː		67
247	Kochi	leaf	ha	h.a	h a		67
